"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	1	"AWI"	1	400	2050	1333	0	0	108	0	0	0	6	0	0	62	0	22	0	3	0	0	0	0	0	20	309	0	0	0	1	0	0	0	0	4	0	1	2	0	0	0	0	0	0	18	0	6	368	0	0	0	0	0	29	0	0	0	17	0	7	0	0	0	0	0	0	2	4	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	5	"AWI"	5	515	2097	1434	0	0	109	1	0	0	0	0	0	107	0	7	0	0	0	0	0	0	0	55	170	0	0	0	0	0	0	7	0	3	0	0	4	1	0	0	3	0	0	14	0	9	651	0	0	0	3	0	59	0	0	0	15	0	1	0	0	0	0	0	1	6	3	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	10	"AWI"	10	611	2199	1555	0	1	92	0	0	0	2	0	0	131	0	11	1	0	0	0	0	0	0	35	144	0	0	0	0	0	0	2	0	3	0	0	15	0	0	0	2	0	0	34	0	7	618	0	0	0	3	0	65	0	0	0	26	0	0	0	0	0	1	0	1	6	1	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	15	"AWI"	15	789	2256	1686	0	0	137	1	0	0	6	0	0	100	0	7	0	1	0	0	0	0	0	41	187	0	0	0	0	0	0	6	0	1	0	0	7	0	0	0	6	0	0	34	0	8	682	0	0	0	3	0	53	0	1	0	5	12	0	0	0	0	1	0	2	3	0	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	20	"AWI"	20	938	2339	1819	0	0	115	1	0	0	6	0	0	182	0	7	0	0	0	0	0	0	0	26	94	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	26	0	9	662	0	0	0	5	0	68	0	0	0	8	0	2	0	0	0	0	1	0	2	7	1
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	25	"AWI"	25	1146	2399	1929	0	0	108	0	0	0	4	0	3	150	0	12	0	0	0	0	0	0	0	50	131	0	0	0	0	0	0	6	0	3	0	0	8	1	0	0	4	0	0	31	0	11	636	0	0	0	1	0	59	0	0	0	8	0	2	0	0	0	0	0	2	1	2	1
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	30	"AWI"	30	1291	2485	2047	0	0	162	0	0	0	6	0	0	161	0	79	0	0	0	0	0	0	0	63	280	0	0	0	0	0	0	2	0	9	0	0	2	1	0	0	2	0	0	35	0	7	510	0	0	0	4	0	104	0	0	0	26	0	7	0	0	0	0	0	2	1	3	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	35	"AWI"	35	1671	2533	2158	1	0	150	3	0	0	9	0	0	230	0	29	1	0	0	0	0	0	0	53	1034	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	3	0	0	12	0	6	366	0	0	0	2	0	55	0	0	0	26	0	3	0	0	0	0	0	1	4	1	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	40	"AWI"	40	1869	2609	2289	0	1	161	2	0	0	3	0	0	67	0	7	2	0	0	0	0	0	0	45	500	0	0	0	0	0	0	2	0	2	0	0	3	1	0	0	5	0	0	12	0	9	490	0	0	0	3	0	58	0	0	0	21	0	4	0	0	0	0	1	2	4	1	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	45	"AWI"	45	2121	2654	2381	1	2	157	3	0	0	8	0	0	67	0	26	1	0	0	0	0	0	0	54	605	0	0	0	0	0	0	0	0	4	0	0	4	1	0	1	0	1	0	38	0	16	531	0	0	0	6	0	107	0	0	0	37	0	6	0	0	0	0	0	2	9	0	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	49	"AWI"	49	2217	2728	2469	0	1	203	1	0	0	9	0	0	81	0	23	0	0	0	0	0	0	0	50	463	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	4	1	0	26	0	10	559	0	0	0	3	0	102	0	0	0	34	0	5	0	0	0	0	0	5	3	0	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	55	"AWI"	55	2318	2843	2584	0	1	336	3	0	0	5	0	0	140	0	11	0	0	0	0	0	0	0	73	205	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	16	0	0	22	0	9	471	0	0	0	1	0	94	0	0	0	8	0	2	0	0	0	0	0	8	16	3	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	60	"AWI"	60	2384	2997	2668	0	3	209	1	0	0	7	0	0	115	0	0	1	0	0	0	0	0	0	66	384	0	0	0	0	0	0	3	1	9	0	0	5	1	0	0	21	1	0	51	1	5	533	0	0	0	4	0	98	0	0	0	9	22	1	0	0	0	0	0	4	9	1	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	65	"AWI"	65	2457	3071	2754	1	0	143	4	0	0	4	0	0	203	0	17	0	0	0	0	0	0	0	123	217	0	0	0	0	0	0	1	0	3	0	0	6	1	0	1	4	0	0	27	1	3	549	0	0	0	2	0	72	0	0	0	15	0	5	0	0	0	0	0	3	5	1	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	70	"AWI"	70	2506	3210	2839	0	1	188	3	0	0	8	0	0	145	0	8	0	1	0	0	0	0	0	63	419	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	20	0	7	458	0	0	0	1	0	110	0	0	0	15	0	5	0	0	0	0	0	4	7	8	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	75	"AWI"	75	2598	3266	2926	0	0	164	0	0	1	4	0	0	63	0	4	0	0	0	0	0	0	0	75	190	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	24	563	0	0	0	3	0	92	0	0	0	8	0	8	0	0	0	1	0	15	6	2	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	80	"AWI"	80	2642	3367	3007	0	0	405	1	0	0	2	0	0	144	0	4	0	0	0	0	0	0	0	56	84	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	6	387	0	0	0	0	0	74	0	0	0	6	0	0	0	0	0	1	0	5	5	6	0
