"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caryophyllaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Taxus"	"Ulmus"	"Urticaceae"	"Viburnum"
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	0	"AWI"	0	-118	48	-37	12.3249299719888	0	0	1.12044817927171	0.560224089635854	46.4985994397759	0	0	2.80112044817927	0	3.36134453781513	0	0	0	0.560224089635854	0	1.68067226890756	15.9663865546218	0	0	1.12044817927171	0.280112044817927	7.00280112044818	0	5.04201680672269	0	0	0.280112044817927	0	0.280112044817927	0	0	0.280112044817927	0.840336134453782	0	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	10	"AWI"	10	44	904	333	33.0935251798561	0	0	1.91846522781775	0	10.0719424460432	0	0	4.07673860911271	0	2.6378896882494	0	0	0	0	0.479616306954436	1.67865707434053	24.220623501199	0	0	0	0.239808153477218	16.5467625899281	0	3.35731414868106	0	0	0	0	0.479616306954436	0	0.239808153477218	0.239808153477218	0.479616306954436	0.239808153477218	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	20	"AWI"	20	289	1471	762	14.4654088050314	0	0	0	0.628930817610063	11.3207547169811	0	0	1.88679245283019	0	8.80503144654088	0	0	0	0.628930817610063	0	1.25786163522013	39.622641509434	0	0	0.628930817610063	0.628930817610063	11.9496855345912	0	5.66037735849057	0	0	0	0	0.628930817610063	0	0	1.25786163522013	0.628930817610063	0	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	30	"AWI"	30	604	1933	1212	21.4285714285714	0	0	0.446428571428571	0.892857142857143	8.92857142857143	0	0	2.67857142857143	0	4.46428571428571	0	0	0	0.446428571428571	0	2.67857142857143	40.1785714285714	0	0.446428571428571	0	0	8.03571428571429	0	5.80357142857143	0	0	0	0	2.23214285714286	0	0.446428571428571	0	0.892857142857143	0	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	40	"AWI"	40	958	2356	1648	45.0819672131148	0	0.273224043715847	0	0	4.0983606557377	0	0	3.00546448087432	0	1.09289617486339	0	0	0	0	0	1.91256830601093	21.8579234972678	0	0	0	0.273224043715847	16.3934426229508	0	4.91803278688525	0	0	0	0	0	0	0.273224043715847	0.546448087431694	0.273224043715847	0	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	50	"AWI"	50	1349	2777	2073	11.3636363636364	0	0	0.252525252525253	0	35.1010101010101	0	0	3.78787878787879	0	0.757575757575758	0	0	0	0.505050505050505	0	0.757575757575758	22.7272727272727	0	0.252525252525253	0	0	17.4242424242424	0	5.80808080808081	0	0	0	0	1.01010101010101	0	0.252525252525253	0	0	0	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	60	"AWI"	60	1765	3146	2502	24.7457627118644	0	0	0	0	29.1525423728814	0	0	2.71186440677966	0	0	0	0	0	0	0	1.01694915254237	9.49152542372881	0	0	0	0.338983050847458	28.4745762711864	0	1.69491525423729	0	0	0	0	1.35593220338983	0	0.338983050847458	0	0.338983050847458	0.338983050847458	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	70	"AWI"	70	2247	3476	2934	26.6219239373602	0	0.223713646532438	0.223713646532438	0	20.1342281879195	0	0	4.47427293064877	0	6.71140939597315	0	0	0	0.223713646532438	0	0.671140939597315	25.9507829977629	0	0	2.68456375838926	0	7.38255033557047	0	3.80313199105145	0.447427293064877	0	0	0	0.447427293064877	0	0	0	0	0	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	80	"AWI"	80	2766	3758	3360	33.3333333333333	0	0	0	0	12.8472222222222	0	0	2.77777777777778	0	8.33333333333333	0	0	0	0	0	1.04166666666667	28.4722222222222	0	0	7.29166666666667	0	2.43055555555556	0	3.125	0	0	0	0	0	0	0	0	0.347222222222222	0	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	90	"AWI"	90	3457	3996	3758	29.3918918918919	0	0	0.337837837837838	0.168918918918919	23.1418918918919	0	0	3.5472972972973	0	5.74324324324324	0	0	0	0	0	1.18243243243243	19.5945945945946	0	0	3.71621621621622	0	7.60135135135135	0	4.22297297297297	0.506756756756757	0	0	0	0.337837837837838	0	0	0.337837837837838	0.168918918918919	0	0
10525	16207	"Glaisín na Marbh"	52.007262	-9.57091	100	"AWI"	100	4069	5651	4707	9.19540229885057	0	0	0	0	9.19540229885057	0	0	1.72413793103448	0	2.29885057471264	0	0	0	0.574712643678161	0	0.574712643678161	25.8620689655172	0	0.574712643678161	37.9310344827586	0.574712643678161	2.29885057471264	0	6.32183908045977	0	0	0	0	0.574712643678161	0	0	0.574712643678161	1.72413793103448	0	0
