"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cupressus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxodium"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
3257	4225	"Lutinière"	46.44444	-0.86222	85	"AWI"	85	678	1171	947	0	0	8	1	75	0	0	0	1	0	98	0	0	1	0	0	0	0	0	0	2	0	0	126	0	0	8	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	23	0	0	0	0	9	0	1	0	0	0	0	7	2	0	2	0	0	0	0	0	1	1	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	90	"AWI"	90	696	1215	971	0	0	10	0	32	0	0	0	1	1	79	0	0	0	0	0	0	0	0	0	1	0	0	162	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	42	0	0	0	0	10	0	0	0	0	4	0	12	1	0	3	0	0	0	1	0	2	3	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	95	"AWI"	95	740	1224	994	0	1	3	2	94	0	1	14	0	2	30	0	0	0	0	0	1	0	0	0	0	0	0	113	0	0	1	0	4	0	0	0	0	0	0	6	0	0	0	1	1	2	0	0	2	5	0	0	43	0	0	0	0	16	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	105	"AWI"	105	815	1250	1044	0	0	7	1	87	0	1	0	1	1	52	0	0	1	0	0	4	0	0	0	7	0	0	142	0	0	5	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	3	0	0	44	0	0	0	0	11	2	2	0	0	2	0	3	1	0	2	0	0	0	0	0	0	6	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	110	"AWI"	110	845	1266	1069	0	0	1	1	107	0	1	0	0	0	63	0	0	5	0	0	0	0	0	0	1	1	0	151	0	0	0	2	0	3	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0	6	0	0	56	0	0	0	0	8	0	1	0	0	0	0	4	0	0	3	0	0	0	0	0	1	13	0	1	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	120	"AWI"	120	889	1325	1120	0	0	2	0	95	0	0	0	1	0	87	0	1	0	0	0	1	0	0	0	0	0	0	174	0	0	0	0	3	1	0	0	0	0	0	5	0	0	0	3	0	0	0	1	0	1	0	0	22	0	0	0	0	11	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	125	"AWI"	125	958	1353	1166	0	2	2	2	49	0	1	0	4	0	35	0	0	1	0	0	2	0	0	0	2	0	1	191	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	6	0	0	29	0	0	0	0	27	0	2	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	130	"AWI"	130	1008	1395	1212	0	0	5	1	251	1	4	0	3	0	47	0	0	1	0	0	2	0	0	0	4	0	0	114	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	19	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	135	"AWI"	135	1050	1454	1259	0	0	1	1	142	0	1	0	4	0	55	0	0	0	0	0	1	0	0	0	4	0	0	162	0	0	0	2	1	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	3	0	0	29	0	0	0	0	15	0	1	0	0	3	0	4	0	0	2	0	0	0	1	0	1	0	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	145	"AWI"	145	1105	1617	1346	0	0	4	5	265	0	2	0	0	0	96	0	0	1	1	1	5	0	0	0	5	0	1	89	0	0	1	2	1	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	2	8	0	0	55	0	0	0	0	16	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	3	1	0	2	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	150	"AWI"	150	1124	1707	1391	0	0	2	4	178	0	3	0	1	0	124	0	0	0	0	0	2	0	0	0	3	0	0	110	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	10	0	0	72	0	0	0	0	22	1	3	0	0	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	155	"AWI"	155	1180	1753	1442	0	0	1	0	89	0	1	0	1	0	107	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	4	0	0	26	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	165	"AWI"	165	1243	1891	1543	0	0	1	6	235	0	6	0	1	0	239	0	0	0	0	0	1	1	0	0	7	0	0	21	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	8	0	0	41	0	0	0	0	27	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	185	"AWI"	185	1361	2267	1733	0	1	11	1	188	0	0	0	6	0	111	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	30	5	0	0	0	0	1	4	0	0	0	41	0	0	0	0	1	3	0	0	32	0	0	1	0	51	0	1	2	0	2	0	0	0	0	2	3	0	0	0	0	3	0	0	0	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	195	"AWI"	195	1441	2364	1852	0	6	5	2	103	1	1	0	4	1	53	0	0	0	0	0	1	0	0	0	74	0	1	7	0	1	0	0	22	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	3	0	0	16	0	0	0	0	90	1	4	0	0	1	0	15	0	0	0	0	0	0	0	0	8	0	0	0	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	210	"AWI"	210	1505	2608	2009	0	2	8	4	72	1	1	0	2	0	60	0	0	1	0	0	4	0	0	0	0	0	0	23	0	0	0	1	5	12	0	0	0	0	0	0	1	0	1	33	0	0	0	0	1	5	0	0	0	0	0	1	0	40	0	2	0	0	1	0	4	0	0	2	1	0	0	0	0	2	0	0	0	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	220	"AWI"	220	1634	2665	2119	0	0	6	4	122	0	3	0	2	1	91	0	0	0	0	0	2	0	0	1	25	0	1	17	0	0	0	0	2	8	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	35	0	0	0	0	69	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	3
3257	4225	"Lutinière"	46.44444	-0.86222	230	"AWI"	230	1713	2744	2234	0	0	3	6	183	1	3	0	1	0	112	0	1	1	0	0	0	0	0	0	5	0	0	20	0	0	0	6	4	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	11	0	0	84	0	0	0	0	55	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	235	"AWI"	235	1743	2799	2291	0	0	14	7	220	1	5	0	4	0	161	0	0	0	0	1	14	1	0	0	0	0	0	38	0	0	0	0	4	2	0	0	0	0	0	3	0	0	0	3	0	0	0	1	2	22	0	0	94	0	0	1	0	53	0	0	0	0	4	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	245	"AWI"	245	1853	2898	2393	0	0	17	11	104	1	7	0	1	1	104	0	0	0	0	0	0	0	0	0	6	0	0	19	0	0	0	6	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	20	0	0	89	0	0	1	0	27	0	4	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	255	"AWI"	255	1985	2953	2506	0	0	52	4	161	0	3	0	3	0	131	0	0	0	0	0	0	1	0	0	5	0	2	17	0	0	0	1	6	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	15	0	0	77	0	0	0	0	29	2	4	0	0	3	0	2	1	0	3	0	0	0	0	1	2	0	0	3	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	260	"AWI"	260	2031	2986	2564	0	0	38	8	94	0	7	0	4	0	67	0	0	0	0	0	2	0	0	0	2	0	0	4	0	0	0	3	5	2	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	17	0	0	60	0	0	0	0	30	1	0	0	0	2	0	3	0	0	3	5	0	0	0	1	0	0	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	270	"AWI"	270	2105	3095	2672	0	0	56	3	163	0	2	0	1	0	69	0	0	0	0	0	11	0	0	0	15	0	2	8	0	0	0	5	5	3	0	0	0	0	0	3	0	0	0	0	0	0	19	0	0	9	0	0	80	0	0	0	0	37	0	2	0	0	0	0	10	0	0	1	0	0	0	1	0	0	0	0	2	0	7
3257	4225	"Lutinière"	46.44444	-0.86222	275	"AWI"	275	2216	3112	2717	1	0	45	7	172	0	3	0	4	0	73	0	0	0	0	0	3	0	0	0	4	0	0	10	0	0	0	3	3	4	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	7	0	0	58	0	0	0	0	22	2	1	0	0	4	0	4	1	0	3	24	0	0	0	0	0	0	0	0	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	285	"AWI"	285	2417	3160	2808	0	0	25	5	103	4	2	0	2	0	96	0	0	0	0	0	10	0	0	0	23	0	1	9	0	0	0	4	4	2	0	0	0	0	0	3	0	1	0	0	0	0	18	0	1	6	0	0	80	0	0	0	0	61	0	2	0	0	1	0	16	5	0	1	0	0	2	0	1	3	1	0	1	1	5
3257	4225	"Lutinière"	46.44444	-0.86222	295	"AWI"	295	2563	3224	2910	0	1	16	4	132	0	2	0	0	0	54	0	0	0	0	0	0	0	0	0	19	0	0	4	0	0	0	1	3	7	0	0	0	0	0	6	0	0	2	1	0	0	0	0	1	7	0	0	0	0	0	0	0	42	1	1	0	0	2	0	9	0	0	3	22	0	0	0	2	0	0	0	3	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	305	"AWI"	305	2685	3293	2998	0	0	6	3	30	0	4	0	1	0	27	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	6	2	0	0	0	0	0	1	0	0	1	20	0	0	0	0	0	1	0	0	31	0	0	0	0	48	1	0	0	0	0	0	7	0	0	0	3	0	0	0	2	1	0	0	4	0	5
3257	4225	"Lutinière"	46.44444	-0.86222	315	"AWI"	315	2805	3344	3074	0	4	6	1	42	0	1	0	3	0	27	0	0	0	0	1	0	0	0	1	46	0	0	20	0	0	0	1	3	8	0	0	0	0	0	3	0	1	1	0	0	0	11	0	2	3	0	0	65	0	0	0	0	64	1	2	0	0	0	0	14	1	0	0	0	0	0	0	0	2	0	0	8	0	3
3257	4225	"Lutinière"	46.44444	-0.86222	317	"AWI"	317	2819	3361	3090	0	0	7	4	27	0	2	0	1	0	28	0	0	0	0	0	0	0	0	0	2	0	0	16	0	0	2	0	6	0	0	0	1	0	0	1	0	0	1	22	0	0	0	0	1	4	0	0	54	0	0	1	0	52	4	0	0	0	3	0	12	0	0	3	0	0	0	0	0	1	0	0	4	0	4
3257	4225	"Lutinière"	46.44444	-0.86222	320	"AWI"	320	2839	3386	3114	0	0	5	6	34	0	0	0	1	0	11	0	0	1	0	0	0	0	0	0	181	0	0	7	0	0	0	0	4	0	0	0	0	0	0	5	0	0	1	7	0	0	0	0	1	7	0	0	27	0	0	0	0	21	0	2	0	0	0	0	6	0	0	1	0	0	1	0	3	2	0	0	2	0	3
3257	4225	"Lutinière"	46.44444	-0.86222	330	"AWI"	330	2891	3503	3188	0	0	6	2	41	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	34	0	0	20	0	0	0	2	5	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	13	0	0	75	0	0	0	0	57	0	7	0	0	2	0	14	2	0	0	0	0	0	0	1	1	0	0	1	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	345	"AWI"	345	3052	3630	3307	0	1	7	7	25	0	1	0	1	1	48	0	0	0	0	0	2	0	0	0	15	0	1	24	0	0	0	2	0	2	0	0	0	0	0	3	0	0	0	0	0	0	5	0	3	18	0	0	100	0	0	0	0	60	0	4	0	0	3	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	355	"AWI"	355	3105	3755	3381	0	0	4	1	26	0	0	0	0	1	24	0	0	0	0	2	0	1	0	1	8	1	0	48	0	0	1	1	1	1	0	0	0	1	0	5	0	0	0	0	1	0	0	0	3	28	0	0	126	0	0	0	0	27	0	4	0	0	1	2	3	0	0	3	6	0	0	0	1	1	0	4	0	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	370	"AWI"	370	3249	3971	3543	0	0	5	7	12	0	5	0	3	0	19	0	0	0	0	1	0	0	0	0	7	0	0	8	0	0	0	3	3	1	0	0	0	0	0	1	0	0	0	9	0	0	0	0	7	67	0	0	0	0	0	1	0	43	0	3	0	0	5	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	380	"AWI"	380	3318	4222	3657	0	0	3	7	12	0	4	0	0	0	11	0	0	0	0	0	0	0	0	0	18	0	0	17	0	0	0	7	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	1	62	0	0	84	0	0	0	0	29	0	9	0	0	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	390	"AWI"	390	3364	4512	3766	0	0	1	10	11	1	3	0	1	0	12	0	0	0	0	1	0	1	0	1	3	0	0	26	0	0	1	7	0	0	0	0	0	0	0	5	0	0	0	11	0	0	0	0	3	66	0	0	111	0	0	0	0	24	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	395	"AWI"	395	3804	4740	4138	0	0	4	6	13	0	0	0	1	0	13	0	0	0	0	1	0	0	0	0	23	0	0	16	0	1	0	5	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	6	53	0	0	111	0	0	0	0	31	0	2	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	400	"AWI"	400	4174	4977	4513	0	0	6	14	14	0	2	0	2	1	4	0	0	0	0	1	0	0	0	0	2	0	0	21	0	0	0	14	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	67	0	0	120	0	0	0	0	15	0	4	0	0	2	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	410	"AWI"	410	4740	5611	5269	0	0	5	15	20	1	4	0	0	1	4	0	0	0	0	2	0	0	0	0	6	0	0	22	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0	3	64	0	0	91	0	0	1	0	42	0	2	0	0	2	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	6
3257	4225	"Lutinière"	46.44444	-0.86222	417	"AWI"	417	5058	6229	5781	0	0	5	14	10	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	13	0	1	28	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	2	0	0	0	0	3	39	0	0	106	0	0	0	0	46	0	3	0	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	3
3257	4225	"Lutinière"	46.44444	-0.86222	421	"AWI"	421	5224	6565	6039	0	0	5	30	14	1	9	0	1	2	4	0	0	0	0	3	0	0	0	0	7	1	0	22	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	5	22	0	0	119	0	0	0	0	47	0	2	0	0	3	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	2
3257	4225	"Lutinière"	46.44444	-0.86222	425	"AWI"	425	5329	6855	6183	0	0	7	94	3	1	3	0	1	0	10	0	0	0	0	1	0	0	0	0	7	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	8	0	0	79	0	0	0	0	131	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	430	"AWI"	430	5425	7380	6342	0	0	7	50	12	1	1	0	3	1	7	2	0	0	0	1	0	0	0	0	14	0	0	35	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	70	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	435	"AWI"	435	5505	7906	6494	0	0	2	65	7	0	1	0	0	0	8	0	0	0	0	2	0	0	0	0	2	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	5	6	0	0	0	0	0	0	0	71	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3257	4225	"Lutinière"	46.44444	-0.86222	445	"AWI"	445	5651	9080	6788	0	0	6	69	20	1	3	0	0	0	10	0	0	0	0	0	0	0	0	0	5	0	0	67	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	5	9	0	0	0	0	0	0	0	46	1	1	0	0	2	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1
3257	4225	"Lutinière"	46.44444	-0.86222	450	"AWI"	450	5698	9682	6934	0	0	7	46	10	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	3	0	0	66	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	10	10	0	0	63	0	0	0	0	24	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
