"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Aristolochiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16347	25382	"Quart du Bois"	46.8925	4.03417	0	"AWI"	0	-128	22	-54	4	0	7	1	0	1	2	0	2	0	2	0	1	0	0	0	0	0	45	0	11	1	18	0	0	0	0	1	0	7	0	0	0	0	1	1	0	0	0	0	0	8	0	1	5	0	0	0	0	0	0	32	0	0	1	0	2	0	1	0	0	0	1	1	0	190	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	4	"AWI"	4	-102	74	-21	1	1	3	1	0	1	0	3	0	0	2	0	5	0	0	0	0	0	66	0	9	0	153	4	0	1	0	3	0	0	0	0	1	0	3	3	0	0	0	0	0	5	1	0	27	0	0	0	0	0	0	45	0	0	3	11	1	0	0	0	0	0	1	0	0	1	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	8	"AWI"	8	-76	121	12	1	1	2	0	0	1	0	6	0	0	6	0	10	0	0	0	0	0	58	1	8	0	161	4	0	0	0	3	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	28	0	0	0	1	0	0	49	0	0	10	0	0	0	1	0	1	0	0	0	0	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	11.5	"AWI"	11.5	-53.5	162.5	41.5	0	0	2	0	0	0	0	1	0	0	3	0	3	0	0	0	0	0	69	0	8	0	182	0	0	0	0	4	0	3	0	0	0	0	5	1	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	46	0	0	2	0	2	0	1	0	0	0	2	0	0	4	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	16	"AWI"	16	-27	208	80	0	0	4	1	0	1	0	2	0	0	3	0	6	0	0	0	0	0	59	0	5	0	132	0	0	0	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	13	0	0	0	0	0	1	30	0	0	3	0	4	0	1	0	0	0	0	0	0	4	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	20	"AWI"	20	-3	248	114	1	0	2	0	0	1	0	1	1	0	3	0	4	0	0	16	0	0	116	1	9	0	124	0	0	1	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	44	0	0	1	0	7	0	2	0	1	0	0	0	2	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	24	"AWI"	24	29	278	150	0	0	1	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	115	0	2	0	82	0	0	0	0	2	0	0	0	0	0	0	6	7	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0	41	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	28	"AWI"	28	59	310	185	0	0	3	0	0	1	0	3	0	0	0	0	2	1	0	22	0	0	98	0	7	0	61	0	0	0	0	2	0	0	0	0	0	0	6	5	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	30	0	0	0	0	3	1	2	0	1	0	0	0	0	0	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	32	"AWI"	32	92	342	220	0	0	6	0	0	0	0	1	0	0	1	0	2	0	0	4	0	0	148	0	4	0	62	0	0	0	0	1	0	0	0	0	0	0	3	1	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	39	0	0	2	0	7	0	1	0	0	0	0	0	0	6	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	36	"AWI"	36	124	375	254	0	0	2	0	0	3	0	2	1	0	1	0	1	2	0	4	0	0	106	0	5	0	48	0	0	0	0	5	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	39	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	40	"AWI"	40	156	405	289	0	0	2	2	0	0	0	3	1	0	1	0	1	1	0	22	0	0	198	0	6	0	47	0	0	1	0	4	0	1	0	0	0	0	3	6	0	0	1	0	0	1	2	0	4	0	0	0	0	0	0	59	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	44	"AWI"	44	189	430	324	0	0	2	3	0	1	0	2	0	0	0	0	2	1	0	11	0	0	186	0	4	0	39	0	0	1	0	9	0	0	0	0	0	0	3	4	0	0	0	0	0	3	0	0	6	0	0	0	0	0	1	44	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	48	"AWI"	48	227	455	359	0	0	1	1	0	1	0	0	0	0	1	0	5	0	0	0	0	0	190	0	1	0	67	0	0	0	0	3	0	0	0	0	0	1	1	4	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	24	0	0	2	0	8	0	0	0	0	0	0	0	0	1	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	52	"AWI"	52	265	482	392	0	1	3	1	0	0	0	8	0	0	4	0	5	0	0	0	0	0	185	0	3	0	114	0	2	1	0	2	0	0	0	0	0	0	2	3	0	0	0	0	0	3	1	0	9	0	0	0	0	0	0	63	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	56	"AWI"	56	300	506	426	0	1	3	1	0	1	0	0	1	0	4	0	4	2	0	6	0	0	253	0	6	0	65	0	0	0	0	5	0	0	0	0	1	0	3	7	0	1	0	0	0	1	0	0	9	0	0	0	0	0	0	54	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	60	"AWI"	60	337	529	462	1	1	5	2	2	1	0	0	0	0	0	0	9	0	0	0	0	0	193	0	12	0	84	0	0	1	0	6	0	0	0	0	0	0	5	3	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	54	0	0	1	0	11	0	2	0	0	0	0	1	0	1	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	64	"AWI"	64	375	549	494	0	0	7	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	116	0	6	0	81	0	0	0	0	4	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	39	0	0	2	0	31	0	1	0	0	0	0	0	0	6	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	68	"AWI"	68	417	616	528	0	0	7	0	0	3	0	0	0	0	3	0	4	0	0	0	0	0	99	0	6	0	113	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	21	0	0	1	8	18	0	0	0	0	0	0	0	0	2	0	0	1
16347	25382	"Quart du Bois"	46.8925	4.03417	72	"AWI"	72	456	678	563	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	114	0	5	0	221	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	6	0	0	0	1	0	1	19	0	0	4	0	4	0	1	0	0	0	1	0	0	0	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	76	"AWI"	76	492	734	600	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	96	0	4	0	155	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	1	0	5	0	0	0	0	0	0	34	0	0	3	0	6	0	0	0	0	0	2	0	0	0	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	80	"AWI"	80	522	792	640	2	1	1	1	0	0	0	0	0	0	1	0	1	2	0	0	0	2	81	0	1	0	137	0	0	2	0	3	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	36	0	0	0	0	9	0	0	0	0	0	0	0	0	6	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	84	"AWI"	84	554	830	679	1	0	5	2	0	1	0	1	0	0	0	0	1	1	0	0	0	0	63	0	8	0	140	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	57	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	88	"AWI"	88	587	872	719	1	0	4	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	57	0	4	0	129	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	39	0	0	0	0	12	0	0	0	0	0	0	0	0	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	92	"AWI"	92	620	915	758	0	0	3	1	0	3	0	0	1	0	3	0	1	3	0	0	0	0	30	0	10	0	80	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	33	0	0	1	0	15	0	0	0	0	1	1	0	1	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	96	"AWI"	96	654	960	799	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	28	0	6	0	103	0	0	1	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	98	"AWI"	98	670	975	819	0	0	7	0	0	1	0	0	0	0	3	0	2	0	0	5	0	0	56	0	5	1	114	0	0	0	0	4	0	0	0	1	0	1	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	33	0	0	1	0	5	0	3	0	0	0	0	1	1	3	0	1	0
16347	25382	"Quart du Bois"	46.8925	4.03417	102	"AWI"	102	706	1016	859	1	0	4	1	0	3	0	0	0	0	0	0	0	1	0	0	4	0	44	0	4	0	135	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	39	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	104	"AWI"	104	722	1034	878	1	0	9	1	0	7	0	1	2	0	3	0	3	0	0	0	0	0	20	0	6	0	191	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	1	0	1	28	0	0	4	0	7	0	1	0	0	0	0	0	0	1	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	108	"AWI"	108	760	1068	919	2	0	8	1	0	5	0	3	1	0	3	0	1	0	0	0	0	0	27	0	3	0	196	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	35	0	0	4	0	3	0	0	0	0	0	0	0	1	0	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	112	"AWI"	112	799	1104	961	0	0	17	1	0	1	0	4	1	0	4	0	0	0	0	0	0	0	11	0	16	0	198	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	34	0	0	6	0	3	0	4	0	0	0	0	0	0	0	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	116	"AWI"	116	840	1140	1000	1	0	7	1	0	4	0	0	0	0	3	0	1	0	0	0	0	0	23	0	12	0	101	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	6	0	0	0	0	0	1	42	0	0	1	17	3	0	0	0	0	0	0	0	0	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	120	"AWI"	120	880	1174	1041	2	0	10	1	0	0	0	0	2	0	2	0	1	0	0	0	0	0	6	0	7	0	62	2	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	49	0	0	7	0	2	0	1	0	1	0	1	0	0	1	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	124	"AWI"	124	928	1202	1082	0	1	34	1	0	0	0	1	0	0	2	0	5	0	0	4	0	0	17	0	13	0	88	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	44	0	0	6	16	4	0	0	0	0	0	0	0	0	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	128	"AWI"	128	974	1230	1122	0	0	52	1	0	0	0	3	0	0	0	1	1	0	0	0	0	0	13	0	25	0	42	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	55	0	0	4	0	2	0	2	0	0	0	0	0	0	2	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	132	"AWI"	132	1026	1260	1163	2	0	58	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	20	0	11	0	36	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	54	0	0	2	0	3	0	0	0	0	0	0	0	0	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	136	"AWI"	136	1070	1289	1199	1	0	106	1	0	1	0	0	0	0	3	0	2	1	0	0	0	0	18	0	25	0	18	0	0	0	0	16	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	38	0	0	4	0	2	0	0	0	0	0	0	1	1	3	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	140	"AWI"	140	1094	1322	1222	0	0	80	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	7	0	19	0	31	0	0	0	0	28	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	44	0	0	2	0	5	0	3	0	0	0	1	1	1	2	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	144	"AWI"	144	1122	1350	1249	0	1	117	0	0	2	0	1	1	0	0	0	1	1	0	0	0	0	12	0	25	0	27	0	0	0	0	31	0	5	0	0	0	0	0	1	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	52	0	0	3	0	4	0	1	0	0	0	0	0	2	14	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	148	"AWI"	148	1149	1376	1276	3	2	80	2	0	1	0	2	0	0	5	0	1	0	0	0	0	0	4	0	15	0	18	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	41	0	0	3	0	4	0	1	0	0	0	0	0	0	5	1	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	152	"AWI"	152	1178	1403	1302	0	6	131	3	0	1	0	0	0	0	5	0	2	0	0	0	0	0	14	0	24	0	27	0	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	1	0	0	58	0	0	2	0	4	0	4	0	0	0	0	2	1	6	1	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	156	"AWI"	156	1208	1432	1330	0	1	111	1	0	0	0	4	1	0	8	0	0	0	0	0	0	0	6	0	22	0	26	0	0	0	0	8	0	6	0	0	0	0	0	4	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	54	0	0	8	0	8	0	1	0	0	0	0	2	0	6	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	160	"AWI"	160	1237	1459	1357	1	0	155	1	0	1	0	0	0	0	3	0	3	0	0	0	0	0	10	0	67	0	20	0	0	0	0	28	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	58	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	164	"AWI"	164	1272	1480	1387	2	0	158	0	0	5	0	0	0	0	8	0	1	0	0	0	0	0	11	0	45	0	22	0	0	0	0	33	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	10	0	0	0	0	0	0	56	0	0	3	0	10	0	0	0	0	0	0	7	1	1	0	0	1
16347	25382	"Quart du Bois"	46.8925	4.03417	168	"AWI"	168	1308	1500	1415	6	1	142	2	0	2	0	0	1	0	5	0	3	0	0	0	0	0	5	0	67	0	79	0	0	0	0	34	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	7	0	0	0	0	0	0	84	9	0	7	0	9	0	0	0	0	1	0	2	0	0	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	172	"AWI"	172	1344	1520	1446	1	0	213	2	0	1	0	0	4	0	3	0	2	0	0	0	0	0	2	0	100	0	44	0	0	0	0	76	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	104	0	0	7	0	8	0	1	0	1	0	12	6	2	1	0	0	0
16347	25382	"Quart du Bois"	46.8925	4.03417	175	"AWI"	175	1365	1542	1467	2	0	110	1	0	1	0	0	1	0	5	0	0	0	0	0	0	0	1	0	31	0	41	0	0	0	0	29	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8	0	0	0	0	0	0	71	0	0	2	0	7	1	1	0	1	0	1	1	2	3	0	0	0
