"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acacia"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Casuarina"	"Cedrus"	"Celtis"	"Ceratonia"	"Cistaceae"	"Combretaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Myrtaceae"	"Nitrariaceae"	"Olea"	"Oleaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prosopis"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Styrax"	"Tamarix"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Vitaceae"	"Zygophyllaceae"
26120	45316	"Dead Sea 7"	31.49111	35.42972	2.5	"AWI"	2.5	-142.5	39	-43	0	0.366300366300366	45.4212454212454	0.732600732600733	9.15750915750916	0	0	0	3.66300366300366	0	2.1978021978022	0	0	0.366300366300366	0.732600732600733	0	2.56410256410256	0	0	0	0	0	0	0	4.76190476190476	0.732600732600733	0	0.366300366300366	0	0	0	0	0	1.83150183150183	0	0	0	0	0.366300366300366	0	6.59340659340659	0	0	0	0	6.59340659340659	1.0989010989011	1.0989010989011	0	0	0	0	0	0	8.79120879120879	0	0	0	0	0	1.0989010989011	0	0.366300366300366	0	0.732600732600733	0	0.366300366300366	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	17.5	"AWI"	17.5	-75.5	235.5	52.5	0	0	44.5344129554656	1.21457489878543	14.17004048583	0	0	0	2.42914979757085	0	7.69230769230769	0	0	0	1.61943319838057	0	0	0	0	0	0	0	0	0	1.61943319838057	0.404858299595142	0	0	0	0	0	0	0	6.88259109311741	0	0	0	0	0	0	4.04858299595142	0	0	0	0.404858299595142	3.64372469635628	0.809716599190283	3.23886639676113	0	0	0	0	0	0.809716599190283	6.07287449392713	0	0	0	0	0	0	0	0	0	0	0.404858299595142	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	33.5	"AWI"	33.5	2.5	392	162.5	0	0	47.3684210526316	0	6.76691729323308	0.37593984962406	0	0	0	0	6.76691729323308	0	0	0	3.00751879699248	0	0.75187969924812	0	0	0	0	0	0	0	0.75187969924812	1.50375939849624	0	0	0	0	0	0	0	15.0375939849624	0	0	0	0	0	0	4.88721804511278	0	0	0	0	4.88721804511278	0	2.63157894736842	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	40.5	"AWI"	40.5	31.5	459.5	211.5	0	0	35.0180505415162	0	18.0505415162455	0	0	0	0	0	9.38628158844765	0	0	0.36101083032491	0.72202166064982	0	0.72202166064982	0	0	0	0	0	0.36101083032491	1.08303249097473	1.80505415162455	0	0	0	0	0	0	0	0	0	0	0	0.36101083032491	0	0	0	10.8303249097473	0	0	0	0	6.85920577617329	2.16606498194946	2.52707581227437	0	0	0.72202166064982	0	0	1.44404332129964	3.6101083032491	0	0	0	1.80505415162455	0	0	0	0.36101083032491	0	0.72202166064982	0.36101083032491	0.72202166064982	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	41.7	"AWI"	41.7	38.5	467.9	219.9	0	0.520833333333333	36.4583333333333	0	16.1458333333333	0	0	0	0.520833333333333	0	6.77083333333333	0	0	0	2.60416666666667	0	0.520833333333333	0	0	0	0	0	0	0	0	1.04166666666667	0	0	0	0	0	0	0	7.29166666666667	0	0	0	0	0.520833333333333	3.125	4.6875	0	0	0	0	5.20833333333333	2.08333333333333	6.77083333333333	0	0	0	0	0	0	4.16666666666667	0	0	0	0	0	0	0	0.520833333333333	0	0	0.520833333333333	0	0	0.520833333333333	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	43.7	"AWI"	43.7	49.9	481.6	234.6	0	0	46.3302752293578	1.37614678899083	17.8899082568807	0	0	0	0	0	5.96330275229358	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458715596330275	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458715596330275	0	7.3394495412844	0	0	0	0	1.37614678899083	1.37614678899083	6.88073394495413	0	0	0	0	0	0.458715596330275	8.71559633027523	0	0	0	0	0	0	0	0	0	0.458715596330275	0.458715596330275	0.458715596330275	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	45.7	"AWI"	45.7	60.1	499.3	248.9	0	0	28.3185840707965	0.442477876106195	26.1061946902655	0	0	0	0	0	2.21238938053097	0	0	0	1.32743362831858	0	0	0	0	0	0	0.442477876106195	0	0	0.884955752212389	1.76991150442478	0	0.884955752212389	0	0	0	0	0	5.75221238938053	0	0	0	0	0	0	8.4070796460177	0	0	0	0	3.98230088495575	3.09734513274336	10.6194690265487	0	0	0	0	0	0.884955752212389	3.09734513274336	0	1.32743362831858	0	0	0	0	0	0	0	0	0	0.442477876106195	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	51.1	"AWI"	51.1	85.7	548.5	286.7	0	0	33.1797235023041	0.921658986175115	18.8940092165899	0	0	0	0	0	0.921658986175115	0	0	0	1.84331797235023	0	0	0	0	0	0	0	0	0.460829493087558	0.460829493087558	0.460829493087558	0	0	0	0	0	0	0	1.84331797235023	0	0	0	0	0	0.460829493087558	4.60829493087558	0	0	0	0	5.06912442396313	5.06912442396313	9.21658986175115	0	0	0	0	0	0.921658986175115	13.8248847926267	0	0	0	0	0	0	0	0.460829493087558	0	0	0.460829493087558	0.460829493087558	0	0.460829493087558	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	54.5	"AWI"	54.5	108.5	569	310	0	0	42.2960725075529	2.41691842900302	19.9395770392749	0	0	0	0	0	1.51057401812689	0	0	0	0.604229607250755	0.302114803625378	0	0	0	0	0	0	0	0	0	0.906344410876133	0	0	0	0	0	0	0	7.85498489425982	0	0	0	0	0	0	3.02114803625378	0	0	0	0	5.74018126888217	1.20845921450151	1.81268882175227	0	0	0.604229607250755	0	0	0.906344410876133	9.06344410876133	0	0	0	0	0	0	0	0	0	1.20845921450151	0	0.302114803625378	0	0.302114803625378	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	71.5	"AWI"	71.5	202.5	712.5	427.5	0	0	31.7647058823529	0.392156862745098	22.3529411764706	0	0	0	0	0	1.56862745098039	0	0	0	0.784313725490196	0	0	0	0	0	0	0	0	0	0	0.784313725490196	0	0	0	0	0	0	0	5.49019607843137	0	0	0	0	0	0	10.1960784313725	0	0	0	0	5.88235294117647	1.96078431372549	3.52941176470588	0	0	0	0	0	0.392156862745098	12.156862745098	0	0	0	0	0	0	0	0.392156862745098	0	1.56862745098039	0.392156862745098	0.392156862745098	0	0	0	0
