"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Genista"	"Geraniaceae"	"Iridaceae"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Myrtus"	"Olea"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"
3309	4294	"Navarrés"	39.1	-0.68333	35	"AWI"	35	2276	3721	3075	0.581395348837209	1.16279069767442	0	0	0	0.581395348837209	0	0	0	0	0	0.581395348837209	0	0	1.16279069767442	18.6046511627907	0	2.90697674418605	0	0	0	0	0	0	0.581395348837209	0	0	0	0	0	36.046511627907	0	0.581395348837209	0	15.1162790697674	0	3.48837209302326	18.0232558139535	0	0	0	0	0	0	0	0	0.581395348837209
3309	4294	"Navarrés"	39.1	-0.68333	45	"AWI"	45	3442	4085	3709	0	0.302114803625378	3.32326283987915	1.81268882175227	0	0.302114803625378	0	0	0	0	0	1.81268882175227	0.906344410876133	0	0	38.9728096676737	0	0.906344410876133	0	0	0	0.302114803625378	0	0	0	0	0	0.302114803625378	0	0	16.012084592145	0.302114803625378	2.7190332326284	0	13.2930513595166	0	1.20845921450151	17.5226586102719	0	0	0	0	0	0	0	0	0
3309	4294	"Navarrés"	39.1	-0.68333	55	"AWI"	55	3752	4835	4205	0	0.533333333333333	5.06666666666667	0	0	0	0.266666666666667	0	0.266666666666667	0	0.266666666666667	0.533333333333333	0	0.266666666666667	0.533333333333333	40	0	1.33333333333333	0	0	0.266666666666667	0	0.266666666666667	0	0	0	0.533333333333333	0.533333333333333	0	0.266666666666667	21.0666666666667	0	4	0	0	0.533333333333333	1.86666666666667	19.4666666666667	0	0	0.266666666666667	0	1.6	0	0.266666666666667	0	0
3309	4294	"Navarrés"	39.1	-0.68333	65	"AWI"	65	4008	5477	4647	0	1.93050193050193	0	1.15830115830116	1.93050193050193	0.386100386100386	0	0.386100386100386	0	0	0	0	0	0	0.772200772200772	9.26640926640927	0	0.772200772200772	0.772200772200772	0.772200772200772	0	0	0	0	0	0	0	1.93050193050193	0.772200772200772	0.772200772200772	37.0656370656371	1.93050193050193	2.31660231660232	0	0	0	0.772200772200772	34.3629343629344	0	0.386100386100386	0	0	0.386100386100386	0	0	0.772200772200772	0.386100386100386
3309	4294	"Navarrés"	39.1	-0.68333	75	"AWI"	75	4325	5892	5111	0.465116279069767	0.465116279069767	5.58139534883721	2.7906976744186	0	0.465116279069767	0	0.465116279069767	0	0.465116279069767	0.465116279069767	0	0	0	1.3953488372093	16.7441860465116	0	1.3953488372093	0	0	0	0.465116279069767	0	0	0	0	0	0.465116279069767	0.465116279069767	0	36.7441860465116	0	2.7906976744186	0	0	0	2.7906976744186	23.7209302325581	1.3953488372093	0	0	0	0.465116279069767	0	0	0	0
3309	4294	"Navarrés"	39.1	-0.68333	85	"AWI"	85	4714	6252	5565	0.602409638554217	0.602409638554217	0	0.602409638554217	0	0	0	0	0	0	0	0	0	0.602409638554217	1.80722891566265	17.4698795180723	0.602409638554217	2.40963855421687	0	0	0	0	0	0	0	0	0	1.80722891566265	0	0.602409638554217	24.0963855421687	2.40963855421687	3.01204819277108	0	0	0	1.80722891566265	39.7590361445783	0.602409638554217	0	0	0.602409638554217	0	0	0.602409638554217	0	0
3309	4294	"Navarrés"	39.1	-0.68333	95	"AWI"	95	5256	6581	6008	0	0.632911392405063	0	3.16455696202532	0	0	0	0	0	0	0	0	0	0	1.26582278481013	31.0126582278481	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632911392405063	39.2405063291139	0	2.53164556962025	0	0	0	2.53164556962025	17.0886075949367	0	0	0	0	0	1.89873417721519	0	0	0
3309	4294	"Navarrés"	39.1	-0.68333	105	"AWI"	105	6254	7032	6563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49450549450549	1.0989010989011	0	0	0	0	0	0	0	0	0.549450549450549	0	0	0	0	89.5604395604396	0	0	0.549450549450549	0	0	0	2.1978021978022	0	0	0.549450549450549	0	0	0	0	0	0
3309	4294	"Navarrés"	39.1	-0.68333	115	"AWI"	115	6831	9450	7752	0	4	1.33333333333333	4	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3309	4294	"Navarrés"	39.1	-0.68333	125	"AWI"	125	7676	12642	9712	0	2.62008733624454	0	13.5371179039301	4.80349344978166	0	0	0	0	0	0	0	0	0	0.436681222707424	0.873362445414847	0	0	0	0	0	0	0	0	0.873362445414847	0	0	0	0	0	75.5458515283843	0.436681222707424	0.436681222707424	0	0	0	0	0.436681222707424	0	0	0	0	0	0	0	0	0
