"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Myrica"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	20	"AWI"	20	-77	419	75	0	1.35746606334842	0.452488687782805	0	0	0.452488687782805	0	0.452488687782805	0	1.35746606334842	0	0	0.452488687782805	0	5.88235294117647	5.42986425339367	0	0	0	0	0	0	0	0.452488687782805	0	0	0.452488687782805	65.158371040724	0.452488687782805	14.4796380090498	0	0	1.35746606334842	0	0	0	0	0	0.452488687782805	0	0	1.35746606334842	0	0
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	89	"AWI"	89	317	1103	643	0	0.816326530612245	0.816326530612245	0	0	0	0	0	0	0	0	0.816326530612245	0.408163265306122	0	5.71428571428571	47.7551020408163	3.26530612244898	0	0	0	0.816326530612245	0	0	0	0	0	0	2.44897959183673	2.04081632653061	25.7142857142857	0.408163265306122	0	8.97959183673469	0	0	0	0	0	0	0	0	0	0	0
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	101	"AWI"	101	393	1220	738	0	1.01522842639594	0.50761421319797	0	0	0	0	0	1.01522842639594	0	0	0	0	0	8.12182741116751	37.0558375634518	7.10659898477157	0	0	0.50761421319797	0	0.50761421319797	0	0.50761421319797	0	0	0	3.04568527918782	0	29.4416243654822	0	0	8.62944162436548	1.52284263959391	0	0	0	0	0	1.01522842639594	0	0	0	0
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	110	"AWI"	110	550	1309	880	0	2.54545454545455	0.363636363636364	0	0	0	0	0	0.363636363636364	0	0	0.363636363636364	0	0	5.45454545454545	45.0909090909091	3.27272727272727	0	0	0.363636363636364	0	0	0	0	0	0	0	1.81818181818182	0.363636363636364	29.0909090909091	0	0.363636363636364	8.72727272727273	0.727272727272727	0	0	0	0.363636363636364	0	0.363636363636364	0	0.363636363636364	0	0
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	120	"AWI"	120	626	1448	1036	0	0.766283524904214	0.383141762452107	0.383141762452107	0.383141762452107	0	0	0.383141762452107	0	0	0	0	0.383141762452107	0	4.98084291187739	54.4061302681992	7.27969348659004	0	0	0.383141762452107	0.383141762452107	0	0.383141762452107	0.766283524904214	0	0	0	4.59770114942529	0.383141762452107	15.7088122605364	0	0	4.59770114942529	0.766283524904214	0	0	0.383141762452107	0.383141762452107	0.766283524904214	0.383141762452107	0	0.383141762452107	0.383141762452107	0
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	130	"AWI"	130	920	1541	1229	0	1.73160173160173	2.16450216450216	0.432900432900433	0	0	0	3.03030303030303	0.865800865800866	0.865800865800866	0.432900432900433	0	0	0.432900432900433	17.7489177489178	14.7186147186147	7.79220779220779	0	0	1.2987012987013	0.432900432900433	0.865800865800866	0.865800865800866	0.432900432900433	0	0	0	7.35930735930736	1.73160173160173	25.974025974026	0.432900432900433	0	8.65800865800866	0	0	0.432900432900433	0.432900432900433	0	0	0.432900432900433	0	0	0.432900432900433	0
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	140	"AWI"	140	1142	1650	1446	0	2.21238938053097	0	0	0	0	0	0	0	0.442477876106195	0	0	0	0	1.76991150442478	57.5221238938053	7.9646017699115	0	0	3.09734513274336	0	0	0	0.884955752212389	0	0	0.442477876106195	3.09734513274336	1.32743362831858	0	0	0.442477876106195	17.2566371681416	0	1.32743362831858	0	0.884955752212389	0	0	0.442477876106195	0	0.884955752212389	0	0
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	150	"AWI"	150	1401	1766	1599	0	1.43540669856459	0	0	0	0	0	0	0	0.478468899521531	0	0	0	0	4.78468899521531	68.4210526315789	7.6555023923445	0	0	0.956937799043062	0	0	0	0.478468899521531	0	0	0	0	0	0	0	0	13.3971291866029	0.956937799043062	1.43540669856459	0	0	0	0	0	0	0	0	0
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	160	"AWI"	160	1525	1986	1746	1.20481927710843	3.01204819277108	0	0	0	1.20481927710843	0	0	0	0.602409638554217	0	0	0	0	15.6626506024096	48.1927710843374	7.2289156626506	0	0	1.80722891566265	0	0	0	0.602409638554217	0	0	0	0	0.602409638554217	0	0.602409638554217	0	16.8674698795181	0.602409638554217	1.20481927710843	0	0.602409638554217	0	0	0	0	0	0	0
3428	4441	"Le Marais de la Perge (South)"	45.3825	-1.115	170	"AWI"	170	1681	2132	1863	0	2.38095238095238	0.595238095238095	0	0	0	0	0	0.595238095238095	1.19047619047619	0	0	0	0	7.73809523809524	67.8571428571429	0	0	0	1.19047619047619	0	0	0	0	0	0	0	2.97619047619048	0	0	0	0	9.52380952380952	3.57142857142857	1.19047619047619	0	0.595238095238095	0	0	0	0	0.595238095238095	0	0
