"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Malus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16302	25283	"La Grande Basse"	48.04833	6.95139	41.5	"AWI"	41.5	292	678	483.5	76	1	15	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	17	0	0	22	0	0	0	0	69	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	27	11	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	5	0	0	3	1	0
16302	25283	"La Grande Basse"	48.04833	6.95139	45.5	"AWI"	45.5	336.5	728	536	135	1	21	0	0	0	3	0	0	0	0	4	0	11	0	0	2	0	0	36	0	0	38	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	17	26	0	0	0	0	0	0	62	0	0	0	0	2	1	0	0	0	0	1	0	0	60	1	0
16302	25283	"La Grande Basse"	48.04833	6.95139	49.5	"AWI"	49.5	396	771	589.5	106	4	32	2	0	0	3	0	0	0	0	2	0	12	0	0	2	0	0	27	1	0	108	0	0	0	0	198	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	19	20	0	0	0	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	53.5	"AWI"	53.5	457.5	811	642	131	7	100	1	0	1	5	0	0	131	0	2	0	7	0	0	1	0	0	100	0	0	105	0	7	0	0	543	0	4	0	0	0	0	0	0	0	0	0	0	0	30	0	41	28	0	0	0	3	0	0	132	0	0	0	19	3	0	0	1	0	0	2	0	0	10	0	1
16302	25283	"La Grande Basse"	48.04833	6.95139	55.5	"AWI"	55.5	484.5	836	669	60	9	179	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	69	0	0	21	0	4	0	0	248	0	0	0	0	1	0	0	0	1	0	0	0	0	7	0	15	9	11	0	0	0	0	0	73	0	0	1	0	9	0	0	0	0	0	0	0	1	6	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	59.5	"AWI"	59.5	547.5	870	718.5	84	3	55	2	0	0	0	0	0	0	0	2	0	6	0	0	1	0	0	37	0	0	13	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	18	6	0	0	0	2	0	0	19	0	0	1	0	6	0	0	0	0	0	1	2	1	5	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	63.5	"AWI"	63.5	629.5	905	770.5	91	3	81	0	0	0	3	0	0	46	0	2	0	4	0	0	0	0	2	49	0	0	16	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	4	10	0	0	1	0	0	37	0	0	0	0	2	0	0	0	0	0	0	1	0	9	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	67.5	"AWI"	67.5	701.5	951	830.5	82	2	125	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	60	0	0	10	0	0	0	0	256	0	5	0	0	1	0	0	0	0	0	0	0	0	6	0	20	3	0	0	0	2	0	0	60	0	0	2	0	3	0	0	0	0	0	0	0	0	12	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	71.5	"AWI"	71.5	752	1041.5	893	52	2	36	1	0	0	2	0	0	0	0	1	0	4	0	0	1	0	0	20	0	0	5	0	0	0	0	98	0	2	0	0	0	0	0	0	1	0	0	0	0	3	0	2	6	0	0	0	0	0	0	18	0	0	1	0	1	0	0	0	0	0	0	0	1	8	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	75.5	"AWI"	75.5	792.5	1155.5	956	42	2	31	3	0	0	1	0	0	0	0	0	0	6	0	0	3	0	0	27	0	0	11	0	0	0	0	94	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1	0	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	79.5	"AWI"	79.5	837.5	1247.5	1020.5	78	4	75	2	0	0	4	0	1	0	0	3	0	3	0	0	0	0	0	67	0	0	34	0	0	0	0	263	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	16	4	0	0	0	0	0	0	53	0	0	3	0	1	0	0	0	0	0	0	0	0	10	0	1
16302	25283	"La Grande Basse"	48.04833	6.95139	83.5	"AWI"	83.5	888	1321	1087.5	70	3	23	0	0	0	3	0	0	0	0	0	0	4	0	0	1	0	0	34	0	0	33	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	5	0	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	87.5	"AWI"	87.5	947	1391.5	1157.5	55	2	62	1	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	43	0	0	26	0	0	0	0	117	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	91.5	"AWI"	91.5	1001.5	1469	1227	62	1	109	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	53	0	0	32	0	0	0	0	150	0	2	1	0	0	0	0	0	0	0	0	0	0	16	0	17	3	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	95.5	"AWI"	95.5	1058.5	1542	1297	65	4	74	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	20	0	0	19	0	0	0	0	141	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	6	2	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	99.5	"AWI"	99.5	1122.5	1610	1367	70	5	151	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	47	0	0	23	0	0	0	0	228	0	2	0	0	1	0	0	0	0	0	0	0	0	9	0	1	7	0	0	0	1	0	0	28	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	103.5	"AWI"	103.5	1194	1662.5	1433.5	86	4	299	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	20	0	0	34	0	0	0	0	200	0	4	0	0	0	1	0	0	0	0	0	0	0	16	0	7	6	0	0	0	0	0	0	39	0	0	2	0	0	0	2	0	0	0	1	0	0	3	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	107.5	"AWI"	107.5	1262.5	1717.5	1503	91	11	574	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	1	43	0	1	118	0	0	0	0	305	0	7	0	0	0	0	0	0	0	0	0	0	0	41	0	11	24	0	0	0	1	0	0	55	0	0	3	0	1	0	1	0	0	0	0	0	0	6	1	0
16302	25283	"La Grande Basse"	48.04833	6.95139	111.5	"AWI"	111.5	1339	1768	1571.5	151	5	937	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	73	0	1	62	0	2	0	0	152	0	10	0	0	0	0	0	0	0	0	0	0	0	45	0	8	30	0	0	0	1	0	0	77	0	0	7	0	0	0	2	0	0	0	0	0	0	15	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	115.5	"AWI"	115.5	1416	1822	1639.5	115	3	937	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	24	0	0	0	0	169	0	11	0	0	0	0	0	0	0	0	0	0	0	36	0	1	16	0	0	0	0	0	0	48	0	0	1	0	1	0	1	0	0	0	0	0	1	6	1	0
16302	25283	"La Grande Basse"	48.04833	6.95139	119.5	"AWI"	119.5	1503	1867.5	1706	118	6	825	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	70	0	0	20	0	0	0	0	152	0	10	0	0	0	0	0	0	0	1	0	0	0	18	0	6	18	0	0	0	1	0	0	35	0	0	1	0	1	0	2	0	0	0	0	0	1	8	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	121.5	"AWI"	121.5	1565.5	1886.5	1739	213	9	934	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	47	0	0	0	0	255	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	14	11	0	0	0	0	0	0	89	0	0	2	0	2	0	1	0	0	0	0	1	1	17	0	1
16302	25283	"La Grande Basse"	48.04833	6.95139	125.5	"AWI"	125.5	1669	1933.5	1806	43	3	147	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	122	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	129.5	"AWI"	129.5	1742.5	1988.5	1862.5	97	13	312	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	59	0	0	79	0	2	0	0	166	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	6	12	0	0	0	1	0	0	68	0	0	2	0	2	0	1	0	0	0	0	0	0	8	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	133.5	"AWI"	133.5	1799.5	2046	1912.5	103	7	549	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	48	0	0	11	0	0	0	0	215	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	5	22	0	0	0	0	0	0	75	0	0	3	0	3	0	4	0	0	0	0	0	2	8	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	137.5	"AWI"	137.5	1847	2121.5	1971	69	6	546	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	30	0	0	20	0	0	0	0	153	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	3	15	0	0	0	0	0	0	61	0	0	3	0	2	0	1	0	0	0	0	0	1	10	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	141.5	"AWI"	141.5	1885	2223	2031	79	3	561	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	46	0	0	17	0	0	0	0	133	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	0	0	0	0	0	0	39	0	0	0	0	2	0	0	0	0	0	0	0	1	3	1	0
16302	25283	"La Grande Basse"	48.04833	6.95139	145.5	"AWI"	145.5	1925.5	2323	2094.5	144	2	498	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	10	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	30	0	0	0	0	0	0	57	0	0	0	0	6	0	4	0	0	0	0	0	2	3	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	149.5	"AWI"	149.5	1973.5	2407	2163.5	136	1	410	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	69	0	0	18	0	0	0	0	121	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	17	0	0	0	0	0	0	40	0	0	4	0	0	0	2	0	0	0	0	0	0	12	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	153.5	"AWI"	153.5	2024	2480.5	2231.5	163	3	184	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	8	0	0	0	0	149	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	1	14	0	0	0	0	0	0	28	0	0	2	0	0	0	0	0	0	0	0	1	1	4	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	157.5	"AWI"	157.5	2079.5	2553.5	2298.5	140	10	213	2	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	55	0	0	10	0	0	0	0	178	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	1	16	0	0	0	0	0	0	41	0	0	6	0	1	0	1	0	0	0	0	0	1	9	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	161.5	"AWI"	161.5	2136.5	2629	2365	116	3	201	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	0	0	1	0	0	0	0	104	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	165.5	"AWI"	165.5	2191	2702.5	2433	126	1	97	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	43	0	0	15	0	0	0	0	90	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	17	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	169.5	"AWI"	169.5	2257	2768	2501.5	121	10	187	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	11	0	0	0	0	180	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	4	8	0	0	0	1	0	0	36	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	173.5	"AWI"	173.5	2324	2824	2568	175	8	398	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	98	0	0	8	0	0	0	0	283	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	45	0	0	0	0	2	0	0	0	0	0	0	0	4	20	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	177.5	"AWI"	177.5	2390	2887	2633.5	191	13	324	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	78	0	0	7	0	0	0	0	240	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	1	15	7	0	0	0	0	0	60	0	0	0	0	1	0	3	0	0	0	0	0	5	16	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	181.5	"AWI"	181.5	2459	2949.5	2699	219	6	453	2	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	86	0	0	13	0	0	0	0	260	1	2	0	0	0	0	0	0	0	0	0	0	0	7	0	1	31	0	0	0	0	0	0	73	0	0	2	0	1	0	1	0	0	0	0	1	6	10	0	1
16302	25283	"La Grande Basse"	48.04833	6.95139	185.5	"AWI"	185.5	2532.5	3014.5	2764	170	7	341	0	0	0	9	0	9	0	0	1	0	0	0	0	0	0	0	75	0	0	8	0	0	0	0	278	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	0	15	0	0	0	0	0	0	37	0	0	3	0	1	0	0	0	0	0	0	0	4	7	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	189.5	"AWI"	189.5	2612.5	3067.5	2829.5	231	13	270	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	127	0	0	17	0	0	0	0	163	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	1	9	0	0	0	0	0	0	45	0	0	0	0	2	0	1	0	0	0	0	0	2	23	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	193.5	"AWI"	193.5	2712	3120	2894	207	9	204	0	0	0	3	0	1	0	0	1	0	1	0	0	0	0	0	76	0	0	3	0	0	0	0	171	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	37	0	0	1	0	0	0	3	0	0	0	0	0	3	14	0	0
16302	25283	"La Grande Basse"	48.04833	6.95139	197.5	"AWI"	197.5	2792	3177	2959	242	14	191	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	155	0	0	24	0	0	0	0	138	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	33	0	0	3	0	4	0	0	0	0	0	0	0	5	35	0	0
