"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15946	24572	"La Grande Brousse"	47.48667	0.67417	150	"AWI"	150	2056	2493	2283	0	0	253	1	1	1	0	1	0	0	1	1	0	0	0	10	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	12	0	0	0	0	0	2	0	0	1	1	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	155	"AWI"	155	2082	2529	2314	0	1	67	4	3	0	0	3	0	1	2	1	0	0	5	57	0	0	0	1	0	0	0	0	1	0	0	0	1	5	121	0	0	37	0	1	2	0	5	0	0	1	1	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	160	"AWI"	160	2104	2571	2343	0	0	81	4	6	1	0	1	0	2	3	0	0	0	2	32	0	0	0	4	0	0	0	0	6	0	0	0	1	6	111	0	0	37	0	2	1	0	5	1	0	2	0	1	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	165	"AWI"	165	2132	2614	2371	0	1	169	1	1	0	0	2	0	1	0	1	0	1	1	24	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	29	1	1	0	0	2	1	0	1	1	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	175	"AWI"	175	2190	2675	2429	0	0	94	0	2	1	0	0	0	3	4	0	0	0	4	20	0	0	0	4	0	0	0	0	0	0	0	0	0	5	44	0	0	24	0	1	1	0	6	2	0	0	0	0	1	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	195	"AWI"	195	2326	2842	2546	1	0	48	1	5	0	0	0	0	0	0	0	0	1	9	95	0	0	1	1	0	0	0	0	2	0	0	0	3	9	0	0	0	16	0	1	0	0	2	1	0	1	7	1	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	200	"AWI"	200	2352	2876	2578	1	0	16	1	1	2	0	0	0	0	0	0	0	0	4	51	0	0	2	1	0	0	0	0	2	0	0	0	1	3	0	0	0	5	0	3	0	0	4	2	0	0	1	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	205	"AWI"	205	2452	2955	2638	0	1	20	1	2	42	0	0	0	0	0	0	0	0	5	75	0	0	2	4	1	0	0	0	1	0	1	0	3	4	0	0	0	14	1	3	0	0	9	1	0	4	5	2	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	275	"AWI"	275	8675	12071	10505	0	0	3	0	2	17	0	2	0	0	0	0	0	0	20	105	0	0	0	0	0	0	0	0	7	0	0	0	64	3	0	0	0	4	0	3	0	0	0	0	0	2	0	2	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	285	"AWI"	285	9149	12780	11476	0	0	0	0	1	11	0	2	0	2	0	2	0	0	11	124	0	0	0	1	0	0	0	0	3	0	0	0	85	2	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	290	"AWI"	290	10212	12834	11884	0	0	1	0	2	10	0	3	0	0	0	1	0	0	2	137	0	0	0	0	0	0	0	0	7	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	295	"AWI"	295	11246	12900	12291	0	0	0	1	5	26	0	1	0	0	0	1	0	0	0	139	0	0	0	0	0	0	0	0	6	0	0	0	60	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	305	"AWI"	305	12804	13500	13104	0	0	0	1	2	23	0	2	0	0	0	1	0	0	0	141	0	0	5	0	0	0	0	0	6	0	0	0	8	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0
