"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15946	24572	"La Grande Brousse"	47.48667	0.67417	15	"AWI"	15	-47	457	168	0	0	3	2	4	0	0	0	0	1	0	1	0	0	2	150	0	1	0	0	0	0	0	0	2	0	0	0	46	3	79	0	1	0	0	3	0	0	4	0	0	0	0	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	25	"AWI"	25	58	665	321	1	0	1	1	4	0	0	0	0	3	2	3	1	0	1	224	0	1	1	0	0	1	0	5	3	0	0	0	5	10	108	0	0	4	0	6	0	0	2	1	0	5	0	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	35	"AWI"	35	145	766	508	0	1	2	1	5	2	0	1	0	3	2	2	0	0	2	248	0	0	3	0	0	0	0	1	7	0	0	0	5	6	79	0	0	12	0	3	0	0	0	7	0	4	0	2	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	40	"AWI"	40	175	866	590	1	0	2	2	0	0	0	0	0	2	2	0	0	0	0	181	0	1	5	0	0	0	0	3	3	0	0	0	4	3	66	0	0	8	0	4	0	0	1	2	0	2	0	2	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	45	"AWI"	45	347	901	666	0	0	1	3	5	0	0	0	0	6	3	1	0	0	1	73	0	0	2	0	0	0	0	0	2	0	0	0	2	13	102	0	0	5	0	7	0	0	3	1	0	4	1	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	55	"AWI"	55	692	994	818	0	0	4	2	3	2	0	2	0	4	0	1	0	0	3	108	0	0	2	0	0	0	0	1	0	0	0	0	1	11	110	0	0	18	0	5	0	0	5	3	0	1	0	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	60	"AWI"	60	771	1084	904	0	1	5	1	3	6	0	1	0	3	1	0	0	0	3	144	0	0	4	0	0	0	0	0	0	1	0	1	3	5	117	0	0	14	0	8	0	0	3	1	0	4	1	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	75	"AWI"	75	899	1548	1163	0	2	3	4	8	1	0	0	0	7	0	1	0	0	0	130	0	0	2	0	0	0	0	0	3	0	0	0	2	4	0	0	1	5	0	2	0	0	0	1	0	0	0	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	85	"AWI"	85	995	1830	1339	0	0	2	3	12	3	0	1	0	2	0	3	0	0	2	36	0	0	14	1	0	0	0	0	5	0	0	0	0	27	57	0	0	13	0	4	1	0	2	0	0	3	0	1	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	100	"AWI"	100	1142	2050	1650	0	0	28	3	2	5	0	2	0	2	0	0	0	0	3	106	0	0	2	2	0	0	0	0	9	0	1	0	4	4	77	0	0	31	0	4	0	0	2	3	0	1	0	1	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	115	"AWI"	115	1599	2162	1924	0	0	63	1	1	0	0	2	0	0	0	1	0	0	6	97	0	0	0	2	0	0	1	0	1	0	0	0	4	4	20	0	0	36	0	1	0	0	1	3	0	0	1	1	0	2
15946	24572	"La Grande Brousse"	47.48667	0.67417	120	"AWI"	120	1693	2217	2024	1	1	106	2	1	2	0	8	0	2	0	0	0	0	10	55	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	31	0	3	0	0	5	2	0	0	1	0	0	1
15946	24572	"La Grande Brousse"	47.48667	0.67417	130	"AWI"	130	1879	2290	2134	0	0	5	3	3	0	0	0	0	2	1	1	0	0	2	33	0	0	2	0	0	0	0	0	4	0	0	0	1	9	0	0	0	7	0	4	0	0	3	0	0	0	0	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	135	"AWI"	135	1944	2332	2178	0	0	118	0	7	0	0	3	0	0	0	0	0	0	2	68	0	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	27	0	5	0	0	3	0	0	0	0	0	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	140	"AWI"	140	1986	2400	2221	0	0	171	1	2	1	0	3	0	3	0	1	0	0	3	19	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	30	0	1	0	0	3	2	0	0	0	1	0	0
15946	24572	"La Grande Brousse"	47.48667	0.67417	145	"AWI"	145	2026	2463	2254	0	0	298	0	1	1	0	2	0	0	0	1	0	0	0	8	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	15	0	1	0	0	5	0	0	0	0	1	0	0
