"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
23668	40951	"Steerenmoos"	47.805382	8.19972	20	"AWI"	20	-28	377	151	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	22	"AWI"	22	-5	391	175	16	0	6	1	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	5	6	0	0	16	0	0	20	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	136	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	24	"AWI"	24	17	404	200	6	0	0	0	0	0	0	0	0	0	20	0	0	0	4	0	0	0	0	0	14	7	0	0	0	0	0	37	0	1	0	0	0	0	5	1	1	0	0	0	0	0	0	0	8	0	163	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	3	5	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	26	"AWI"	26	36	428	225	20	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	9	5	0	0	14	0	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	111	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	28	"AWI"	28	52	451	249	32	0	0	4	0	0	0	1	0	0	30	4	0	0	3	0	0	1	0	0	15	14	0	0	20	0	0	26	0	1	0	0	2	0	5	2	4	0	0	0	0	0	0	0	5	0	226	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	19	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	30	"AWI"	30	65	482	271	19	0	6	0	0	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	14	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	59	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	32	"AWI"	32	111	497	304	26	0	0	1	0	0	0	3	0	0	83	2	0	0	2	0	0	0	0	0	14	7	0	0	21	0	0	47	0	5	0	0	0	0	8	1	3	0	0	0	0	0	0	0	5	0	91	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	34	"AWI"	34	142	529	341	58	0	0	0	0	0	0	0	0	0	27	0	0	0	5	0	0	1	0	0	18	5	0	0	9	0	0	46	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	122	0	0	0	0	0	0	0	0	0	39	0	0	0	0	1	13	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
23668	40951	"Steerenmoos"	47.805382	8.19972	36	"AWI"	36	166	566	376	32	0	0	0	0	0	0	2	0	0	46	0	1	0	1	0	0	3	0	0	20	3	0	0	0	0	0	39	0	5	0	0	0	0	2	1	1	0	0	0	0	0	0	0	9	0	57	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	8	2	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	38	"AWI"	38	181	619	406	34	0	0	0	0	0	0	1	0	0	9	0	0	0	1	0	0	0	0	0	15	4	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	40	"AWI"	40	194	656	430	29	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	22	6	0	0	13	0	0	35	1	3	0	0	0	0	9	3	1	0	0	0	0	0	0	0	5	0	54	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	42	"AWI"	42	325	725	534	80	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	32	2	0	0	14	0	0	54	0	2	0	0	0	0	5	1	1	0	0	0	0	0	0	0	2	0	49	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	44	"AWI"	44	414	817	643	20	0	0	0	0	0	0	1	0	0	36	0	0	0	3	0	0	0	0	0	25	2	0	0	15	0	0	53	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	2	0	0	23	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	46	"AWI"	46	479	928	761	49	1	21	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	22	4	0	0	14	0	0	64	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	39	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	48	"AWI"	48	526	1059	879	25	0	0	1	0	0	0	1	0	0	64	0	0	0	1	0	0	0	0	0	44	1	0	0	28	0	0	117	1	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	29	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	50	"AWI"	50	563	1208	993	42	1	0	1	0	0	0	1	0	0	58	2	0	0	0	0	0	0	0	0	89	4	0	0	61	0	0	143	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	79	0	0	0	0	0	0	2	0	0	36	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	52	"AWI"	52	718	1221	1043	45	1	0	1	0	0	0	5	0	0	99	1	0	0	4	0	0	2	0	0	46	15	0	0	22	0	0	159	0	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	73	0	0	0	0	0	0	0	0	0	46	0	0	0	0	3	11	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	54	"AWI"	54	861	1234	1094	113	1	19	1	0	0	0	5	0	0	17	0	0	0	0	0	0	0	0	0	34	6	0	0	22	0	0	149	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	0	84	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	56	"AWI"	56	984	1253	1149	55	1	0	0	0	0	0	2	0	0	42	0	0	0	1	0	0	0	0	0	42	2	0	0	6	0	0	176	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	8	0	40	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	58	"AWI"	58	1067	1292	1207	114	0	0	1	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	59	3	0	0	9	0	0	74	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	109	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	60	"AWI"	60	1098	1398	1260	168	0	0	1	0	0	0	4	0	0	15	1	0	0	0	0	0	0	0	0	29	3	0	0	0	0	0	184	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	22	0	58	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	62	"AWI"	62	1132	1413	1283	139	2	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	31	2	0	0	0	0	0	202	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	65	0	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	64	"AWI"	64	1157	1433	1309	98	1	0	0	0	0	0	2	0	0	33	0	0	0	0	0	0	0	0	1	24	5	0	0	4	0	0	156	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	32	0	55	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	66	"AWI"	66	1178	1457	1333	95	1	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	59	3	0	0	0	0	0	148	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	27	0	47	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	68	"AWI"	68	1192	1485	1357	89	0	0	0	0	0	0	1	0	0	82	0	0	0	0	0	0	0	0	0	27	3	0	0	0	0	0	146	0	8	0	0	0	0	4	1	0	0	0	0	0	0	0	0	22	0	29	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	70	"AWI"	70	1208	1522	1381	88	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	23	3	0	0	0	0	0	194	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	27	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	72	"AWI"	72	1275	1535	1406	64	0	0	1	0	0	0	1	0	0	39	0	0	0	0	0	0	0	0	0	44	5	0	0	0	1	0	221	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	23	0	41	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	74	"AWI"	74	1329	1559	1435	146	0	0	0	0	0	0	2	0	0	29	0	0	0	0	0	0	0	0	0	54	5	0	0	3	0	0	125	0	5	0	0	1	0	8	0	0	0	0	0	0	0	0	0	22	0	62	0	0	0	0	0	0	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	76	"AWI"	76	1374	1585	1465	143	1	0	0	0	0	0	3	0	0	24	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	133	0	12	0	0	0	0	3	0	0	0	0	1	0	0	0	0	10	0	33	0	0	0	0	0	0	1	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	78	"AWI"	78	1401	1621	1493	110	1	0	0	0	0	0	2	0	0	32	0	0	0	1	0	0	0	0	0	88	3	0	0	2	0	0	142	0	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	26	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	80	"AWI"	80	1419	1673	1521	120	0	0	1	0	0	0	3	0	0	83	0	0	0	0	0	0	0	0	0	60	13	0	0	0	0	0	128	0	4	0	0	0	0	9	0	1	0	0	0	0	0	0	0	6	0	41	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	82	"AWI"	82	1463	1717	1575	208	2	0	1	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	0	43	1	0	0	3	0	0	170	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	42	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	84	"AWI"	84	1488	1785	1630	115	0	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	31	9	0	0	0	0	0	197	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	70	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	86	"AWI"	86	1507	1874	1686	126	0	53	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	51	3	0	0	0	0	0	136	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	46	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	88	"AWI"	88	1521	1976	1737	149	1	0	0	0	0	0	1	0	0	98	0	0	0	0	0	0	0	0	0	42	3	0	0	3	0	0	168	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	90	"AWI"	90	1533	2080	1789	178	0	0	0	0	0	0	2	0	0	37	0	0	0	0	0	0	0	0	0	35	4	0	0	10	0	0	209	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	31	0	0	0	0	0	0	0	0	0	55	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	92	"AWI"	92	1609	2094	1837	155	0	0	1	0	0	0	3	0	0	62	0	0	0	2	0	0	0	0	0	31	4	0	0	7	0	0	149	0	4	0	0	1	0	8	0	1	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	1	0	0	44	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	94	"AWI"	94	1667	2113	1888	270	1	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	110	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	41	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	96	"AWI"	96	1714	2138	1939	225	3	0	0	0	0	0	1	0	0	38	0	0	0	0	0	0	1	0	0	30	11	0	0	0	0	0	176	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	45	0	0	0	0	0	0	0	0	0	37	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	98	"AWI"	98	1752	2173	1988	261	1	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	75	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	100	"AWI"	100	1786	2231	2038	204	0	0	0	0	0	0	1	0	0	10	0	0	0	1	0	0	0	0	0	14	0	0	0	11	0	0	158	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	109	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	102	"AWI"	102	1835	2241	2060	165	1	0	1	0	0	0	2	0	0	26	0	0	0	0	0	0	0	0	0	15	8	0	0	0	0	0	107	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	26	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	104	"AWI"	104	1871	2256	2084	302	1	0	1	0	0	0	0	0	0	40	0	0	0	2	0	0	0	0	0	9	16	0	0	0	0	0	110	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	106	"AWI"	106	1902	2273	2110	90	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	25	2	0	0	5	0	0	107	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	31	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	108	"AWI"	108	1929	2301	2137	136	0	0	0	0	0	0	1	0	0	44	0	0	0	0	0	0	0	0	0	19	5	0	0	0	0	0	105	0	4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	110	"AWI"	110	1944	2329	2161	207	0	0	0	0	0	0	3	0	0	37	0	0	0	0	0	0	0	0	0	25	2	0	0	0	0	0	172	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	33	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	112	"AWI"	112	1988	2340	2179	207	1	0	1	0	0	0	3	0	0	49	1	0	0	0	0	0	0	0	0	26	11	0	0	0	0	0	161	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	72	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	114	"AWI"	114	2027	2352	2196	189	1	0	0	0	0	0	0	0	0	25	0	0	0	1	0	0	0	0	0	42	1	0	0	2	0	0	171	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	45	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	116	"AWI"	116	2053	2369	2215	183	3	0	0	0	0	0	2	0	0	56	0	0	0	1	0	0	0	0	0	27	13	0	0	0	0	0	193	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	39	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	118	"AWI"	118	2079	2394	2236	202	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	29	7	0	0	0	0	0	153	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	56	0	0	0	0	0	0	2	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
23668	40951	"Steerenmoos"	47.805382	8.19972	120	"AWI"	120	2095	2417	2256	109	1	0	1	0	0	0	4	0	0	35	0	1	0	0	0	0	0	0	0	24	10	0	0	0	0	0	145	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
