"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Olea"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Tilia"	"Ulmus"	"Urticaceae"
3527	4555	"Plateau de Prarion"	45.88472	6.74944	20	"AWI"	20	-15	899	287	1.16009280742459	0	9.28074245939675	0.464037122969838	0	0.232018561484919	0	1.16009280742459	0	0	0	0.232018561484919	0.232018561484919	1.16009280742459	22.0417633410673	0.464037122969838	0	3.24825986078886	0.464037122969838	0	3.48027842227378	0.696055684454756	0.232018561484919	0.928074245939675	0.232018561484919	23.8979118329466	9.04872389791183	2.32018561484919	11.8329466357309	2.78422273781903	1.16009280742459	0	0.928074245939675	0.464037122969838	0	1.85614849187935
3527	4555	"Plateau de Prarion"	45.88472	6.74944	40	"AWI"	40	26	1830	609	7.64705882352941	0.294117647058824	5.29411764705882	0.294117647058824	0	0.294117647058824	0	0.294117647058824	0	0	0	0	0	0.294117647058824	1.76470588235294	0	0	6.17647058823529	0	0	0.882352941176471	0	0	0	0	68.2352941176471	3.23529411764706	0.588235294117647	0	3.23529411764706	0.588235294117647	0	0.588235294117647	0	0	0.294117647058824
3527	4555	"Plateau de Prarion"	45.88472	6.74944	60	"AWI"	60	253	2153	1031	3.68663594470046	0.460829493087558	15.4377880184332	0	0	0.460829493087558	0	4.14746543778802	0	0	0	0	0	2.99539170506912	5.29953917050691	0	0	9.90783410138249	0	0	0.691244239631336	0.230414746543779	0.230414746543779	0	0.230414746543779	33.4101382488479	6.22119815668203	1.61290322580645	6.22119815668203	6.91244239631336	0.230414746543779	0.460829493087558	0	0.230414746543779	0.691244239631336	0.230414746543779
3527	4555	"Plateau de Prarion"	45.88472	6.74944	70	"AWI"	70	324	2370	1240	3.81471389645777	0	16.8937329700272	0.544959128065395	0	0.272479564032698	0.544959128065395	1.36239782016349	0	0	0	0	0	4.08719346049046	9.26430517711172	0	0.272479564032698	8.17438692098093	0.272479564032698	0	0	0	0	0.272479564032698	0.817438692098093	35.4223433242507	2.45231607629428	1.36239782016349	5.44959128065395	6.53950953678474	0.544959128065395	0	0.817438692098093	0.272479564032698	0	0.544959128065395
3527	4555	"Plateau de Prarion"	45.88472	6.74944	100	"AWI"	100	797	2934	1835	3.3096926713948	0	11.5839243498818	0.236406619385343	0	0.236406619385343	0	1.89125295508274	0	0	0	0	0	5.43735224586288	10.8747044917258	0.236406619385343	0	14.8936170212766	0	0	0	0.472813238770686	0.236406619385343	0.236406619385343	0.236406619385343	33.5697399527187	6.14657210401891	1.6548463356974	0	8.274231678487	0	0	0.472813238770686	0	0	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	120	"AWI"	120	1030	3259	2260	4.16666666666667	1.04166666666667	14.5833333333333	0.520833333333333	0	0	0.78125	2.60416666666667	0	0	0	0	0	2.86458333333333	10.9375	0	0	9.11458333333333	0	0	1.30208333333333	0	0.260416666666667	0.260416666666667	0	37.2395833333333	3.125	0	0	7.55208333333333	0.78125	0	1.04166666666667	0.260416666666667	0.520833333333333	1.04166666666667
3527	4555	"Plateau de Prarion"	45.88472	6.74944	140	"AWI"	140	1571	3485	2607	7.23192019950125	0.249376558603491	15.71072319202	0.249376558603491	0	0.997506234413965	0	4.23940149625935	0	0	0	0	0	3.99002493765586	7.73067331670823	0.249376558603491	0	10.4738154613466	0	0	0	0	0	0.249376558603491	0.249376558603491	37.4064837905237	3.24189526184539	0	0	6.48379052369077	0	0	0.249376558603491	0	0.249376558603491	0.748129675810474
3527	4555	"Plateau de Prarion"	45.88472	6.74944	160	"AWI"	160	1934	3723	2977	10.4166666666667	0	6.43939393939394	0.378787878787879	0	0	0	1.89393939393939	0	0	0.189393939393939	0	0	0.568181818181818	8.52272727272727	0	0	12.5	0.189393939393939	0	0	0	0	0	0	46.0227272727273	5.11363636363636	0	1.51515151515152	5.49242424242424	0	0	0.189393939393939	0.378787878787879	0.189393939393939	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	180	"AWI"	180	2527	3930	3290	13.625304136253	0.24330900243309	13.625304136253	0	0	0.24330900243309	0	2.4330900243309	0	0	0	0	0	2.67639902676399	6.56934306569343	0	0	9.7323600973236	0	0	0	0	0	0	0	41.3625304136253	4.13625304136253	0.48661800486618	0	3.40632603406326	0.24330900243309	0	0	0.24330900243309	0.97323600973236	0
3527	4555	"Plateau de Prarion"	45.88472	6.74944	200	"AWI"	200	2946	4204	3607	28.3887468030691	0	5.88235294117647	0	0	0	0	1.0230179028133	0	0	0	0	0	0.255754475703325	2.55754475703325	0	0	3.83631713554987	0	0	0	0	0	0.255754475703325	0	49.616368286445	4.85933503836317	0	0	3.0690537084399	0	0	0	0	0.255754475703325	0
