"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Salix"	"Tilia"	"Ulmus"
3446	4462	"Stupino"	52.25	39.83333	3	"AWI"	3	-59	798	167	0	6.93430656934307	1.45985401459854	0	0.72992700729927	0	1.09489051094891	5.10948905109489	2.55474452554745	0	1.09489051094891	80.2919708029197	0	0.364963503649635	0	0	0.364963503649635	0
3446	4462	"Stupino"	52.25	39.83333	8	"AWI"	8	217	1544	728	0	8.86699507389163	0.492610837438424	0.492610837438424	3.94088669950739	0	2.46305418719212	11.3300492610837	12.807881773399	0	0	52.2167487684729	2.46305418719212	0	0.492610837438424	1.47783251231527	1.47783251231527	1.47783251231527
3446	4462	"Stupino"	52.25	39.83333	13	"AWI"	13	628	2185	1399	0	3.98406374501992	1.19521912350598	1.59362549800797	2.39043824701195	0.796812749003984	7.56972111553785	9.56175298804781	8.36653386454183	0	0	60.5577689243028	0.398406374501992	0	2.39043824701195	0	1.19521912350598	0
3446	4462	"Stupino"	52.25	39.83333	18	"AWI"	18	1347	2596	2092	0	9.25925925925926	1.85185185185185	0	3.08641975308642	0	5.55555555555556	9.25925925925926	14.8148148148148	0	0	53.7037037037037	0.617283950617284	0	1.23456790123457	0	0.617283950617284	0
3446	4462	"Stupino"	52.25	39.83333	23	"AWI"	23	2392	2960	2641	0	15	0.714285714285714	0	0	0	5	7.85714285714286	5.71428571428571	0	0	65	0	0	0	0	0.714285714285714	0
3446	4462	"Stupino"	52.25	39.83333	28	"AWI"	28	2622	3284	2922	0	19.6808510638298	1.06382978723404	0	2.12765957446809	0	2.65957446808511	1.59574468085106	3.72340425531915	0	0	67.0212765957447	1.06382978723404	0.531914893617021	0	0	0.531914893617021	0
3446	4462	"Stupino"	52.25	39.83333	33	"AWI"	33	2810	3586	3176	0	7.3394495412844	1.8348623853211	0	1.8348623853211	0	0	2.75229357798165	3.6697247706422	0	0.917431192660551	77.0642201834862	0.917431192660551	0	0.917431192660551	0	2.75229357798165	0
3446	4462	"Stupino"	52.25	39.83333	38	"AWI"	38	3050	3799	3412	0	8.17610062893082	1.25786163522013	0.628930817610063	0.628930817610063	0	0	4.40251572327044	1.88679245283019	0	0	78.6163522012579	1.25786163522013	0	1.88679245283019	0	1.25786163522013	0
3446	4462	"Stupino"	52.25	39.83333	43	"AWI"	43	3326	3995	3647	0	11.3095238095238	0	0	5.35714285714286	0	4.16666666666667	6.54761904761905	7.14285714285714	0	0	55.3571428571429	1.19047619047619	0	4.76190476190476	0	3.57142857142857	0.595238095238095
3446	4462	"Stupino"	52.25	39.83333	48	"AWI"	48	3706	4187	3882	0	3.84615384615385	0	0	0.641025641025641	0	7.05128205128205	0	0	0	0	87.1794871794872	0	0	0	0.641025641025641	0.641025641025641	0
3446	4462	"Stupino"	52.25	39.83333	53	"AWI"	53	3888	4495	4137	0.930232558139535	13.0232558139535	0.465116279069767	0.465116279069767	3.72093023255814	0	2.7906976744186	22.7906976744186	14.8837209302326	0	0	17.6744186046512	19.0697674418605	0	2.32558139534884	0	1.3953488372093	0.465116279069767
3446	4462	"Stupino"	52.25	39.83333	58	"AWI"	58	4062	4796	4386	0	19.2307692307692	0	0	0	0	16.6666666666667	0	3.84615384615385	0	1.28205128205128	55.1282051282051	2.56410256410256	0	0	0	0	1.28205128205128
3446	4462	"Stupino"	52.25	39.83333	63	"AWI"	63	4276	5062	4644	0	10.1522842639594	1.01522842639594	0.50761421319797	0.50761421319797	0	6.09137055837564	0.50761421319797	4.06091370558376	0	0	73.6040609137056	1.01522842639594	0	2.03045685279188	0	0.50761421319797	0
3446	4462	"Stupino"	52.25	39.83333	68	"AWI"	68	4524	5269	4892	0	18.7192118226601	1.47783251231527	0	1.97044334975369	0	2.95566502463054	0.492610837438424	1.47783251231527	0	0	59.6059113300493	10.3448275862069	0	0.985221674876847	0	1.47783251231527	0.492610837438424
3446	4462	"Stupino"	52.25	39.83333	73	"AWI"	73	4892	5484	5141	0	37.3239436619718	0.704225352112676	0	2.11267605633803	0	0.704225352112676	2.8169014084507	8.45070422535211	0	0	42.2535211267606	1.40845070422535	0	2.8169014084507	0	1.40845070422535	0
3446	4462	"Stupino"	52.25	39.83333	78	"AWI"	78	5125	5889	5480	0	11.4864864864865	0	0.675675675675676	1.35135135135135	0	3.37837837837838	1.35135135135135	3.37837837837838	0.675675675675676	0	71.6216216216216	5.40540540540541	0	0	0	0.675675675675676	0
3446	4462	"Stupino"	52.25	39.83333	88	"AWI"	88	5837	6527	6187	0	6.47482014388489	0	0	0	0	2.87769784172662	2.15827338129496	1.43884892086331	0	0	82.0143884892086	5.03597122302158	0	0	0	0	0
3446	4462	"Stupino"	52.25	39.83333	98	"AWI"	98	6265	7374	6747	0	7.4468085106383	2.12765957446809	0	8.51063829787234	0	17.0212765957447	5.31914893617021	3.19148936170213	0	0	45.7446808510638	7.4468085106383	0	0	2.12765957446809	0	1.06382978723404
