"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16145	24954	"Mars"	45.30528	1.83611	11	"AWI"	11	-30	222	87	0	1	146	0	0	0	0	0	0	0	16	1	0	0	0	0	0	3	0	0	2	0	6	0	0	0	5	1	0	0	0	1	0	0	0	2	0	0	2	3	53	0	0	0	99	0	0	0	45	0	0	3	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0
16145	24954	"Mars"	45.30528	1.83611	15	"AWI"	15	18	233	158	1	0	21	1	0	2	0	0	0	0	11	0	0	0	0	0	0	32	1	0	1	0	23	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	1	0	5	0	0	1	142	0	0	1	37	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	19	"AWI"	19	47	253	235	1	0	20	0	0	2	0	0	0	0	14	3	0	0	0	0	0	32	0	0	2	0	18	0	0	0	6	0	0	0	0	3	1	0	0	2	0	0	2	0	11	3	0	0	136	0	0	1	34	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	23	"AWI"	23	148	338	288	1	0	15	1	0	6	0	1	0	0	15	1	0	0	2	0	0	32	0	0	3	0	32	0	0	0	5	1	0	0	0	3	0	0	0	1	0	0	1	0	12	0	0	0	168	0	0	3	41	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	27	"AWI"	27	253	434	374	1	0	13	0	1	4	0	1	0	0	10	3	0	0	3	0	0	38	0	0	1	0	24	0	0	0	4	0	0	0	0	6	0	0	0	1	0	0	1	0	9	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	31	"AWI"	31	321	512	459	1	1	10	0	0	3	0	0	0	0	11	1	1	0	1	0	0	43	0	1	4	0	13	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1	0	0	119	0	0	1	36	0	0	1	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	39	"AWI"	39	359	532	503	0	0	12	0	0	1	0	0	0	0	8	2	0	0	2	0	0	57	0	0	4	0	14	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	86	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	35	"AWI"	35	346	520	481	1	0	36	2	0	3	0	1	0	0	16	6	0	3	2	0	0	38	0	0	8	0	43	0	0	0	9	1	0	0	0	3	1	0	0	1	0	0	1	0	1	1	0	0	144	0	0	0	51	0	0	0	0	0	0	2	0	0	1	0	1	2	1	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	43	"AWI"	43	375	546	519	0	0	24	0	0	1	0	1	0	0	12	3	0	0	1	0	0	45	0	0	1	0	19	0	0	0	5	1	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	119	0	0	0	24	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
16145	24954	"Mars"	45.30528	1.83611	47	"AWI"	47	394	568	531	0	0	14	0	0	1	0	0	0	0	14	1	1	0	4	0	0	37	0	0	1	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
