"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16145	24954	"Mars"	45.30528	1.83611	53	"AWI"	53	421	596	548	0	0	12	0	0	2	0	2	0	0	16	2	0	0	0	0	0	47	0	0	7	0	5	0	1	0	2	0	0	0	0	2	0	0	0	1	0	0	1	0	4	0	0	0	130	0	0	0	19	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1
16145	24954	"Mars"	45.30528	1.83611	57	"AWI"	57	439	607	559	0	0	11	0	0	1	0	2	0	0	11	1	0	0	0	0	0	46	0	0	3	0	13	0	0	0	6	0	0	0	0	3	0	0	0	1	0	0	1	0	1	0	0	0	100	0	0	0	14	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
16145	24954	"Mars"	45.30528	1.83611	61	"AWI"	61	462	622	571	1	0	10	1	0	2	0	0	0	0	9	1	1	0	2	0	0	48	1	0	0	0	5	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	2	1	0	0	72	0	0	0	19	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	65	"AWI"	65	488	629	584	0	0	11	1	0	1	0	1	0	0	12	1	0	0	1	0	0	33	0	0	1	0	7	38	0	0	7	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	91	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	69	"AWI"	69	511	640	596	0	0	20	1	0	1	0	0	0	0	15	2	0	0	1	0	0	55	1	0	5	0	4	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	85	0	0	1	27	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
16145	24954	"Mars"	45.30528	1.83611	73	"AWI"	73	531	648	608	0	0	9	0	0	4	0	2	0	0	6	1	1	0	1	0	0	44	0	0	3	0	8	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	77	"AWI"	77	549	653	621	0	0	31	0	0	6	0	1	0	0	16	0	0	0	0	0	0	20	0	0	8	0	15	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	119	0	0	0	33	0	0	2	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0
16145	24954	"Mars"	45.30528	1.83611	81	"AWI"	81	566	664	634	0	0	13	1	0	4	0	0	0	0	8	0	0	0	0	0	0	13	0	0	1	0	15	0	0	0	5	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	140	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	85	"AWI"	85	586	679	648	0	1	18	2	0	7	0	0	0	0	9	1	0	0	1	0	0	14	0	0	4	0	20	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0	1	0	1	0	0	0	118	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	89	"AWI"	89	599	706	661	0	0	12	2	0	5	0	2	0	0	9	0	0	0	0	0	0	3	0	0	10	0	19	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
16145	24954	"Mars"	45.30528	1.83611	93	"AWI"	93	627	722	675	0	0	27	0	0	4	0	1	0	0	14	0	0	0	3	0	0	15	0	0	4	0	13	0	0	0	2	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	135	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	97	"AWI"	97	656	742	691	1	0	17	0	0	2	1	1	0	0	10	1	0	0	1	0	0	11	0	0	10	0	28	0	0	0	3	0	0	0	0	2	0	0	0	0	4	0	1	0	1	0	0	0	112	0	0	0	20	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	103	"AWI"	103	678	775	718	0	0	17	1	0	15	0	1	0	0	7	1	0	0	0	0	0	8	0	0	2	0	28	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	123	0	0	1	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	107	"AWI"	107	685	810	737	0	1	22	1	0	40	0	0	0	0	12	1	0	0	0	0	0	6	0	0	8	0	26	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	111	"AWI"	111	696	847	756	1	0	30	0	0	13	0	0	0	0	7	1	0	0	0	0	0	8	0	0	3	0	11	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	160	0	0	0	25	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	115	"AWI"	115	713	862	779	0	0	31	0	0	4	0	0	0	0	10	0	0	0	1	0	0	4	0	0	1	1	7	0	1	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	107	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	119	"AWI"	119	725	893	802	0	0	31	1	0	7	0	1	1	0	8	0	0	0	3	0	0	4	0	0	8	0	25	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	129	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
16145	24954	"Mars"	45.30528	1.83611	123	"AWI"	123	748	909	824	1	0	24	1	0	9	0	2	0	0	16	0	0	0	0	0	0	3	0	0	4	0	21	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	155	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	127	"AWI"	127	765	927	847	1	0	95	1	0	1	0	1	0	0	5	1	0	0	1	0	0	2	0	0	10	0	26	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	107	0	0	0	35	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	131	"AWI"	131	783	947	870	0	0	46	1	0	4	0	2	0	0	5	1	2	0	0	0	0	1	0	0	3	1	9	0	0	0	9	0	0	0	0	0	2	0	0	1	0	0	1	0	3	0	0	0	91	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
16145	24954	"Mars"	45.30528	1.83611	135	"AWI"	135	808	957	893	0	0	52	2	0	6	0	1	0	0	6	0	0	2	2	0	0	5	0	0	7	0	13	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	183	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
16145	24954	"Mars"	45.30528	1.83611	139	"AWI"	139	826	984	915	0	0	60	1	0	2	0	1	0	0	5	3	0	0	3	0	0	5	0	0	6	0	20	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	127	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
16145	24954	"Mars"	45.30528	1.83611	153	"AWI"	153	982	1178	1063	1	0	237	0	0	2	0	2	0	0	33	1	0	0	2	0	0	3	0	0	14	0	13	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	161	0	0	0	32	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	157	"AWI"	157	1008	1299	1141	1	0	165	1	0	1	0	1	0	0	38	1	0	0	5	0	0	3	0	0	9	0	4	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	134	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	161	"AWI"	161	1060	1425	1218	1	0	154	1	0	3	0	1	0	0	29	0	1	0	0	0	0	4	0	0	17	0	11	0	1	0	17	0	0	0	0	0	0	0	1	1	0	0	1	0	5	0	0	0	129	0	0	0	34	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
16145	24954	"Mars"	45.30528	1.83611	165	"AWI"	165	1189	1459	1305	1	0	194	0	0	1	0	1	0	0	23	0	0	0	0	0	0	2	0	0	10	0	12	26	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	128	0	0	1	33	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0
16145	24954	"Mars"	45.30528	1.83611	169	"AWI"	169	1270	1518	1391	1	0	252	1	0	0	0	0	0	0	22	3	0	0	1	0	0	3	0	0	17	0	5	0	0	0	16	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	123	0	0	0	34	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
16145	24954	"Mars"	45.30528	1.83611	173	"AWI"	173	1358	1570	1440	1	0	262	0	0	1	0	1	0	0	25	1	0	0	0	0	3	5	1	0	37	0	10	0	0	0	26	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	113	0	0	0	53	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0
16145	24954	"Mars"	45.30528	1.83611	177	"AWI"	177	1398	1636	1493	1	1	364	1	0	1	0	0	1	0	37	1	0	0	0	0	0	1	0	0	38	0	5	0	0	0	51	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	51	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0
