"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
3265	45381	"Lake Maardu"	59.43333	25	1	"AWI"	1	-122	62	-35	0	15.7598499061914	0.281425891181989	0.656660412757974	2.90806754221388	0	0	33.6772983114447	0.281425891181989	0	0	0	0	0	0	1.78236397748593	0	1.40712945590994	0	0	0.75046904315197	0	0	0	0.844277673545966	0	0	0.0938086303939962	0	0.0938086303939962	0.0938086303939962	0	0	0	0.187617260787992	3.65853658536585	32.8330206378987	0	0	0	0	0.0938086303939962	1.40712945590994	0	0	0	0.281425891181989	0	1.96998123827392	0	0	0	0.0938086303939962	0.187617260787992	0.187617260787992	0	0.469043151969981	0	0
3265	45381	"Lake Maardu"	59.43333	25	5	"AWI"	5	-78	365	72	0	21.3859568609454	0.826067003212483	1.00963744837081	2.20284534189995	0	0	31.206975676916	0	0	0	0	0	0	0	1.65213400642497	0	4.9564020192749	0	0	0	0	0	0	0.275355667737494	0	0	0.0917852225791648	0	0	0	0	0	0	0.0917852225791648	2.89123451124369	28.4534189995411	0	0	0	0.642496558054153	0	1.19320789352914	0	0	0	0.0917852225791648	0	1.8357044515833	0	0	0	0	0.0917852225791648	0.18357044515833	0	0.734281780633318	0.18357044515833	0
3265	45381	"Lake Maardu"	59.43333	25	10	"AWI"	10	-51	779	202	0	17.3295454545455	0.378787878787879	0.757575757575758	1.60984848484848	0	0	35.5113636363636	0	0.0946969696969697	0	0	0	0	0	2.36742424242424	0.0946969696969697	4.45075757575758	0.0946969696969697	0	0.757575757575758	0	0.0946969696969697	0	0.757575757575758	0	0	0.662878787878788	0	0	0.189393939393939	0	0	0	0.189393939393939	5.01893939393939	25.094696969697	0	0	0	0	0	1.04166666666667	0	0	0	0.568181818181818	0	2.46212121212121	0	0	0	0.0946969696969697	0.284090909090909	0.0946969696969697	0	0	0	0
3265	45381	"Lake Maardu"	59.43333	25	15	"AWI"	15	48	898	380	0	18.8948306595365	0.17825311942959	1.51515151515152	1.06951871657754	0	0	31.1942959001783	0.445632798573975	0	0	0	0	0	0	2.94117647058824	0	5.61497326203209	0	0	0	0	0.089126559714795	0	0.17825311942959	0	0	0.267379679144385	0	0	0	0	0	0	0.089126559714795	4.67914438502674	28.475935828877	0	0	0	0.089126559714795	0	1.42602495543672	0	0	0	0.53475935828877	0	1.7825311942959	0	0	0	0	0.17825311942959	0.089126559714795	0	0.267379679144385	0	0
3265	45381	"Lake Maardu"	59.43333	25	20	"AWI"	20	103	1130	545	0	18.348623853211	0.73394495412844	1.19266055045872	1.00917431192661	0	0	32.7522935779817	0.0917431192660551	0	0	0	0	0.0917431192660551	0	2.56880733944954	0	5.68807339449541	0	0	0	0	0	0	0.275229357798165	0	0	0.55045871559633	0	0	0.0917431192660551	0	0.36697247706422	0	0	5.96330275229358	25.045871559633	0	0	0	0	0.0917431192660551	1.37614678899083	0	0	0	0.825688073394495	0	1.19266055045872	0.18348623853211	0	0	0	0.458715596330275	0.275229357798165	0	0.825688073394495	0	0
3265	45381	"Lake Maardu"	59.43333	25	22	"AWI"	22	194	1164	622	0.0869943453675511	14.7020443671161	0.260983036102653	0.869943453675511	1.30491518051327	0	0	30.7090039147455	0.260983036102653	0	0.347977381470204	0	0	0	0.0869943453675511	3.39277946933449	0	8.61244019138756	0	0	0	0	0	0	0	0	0	0.434971726837756	0	0	0.0869943453675511	0	0.173988690735102	0	0.260983036102653	5.30665506742062	27.1857329273597	0	0	0	0	0	1.56589821661592	0	0	0	0.347977381470204	0	2.52283601565898	0	0	0	0	0.173988690735102	0.434971726837756	0	0.869943453675511	0	0
3265	45381	"Lake Maardu"	59.43333	25	24	"AWI"	24	251	1204	699	0	16.3747454175153	0.162932790224033	1.79226069246436	0.733197556008147	0	0	28.1059063136456	0.244399185336049	0	1.38492871690428	0	0	0	0.0814663951120163	3.74745417515275	0	12.9531568228106	0	0	0	0	0	0	0.244399185336049	0	0	0.488798370672098	0	0	0	0	0	0	0.162932790224033	4.03258655804481	23.8696537678208	0	0	0	0	0	1.38492871690428	0	0	0	0.65173116089613	0	2.44399185336049	0.0814663951120163	0	0	0	0	0.488798370672098	0	0.570264765784114	0	0
3265	45381	"Lake Maardu"	59.43333	25	27	"AWI"	27	307	1285	822	0	17.6129779837775	0.308999613750483	1.39049826187717	0.772499034376207	0	0	30.9772112784859	0.617999227500966	0	0.926998841251448	0	0	0	0	2.00849748937814	0	12.7462340672074	0	0	0	0	0	0.0772499034376207	0.0772499034376207	0	0	0.463499420625724	0	0	0.154499806875241	0	0	0	0.0772499034376207	4.17149478563152	22.5183468520664	0	0	0	0.231749710312862	0	0.926998841251448	0	0	0	1.00424874468907	0	1.8539976825029	0	0	0	0	0.154499806875241	0.386249517188104	0	0.540749324063345	0	0
3265	45381	"Lake Maardu"	59.43333	25	30	"AWI"	30	358	1408	936	0	16.7408726625111	0	0.6233303650935	0.890471950133571	0	0.0890471950133571	32.7693677649154	0.445235975066785	0	0.534283170080142	0	0	0	0	2.13713268032057	0	6.8566340160285	0	0	0	0	0	0	0.356188780053428	0	0	0.801424755120214	0	0	0	0	0	0	0.0890471950133571	4.89759572573464	27.5155832591273	0	0	0	0.178094390026714	0.178094390026714	1.69189670525378	0	0.0890471950133571	0	0.178094390026714	0	0.890471950133571	0	0	0	0	0.534283170080142	0.6233303650935	0	0.890471950133571	0	0
3265	45381	"Lake Maardu"	59.43333	25	37	"AWI"	37	696	1500	1180	0.0871080139372822	22.4738675958188	0.174216027874564	0.348432055749129	0.958188153310104	0	0	34.9303135888502	0	0	0.78397212543554	0	0	0	0	3.04878048780488	0	3.83275261324042	0	0	0	0	0.0871080139372822	0	0.522648083623693	0	0	0.871080139372822	0	0	0	0	0	0	0.261324041811847	4.96515679442509	20.9059233449477	0	0	0	0	0	2.17770034843206	0	0	0	0.0871080139372822	0	1.65505226480836	0	0	0	0	0.174216027874564	0.871080139372822	0	0.696864111498258	0.0871080139372822	0
