"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15683	24042	"Windbruch"	49.60793	12.54137	30	"AWI"	30	718	2392	1553	177	3	132	0	1	0	2	0	0	158	1	0	0	0	0	0	0	0	63	182	0	0	0	0	0	158	0	7	0	0	0	1	0	0	0	0	0	5	0	110	281	0	0	0	0	1	0	46	0	0	0	0	0	4	0	0	0	1	0	19	24	3	0	0
15683	24042	"Windbruch"	49.60793	12.54137	32	"AWI"	32	920	2433	1653	123	1	71	0	0	0	2	0	0	93	0	0	0	0	0	0	0	0	38	80	0	0	0	0	0	85	0	9	0	0	0	1	0	0	0	0	0	2	0	83	397	0	0	0	0	1	0	21	0	0	0	0	0	3	0	0	0	0	0	6	13	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	34	"AWI"	34	1089	2486	1754	143	0	82	2	0	0	1	0	0	96	0	0	0	0	0	0	0	0	64	135	0	0	0	0	0	111	1	6	0	0	0	0	0	0	0	0	0	3	0	84	254	0	0	0	0	4	0	31	0	0	0	0	4	3	0	0	0	0	0	6	9	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	36	"AWI"	36	1224	2540	1862	201	5	142	0	0	0	2	0	0	148	0	0	0	0	0	1	0	0	157	169	0	0	2	0	0	140	0	8	0	0	0	1	0	0	0	0	0	3	0	167	279	0	0	0	0	0	0	44	0	0	0	0	1	1	0	1	0	1	0	16	11	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	38	"AWI"	38	1332	2630	1970	122	1	108	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	128	99	0	0	2	0	0	92	0	7	0	0	0	2	0	0	0	0	0	1	0	97	67	0	0	0	0	0	0	37	0	0	0	0	0	2	0	0	0	0	0	14	11	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	40	"AWI"	40	1415	2752	2075	160	1	124	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	95	186	1	0	0	0	0	62	0	8	1	0	0	0	0	0	0	0	0	2	0	95	137	0	0	0	0	1	0	44	0	1	0	0	0	3	0	0	0	3	0	12	22	2	0	0
15683	24042	"Windbruch"	49.60793	12.54137	42	"AWI"	42	1697	2850	2216	165	1	132	1	1	0	0	0	0	168	0	1	1	0	0	0	0	0	68	236	0	0	0	0	0	88	2	8	0	0	1	2	0	0	0	0	0	1	1	113	239	0	0	0	0	1	0	27	0	0	0	0	2	0	0	0	0	4	0	10	30	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	44	"AWI"	44	1886	2955	2374	79	1	62	0	2	0	7	4	0	298	2	0	3	0	0	0	0	0	39	99	0	1	3	0	0	55	1	4	0	0	2	3	3	0	0	0	0	2	0	71	195	0	79	0	0	3	0	22	0	0	0	2	4	9	0	0	0	0	0	3	5	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	46	"AWI"	46	1998	3133	2543	102	2	82	2	0	1	3	0	0	219	0	0	1	0	0	0	0	0	53	92	0	0	3	0	0	90	0	4	0	0	1	1	0	0	0	0	0	0	0	60	212	0	41	0	0	3	0	24	0	0	0	1	1	2	0	0	0	1	0	7	8	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	48	"AWI"	48	2072	3421	2700	102	0	77	1	1	0	2	0	0	258	0	0	0	0	0	0	0	0	59	67	0	0	0	0	0	101	1	7	0	0	0	0	0	0	0	0	0	1	0	90	324	0	0	0	0	0	0	21	0	0	0	0	2	2	0	1	0	0	0	6	19	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	50	"AWI"	50	2128	3745	2845	116	0	108	0	0	0	3	0	0	201	0	0	1	0	0	1	0	0	62	98	0	0	3	0	0	91	2	3	0	0	0	2	0	0	0	0	0	3	0	97	345	0	0	0	0	2	0	28	0	0	0	1	3	2	0	0	0	0	0	4	12	0	0	1
15683	24042	"Windbruch"	49.60793	12.54137	52	"AWI"	52	2402	3803	3008	44	2	37	0	4	0	4	5	0	355	2	0	4	0	0	1	0	0	25	72	0	0	5	0	0	37	1	1	1	0	0	0	5	0	0	0	0	3	0	62	209	0	66	0	0	3	0	12	0	0	0	1	10	9	0	1	0	0	0	3	0	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	54	"AWI"	54	2596	3874	3181	43	0	113	3	2	0	0	0	0	320	3	0	1	0	0	0	0	0	32	102	0	0	0	0	0	44	1	1	0	0	1	1	2	0	0	0	7	2	0	67	223	0	72	0	0	5	0	17	0	0	0	0	6	1	0	0	0	1	0	4	5	4	0	1
15683	24042	"Windbruch"	49.60793	12.54137	56	"AWI"	56	2753	3983	3363	91	1	79	0	0	0	5	0	0	263	4	0	0	0	0	0	0	0	44	61	0	0	0	0	0	67	0	6	0	0	0	0	2	0	0	0	0	3	0	76	225	0	52	0	0	2	0	20	0	0	0	0	4	2	0	0	0	1	0	3	8	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	58	"AWI"	58	2877	4144	3539	70	1	74	0	3	0	2	0	0	285	1	0	2	0	0	0	0	0	46	123	0	0	0	0	0	81	0	4	1	0	0	4	3	0	0	0	0	0	0	80	230	0	0	0	0	1	0	30	0	0	0	0	6	6	0	0	0	0	0	10	11	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	60	"AWI"	60	2976	4360	3701	111	0	66	0	2	0	6	0	0	137	1	1	1	0	0	0	0	0	54	167	0	0	0	0	0	68	0	10	0	0	0	2	0	0	0	0	0	2	0	117	161	0	0	0	0	3	0	35	0	0	0	0	0	0	0	0	0	0	0	6	15	0	1	0
15683	24042	"Windbruch"	49.60793	12.54137	62	"AWI"	62	3181	4450	3842	93	2	82	0	1	0	1	0	0	102	0	0	0	0	0	0	0	0	65	113	0	0	0	0	0	98	0	12	0	0	0	0	0	0	0	0	0	1	0	177	180	0	0	0	0	2	0	28	0	0	0	1	0	2	0	0	0	1	0	12	17	4	0	0
15683	24042	"Windbruch"	49.60793	12.54137	64	"AWI"	64	3317	4586	3984	82	2	75	1	0	0	1	0	0	151	0	0	1	0	0	0	0	0	81	75	0	0	0	0	0	90	2	25	0	0	0	0	1	0	0	0	0	0	0	225	150	0	16	0	0	1	0	26	0	0	0	0	3	1	0	0	0	1	0	12	12	2	0	0
15683	24042	"Windbruch"	49.60793	12.54137	66	"AWI"	66	3413	4795	4121	36	0	151	0	0	1	2	0	0	181	1	0	2	0	0	0	0	0	105	44	0	0	0	1	0	75	1	11	0	0	1	0	0	0	0	0	0	2	0	184	137	0	0	0	0	2	0	43	0	0	0	0	1	4	0	0	0	1	0	20	15	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	68	"AWI"	68	3506	5087	4248	14	2	177	0	0	1	1	0	0	101	1	0	0	0	0	0	0	0	147	356	0	0	0	2	0	56	0	17	0	0	0	2	0	0	0	0	0	1	0	185	81	0	0	0	0	2	0	75	0	0	0	0	2	0	0	0	0	2	0	20	13	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	70	"AWI"	70	3568	5410	4365	5	2	185	0	0	0	1	0	0	206	0	0	1	0	0	0	0	0	161	53	0	0	0	0	0	54	0	9	0	0	0	2	0	0	0	0	0	1	0	152	169	0	0	0	0	2	0	75	0	0	0	0	0	2	0	0	0	1	1	24	15	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	72	"AWI"	72	3690	5518	4485	6	2	121	0	9	0	2	0	0	195	0	0	1	0	0	0	0	0	181	49	0	0	0	0	0	20	1	15	0	0	0	1	0	0	0	0	0	0	0	230	58	0	0	0	0	0	0	71	0	0	0	0	0	3	0	0	0	2	0	19	19	3	0	0
15683	24042	"Windbruch"	49.60793	12.54137	74	"AWI"	74	3797	5642	4610	5	2	58	0	8	1	4	0	0	59	0	0	1	0	0	0	0	0	101	217	0	0	0	0	0	16	0	11	0	0	0	2	0	0	0	0	0	0	0	290	31	0	0	0	0	2	0	38	0	0	0	0	0	0	0	0	0	1	0	22	13	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	76	"AWI"	76	3880	5812	4722	7	2	123	0	1	0	2	0	0	146	0	0	0	0	0	0	0	0	149	166	0	0	0	0	0	29	0	17	0	0	0	0	0	0	0	0	0	0	0	213	53	0	0	0	0	2	0	46	0	0	0	0	0	5	0	0	0	2	0	22	17	2	0	0
15683	24042	"Windbruch"	49.60793	12.54137	78	"AWI"	78	3937	6011	4840	4	1	118	0	3	0	1	0	0	189	0	0	1	0	0	0	0	0	146	151	0	0	0	0	0	21	0	15	0	0	0	3	0	0	0	0	0	1	0	195	38	0	0	0	0	5	0	50	0	0	0	0	0	2	0	0	0	0	0	26	25	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	80	"AWI"	80	3993	6258	4943	5	2	101	0	0	0	1	0	0	256	0	0	1	0	0	0	0	0	86	160	0	0	0	0	0	15	0	18	0	0	0	1	0	0	0	0	0	0	0	275	33	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	1	1	30	28	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	82	"AWI"	82	4104	6333	5067	1	4	160	0	0	0	3	0	0	281	0	0	0	0	0	0	0	0	115	115	0	0	2	1	0	9	0	6	0	0	0	4	0	0	0	0	0	1	0	181	39	0	0	0	0	1	0	29	0	0	0	0	0	3	0	0	0	0	1	24	16	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	84	"AWI"	84	4202	6420	5192	1	6	164	0	0	1	0	0	0	843	0	0	0	0	0	0	0	0	82	46	0	0	0	1	0	6	0	10	0	0	0	1	0	0	0	0	0	0	0	100	30	0	0	0	0	2	0	31	0	0	0	0	0	3	0	0	0	0	0	25	25	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	86	"AWI"	86	4274	6538	5326	2	2	200	0	0	0	1	0	0	575	0	0	0	0	0	0	0	0	120	78	0	0	0	0	0	10	0	6	0	0	0	4	0	0	0	0	0	0	0	112	35	0	0	0	0	1	0	50	0	0	0	0	0	1	0	1	0	0	0	37	25	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	88	"AWI"	88	4339	6683	5443	3	4	207	0	1	0	0	0	1	427	0	0	0	0	0	0	0	0	123	118	0	0	0	1	0	11	0	6	0	0	0	1	0	0	0	0	0	0	0	167	57	0	0	0	0	1	0	72	0	0	0	2	0	1	1	1	1	0	1	46	48	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	90	"AWI"	90	4398	6891	5562	5	0	801	1	4	0	1	0	0	192	0	0	0	0	0	0	0	0	81	218	0	0	0	0	0	3	4	23	0	0	0	10	0	0	0	0	0	0	0	194	47	0	0	0	0	1	0	76	0	0	0	1	0	1	0	0	0	2	0	30	33	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	92	"AWI"	92	4582	6964	5681	0	1	568	0	6	2	1	0	0	138	0	0	0	0	0	0	0	0	51	61	0	0	0	0	0	6	3	16	0	0	1	11	0	0	0	0	0	0	0	128	34	0	0	0	0	2	0	63	0	0	0	0	0	1	0	0	0	0	0	20	16	2	0	0
15683	24042	"Windbruch"	49.60793	12.54137	94	"AWI"	94	4697	7024	5803	1	0	784	0	4	1	3	0	0	126	0	0	0	0	0	0	0	0	53	45	0	0	0	0	0	4	6	4	0	0	0	5	0	0	0	0	0	0	0	73	28	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	1	14	15	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	96	"AWI"	96	4785	7110	5930	2	0	1096	0	5	0	0	0	0	64	0	0	0	0	0	0	0	0	53	57	0	0	0	0	0	0	6	14	0	0	0	8	0	0	0	0	0	0	0	111	26	0	0	0	0	1	0	72	0	0	0	0	0	0	0	0	0	0	0	17	24	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	98	"AWI"	98	4858	7244	6058	1	2	1433	0	6	1	2	0	0	83	0	0	0	0	0	0	0	0	76	51	0	0	0	0	0	2	20	13	0	0	0	2	0	0	0	0	0	0	0	103	31	0	0	0	0	0	0	88	0	0	0	0	0	5	0	0	0	0	0	24	17	2	0	0
15683	24042	"Windbruch"	49.60793	12.54137	102	"AWI"	102	5093	7463	6295	1	0	1328	0	4	1	0	0	0	307	0	0	0	0	0	0	0	0	60	60	0	0	0	0	0	5	9	8	0	0	0	7	0	0	0	0	0	0	0	91	33	0	0	0	0	1	0	50	0	0	0	0	0	0	0	0	0	0	0	16	23	2	1	0
15683	24042	"Windbruch"	49.60793	12.54137	104	"AWI"	104	5227	7531	6415	0	1	839	0	1	0	2	0	0	193	1	0	0	0	0	0	1	0	50	76	0	0	0	1	0	2	7	9	0	0	0	7	1	0	0	0	0	0	0	50	47	0	0	0	0	0	0	38	0	0	0	1	0	3	0	0	0	0	0	15	16	0	0	0
15683	24042	"Windbruch"	49.60793	12.54137	106	"AWI"	106	5355	7607	6541	2	0	942	0	2	0	0	0	0	326	0	0	0	0	0	0	0	0	49	83	0	0	0	0	0	1	5	8	0	0	0	6	0	0	0	0	0	1	0	65	62	0	0	0	0	1	0	42	0	0	0	1	0	3	0	0	0	0	0	16	16	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	108	"AWI"	108	5476	7738	6669	0	0	797	0	1	2	0	0	0	152	0	0	0	0	0	0	0	0	43	82	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	55	45	0	0	0	0	1	0	51	0	0	0	2	0	2	0	0	0	0	0	5	9	2	0	0
15683	24042	"Windbruch"	49.60793	12.54137	110	"AWI"	110	5542	7867	6788	0	0	1142	0	1	0	2	0	0	239	0	0	0	0	0	0	0	0	69	89	0	0	0	0	0	0	4	10	0	0	0	10	0	0	0	0	0	0	0	59	65	0	0	0	0	0	0	55	0	0	0	0	0	1	0	0	0	0	0	18	23	0	1	0
15683	24042	"Windbruch"	49.60793	12.54137	112	"AWI"	112	5765	7940	6905	0	0	914	0	1	0	2	0	0	160	0	0	0	0	0	0	0	0	53	71	0	0	0	0	0	2	3	13	0	0	0	7	1	0	0	0	0	0	0	45	32	0	0	0	0	1	0	53	0	0	0	0	1	1	0	0	0	0	0	9	20	1	1	0
15683	24042	"Windbruch"	49.60793	12.54137	114	"AWI"	114	5940	8014	7021	2	0	1095	0	1	0	1	0	0	189	0	0	1	0	0	0	0	0	51	55	0	0	0	0	0	0	3	12	0	0	0	1	0	0	1	0	0	0	0	74	54	0	0	0	0	2	0	48	0	0	0	2	0	1	0	0	0	0	0	17	12	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	116	"AWI"	116	6087	8132	7139	0	0	968	0	1	0	1	0	0	171	0	0	1	0	0	0	0	0	61	85	0	0	0	0	0	1	2	5	0	0	0	7	0	0	0	0	0	0	0	71	46	0	0	0	0	0	0	69	0	0	0	1	0	1	0	0	0	0	1	8	12	2	1	0
15683	24042	"Windbruch"	49.60793	12.54137	118	"AWI"	118	6187	8243	7264	1	0	851	1	8	0	0	0	0	162	0	0	1	0	0	0	0	0	44	144	0	0	0	1	0	0	3	9	0	0	0	10	0	0	0	0	0	0	0	45	60	0	0	0	0	0	0	43	0	0	0	1	0	1	0	0	3	0	0	9	21	2	0	0
15683	24042	"Windbruch"	49.60793	12.54137	120	"AWI"	120	6267	8395	7382	0	0	586	0	10	0	4	0	0	301	1	1	0	0	0	0	0	0	65	126	0	0	0	0	0	0	3	3	0	0	0	22	0	0	1	0	0	0	0	31	160	0	0	0	0	0	0	16	0	0	0	0	0	6	0	1	0	0	1	14	13	1	0	0
15683	24042	"Windbruch"	49.60793	12.54137	122	"AWI"	122	6589	8495	7490	0	0	656	0	5	0	4	0	0	321	0	0	0	0	0	0	0	0	51	111	0	0	0	0	0	0	2	4	0	0	1	17	1	0	0	0	0	0	0	25	157	0	0	0	0	1	0	23	0	0	0	3	0	6	0	0	0	0	1	13	10	4	0	0
15683	24042	"Windbruch"	49.60793	12.54137	124	"AWI"	124	6879	8580	7592	0	0	877	0	18	0	1	0	0	512	0	0	0	0	0	0	0	0	59	145	0	0	0	0	0	0	0	7	0	0	0	23	0	0	0	0	0	0	0	32	166	0	0	0	0	1	0	24	0	0	0	4	0	10	0	0	0	0	0	20	19	2	0	0
15683	24042	"Windbruch"	49.60793	12.54137	126	"AWI"	126	7117	8697	7702	0	0	726	0	8	0	1	0	0	324	0	0	1	0	0	0	0	0	41	88	0	0	0	0	0	0	1	5	0	0	0	9	0	0	0	0	0	0	0	16	99	0	0	0	0	2	0	23	0	0	0	0	0	7	0	0	0	0	1	10	9	13	0	0
15683	24042	"Windbruch"	49.60793	12.54137	128	"AWI"	128	7279	8842	7812	0	0	627	0	7	0	1	0	0	355	0	0	0	0	0	0	0	0	72	109	0	0	0	0	0	0	2	4	0	0	0	14	1	0	0	0	0	0	0	23	158	0	0	0	0	0	0	20	0	0	0	4	0	5	0	1	0	0	2	17	17	8	0	0
15683	24042	"Windbruch"	49.60793	12.54137	130	"AWI"	130	7383	8974	7937	0	0	413	1	5	0	0	0	0	294	1	1	0	0	0	0	0	0	39	98	0	0	0	0	0	0	4	1	0	0	0	12	1	0	0	0	0	0	0	13	175	0	0	0	0	3	0	18	0	0	0	0	0	8	0	1	0	0	1	4	13	2	0	0
