"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Violaceae"	"Vitaceae"
3357	4355	"Popovo Ezero"	41.70757	23.50822	20	"AWI"	20	162	799	463	2.69230769230769	0	0.384615384615385	0	0	0	2.69230769230769	0	0.769230769230769	0	1.53846153846154	0	0	1.15384615384615	0	0	0	0	27.3076923076923	0	0	0	0.384615384615385	0	0.384615384615385	0	0	0	1.53846153846154	0	0	0	0	0	2.30769230769231	55	0	0	0	0	0	0	0	0	0.384615384615385	1.92307692307692	0.769230769230769	0	0.384615384615385	0	0.384615384615385	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	30	"AWI"	30	375	1042	725	1.11607142857143	0	0.223214285714286	0.446428571428571	0	0	0.669642857142857	0	0.669642857142857	0	0	0	0	1.11607142857143	0	0	0.446428571428571	0.669642857142857	44.4196428571429	0.446428571428571	0	0	0.223214285714286	0	0.446428571428571	0	0	0	4.91071428571429	0	0	0	0	0	1.11607142857143	41.2946428571429	0	0	0	0	0	0.446428571428571	0	0	0.223214285714286	0.892857142857143	0	0	0.223214285714286	0	0	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	40	"AWI"	40	683	1229	999	1.28571428571429	0	1.28571428571429	0.428571428571429	0	0	2	4.14285714285714	0.142857142857143	0.142857142857143	0.285714285714286	0.142857142857143	0	0.857142857142857	0.285714285714286	0	0	0.571428571428571	30.7142857142857	0	0	0	1.42857142857143	0.142857142857143	0.285714285714286	0	0	0.142857142857143	1.71428571428571	0.142857142857143	0	0	0.142857142857143	0	1.57142857142857	50	0	0	0	0	0	1.42857142857143	0	0	0	0.428571428571429	0	0	0	0.142857142857143	0	0.142857142857143	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	50	"AWI"	50	1082	1369	1257	5.83804143126177	0.188323917137476	1.50659133709981	0.188323917137476	0	0.941619585687382	0.564971751412429	8.47457627118644	0.376647834274953	0	0.188323917137476	0	0	2.44821092278719	0	0	0	1.12994350282486	0.188323917137476	0	0	0	1.69491525423729	0.188323917137476	0	0	0	0	0	0.376647834274953	0	0	0	0	2.25988700564972	71.1864406779661	0	0	0	0	0	1.12994350282486	0	0	0	0	0	0	0.376647834274953	0.564971751412429	0.188323917137476	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	60	"AWI"	60	1236	1783	1472	6.88336520076482	0.191204588910134	1.52963671128107	0.191204588910134	0	0	0.191204588910134	8.60420650095602	0	0	0	0	0	3.05927342256214	0	0	0	0.191204588910134	0.573613766730402	0	0	0	0.382409177820268	0	0	0	0	0	0.191204588910134	0	0	0.191204588910134	0	0	1.52963671128107	72.4665391969407	0	0	0	0	0	2.86806883365201	0	0	0	0	0	0	0	0.956022944550669	0	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	70	"AWI"	70	1412	2086	1725	6.55737704918033	0.204918032786885	1.63934426229508	0	0.614754098360656	0	0.204918032786885	5.12295081967213	0.614754098360656	0	0	0	0	2.45901639344262	0	0	0	0.204918032786885	0	0	0	0	2.04918032786885	0.204918032786885	0	0	0	0	0	0.204918032786885	0	0	0.204918032786885	0	4.71311475409836	72.7459016393443	0	0	0	0	0	1.22950819672131	0	0	0.204918032786885	0	0	0	0	0.409836065573771	0.409836065573771	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	80	"AWI"	80	1631	2325	1972	6.29067245119306	0.216919739696312	1.08459869848156	0	0.216919739696312	1.30151843817787	1.08459869848156	9.54446854663774	0.216919739696312	0.216919739696312	0	0	0	0	0	0	0	1.08459869848156	0.216919739696312	0.216919739696312	0	0	1.30151843817787	0	0	0	0	0	0.216919739696312	0.216919739696312	0	0	0	0	2.60303687635575	72.4511930585683	0	0	0	0	0	0.650759219088937	0	0	0	0	0	0.216919739696312	0	0.433839479392625	0.216919739696312	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	90	"AWI"	90	1880	2518	2226	5.37190082644628	0.206611570247934	1.2396694214876	0	0	0	0.619834710743802	0	0.206611570247934	0	0	0	0	0	0	0	0	0.619834710743802	0.206611570247934	0	0	0	1.65289256198347	0	0	0	0	0	0.413223140495868	0	0	0	0	0	3.09917355371901	85.1239669421488	0	0	0	0	0	0.826446280991736	0	0	0	0	0	0	0.206611570247934	0.206611570247934	0	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	100	"AWI"	100	2175	2678	2471	1.98019801980198	0.396039603960396	0.99009900990099	0.594059405940594	0	0.99009900990099	1.18811881188119	0	0.594059405940594	0	0.198019801980198	0	0	0	0	0	0	1.38613861386139	0	0	0	0	1.38613861386139	0.198019801980198	0	0	0	0	1.98019801980198	0	0.396039603960396	0	0	0.792079207920792	3.16831683168317	64.950495049505	0	0	14.6534653465347	0	0	2.17821782178218	0	0	0.396039603960396	0.792079207920792	0	0	0.198019801980198	0.396039603960396	0.198019801980198	0	0
3357	4355	"Popovo Ezero"	41.70757	23.50822	110	"AWI"	110	2472	3157	2753	5.8411214953271	0.233644859813084	2.57009345794392	0.233644859813084	0	0	0.233644859813084	0	2.33644859813084	0	0	0	0	0	0	0	0	0.700934579439252	2.10280373831776	0	0	0	1.16822429906542	0	0	0	0	0	0.934579439252336	0.467289719626168	0	0	0	1.16822429906542	3.27102803738318	75.2336448598131	0	0	0	0	0	1.63551401869159	0	0	0	1.16822429906542	0	0	0	0.700934579439252	0	0	0
