"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
16246	25163	"Lac du Bouchet"	44.91667	3.78333	50	"AWI"	50	1998	2698	2309	39	0	30	1	0	0	2	0	16	0	0	0	1	0	0	0	0	0	15	1	0	0	0	0	0	150	3	0	0	0	0	0	0	0	48	0	0	0	0	0	0	32	0	0	0	0	7	2	0	0	1	1	3	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	55	"AWI"	55	2234	3165	2618	44	0	12	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	230	3	0	0	0	0	1	0	0	27	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	4	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	60	"AWI"	60	2435	3839	3135	19	0	22	0	0	0	1	0	22	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	250	8	0	0	0	0	1	0	0	27	0	3	0	0	0	0	55	0	0	0	0	1	4	0	1	1	0	2	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	65	"AWI"	65	2555	4649	3637	31	1	27	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	26	1	0	0	0	0	0	200	11	0	0	0	0	0	0	0	29	0	0	0	0	0	0	41	0	2	0	0	0	0	0	4	0	3	5	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	70	"AWI"	70	2640	5541	4130	13	1	19	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	31	2	0	1	0	0	0	150	9	0	1	0	0	0	0	0	30	0	0	0	0	0	0	66	1	1	0	0	1	6	0	1	0	1	10	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	75	"AWI"	75	3286	5938	4644	9	1	25	0	3	0	1	0	22	1	0	0	0	0	0	0	0	0	39	4	0	0	0	0	0	93	12	0	0	0	0	0	0	0	9	0	0	0	0	0	0	82	1	1	0	1	3	3	0	4	1	2	16	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	80	"AWI"	80	4244	6041	5162	3	1	13	0	1	0	0	0	7	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	120	26	0	0	0	0	0	0	0	13	0	0	0	0	0	0	68	0	1	0	0	2	4	0	4	0	1	30	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	85	"AWI"	85	5175	6185	5679	2	4	21	0	2	0	0	0	7	1	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	72	40	0	0	0	0	0	0	0	13	0	0	0	0	0	0	140	1	0	0	1	1	1	0	6	0	17	26	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	90	"AWI"	90	5900	6424	6207	2	1	11	0	3	0	1	0	9	0	0	0	2	0	0	0	0	0	90	1	0	0	0	1	0	5	62	0	0	0	0	0	0	0	14	0	0	0	0	0	0	103	1	0	0	0	0	1	0	10	0	23	28	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	95	"AWI"	95	6095	6533	6322	1	2	6	0	3	1	1	0	1	0	1	0	0	0	0	0	0	1	97	0	0	0	0	0	0	4	46	0	1	1	0	1	0	0	13	0	0	0	0	0	0	175	1	0	0	0	0	0	1	1	0	63	30	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	100	"AWI"	100	6178	6761	6444	0	2	7	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	132	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	13	0	0	0	0	0	0	141	0	0	0	0	0	0	0	4	0	40	60	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	105	"AWI"	105	6240	7058	6559	0	1	2	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	15	0	0	0	0	0	0	170	1	1	0	1	0	0	0	1	0	48	35	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	110	"AWI"	110	6336	7313	6716	0	0	2	0	2	0	0	0	8	1	0	0	0	0	0	0	0	0	122	2	0	0	0	1	0	0	10	0	0	0	1	1	0	0	12	0	0	0	0	0	0	130	0	0	0	0	0	0	0	1	0	43	69	1
16246	25163	"Lac du Bouchet"	44.91667	3.78333	115	"AWI"	115	6433	7558	6923	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	150	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	24	33	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	120	"AWI"	120	6491	7928	7105	0	2	0	1	0	0	0	0	10	1	0	0	0	0	0	0	0	1	130	3	0	0	0	0	0	0	2	0	1	0	1	0	0	0	15	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	20	52	1
16246	25163	"Lac du Bouchet"	44.91667	3.78333	125	"AWI"	125	6532	8371	7275	0	0	3	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	110	1	0	0	3	1	0	0	3	0	1	1	0	0	0	0	15	0	0	0	0	0	0	117	0	2	0	0	1	0	0	0	0	30	55	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	130	"AWI"	130	6752	8531	7486	0	2	2	0	2	2	2	0	14	0	0	0	0	0	0	0	0	0	150	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	20	0	0	0	0	0	0	120	0	1	0	0	0	0	0	0	0	2	45	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	135	"AWI"	135	6888	8695	7704	0	0	0	0	1	1	0	0	16	1	0	0	0	0	0	0	0	0	200	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	50	1	0	0	0	0	0	90	0	0	0	0	1	1	0	0	0	0	38	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	140	"AWI"	140	6991	8945	7919	0	1	0	0	2	0	2	0	21	0	0	0	0	0	0	0	0	0	200	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	0	0	83	0	0	0	0	3	2	0	0	0	0	39	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	145	"AWI"	145	7161	9202	8110	0	0	0	0	0	0	2	0	29	1	0	1	2	0	0	0	0	0	150	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	43	1	0	0	0	0	0	67	0	0	0	2	5	0	0	0	0	0	35	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	150	"AWI"	150	7548	9322	8282	0	0	0	1	3	0	5	0	26	0	0	0	0	0	1	0	0	1	150	7	0	0	0	0	0	0	1	0	7	0	0	0	0	0	28	1	0	0	0	0	0	56	0	1	0	1	13	3	0	0	1	0	34	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	155	"AWI"	155	7871	9451	8453	0	0	0	0	1	0	10	0	26	1	0	0	0	0	0	0	0	1	100	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	43	0	0	0	0	0	0	50	0	0	0	1	9	3	0	0	3	0	30	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	157	"AWI"	157	7972	9513	8521	0	0	0	0	3	0	8	0	32	0	0	0	0	1	0	0	0	2	110	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	72	0	0	0	0	0	0	47	0	0	0	1	4	1	0	0	2	0	33	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	158	"AWI"	158	8022	9546	8555	0	0	0	0	3	0	3	0	37	0	0	0	0	0	0	0	0	3	82	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	150	0	0	0	0	0	0	52	0	0	0	0	4	0	0	0	0	0	37	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	160	"AWI"	160	8089	9636	8628	0	0	0	1	3	0	8	0	44	0	0	0	0	0	0	0	0	1	34	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	123	0	0	0	0	0	0	30	0	0	0	2	14	1	0	0	1	0	12	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	162	"AWI"	162	8255	9785	8783	0	0	0	2	2	0	8	0	35	0	0	1	0	0	0	0	0	1	37	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	150	0	0	0	0	0	0	40	0	0	0	1	3	1	0	0	0	0	21	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	163	"AWI"	163	8521	9935	9004	0	0	0	2	1	0	2	0	44	0	0	0	0	0	0	0	0	3	12	5	0	0	0	0	0	0	1	0	11	0	0	0	0	0	300	0	0	0	0	0	0	20	0	0	0	3	3	1	0	0	1	0	13	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	165	"AWI"	165	9038	10239	9449	0	0	0	0	12	0	14	0	72	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	140	0	0	0	0	0	0	18	0	0	0	7	38	6	0	0	1	0	8	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	167	"AWI"	167	9532	10571	9892	0	1	0	0	1	0	17	0	40	1	0	2	0	0	1	0	0	0	5	2	0	1	0	0	0	0	1	0	3	0	0	0	0	0	200	0	0	0	0	0	0	12	0	0	0	2	12	1	0	0	3	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	168	"AWI"	168	9766	10742	10117	0	0	1	3	1	0	7	3	29	1	0	0	0	0	2	0	0	3	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	170	"AWI"	170	10216	11091	10570	0	0	0	2	6	0	27	7	35	0	0	0	0	0	0	0	0	1	0	11	0	0	0	1	0	0	0	0	9	0	0	0	0	0	184	0	0	0	0	0	0	1	0	1	0	7	27	6	0	0	4	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	171	"AWI"	171	10435	11267	10795	0	0	0	3	4	0	37	0	23	2	0	0	0	0	0	0	0	1	1	7	0	2	0	0	1	0	0	0	4	0	0	0	0	0	250	0	0	0	0	0	0	6	0	1	0	4	8	1	0	0	1	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	173	"AWI"	173	10843	11653	11240	0	0	0	0	5	0	45	0	32	0	0	0	0	0	1	0	0	1	2	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	300	0	0	0	0	0	0	3	0	1	0	4	11	3	0	0	0	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	175	"AWI"	175	11225	12117	11681	0	0	0	2	7	0	35	0	31	0	0	0	0	0	2	0	0	0	2	10	1	0	0	0	0	0	0	0	4	0	0	0	0	0	123	0	0	0	0	0	0	4	0	1	0	7	26	4	0	0	1	0	1	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	176	"AWI"	176	11409	12368	11895	0	0	0	4	1	0	51	0	8	0	0	0	0	1	1	0	0	1	2	7	0	1	0	0	0	0	0	0	5	0	0	0	0	0	112	0	0	0	0	0	0	3	0	1	0	6	11	4	0	0	5	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	178	"AWI"	178	11760	12887	12325	0	0	0	0	2	0	32	0	14	1	0	1	0	0	2	0	1	3	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	250	0	0	0	0	0	0	2	0	1	0	4	4	0	0	0	1	0	1	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	180	"AWI"	180	12087	13319	12697	0	0	0	5	4	0	91	0	6	1	0	0	0	0	0	0	0	2	2	17	0	2	0	0	0	0	0	0	23	0	0	0	0	0	58	0	0	0	0	0	0	1	0	0	0	10	7	3	3	0	2	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	182	"AWI"	182	12371	13453	12905	0	0	0	13	2	0	85	0	6	0	0	0	0	1	2	0	1	8	0	16	0	3	0	0	0	0	0	0	3	0	0	0	0	0	100	0	0	0	0	0	0	0	0	1	0	10	3	0	1	0	3	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	183	"AWI"	183	12504	13526	13009	0	0	0	9	0	0	40	13	3	0	0	0	0	0	3	0	1	5	1	21	0	2	0	0	0	0	0	0	2	0	0	0	0	0	300	0	0	0	0	0	0	6	0	0	0	6	8	0	0	0	3	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	185	"AWI"	185	12742	13692	13221	0	0	0	0	1	0	12	0	18	0	0	0	0	0	0	0	0	2	0	7	1	1	0	0	0	0	0	0	1	0	0	0	0	0	255	0	0	0	0	0	0	4	0	1	0	2	1	0	0	0	1	0	1	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	187	"AWI"	187	12930	13874	13432	0	0	0	1	2	0	20	6	15	0	0	0	0	0	0	0	0	2	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	300	0	0	0	0	0	0	4	0	0	0	0	3	1	0	0	3	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	188	"AWI"	188	13013	13979	13540	0	0	0	0	2	0	30	11	30	0	0	0	0	0	0	0	0	2	0	7	0	1	0	0	3	0	0	0	2	0	0	0	0	0	320	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	2	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	190	"AWI"	190	13166	14199	13759	0	0	0	3	0	0	24	0	20	1	0	1	0	0	1	0	0	1	0	7	0	1	0	0	0	0	0	0	45	1	0	0	0	1	110	0	0	0	1	0	0	1	0	1	0	5	1	5	1	0	3	0	1	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	191	"AWI"	191	13237	14315	13868	0	0	0	2	2	0	48	0	42	0	0	0	0	1	1	0	1	5	4	16	0	5	0	0	0	0	0	0	24	0	0	0	0	0	150	0	0	0	0	0	0	3	0	3	0	2	7	0	0	0	8	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	194	"AWI"	194	13407	14696	14188	0	0	0	2	4	0	77	0	60	0	0	0	0	0	0	0	1	2	0	26	1	1	0	0	0	0	0	0	50	0	0	0	0	0	41	0	0	0	0	0	0	2	0	2	0	2	12	4	0	0	3	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	195	"AWI"	195	13459	14828	14294	0	0	0	2	0	0	55	0	31	1	0	0	0	0	1	0	0	0	0	18	1	0	0	0	0	0	0	0	107	0	0	0	0	0	43	0	0	0	0	0	0	1	0	1	0	4	10	6	1	0	3	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	198	"AWI"	198	13604	15188	14578	0	0	0	8	2	0	64	0	9	0	0	0	0	0	5	0	2	7	0	27	0	10	0	0	0	0	0	0	17	0	0	0	0	0	55	0	0	0	0	0	0	3	0	2	0	11	22	0	0	0	2	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	200	"AWI"	200	13706	15265	14657	0	0	0	19	3	0	72	7	9	0	0	0	0	0	3	0	1	8	0	27	0	9	0	0	1	0	0	0	17	0	0	0	0	0	55	0	0	0	0	0	0	3	0	1	0	3	9	0	1	0	4	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	210	"AWI"	210	13980	15939	14983	0	0	0	11	0	0	70	0	1	1	0	0	0	0	3	0	0	6	0	21	0	1	0	0	0	0	0	0	4	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	6	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	220	"AWI"	220	14248	16614	15299	0	0	0	11	1	0	69	0	0	0	0	0	0	0	2	0	1	4	0	10	1	2	0	0	0	0	1	0	15	0	0	0	0	0	70	0	0	0	0	0	0	1	0	0	0	4	3	0	0	0	6	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	230	"AWI"	230	14482	17128	15620	0	0	0	13	4	0	121	9	2	0	0	0	0	0	8	0	5	7	0	11	0	10	0	0	0	0	0	0	2	0	0	0	0	0	101	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	3	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	250	"AWI"	250	14954	17985	16315	0	0	0	22	0	0	114	0	7	1	0	0	0	0	3	0	0	3	11	7	0	6	0	0	0	0	0	0	2	1	0	0	0	0	120	0	0	0	1	0	0	11	0	0	0	4	0	1	0	0	3	0	4	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	260	"AWI"	260	15230	18337	16664	0	0	2	36	1	0	101	0	3	0	0	0	0	0	4	0	0	5	17	11	0	8	0	0	0	0	0	0	3	0	0	0	0	0	140	0	0	0	0	0	0	10	0	2	0	2	2	0	0	0	10	0	2	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	270	"AWI"	270	15418	18740	17008	0	0	0	34	0	0	105	0	0	0	0	0	0	0	2	0	1	5	1	11	0	18	0	0	0	0	0	0	0	0	0	0	0	1	110	0	3	0	0	0	0	1	0	0	0	3	3	0	1	0	8	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	280	"AWI"	280	15723	19052	17345	0	0	0	49	1	0	89	0	0	1	0	0	0	0	4	0	0	1	1	18	0	12	0	0	0	0	0	0	1	0	1	0	0	0	97	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	11	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	290	"AWI"	290	15951	19454	17654	0	0	0	51	1	0	96	12	1	0	0	0	0	0	5	0	1	2	0	5	1	4	0	0	0	0	0	0	2	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	6	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	300	"AWI"	300	16175	19810	17922	0	0	0	8	3	0	81	0	1	1	0	0	0	0	1	0	1	5	1	22	0	7	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	2	0	0	4	0	1	0	5	7	0	1	0	14	0	1	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	310	"AWI"	310	16377	20159	18198	0	0	0	1	0	0	13	0	0	1	0	0	0	0	0	0	0	1	6	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	111	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	3	2	4	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	320	"AWI"	320	16578	20467	18460	0	0	0	10	0	0	66	0	0	3	0	0	0	0	3	0	2	2	0	55	0	7	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	5	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	330	"AWI"	330	16834	20790	18730	0	0	0	7	0	0	34	0	1	0	0	0	0	0	1	0	1	1	0	17	0	3	0	0	0	0	0	0	1	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	340	"AWI"	340	17055	21113	18980	0	0	0	6	0	0	19	0	0	0	0	0	0	1	6	0	1	2	1	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	350	"AWI"	350	17283	21402	19239	0	0	0	14	0	0	122	0	5	0	0	0	0	0	0	0	0	18	0	19	1	9	0	0	0	0	0	0	22	0	0	0	0	0	66	0	0	0	1	0	0	2	0	0	0	3	8	0	0	0	3	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	360	"AWI"	360	17500	21751	19494	0	0	1	9	2	0	55	6	1	4	0	0	0	0	8	0	0	3	0	26	0	4	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	370	"AWI"	370	17752	22039	19761	0	0	0	8	3	0	53	0	1	4	0	0	0	0	3	0	1	2	0	21	0	5	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	1	0	0	0	0	0	0	6	4	0	1	0	7	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	390	"AWI"	390	18173	22688	20306	0	0	0	9	0	0	37	0	3	1	0	0	0	0	3	0	0	1	10	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	1	0	0	7	0	0	0	1	1	3	0	0	5	2	3	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	410	"AWI"	410	18662	23362	20848	0	0	0	3	0	0	5	0	1	0	0	0	0	0	1	0	1	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	435	"AWI"	435	19288	24103	21527	0	0	0	6	0	0	26	0	0	0	0	0	0	0	2	0	0	1	0	7	0	4	0	0	0	0	1	0	0	0	0	0	0	0	260	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	510	"AWI"	510	21194	26222	23480	0	0	0	15	0	0	38	0	1	0	0	0	0	0	8	0	0	0	8	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0
16246	25163	"Lac du Bouchet"	44.91667	3.78333	520	"AWI"	520	21458	26496	23756	0	0	0	17	0	0	17	0	1	1	0	0	0	0	0	0	2	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
