"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Malvaceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tamarix"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3093	4028	"Embouchac"	43.56639	3.91667	185	"AWI"	185	1146	1716	1472	0	0	3	32	0	9	0	0	4	0	0	3	0	1	0	0	0	0	0	0	0	4	119	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	10	19	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
3093	4028	"Embouchac"	43.56639	3.91667	190	"AWI"	190	1185	1756	1515	0	0	7	31	0	6	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	14	130	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	15	19	1	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0
3093	4028	"Embouchac"	43.56639	3.91667	195	"AWI"	195	1286	1775	1548	0	0	5	43	0	17	0	0	9	0	0	3	0	2	0	0	0	0	0	0	0	6	86	0	0	0	0	0	1	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	13	1	0	0	1	0	1	0	0	2	0	0	0	2	0	0	2
3093	4028	"Embouchac"	43.56639	3.91667	200	"AWI"	200	1369	1798	1584	0	0	25	206	0	3	0	0	10	0	0	12	0	0	0	1	0	2	0	0	0	30	18	0	0	0	0	0	7	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	78	0	0	13	20	2	0	0	2	0	1	0	1	4	0	0	0	0	0	0	5
3093	4028	"Embouchac"	43.56639	3.91667	205	"AWI"	205	1419	1828	1622	0	0	3	74	0	12	0	0	8	0	0	2	0	4	2	0	0	4	0	0	0	4	180	0	0	0	0	0	8	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	6	0	0	218	0	0	16	16	2	0	0	2	2	1	0	0	0	0	0	0	4	0	0	0
3093	4028	"Embouchac"	43.56639	3.91667	210	"AWI"	210	1461	1872	1666	1	0	6	76	0	5	0	0	7	0	0	2	0	2	0	0	0	1	0	0	0	7	214	0	0	0	0	0	9	2	2	1	0	2	0	0	0	0	2	0	0	0	0	0	9	0	0	190	0	0	11	24	2	0	0	2	2	3	0	0	0	0	0	0	14	0	0	2
3093	4028	"Embouchac"	43.56639	3.91667	215	"AWI"	215	1503	1919	1711	2	0	13	441	0	2	0	0	31	0	0	2	1	1	1	0	0	1	0	1	0	12	101	0	0	0	0	0	14	4	1	1	0	0	2	0	1	0	0	0	0	2	0	0	17	0	0	306	0	0	18	18	4	0	0	2	8	3	1	1	1	0	0	0	1	0	0	3
3093	4028	"Embouchac"	43.56639	3.91667	220	"AWI"	220	1537	1995	1753	2	1	20	405	0	4	0	0	23	0	0	4	0	1	2	0	0	1	0	0	0	9	126	0	0	0	0	0	6	2	0	0	0	1	2	0	0	0	3	0	0	0	0	0	10	1	0	216	0	0	36	17	1	3	0	4	1	1	0	3	0	0	0	0	1	0	0	2
3093	4028	"Embouchac"	43.56639	3.91667	225	"AWI"	225	1564	2095	1792	0	0	14	130	0	6	0	0	27	0	0	2	0	3	2	0	0	0	0	0	0	4	117	0	0	0	0	0	14	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	17	0	0	234	0	0	23	9	6	0	0	2	4	2	0	1	0	0	0	0	1	0	0	3
3093	4028	"Embouchac"	43.56639	3.91667	230	"AWI"	230	1598	2175	1835	0	0	9	139	0	10	1	0	13	0	0	1	1	3	1	0	0	1	0	0	0	19	107	0	0	0	0	0	9	6	0	1	1	0	1	0	0	0	0	0	0	0	0	0	21	0	0	241	0	0	34	9	3	0	0	3	6	2	1	2	0	0	0	0	1	0	0	6
3093	4028	"Embouchac"	43.56639	3.91667	235	"AWI"	235	1640	2214	1888	3	0	29	112	0	6	0	0	9	0	0	1	0	0	1	0	0	2	0	0	0	4	76	0	0	0	0	0	3	6	0	0	0	0	1	0	0	0	1	0	0	0	1	0	14	0	0	303	0	0	20	8	5	0	0	10	1	3	1	2	0	1	0	1	0	0	0	14
3093	4028	"Embouchac"	43.56639	3.91667	240	"AWI"	240	1664	2262	1935	2	0	22	74	1	8	0	0	12	0	0	2	1	1	0	0	0	0	3	0	0	7	113	0	0	0	0	0	2	3	1	0	0	0	2	1	0	0	5	0	0	2	1	0	4	0	0	270	0	0	21	9	2	4	0	13	5	12	0	3	1	0	0	0	4	0	0	35
3093	4028	"Embouchac"	43.56639	3.91667	245	"AWI"	245	1688	2336	1982	0	0	39	88	0	13	0	0	7	0	0	13	0	1	0	0	0	1	0	0	0	14	181	0	0	0	0	0	5	2	1	0	1	0	3	0	0	0	2	0	0	0	0	0	10	0	0	344	0	0	9	21	7	0	0	2	2	18	1	1	3	0	0	1	4	0	0	72
3093	4028	"Embouchac"	43.56639	3.91667	250	"AWI"	250	1724	2389	2028	0	0	51	112	0	22	0	0	21	0	0	10	0	0	5	0	0	1	0	0	0	9	143	0	0	0	0	0	2	2	1	0	0	0	1	0	0	1	10	0	0	0	0	0	11	1	0	360	0	0	14	13	6	0	0	4	2	8	0	0	13	0	0	0	5	0	0	48
3093	4028	"Embouchac"	43.56639	3.91667	255	"AWI"	255	1767	2419	2075	0	0	46	62	0	13	0	0	11	0	0	5	0	1	4	0	0	1	0	0	0	8	62	0	0	0	0	0	6	2	0	0	1	0	1	0	0	0	1	0	0	2	0	0	10	0	0	241	0	0	10	15	6	0	0	5	4	5	0	0	3	0	0	1	1	0	0	12
3093	4028	"Embouchac"	43.56639	3.91667	260	"AWI"	260	1796	2458	2123	2	0	48	77	0	15	1	0	4	0	0	2	0	2	0	0	0	4	0	0	0	9	153	0	0	0	0	0	4	2	2	0	0	0	2	0	2	1	6	0	0	0	1	0	7	1	0	180	0	0	26	8	1	0	0	7	5	17	0	2	0	0	0	0	1	0	0	14
3093	4028	"Embouchac"	43.56639	3.91667	265	"AWI"	265	1823	2519	2170	1	0	61	48	0	27	0	0	1	0	0	8	0	1	0	0	0	6	0	0	0	4	160	0	0	0	0	0	9	8	0	0	0	1	1	0	0	1	9	0	0	0	0	0	11	0	0	560	0	0	29	13	5	0	0	4	8	16	0	0	1	1	0	0	1	0	0	30
3093	4028	"Embouchac"	43.56639	3.91667	270	"AWI"	270	1880	2554	2216	4	0	72	56	0	7	0	0	2	0	0	11	0	3	4	1	0	0	0	1	0	4	108	0	0	0	0	0	7	3	1	0	0	1	3	0	0	0	9	0	0	0	0	0	32	0	0	196	0	0	26	16	3	3	0	11	5	11	0	0	3	1	0	1	7	0	0	91
3093	4028	"Embouchac"	43.56639	3.91667	275	"AWI"	275	1929	2582	2268	0	0	76	41	0	14	0	0	10	0	0	9	0	7	0	3	0	4	0	0	0	8	92	0	0	0	0	0	5	4	1	0	0	0	8	0	0	1	13	0	0	0	0	0	10	2	0	275	0	0	22	7	1	0	0	8	3	18	0	0	8	0	0	0	4	0	0	134
3093	4028	"Embouchac"	43.56639	3.91667	280	"AWI"	280	1964	2619	2318	4	0	70	39	1	51	6	0	5	0	0	0	0	2	3	0	0	0	0	0	4	8	72	0	0	0	0	0	6	8	0	0	0	1	2	0	3	0	12	6	0	2	0	0	7	0	0	108	0	0	38	8	1	2	0	13	5	18	2	0	0	0	0	1	1	3	2	96
3093	4028	"Embouchac"	43.56639	3.91667	285	"AWI"	285	1990	2676	2367	2	0	337	45	0	16	0	0	9	1	0	1	0	7	0	0	0	2	0	0	0	8	74	0	0	0	0	0	14	7	0	0	0	5	14	1	0	1	3	0	0	0	0	0	14	1	0	184	0	0	39	8	1	0	0	8	6	19	1	2	6	1	0	1	5	0	0	156
3093	4028	"Embouchac"	43.56639	3.91667	290	"AWI"	290	2069	2695	2414	0	0	454	31	0	3	0	0	6	0	0	4	0	2	1	0	0	0	0	0	0	4	38	0	0	0	0	0	1	4	2	0	0	3	0	0	0	0	1	0	0	0	1	0	9	0	0	85	0	0	20	7	0	0	0	5	4	15	0	0	1	1	0	0	1	0	0	72
3093	4028	"Embouchac"	43.56639	3.91667	295	"AWI"	295	2129	2719	2464	1	0	91	48	0	16	2	0	6	2	0	3	0	3	1	0	0	0	0	0	0	11	46	0	0	0	0	0	1	8	0	0	0	0	5	0	0	0	2	0	0	1	0	0	26	0	0	0	0	0	30	4	6	0	0	8	1	35	1	0	3	0	0	0	1	0	0	53
3093	4028	"Embouchac"	43.56639	3.91667	300	"AWI"	300	2177	2754	2517	9	0	83	48	1	3	1	0	3	0	0	4	1	1	2	0	0	1	0	0	10	2	78	0	0	0	0	0	4	6	3	0	0	1	2	0	0	2	1	0	0	0	0	0	14	4	0	77	0	0	37	10	0	7	0	10	3	18	1	2	0	2	0	0	1	1	1	8
3093	4028	"Embouchac"	43.56639	3.91667	305	"AWI"	305	2223	2800	2563	8	0	80	83	0	4	0	0	3	0	0	2	0	4	1	0	0	0	0	0	0	10	52	0	0	0	0	0	8	9	0	0	0	1	9	0	0	1	0	0	0	0	0	0	36	0	0	132	0	0	52	14	3	0	0	2	0	21	0	0	2	1	0	0	3	0	0	18
3093	4028	"Embouchac"	43.56639	3.91667	310	"AWI"	310	2310	2820	2608	1	0	138	43	0	6	1	1	5	1	0	1	0	5	0	0	0	0	0	0	0	6	97	0	0	0	0	0	1	10	0	0	0	6	6	0	0	0	5	0	0	0	0	0	23	3	0	153	0	0	20	8	2	3	0	3	4	33	1	2	0	0	0	0	2	0	0	19
3093	4028	"Embouchac"	43.56639	3.91667	315	"AWI"	315	2371	2847	2651	2	0	102	74	0	3	0	0	2	0	0	2	0	4	0	0	0	1	0	0	2	9	54	0	0	0	0	0	2	13	2	2	0	0	3	0	0	1	2	0	0	0	0	0	19	0	0	122	0	0	17	9	0	0	0	12	6	16	1	2	2	0	0	1	2	0	0	10
3093	4028	"Embouchac"	43.56639	3.91667	320	"AWI"	320	2419	2882	2696	0	0	62	248	0	3	0	0	6	0	0	2	1	2	0	0	0	0	0	0	4	3	49	0	0	0	0	0	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	19	4	2	1	0	4	2	7	1	2	0	0	0	0	4	0	0	4
3093	4028	"Embouchac"	43.56639	3.91667	325	"AWI"	325	2471	2923	2741	0	0	46	295	0	0	0	0	2	0	0	3	1	1	0	0	0	2	0	0	0	4	51	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	50	0	0	13	8	2	0	0	0	1	9	1	0	0	0	0	0	3	0	0	2
3093	4028	"Embouchac"	43.56639	3.91667	330	"AWI"	330	2525	2969	2790	0	0	22	342	0	0	0	0	5	1	0	2	0	0	0	0	0	1	0	0	0	3	48	0	0	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	19	10	0	0	0	8	1	10	0	1	0	0	0	1	2	0	0	4
3093	4028	"Embouchac"	43.56639	3.91667	335	"AWI"	335	2555	3064	2839	1	0	36	326	0	3	0	0	4	0	0	1	0	2	1	0	0	1	0	0	0	4	47	0	0	0	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	39	0	0	18	3	1	0	0	5	1	8	0	1	0	0	0	0	3	0	0	2
3093	4028	"Embouchac"	43.56639	3.91667	340	"AWI"	340	2580	3194	2880	2	0	13	382	0	8	0	0	2	1	0	1	0	1	1	0	0	1	0	0	0	5	44	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	21	0	0	65	0	0	26	3	1	1	0	5	1	3	0	2	0	0	1	0	1	0	0	1
3093	4028	"Embouchac"	43.56639	3.91667	345	"AWI"	345	2622	3284	2929	2	0	12	44	0	9	0	0	3	1	0	4	0	3	0	0	0	0	0	0	0	15	81	0	0	0	0	0	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	20	1	0	128	0	0	22	9	1	0	0	7	0	2	0	0	0	0	0	1	3	0	0	2
3093	4028	"Embouchac"	43.56639	3.91667	350	"AWI"	350	2662	3348	2981	7	0	11	25	1	19	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	30	120	0	0	0	0	0	6	9	0	1	0	0	1	0	0	0	0	0	0	0	0	0	79	1	0	152	0	0	27	14	0	0	0	10	3	0	0	1	2	0	0	2	3	0	0	0
3093	4028	"Embouchac"	43.56639	3.91667	355	"AWI"	355	2691	3444	3030	2	1	14	59	0	14	0	0	18	0	0	1	0	0	0	0	0	1	0	0	0	41	63	0	0	0	0	0	8	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	52	1	0	130	0	0	15	9	0	0	0	3	2	0	0	0	0	0	0	1	4	0	0	2
3093	4028	"Embouchac"	43.56639	3.91667	360	"AWI"	360	2713	3580	3077	7	0	14	95	0	11	0	0	10	1	0	0	0	0	1	0	0	6	4	1	1	9	121	0	0	0	0	0	5	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	80	1	0	61	0	0	55	6	0	1	0	8	6	0	0	1	1	0	0	0	2	0	0	0
3093	4028	"Embouchac"	43.56639	3.91667	365	"AWI"	365	2762	3637	3129	1	0	13	15	0	14	0	0	47	1	0	3	1	1	0	0	0	1	0	0	1	18	91	0	0	0	0	0	8	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	68	1	0	149	0	0	23	5	2	0	0	19	4	0	1	0	7	0	0	1	3	0	0	2
3093	4028	"Embouchac"	43.56639	3.91667	370	"AWI"	370	2800	3698	3185	1	0	24	10	0	19	0	0	73	0	0	2	0	2	0	0	0	3	0	0	0	25	55	0	0	0	0	0	15	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	43	0	0	159	0	0	28	7	0	0	0	24	3	2	0	2	5	0	0	0	4	0	0	1
3093	4028	"Embouchac"	43.56639	3.91667	375	"AWI"	375	2830	3774	3236	1	0	25	12	0	12	0	0	76	0	0	6	0	8	0	0	0	2	0	0	2	62	44	0	0	0	0	0	15	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	174	0	0	17	15	1	1	0	13	5	1	0	1	3	1	0	4	13	0	0	8
3093	4028	"Embouchac"	43.56639	3.91667	380	"AWI"	380	2858	3854	3288	1	0	18	21	0	15	0	0	27	0	0	3	1	4	1	0	0	1	0	0	1	18	63	0	0	0	0	0	8	3	0	0	0	0	3	0	0	1	2	0	0	0	0	0	28	1	0	170	0	0	48	12	0	0	0	13	5	3	1	0	0	0	0	1	4	0	0	0
3093	4028	"Embouchac"	43.56639	3.91667	385	"AWI"	385	2911	3895	3338	2	0	34	20	0	16	0	0	64	0	0	3	1	0	1	0	0	2	0	1	0	57	69	0	0	0	0	0	30	0	1	0	0	0	3	0	0	1	1	0	0	0	1	0	30	0	0	198	0	0	36	14	1	0	0	10	7	0	0	0	4	0	0	1	6	0	0	1
3093	4028	"Embouchac"	43.56639	3.91667	390	"AWI"	390	2952	3948	3390	1	0	19	15	0	23	0	0	37	0	0	4	0	0	1	0	0	0	0	0	0	45	42	0	0	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	42	0	0	190	0	0	31	10	1	0	0	9	10	0	0	0	1	0	0	2	4	0	0	2
3093	4028	"Embouchac"	43.56639	3.91667	395	"AWI"	395	2983	4030	3442	1	0	47	17	0	84	0	0	43	0	0	4	2	2	0	0	0	0	0	0	0	0	27	0	0	0	0	0	15	6	1	1	1	1	0	0	1	0	0	0	0	0	1	0	10	0	0	123	0	0	29	13	1	0	0	16	9	1	0	0	4	0	0	4	4	0	0	9
