"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3455	4472	"Syrjälänsuo"	61.21667	28.11667	0	"AWI"	0	-130	37	-49	0	68	0	0	2	0	292	0	0	0	0	0	4	5	0	12	0	0	0	0	0	2	0	0	2	26	606	0	4	0	0	0	0	0	0	0	1	1	2	0	14	1	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	2.5	"AWI"	2.5	-90.5	216.5	30	0	55	1	0	1	0	322	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	14	612	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	5	"AWI"	5	-71	453	105	0	52	2	0	3	0	597	0	0	0	0	0	2	2	0	1	0	0	0	0	0	2	0	0	0	20	330	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	7.5	"AWI"	7.5	-53.5	689.5	180	0	69	0	0	1	0	551	0	0	0	0	0	4	9	0	4	0	0	0	0	0	0	0	0	0	11	360	0	0	0	0	1	0	0	0	0	0	0	0	0	21	3	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	10	"AWI"	10	-44	926	252	0	69	1	0	1	0	530	0	0	0	0	0	6	12	0	6	0	0	0	1	0	1	0	0	0	3	369	0	0	0	0	3	0	0	0	0	0	0	0	0	12	12	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	12.5	"AWI"	12.5	19.5	967	341.5	1	86	0	2	0	0	466	0	0	0	0	0	1	8	0	5	0	0	0	1	0	0	0	0	0	5	38	0	0	0	0	1	0	0	0	0	0	0	0	0	32	17	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	15	"AWI"	15	65	1031	427	1	60	0	0	0	0	455	0	0	0	0	0	3	5	0	4	0	0	0	0	0	0	0	0	0	39	431	0	0	0	0	2	0	0	0	1	2	0	0	0	6	6	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	17.5	"AWI"	17.5	96.5	1101	504.5	0	72	1	1	4	0	413	0	1	0	0	0	1	8	0	9	0	0	0	1	0	1	0	0	0	31	469	0	0	0	0	4	0	0	0	0	24	1	0	0	5	2	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	20	"AWI"	20	118	1176	581	1	46	0	1	0	0	517	0	0	0	0	0	1	3	0	16	0	0	0	1	0	0	1	0	0	29	383	0	0	0	0	4	0	0	0	0	2	0	0	0	30	5	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	22.5	"AWI"	22.5	186	1217.5	652	0	56	0	1	1	0	564	0	0	0	0	0	26	4	0	11	0	0	0	0	0	0	1	0	0	23	386	0	0	0	0	3	0	0	0	0	2	0	0	0	21	6	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	25	"AWI"	25	235	1256	732	0	58	0	1	3	0	528	0	0	0	0	0	6	10	0	4	0	0	0	0	0	0	0	0	0	11	362	0	1	0	0	0	0	0	0	0	0	0	0	0	24	6	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	27.5	"AWI"	27.5	270.5	1305	823	1	59	1	0	1	0	531	0	0	0	0	0	6	9	0	14	0	0	0	0	0	0	0	0	0	20	325	0	0	0	0	1	0	0	0	0	0	1	0	0	38	16	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	30	"AWI"	30	307	1382	900	0	71	1	1	0	0	551	0	0	0	0	0	6	6	0	3	0	0	0	0	0	0	0	0	0	15	324	0	0	0	0	3	0	0	0	0	0	0	0	0	27	7	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	32.5	"AWI"	32.5	504.5	1407.5	990.5	0	82	0	0	3	0	515	0	0	0	0	0	1	4	0	3	0	0	0	0	0	0	0	0	1	22	351	0	0	0	0	4	0	1	0	0	1	0	0	0	21	2	0
