"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14498	22709	"Loch Cleat"	57.6225	-6.27778	0	"AWI"	0	-131	41	-31	3	0	0	0	0	0	0	2	0	0	0	10	89	0	0	0	0	0	0	32	0	0	0	0	0	0	4	0	149	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	20	"AWI"	20	-47	323	87	1	0	5	0	3	0	0	3	0	0	0	7	54	0	0	0	0	0	0	33	0	0	0	1	0	0	0	0	154	0	0	1	14	0	0	26	0	0	0	0	0	0	0	1	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	40	"AWI"	40	30	505	223	0	1	0	0	9	0	0	0	0	0	0	33	52	0	0	0	0	0	0	65	0	0	0	0	0	0	0	33	122	0	0	1	10	0	1	0	0	0	0	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	60	"AWI"	60	114	700	361	2	0	0	0	6	0	9	2	0	0	0	26	85	0	0	0	0	1	0	57	0	0	0	0	0	0	1	0	105	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	80	"AWI"	80	224	852	497	2	1	0	0	5	0	6	5	0	0	0	14	57	0	0	0	0	0	0	47	0	0	0	0	0	0	0	46	131	0	0	0	12	0	0	0	0	0	0	0	0	0	1	2	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	100	"AWI"	100	330	981	633	1	0	0	0	4	0	0	0	0	0	0	19	94	0	0	0	0	0	0	26	0	0	0	0	0	0	2	0	114	0	0	3	9	0	0	0	0	0	0	0	0	0	1	3	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	120	"AWI"	120	439	1111	780	4	0	0	0	0	0	27	2	0	0	0	43	90	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	140	"AWI"	140	569	1254	922	21	0	0	0	0	0	136	0	0	0	0	89	94	0	0	0	0	1	0	29	0	0	0	0	0	0	5	0	117	0	0	2	0	0	0	0	0	1	0	2	0	0	3	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	160	"AWI"	160	705	1371	1055	21	1	0	0	0	0	137	1	0	0	0	62	56	0	0	0	0	0	0	20	1	0	0	0	0	0	4	0	116	0	0	5	0	0	0	0	0	0	0	4	0	0	2	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	180	"AWI"	180	850	1480	1195	14	0	0	0	0	0	0	0	0	0	0	40	63	0	0	0	0	0	0	25	1	0	0	0	0	0	2	0	75	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	200	"AWI"	200	1008	1599	1333	17	0	0	0	0	0	0	0	0	0	0	38	45	0	0	0	0	0	0	15	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	220	"AWI"	220	1196	1708	1471	8	0	0	0	0	0	48	1	0	0	0	52	120	0	0	0	0	0	0	17	2	0	1	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	240	"AWI"	240	1405	1802	1596	5	0	0	1	0	0	81	0	0	0	0	73	82	0	0	0	0	1	0	19	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	260	"AWI"	260	1564	1968	1739	10	0	0	0	0	0	69	0	0	0	0	45	97	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	280	"AWI"	280	1677	2183	1903	5	0	0	0	0	0	96	0	0	0	0	73	70	0	0	0	0	2	0	10	1	0	0	0	0	0	3	0	120	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	295	"AWI"	295	1770	2329	2028	14	0	0	0	0	0	72	0	0	0	0	90	119	0	0	0	0	2	0	15	3	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	320	"AWI"	320	1961	2509	2240	29	0	0	0	0	0	61	1	0	0	0	68	163	0	1	0	0	4	0	25	0	0	0	0	0	0	4	0	139	2	0	9	9	0	0	0	0	0	0	1	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	340	"AWI"	340	2130	2647	2403	11	1	0	0	0	0	60	1	0	0	0	56	126	0	0	0	0	1	0	10	0	0	0	0	0	0	2	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	360	"AWI"	360	2369	2746	2558	6	0	0	0	0	0	86	1	2	0	0	41	87	0	0	0	1	0	0	17	1	0	1	0	0	0	4	0	103	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	380	"AWI"	380	2480	2951	2707	1	0	0	0	1	0	170	0	0	0	0	97	104	0	0	0	0	1	0	30	3	0	0	0	0	0	4	0	0	0	0	3	9	0	0	0	0	0	0	1	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	400	"AWI"	400	2592	3123	2850	6	1	0	1	1	0	289	0	0	0	0	157	113	0	0	0	0	0	0	49	1	0	1	0	0	0	11	47	118	1	1	2	0	0	0	0	0	0	0	4	0	0	0	1	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	420	"AWI"	420	2729	3261	2991	5	0	0	1	0	0	202	0	0	0	0	117	74	0	0	0	0	0	0	34	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	440	"AWI"	440	2883	3379	3132	5	0	0	1	0	0	210	1	0	0	0	170	35	0	0	0	0	1	0	23	0	0	0	0	0	0	1	0	69	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0
