"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14498	22709	"Loch Cleat"	57.6225	-6.27778	450	"AWI"	450	2967	3457	3201	10	0	0	0	0	0	340	0	0	0	0	176	38	0	0	0	0	2	0	13	1	0	0	0	0	0	7	0	0	0	1	5	0	0	0	0	0	0	0	4	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	460	"AWI"	460	3058	3530	3272	6	0	0	2	0	0	174	0	0	0	0	95	54	0	0	0	0	0	0	24	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	480	"AWI"	480	3260	3758	3458	27	0	0	0	0	0	111	0	0	0	0	73	100	0	0	0	0	1	1	22	1	0	0	0	0	0	6	0	104	0	0	7	3	0	0	0	0	0	0	2	0	0	2	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	500	"AWI"	500	3415	4211	3721	42	0	0	0	0	0	159	0	0	0	0	106	109	0	0	0	0	2	0	57	0	0	0	0	0	0	8	0	144	1	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	520	"AWI"	520	3579	4588	4008	36	0	0	0	0	0	188	0	0	0	0	89	55	0	0	0	0	0	0	20	0	0	0	0	0	0	9	0	114	1	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	540	"AWI"	540	3778	4907	4298	18	0	0	0	0	0	102	0	0	0	0	115	74	0	0	0	0	4	0	17	2	0	0	0	0	0	5	0	0	2	1	9	0	0	0	0	0	0	0	1	0	0	1	0	1
14498	22709	"Loch Cleat"	57.6225	-6.27778	550	"AWI"	550	3918	5025	4443	9	0	0	1	0	0	132	0	0	0	0	92	57	0	0	0	0	0	0	17	1	0	0	0	0	0	7	0	127	0	0	12	0	0	0	0	0	0	0	1	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	560	"AWI"	560	4062	5150	4591	20	0	0	0	1	0	137	0	0	0	0	121	54	0	0	0	0	1	0	60	1	0	0	0	0	0	9	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	570	"AWI"	570	4188	5287	4743	15	0	0	1	0	0	140	0	0	0	0	118	31	0	0	0	0	1	0	18	1	0	0	0	0	0	19	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	2	0	1
14498	22709	"Loch Cleat"	57.6225	-6.27778	580	"AWI"	580	4347	5382	4890	8	0	0	2	0	0	199	0	0	0	0	116	72	0	0	0	0	1	0	45	2	0	0	1	0	0	19	0	0	0	2	9	0	0	0	0	0	0	0	1	0	0	3	1	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	590	"AWI"	590	4509	5502	5037	12	0	0	0	0	0	131	2	0	0	0	122	68	0	0	0	0	2	0	17	2	0	0	0	0	0	25	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	2	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	600	"AWI"	600	4662	5610	5195	22	1	0	0	0	0	132	0	0	0	0	120	64	0	0	0	0	1	0	28	0	0	1	0	0	0	24	0	0	1	0	13	0	0	0	0	0	0	0	1	0	0	2	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	620	"AWI"	620	5090	5813	5464	2	1	0	0	0	0	132	0	0	0	0	106	81	0	0	0	0	0	0	31	1	0	1	0	0	0	15	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	2	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	630	"AWI"	630	5341	5890	5603	11	0	0	0	0	0	96	2	0	0	0	75	104	0	0	0	0	1	0	13	0	0	0	0	0	0	19	0	103	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	640	"AWI"	640	5477	6146	5785	9	0	0	2	0	0	208	1	0	0	0	122	26	0	0	0	0	0	0	16	0	0	0	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	650	"AWI"	650	5591	6532	5962	6	0	0	2	0	0	232	0	0	0	0	112	15	0	0	0	0	0	0	10	0	0	0	0	0	0	25	0	0	0	0	11	0	0	0	0	0	0	0	4	0	0	4	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	660	"AWI"	660	5721	6727	6168	15	0	0	1	0	0	233	0	0	0	0	200	25	0	0	0	0	0	0	23	0	0	0	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	6	0	1	6	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	670	"AWI"	670	5886	6913	6369	11	0	0	3	0	0	192	0	0	0	0	115	39	0	0	0	0	0	0	20	1	0	0	0	0	0	20	0	0	0	0	34	0	0	0	0	0	0	0	7	0	0	10	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	680	"AWI"	680	6011	7106	6576	6	0	0	0	0	0	195	0	0	0	0	106	32	0	0	0	0	0	0	14	1	0	0	0	0	0	20	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	700	"AWI"	700	6450	7378	6977	8	0	0	1	0	0	236	0	0	0	0	182	47	0	0	0	0	0	0	34	2	0	0	0	0	0	37	0	0	0	1	19	0	0	0	0	0	0	0	4	0	0	3	1	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	720	"AWI"	720	7081	7574	7347	9	0	0	0	0	0	144	0	0	0	0	133	37	0	0	0	0	0	0	12	1	0	0	0	0	0	35	0	0	0	1	13	0	0	0	0	0	0	0	2	0	0	6	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	730	"AWI"	730	7336	7755	7550	3	0	0	2	0	0	281	0	0	0	0	250	58	0	0	0	0	1	0	21	0	0	0	0	0	0	46	0	0	1	1	11	0	0	0	0	0	0	0	4	0	0	4	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	740	"AWI"	740	7436	8285	7747	2	1	0	0	1	0	185	0	0	0	0	107	54	0	0	0	0	0	0	30	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	4	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	760	"AWI"	760	7765	8769	8220	2	0	0	0	0	0	184	0	0	0	0	107	45	0	0	0	0	0	0	49	2	0	0	0	0	0	22	0	0	0	0	10	0	0	0	0	0	0	0	12	0	0	3	0	1
14498	22709	"Loch Cleat"	57.6225	-6.27778	770	"AWI"	770	7912	8958	8487	0	0	0	0	0	0	231	0	0	0	0	125	39	0	0	0	0	0	0	20	0	0	0	0	0	0	15	0	0	0	2	7	0	0	0	0	0	0	0	8	0	0	4	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	780	"AWI"	780	8331	9101	8708	0	0	0	0	0	0	226	0	0	0	0	186	17	0	0	0	0	0	0	50	4	0	0	0	0	0	16	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	6	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	790	"AWI"	790	8624	9276	8942	2	2	0	0	0	0	212	0	0	0	0	187	37	0	0	0	0	0	0	27	3	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	9	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	800	"AWI"	800	8753	9615	9142	0	0	0	0	0	0	127	1	0	0	0	179	28	7	0	0	0	0	0	42	0	0	0	0	0	1	4	0	0	1	5	13	0	0	0	0	0	0	0	7	0	0	4	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	810	"AWI"	810	8923	9837	9357	1	0	0	1	0	0	176	0	0	0	0	153	30	0	0	0	0	0	0	25	0	0	0	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	6	0	1
14498	22709	"Loch Cleat"	57.6225	-6.27778	820	"AWI"	820	9074	10079	9561	0	0	0	0	0	0	172	0	0	0	0	160	74	0	0	0	0	0	0	53	1	0	0	0	0	0	13	0	0	1	0	5	0	0	0	0	0	0	0	13	0	0	2	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	830	"AWI"	830	9265	10251	9775	0	0	0	0	0	0	202	0	0	0	0	124	52	0	0	0	0	0	0	26	1	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	4	0	1
14498	22709	"Loch Cleat"	57.6225	-6.27778	840	"AWI"	840	9575	10396	9963	0	1	0	0	0	0	169	0	0	0	0	136	135	7	0	0	0	0	0	47	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	850	"AWI"	850	9823	10562	10183	0	0	0	0	2	0	153	0	0	0	0	37	74	10	0	0	0	0	0	27	16	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	860	"AWI"	860	10063	10942	10504	0	0	0	0	0	0	141	0	0	0	0	24	29	0	0	0	0	0	0	37	24	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	870	"AWI"	870	10437	11268	10805	0	0	0	0	0	0	66	0	0	0	0	4	52	23	0	0	0	0	0	21	34	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	880	"AWI"	880	10702	11590	11132	0	0	0	0	1	0	39	0	0	0	0	9	82	18	0	0	0	0	0	67	40	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	890	"AWI"	890	11035	11735	11354	0	1	0	0	0	0	49	1	0	0	0	3	169	26	0	0	0	0	0	29	41	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	900	"AWI"	900	11237	11968	11580	0	0	0	0	5	0	19	1	0	0	0	6	157	35	0	0	0	0	0	46	62	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	910	"AWI"	910	11335	12380	11804	0	0	0	0	0	0	26	1	0	0	0	0	84	0	0	0	0	0	0	62	10	0	0	0	0	0	5	0	161	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	920	"AWI"	920	11533	12538	12022	1	1	0	0	0	0	13	3	0	0	0	7	245	0	0	0	0	0	0	68	2	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0
