"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
2964	40627	"Aegelsee"	46.64583	7.54333	150	"AWI"	150	3223	3469	3356	129	1	117	0	1	0	0	0	18	0	0	0	0	0	0	82	35	0	0	0	0	55	0	8	0	0	1	0	0	0	0	0	0	1	88	29	0	0	0	0	10	0	0	0	2	1	0	0	0	0	1	10	0
2964	40627	"Aegelsee"	46.64583	7.54333	160	"AWI"	160	3304	3594	3421	142	0	58	0	0	0	1	0	9	0	0	0	0	0	0	15	25	0	0	0	0	29	1	1	0	0	0	0	0	0	1	0	0	0	77	27	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	4	0
2964	40627	"Aegelsee"	46.64583	7.54333	170	"AWI"	170	3352	3763	3483	216	1	60	0	2	0	2	0	8	0	0	0	0	0	0	37	56	0	0	0	0	64	0	4	0	0	2	0	0	0	0	0	0	0	127	31	0	0	0	1	20	1	0	0	2	0	0	0	0	0	2	5	0
2964	40627	"Aegelsee"	46.64583	7.54333	180	"AWI"	180	3463	3938	3669	229	0	44	0	0	0	0	0	7	0	0	0	0	0	0	26	32	0	0	0	0	56	0	5	0	0	2	0	0	0	0	0	0	0	213	20	0	0	0	0	8	0	0	0	1	0	0	0	0	0	1	8	0
2964	40627	"Aegelsee"	46.64583	7.54333	190	"AWI"	190	3529	4234	3855	308	2	82	1	0	0	0	0	11	0	0	0	0	0	0	25	47	0	0	0	0	68	0	10	0	0	1	0	0	0	0	0	0	0	164	37	0	0	0	0	18	1	0	0	0	0	0	0	0	0	3	11	0
2964	40627	"Aegelsee"	46.64583	7.54333	200	"AWI"	200	3586	4608	4030	276	0	32	0	0	0	0	0	8	0	0	0	0	0	0	15	34	0	0	0	0	39	1	4	0	0	4	0	0	0	0	0	0	0	161	15	0	0	0	0	13	0	0	0	1	0	0	0	0	0	1	7	3
2964	40627	"Aegelsee"	46.64583	7.54333	210	"AWI"	210	3939	4662	4262	272	0	52	0	1	0	1	0	8	0	1	0	0	0	0	26	14	0	0	0	0	40	0	6	0	0	1	0	0	0	0	0	0	0	194	34	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	8	0
2964	40627	"Aegelsee"	46.64583	7.54333	220	"AWI"	220	4204	4755	4499	393	1	38	0	0	0	0	0	11	1	0	0	0	0	0	24	19	0	0	0	0	39	0	1	0	0	2	0	0	0	0	0	0	0	182	32	0	0	0	0	11	1	0	0	1	0	0	0	0	0	2	4	1
2964	40627	"Aegelsee"	46.64583	7.54333	230	"AWI"	230	4364	4960	4705	371	1	48	0	0	0	0	0	10	0	0	0	0	0	0	49	152	0	0	0	0	39	0	20	0	0	1	0	0	0	0	0	0	0	140	48	0	0	0	0	21	0	0	0	0	2	0	0	0	0	3	11	0
2964	40627	"Aegelsee"	46.64583	7.54333	240	"AWI"	240	4468	5126	4822	370	0	69	0	0	0	1	0	10	0	0	0	0	0	0	46	29	0	0	0	0	45	0	10	0	0	2	0	0	0	0	0	0	0	222	33	0	0	0	0	23	1	0	2	2	0	0	0	0	0	2	13	1
2964	40627	"Aegelsee"	46.64583	7.54333	250	"AWI"	250	4535	5379	4926	319	0	33	1	0	0	2	0	2	0	0	0	0	0	0	30	30	0	0	0	0	33	0	15	0	0	0	0	0	0	0	0	0	0	114	40	0	0	0	0	23	0	0	0	1	1	0	0	0	0	0	14	0
2964	40627	"Aegelsee"	46.64583	7.54333	260	"AWI"	260	4606	5598	5037	333	0	45	0	3	0	2	0	8	0	0	0	0	0	0	25	67	0	0	0	0	25	1	6	0	0	1	0	0	0	0	0	0	0	182	15	0	0	0	0	15	0	0	0	0	1	0	0	0	0	1	7	0
2964	40627	"Aegelsee"	46.64583	7.54333	270	"AWI"	270	4700	5669	5183	313	0	67	1	0	0	2	0	9	0	0	0	0	0	0	40	49	0	0	0	0	22	0	18	0	0	2	0	0	0	0	0	0	0	159	27	0	0	0	1	9	0	0	0	0	0	0	0	0	0	1	9	0
2964	40627	"Aegelsee"	46.64583	7.54333	280	"AWI"	280	4772	5806	5321	272	0	48	0	0	0	1	0	6	1	0	0	0	0	0	26	113	0	0	0	0	20	0	9	0	0	2	0	0	0	0	0	0	0	152	34	0	0	0	0	12	0	0	1	2	0	0	0	0	0	1	7	1
2964	40627	"Aegelsee"	46.64583	7.54333	290	"AWI"	290	4857	5958	5449	254	1	73	0	0	0	0	0	13	0	0	0	0	0	0	30	156	0	0	0	0	22	0	11	0	0	2	0	0	0	0	0	0	0	92	27	0	0	0	0	26	2	0	0	1	0	0	0	0	0	1	15	0
2964	40627	"Aegelsee"	46.64583	7.54333	300	"AWI"	300	4915	6001	5560	271	0	57	0	0	0	1	0	9	0	0	0	0	0	0	27	90	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	149	36	0	0	0	0	24	1	0	1	1	1	0	0	0	0	6	5	0
2964	40627	"Aegelsee"	46.64583	7.54333	310	"AWI"	310	4984	6078	5678	338	3	86	0	1	0	1	0	15	0	0	0	0	0	0	45	148	0	0	0	0	10	0	7	0	0	3	0	0	0	0	0	0	0	76	24	0	0	0	0	18	1	0	0	1	0	0	0	0	0	1	14	0
2964	40627	"Aegelsee"	46.64583	7.54333	320	"AWI"	320	5211	6151	5787	315	3	78	0	12	1	3	0	15	1	0	0	0	0	0	35	74	0	0	0	0	14	2	7	0	0	1	0	0	0	0	0	0	0	51	28	0	0	0	0	13	1	0	1	3	1	0	0	0	0	6	17	1
2964	40627	"Aegelsee"	46.64583	7.54333	330	"AWI"	330	5504	6177	5898	287	1	101	0	31	0	2	0	4	0	0	0	0	0	0	51	74	0	0	0	0	5	0	6	0	0	2	0	0	0	2	0	0	0	17	42	0	0	0	0	21	0	0	1	0	1	0	0	0	0	5	12	0
2964	40627	"Aegelsee"	46.64583	7.54333	340	"AWI"	340	5661	6226	6024	285	1	98	0	10	0	3	0	10	0	1	0	0	0	0	91	27	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0	6	1	0	2	1	0	0	0	0	0	6	28	2
2964	40627	"Aegelsee"	46.64583	7.54333	350	"AWI"	350	5853	6278	6130	319	1	120	0	12	1	1	0	7	0	0	0	0	0	0	44	50	0	0	0	0	8	0	15	0	0	1	0	0	0	1	0	0	0	10	15	0	0	0	0	15	0	0	0	1	1	0	0	0	0	2	26	0
2964	40627	"Aegelsee"	46.64583	7.54333	360	"AWI"	360	6018	6360	6228	395	0	58	0	21	0	1	0	8	0	3	0	0	0	0	50	30	0	0	0	0	8	1	3	0	0	1	0	0	1	0	0	0	0	8	27	0	0	0	0	17	3	0	0	1	0	0	0	0	0	7	19	0
2964	40627	"Aegelsee"	46.64583	7.54333	370	"AWI"	370	6079	6527	6317	279	0	123	0	1	0	1	0	5	0	0	0	0	0	0	40	32	0	0	0	0	10	0	4	0	0	1	0	0	0	0	0	0	0	6	35	0	0	0	0	21	0	0	0	0	1	0	0	0	0	6	28	0
2964	40627	"Aegelsee"	46.64583	7.54333	380	"AWI"	380	6169	6624	6404	378	0	75	0	5	0	0	0	1	1	0	0	0	0	0	40	17	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	6	38	0	0	0	0	11	2	0	0	0	0	0	0	0	0	12	36	0
2964	40627	"Aegelsee"	46.64583	7.54333	390	"AWI"	390	6229	6765	6487	290	0	103	0	4	0	2	0	6	1	0	0	0	0	0	13	59	0	0	0	0	11	0	7	0	0	1	0	0	0	0	0	0	0	10	41	0	0	0	0	18	2	0	0	1	0	0	1	0	0	6	34	0
2964	40627	"Aegelsee"	46.64583	7.54333	400	"AWI"	400	6264	6953	6569	344	2	57	0	0	0	2	0	2	0	0	0	0	0	0	20	27	0	0	0	0	5	0	5	0	0	1	0	0	0	0	0	0	0	9	40	0	0	0	0	17	0	0	0	0	0	0	0	0	0	17	30	0
2964	40627	"Aegelsee"	46.64583	7.54333	410	"AWI"	410	6373	6995	6661	257	1	97	1	1	0	0	0	3	2	0	0	0	0	0	32	24	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	3	46	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4	18	0
2964	40627	"Aegelsee"	46.64583	7.54333	420	"AWI"	420	6425	7059	6749	345	0	99	0	2	0	0	0	8	0	0	0	0	0	0	54	49	0	0	0	0	4	0	12	0	0	2	0	0	0	0	0	0	0	2	35	0	0	0	0	12	0	0	0	3	0	0	0	0	0	18	46	1
2964	40627	"Aegelsee"	46.64583	7.54333	430	"AWI"	430	6492	7156	6839	374	0	96	0	1	0	2	0	2	0	0	0	0	0	0	67	55	0	0	0	0	2	1	20	0	0	0	0	0	0	0	0	0	0	2	40	0	0	0	0	14	0	0	0	0	0	0	0	0	0	7	47	0
2964	40627	"Aegelsee"	46.64583	7.54333	440	"AWI"	440	6628	7188	6922	374	0	84	0	5	1	1	0	7	0	0	0	0	0	0	58	52	0	0	0	0	1	0	21	0	0	1	0	0	0	0	0	1	0	5	39	0	0	0	0	12	2	0	1	1	1	0	0	0	0	6	59	0
2964	40627	"Aegelsee"	46.64583	7.54333	450	"AWI"	450	6719	7248	7015	268	0	107	0	2	0	0	0	1	2	1	0	0	0	0	34	27	0	0	0	0	2	0	41	0	0	1	0	0	0	0	0	0	0	1	34	0	0	0	0	27	3	0	10	0	0	0	0	0	0	15	54	0
2964	40627	"Aegelsee"	46.64583	7.54333	460	"AWI"	460	6823	7325	7105	207	3	101	0	2	0	1	0	6	0	0	0	0	0	0	44	34	0	0	0	0	1	0	37	0	0	3	0	0	0	0	0	0	0	2	37	0	0	0	0	15	3	0	0	1	1	0	0	0	0	13	53	0
2964	40627	"Aegelsee"	46.64583	7.54333	470	"AWI"	470	6998	7371	7192	230	1	31	0	3	0	1	0	3	0	0	0	0	0	0	47	13	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	1	32	0	0	0	0	14	0	0	0	0	1	0	0	0	0	16	27	0
2964	40627	"Aegelsee"	46.64583	7.54333	480	"AWI"	480	7103	7421	7279	131	5	57	0	0	0	2	0	10	2	0	0	0	0	0	45	17	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	6	33	0	0	0	0	15	1	0	0	1	0	0	0	0	1	51	70	1
2964	40627	"Aegelsee"	46.64583	7.54333	490	"AWI"	490	7232	7519	7380	91	1	69	1	0	0	2	0	6	0	0	0	0	0	0	64	16	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	16	3	0	0	0	1	0	1	0	0	38	68	0
2964	40627	"Aegelsee"	46.64583	7.54333	500	"AWI"	500	7330	7669	7499	89	2	272	0	1	1	3	0	27	1	0	0	0	0	0	110	18	0	0	0	0	1	1	81	0	0	1	0	0	0	0	0	0	0	2	57	0	0	0	0	81	2	0	1	4	0	0	0	0	0	58	98	0
2964	40627	"Aegelsee"	46.64583	7.54333	510	"AWI"	510	7372	7900	7610	22	0	72	0	0	0	2	0	7	1	0	0	0	0	0	74	163	0	0	0	0	0	0	61	0	0	1	0	0	0	0	0	0	0	0	58	0	0	0	2	35	3	0	1	1	0	0	0	0	0	46	62	1
2964	40627	"Aegelsee"	46.64583	7.54333	520	"AWI"	520	7455	8040	7732	14	2	167	0	1	0	0	0	9	6	0	0	0	0	0	118	256	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	39	0	0	0	0	25	3	0	0	2	0	0	1	0	0	64	58	1
2964	40627	"Aegelsee"	46.64583	7.54333	530	"AWI"	530	7536	8130	7858	11	3	96	0	1	0	1	0	6	0	0	0	0	0	0	58	105	0	0	0	0	0	1	53	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	30	0	0	0	4	0	0	1	0	0	49	69	0
2964	40627	"Aegelsee"	46.64583	7.54333	540	"AWI"	540	7600	8285	7977	19	1	123	1	1	0	1	0	20	2	0	0	0	0	0	178	111	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	1	101	0	0	0	0	34	1	0	0	4	1	0	1	0	0	47	167	0
2964	40627	"Aegelsee"	46.64583	7.54333	550	"AWI"	550	7808	8351	8094	3	1	62	0	8	0	1	0	1	0	0	0	0	0	0	118	59	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	14	1	0	0	2	1	0	0	0	0	33	128	0
2964	40627	"Aegelsee"	46.64583	7.54333	560	"AWI"	560	8017	8397	8215	7	1	64	0	1	1	3	0	14	1	1	0	0	0	0	85	204	0	0	0	0	0	0	11	0	0	3	0	1	0	0	0	0	1	0	67	0	0	0	0	27	1	0	0	1	0	0	0	0	0	40	68	0
2964	40627	"Aegelsee"	46.64583	7.54333	570	"AWI"	570	8185	8509	8350	7	1	47	0	1	0	1	0	4	0	0	0	0	0	0	74	636	0	0	0	0	0	0	9	0	0	1	0	0	0	0	1	0	0	0	94	0	0	0	0	28	0	0	0	1	0	0	0	0	1	98	74	0
2964	40627	"Aegelsee"	46.64583	7.54333	580	"AWI"	580	8266	8830	8497	1	2	131	0	1	0	3	0	16	0	0	0	0	0	0	100	164	0	0	0	0	0	0	47	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	54	1	0	0	3	0	0	0	0	0	82	69	0
2964	40627	"Aegelsee"	46.64583	7.54333	590	"AWI"	590	8320	9311	8654	1	3	135	0	2	1	4	0	7	1	0	0	0	0	0	90	112	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0	26	1	0	0	3	0	0	0	0	0	13	58	0
2964	40627	"Aegelsee"	46.64583	7.54333	600	"AWI"	600	8366	9783	8810	4	1	75	0	5	0	1	0	6	0	0	0	0	0	0	108	226	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	58	0	0	0	0	27	0	0	0	1	0	0	0	0	0	32	79	0
2964	40627	"Aegelsee"	46.64583	7.54333	610	"AWI"	610	8491	9922	9007	3	3	84	0	6	1	2	0	25	1	0	0	0	0	0	147	154	0	0	0	0	0	0	37	0	0	7	0	0	0	0	0	0	0	0	65	0	0	0	0	73	0	0	0	0	4	0	2	0	0	37	140	0
2964	40627	"Aegelsee"	46.64583	7.54333	620	"AWI"	620	8557	10121	9191	2	6	83	0	3	2	1	0	23	0	0	0	0	0	0	215	225	0	0	0	0	0	1	15	0	0	3	0	0	0	0	0	0	0	0	101	0	0	0	0	61	2	0	1	3	3	0	2	0	1	21	169	0
2964	40627	"Aegelsee"	46.64583	7.54333	630	"AWI"	630	8629	10408	9350	0	12	76	0	6	10	2	0	37	0	0	0	0	0	0	179	115	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	67	2	0	0	2	3	0	0	0	0	65	136	0
2964	40627	"Aegelsee"	46.64583	7.54333	640	"AWI"	640	8778	10556	9515	0	4	38	0	1	1	3	0	51	0	0	0	0	0	0	256	43	0	0	0	0	0	1	3	0	0	4	0	0	0	0	0	0	0	0	52	0	0	0	0	65	1	0	2	1	0	1	3	0	0	46	78	0
2964	40627	"Aegelsee"	46.64583	7.54333	650	"AWI"	650	8852	10753	9681	0	6	15	0	1	3	2	0	42	1	0	0	0	0	0	411	12	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	49	0	0	0	0	86	1	0	1	1	1	0	0	0	0	34	104	0
2964	40627	"Aegelsee"	46.64583	7.54333	660	"AWI"	660	8966	10947	9834	0	3	14	0	1	1	1	0	109	0	1	0	0	0	0	303	4	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	42	0	0	0	0	76	0	0	0	0	1	0	0	0	0	25	36	0
2964	40627	"Aegelsee"	46.64583	7.54333	670	"AWI"	670	9090	11067	10027	0	4	13	0	2	3	1	0	44	0	0	0	0	0	0	223	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	59	1	0	0	0	1	1	0	0	0	23	70	0
2964	40627	"Aegelsee"	46.64583	7.54333	680	"AWI"	680	9208	11218	10236	0	5	9	0	0	0	1	0	69	0	0	0	0	0	0	281	13	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	112	0	0	0	0	76	1	0	0	3	0	0	0	0	0	22	73	0
2964	40627	"Aegelsee"	46.64583	7.54333	690	"AWI"	690	9353	11363	10425	0	5	10	0	1	0	0	0	48	0	0	0	0	0	0	249	10	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	189	0	0	0	0	64	2	0	0	1	1	0	0	0	0	26	71	0
2964	40627	"Aegelsee"	46.64583	7.54333	700	"AWI"	700	9590	11502	10613	0	2	10	1	1	0	2	0	90	1	0	0	0	0	0	232	7	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	130	0	0	0	0	37	2	0	1	1	3	0	0	0	2	31	53	0
2964	40627	"Aegelsee"	46.64583	7.54333	710	"AWI"	710	9759	11742	10798	0	2	7	0	2	0	2	0	78	0	0	0	0	0	0	158	2	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	178	0	0	0	0	8	1	0	0	1	4	0	0	0	0	26	53	0
2964	40627	"Aegelsee"	46.64583	7.54333	720	"AWI"	720	9979	11895	10968	0	0	11	0	2	0	1	0	68	1	0	0	0	0	0	124	6	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	207	0	0	0	0	9	1	0	0	1	2	0	0	0	0	7	70	0
2964	40627	"Aegelsee"	46.64583	7.54333	730	"AWI"	730	10232	11985	11151	0	1	14	0	4	0	2	0	103	0	0	0	0	0	0	137	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	404	0	0	0	0	9	1	0	0	6	7	0	0	0	0	5	49	0
2964	40627	"Aegelsee"	46.64583	7.54333	735	"AWI"	735	10318	12072	11245	0	0	6	2	3	0	2	0	46	0	0	0	0	0	0	63	9	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	371	0	0	0	0	7	0	0	0	1	4	0	0	0	0	5	28	1
2964	40627	"Aegelsee"	46.64583	7.54333	740	"AWI"	740	10385	12169	11339	0	0	11	0	0	0	4	0	70	0	0	0	0	0	0	32	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	465	0	0	0	0	4	0	0	1	3	2	0	0	0	0	1	32	0
2964	40627	"Aegelsee"	46.64583	7.54333	742.5	"AWI"	742.5	10430.5	12229.5	11380.5	0	0	2	0	0	0	4	0	124	0	0	0	0	0	1	16	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	445	0	0	0	0	6	2	0	1	0	1	0	0	0	0	1	9	1
2964	40627	"Aegelsee"	46.64583	7.54333	745	"AWI"	745	10554	12251	11422	0	0	3	0	4	0	1	0	155	1	1	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	727	0	0	0	0	3	0	0	0	4	5	0	0	0	0	0	9	0
2964	40627	"Aegelsee"	46.64583	7.54333	747.5	"AWI"	747.5	10688	12277.5	11466	0	0	3	0	0	0	4	0	223	0	1	0	0	0	0	1	4	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	393	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1
2964	40627	"Aegelsee"	46.64583	7.54333	750	"AWI"	750	10789	12292	11505	0	1	1	0	2	0	3	0	154	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	347	0	0	0	0	0	2	0	1	5	5	0	0	0	0	0	0	0
2964	40627	"Aegelsee"	46.64583	7.54333	752.5	"AWI"	752.5	10884	12305	11551.5	0	0	0	0	2	0	6	0	185	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	454	0	0	0	0	2	2	0	0	4	6	0	0	0	1	0	0	0
2964	40627	"Aegelsee"	46.64583	7.54333	755	"AWI"	755	10964	12329	11598	0	0	1	0	5	0	7	0	123	0	1	0	0	0	0	2	10	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	718	0	0	0	0	1	3	0	0	1	6	0	0	0	4	0	0	0
2964	40627	"Aegelsee"	46.64583	7.54333	757.5	"AWI"	757.5	11038	12361.5	11642.5	0	0	0	1	0	0	6	0	100	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	441	0	0	0	0	2	1	0	0	10	2	0	0	1	1	0	0	1
2964	40627	"Aegelsee"	46.64583	7.54333	760	"AWI"	760	11091	12395	11697	0	0	1	0	4	0	3	0	144	0	0	0	0	0	0	6	3	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	567	0	0	0	0	1	4	0	1	6	1	0	0	0	0	0	0	0
2964	40627	"Aegelsee"	46.64583	7.54333	762.5	"AWI"	762.5	11132.5	12429	11751	0	0	0	0	4	0	16	0	104	0	0	0	0	0	1	0	21	1	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	970	0	0	0	0	0	0	0	2	2	3	0	0	0	1	0	0	0
2964	40627	"Aegelsee"	46.64583	7.54333	765	"AWI"	765	11179	12473	11803	0	0	0	3	2	0	18	0	38	0	0	0	0	0	1	2	10	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	756	0	0	0	0	3	2	0	3	3	2	0	0	0	2	0	0	0
2964	40627	"Aegelsee"	46.64583	7.54333	767.5	"AWI"	767.5	11211	12528	11854.5	0	0	0	2	2	0	22	0	36	0	0	0	0	0	1	0	19	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	638	0	0	0	0	0	1	0	5	2	1	0	0	0	3	0	0	0
2964	40627	"Aegelsee"	46.64583	7.54333	770	"AWI"	770	11240	12587	11909	0	0	0	0	2	0	18	0	49	0	0	0	0	0	2	6	12	2	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	3	4	3	0	0	0	6	0	0	0
2964	40627	"Aegelsee"	46.64583	7.54333	772.5	"AWI"	772.5	11340.5	12620.5	11978.5	0	0	0	0	2	0	5	0	20	1	0	0	0	0	2	0	16	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	389	0	0	0	0	0	2	0	3	3	1	0	0	0	3	0	0	0
