"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
3046	4507	"Vallon de Provence"	44.39111	6.40417	100	"AWI"	100	1818	3819	2920	9	0	5	0	0	2	0	6	0	0	0	0	0	0	0	0	8	0	0	16	0	0	0	0	24	1	0	1	0	0	0	0	0	0	0	160	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	4507	"Vallon de Provence"	44.39111	6.40417	110	"AWI"	110	2269	3965	3246	21	0	1	3	0	3	0	6	0	0	0	0	2	0	0	0	3	0	0	100	0	0	0	0	7	2	0	4	0	0	0	0	0	3	0	96	0	0	15	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3046	4507	"Vallon de Provence"	44.39111	6.40417	120	"AWI"	120	2713	4156	3558	28	0	7	0	0	1	0	4	0	0	1	0	0	0	1	0	3	0	0	28	0	0	0	0	18	2	0	1	0	0	0	0	0	0	0	168	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
3046	4507	"Vallon de Provence"	44.39111	6.40417	130	"AWI"	130	3217	4281	3863	48	0	7	0	0	1	0	4	0	0	0	0	0	0	0	0	7	0	2	19	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	170	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	4507	"Vallon de Provence"	44.39111	6.40417	140	"AWI"	140	3804	4418	4134	36	1	1	0	2	1	0	7	0	0	1	0	0	0	0	1	3	0	0	11	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	207	0	0	0	0	28	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0
3046	4507	"Vallon de Provence"	44.39111	6.40417	150	"AWI"	150	4074	4823	4406	28	0	1	0	0	2	0	26	0	0	0	0	0	0	0	1	6	0	3	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	198	0	0	0	0	18	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0
3046	4507	"Vallon de Provence"	44.39111	6.40417	160	"AWI"	160	4228	5110	4616	21	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3046	4507	"Vallon de Provence"	44.39111	6.40417	170	"AWI"	170	4385	5443	4831	42	0	0	0	1	2	0	9	0	0	1	0	0	0	1	0	2	0	0	8	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	159	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3046	4507	"Vallon de Provence"	44.39111	6.40417	180	"AWI"	180	4518	5752	5094	44	0	1	0	1	1	0	5	0	0	0	0	0	0	0	1	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
3046	4507	"Vallon de Provence"	44.39111	6.40417	190	"AWI"	190	4747	5953	5343	95	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
