"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26111	45298	"Capatana"	46.46611	23.13639	55	"AWI"	55	58	448	236	11	3	9	5	0	0	0	11	0	0	0	0	2	7	11	4	0	0	30	0	0	0	0	3	3	0	0	0	0	10	361	10	5	24	0	0	4	2	0	0	3	6	0	0	0	0	0
26111	45298	"Capatana"	46.46611	23.13639	60	"AWI"	60	70	470	261	3	0	9	4	0	0	0	6	0	1	0	2	2	1	17	9	0	0	34	0	0	0	0	2	0	0	4	2	2	9	161	7	9	0	0	0	7	2	0	0	0	1	0	0	1	0	0
26111	45298	"Capatana"	46.46611	23.13639	65	"AWI"	65	79	500	284	1	3	47	3	0	0	0	49	0	0	0	0	0	12	7	3	0	0	110	1	0	0	0	0	0	0	0	0	0	67	119	4	7	19	0	0	8	6	0	0	3	10	0	0	0	1	0
26111	45298	"Capatana"	46.46611	23.13639	75	"AWI"	75	130	571	341	1	2	18	9	6	0	0	40	0	0	0	0	2	12	27	20	0	1	97	0	0	0	0	1	3	0	0	0	0	23	205	3	19	58	0	0	14	14	0	0	2	11	0	0	2	0	2
26111	45298	"Capatana"	46.46611	23.13639	85	"AWI"	85	192	636	417	6	1	17	2	0	0	0	16	0	1	0	0	3	3	13	15	0	0	104	0	0	0	0	0	3	0	0	0	0	25	221	24	11	51	0	0	13	14	0	0	6	4	0	1	0	1	2
26111	45298	"Capatana"	46.46611	23.13639	95	"AWI"	95	239	747	493	10	0	16	4	0	0	0	13	0	0	0	0	0	7	16	2	0	0	112	0	0	0	0	1	0	0	0	0	0	8	245	12	7	26	0	0	9	13	0	0	3	3	0	0	2	0	0
26111	45298	"Capatana"	46.46611	23.13639	105	"AWI"	105	269	920	555	22	2	22	1	0	0	0	13	0	0	0	0	0	5	7	8	0	0	132	0	0	2	0	1	0	0	0	0	0	24	284	10	10	0	0	0	7	14	0	0	5	3	2	0	1	2	0
26111	45298	"Capatana"	46.46611	23.13639	115	"AWI"	115	362	1002	650	42	0	11	2	0	0	0	9	2	0	0	0	2	3	7	1	0	0	88	0	0	3	0	0	0	0	0	0	1	3	286	6	6	0	0	0	10	6	0	0	0	1	0	0	0	0	1
26111	45298	"Capatana"	46.46611	23.13639	125	"AWI"	125	431	1083	754	24	0	17	5	0	0	0	17	0	3	0	0	0	3	31	3	0	0	100	0	0	0	0	0	0	0	0	2	0	17	197	9	16	0	0	0	14	18	0	1	8	8	0	3	0	0	0
26111	45298	"Capatana"	46.46611	23.13639	135	"AWI"	135	474	1228	854	44	0	7	5	0	0	0	11	1	0	0	1	0	6	20	8	0	0	65	0	0	0	0	0	0	2	3	0	0	20	255	10	6	0	0	0	12	8	0	1	2	6	0	2	2	5	1
26111	45298	"Capatana"	46.46611	23.13639	145	"AWI"	145	543	1374	948	80	0	16	2	5	0	0	14	0	0	0	1	3	7	10	7	0	0	126	0	0	0	0	1	0	0	1	0	0	17	218	9	5	0	0	0	9	6	0	0	0	4	0	2	2	5	2
26111	45298	"Capatana"	46.46611	23.13639	155	"AWI"	155	693	1411	1048	29	2	27	3	0	0	0	23	0	0	0	0	4	0	10	11	0	3	173	0	0	0	0	0	0	0	1	0	0	57	195	1	7	0	0	0	12	12	0	0	0	5	0	4	2	4	0
26111	45298	"Capatana"	46.46611	23.13639	160	"AWI"	160	746	1436	1102	61	0	32	5	0	0	0	22	0	0	0	2	2	10	20	24	0	3	126	0	0	0	0	1	1	0	2	0	0	37	189	10	6	0	0	0	16	14	0	0	0	7	0	3	2	1	1
26111	45298	"Capatana"	46.46611	23.13639	165	"AWI"	165	788	1462	1157	37	2	16	7	5	0	0	19	0	0	0	0	4	9	16	7	0	3	144	0	0	0	0	0	0	0	0	0	0	36	139	4	6	0	0	0	15	14	0	0	2	4	0	4	6	4	2
26111	45298	"Capatana"	46.46611	23.13639	175	"AWI"	175	857	1550	1263	69	0	13	3	0	0	0	4	0	0	0	0	0	1	23	2	0	2	108	0	0	0	0	0	2	0	0	2	0	20	187	3	4	0	0	0	13	9	0	0	2	4	0	3	3	1	0
26111	45298	"Capatana"	46.46611	23.13639	180	"AWI"	180	914	1600	1308	116	0	10	4	0	0	0	9	0	0	0	1	1	2	32	2	0	0	80	0	0	0	0	0	2	0	0	1	0	21	195	6	5	0	0	1	8	9	0	0	1	3	0	3	2	1	0
26111	45298	"Capatana"	46.46611	23.13639	185	"AWI"	185	1005	1615	1341	54	0	19	3	0	0	0	18	0	0	0	1	4	5	16	4	0	4	137	0	0	0	0	0	0	0	0	0	0	55	128	4	7	0	0	2	19	10	0	0	0	4	0	0	0	4	2
26111	45298	"Capatana"	46.46611	23.13639	190	"AWI"	190	1086	1635	1375	65	0	11	4	0	0	0	4	0	0	0	2	0	0	5	3	0	0	38	0	0	0	0	0	0	1	0	0	0	13	244	7	3	0	0	0	9	6	0	0	0	1	0	2	1	3	0
26111	45298	"Capatana"	46.46611	23.13639	195	"AWI"	195	1162	1654	1411	98	1	8	2	0	0	0	8	0	0	0	0	0	3	9	0	0	0	49	0	0	0	0	0	1	2	0	0	0	14	219	7	5	0	0	0	8	3	0	0	1	3	0	1	1	3	0
26111	45298	"Capatana"	46.46611	23.13639	200	"AWI"	200	1203	1677	1450	151	1	15	3	0	0	0	10	0	0	0	2	2	3	11	0	0	0	26	0	0	0	0	0	2	0	3	4	1	11	200	10	3	0	0	0	10	5	0	0	0	4	0	0	1	2	0
26111	45298	"Capatana"	46.46611	23.13639	205	"AWI"	205	1251	1715	1491	97	1	14	3	0	0	0	7	0	0	0	0	0	3	5	1	0	0	72	0	0	0	0	0	0	2	0	0	0	22	296	6	3	0	0	0	7	4	0	0	0	2	0	2	1	3	0
26111	45298	"Capatana"	46.46611	23.13639	210	"AWI"	210	1288	1773	1534	108	0	27	2	0	0	0	13	0	0	0	1	3	4	12	2	0	0	112	0	0	0	0	0	0	0	0	0	0	25	242	6	4	0	0	0	11	6	0	0	2	5	0	2	0	5	0
26111	45298	"Capatana"	46.46611	23.13639	215	"AWI"	215	1314	1840	1571	133	0	18	2	0	0	0	6	0	0	0	0	2	2	8	0	0	0	68	0	0	0	0	0	0	0	2	0	0	19	242	8	3	0	0	0	8	3	0	0	0	3	0	0	0	3	0
26111	45298	"Capatana"	46.46611	23.13639	220	"AWI"	220	1343	1858	1593	75	1	51	3	0	0	0	30	0	0	0	0	0	10	20	1	0	2	139	0	0	0	0	1	2	5	0	0	0	46	156	6	9	0	0	0	19	10	0	0	2	4	0	2	2	1	0
26111	45298	"Capatana"	46.46611	23.13639	225	"AWI"	225	1369	1883	1617	21	1	9	3	0	0	0	1	0	0	0	1	1	0	6	0	0	0	61	0	0	0	0	0	0	2	0	0	0	18	66	0	4	0	0	0	5	3	0	0	0	1	0	0	1	1	0
26111	45298	"Capatana"	46.46611	23.13639	230	"AWI"	230	1394	1911	1641	98	1	26	0	0	0	0	15	0	0	0	2	1	1	11	0	0	0	81	0	0	0	0	0	0	3	2	0	0	27	156	4	3	0	0	0	7	6	0	0	0	2	0	4	1	3	3
26111	45298	"Capatana"	46.46611	23.13639	235	"AWI"	235	1411	1949	1666	77	1	28	0	0	0	0	22	0	0	0	2	2	1	9	0	0	3	79	1	0	0	0	0	0	0	0	0	0	20	175	5	4	0	0	0	7	6	0	0	0	3	0	1	0	2	3
26111	45298	"Capatana"	46.46611	23.13639	240	"AWI"	240	1428	1994	1688	84	1	14	0	0	0	0	6	3	0	0	0	2	1	8	1	0	0	119	0	0	0	0	0	0	3	0	0	0	28	150	5	3	0	0	0	11	5	0	0	1	2	0	2	1	1	0
26111	45298	"Capatana"	46.46611	23.13639	245	"AWI"	245	1441	2042	1710	78	1	24	2	0	0	0	15	0	0	0	0	2	4	7	0	0	1	94	0	0	0	0	0	0	2	0	2	0	30	185	5	6	0	0	0	11	4	0	0	3	3	0	2	0	2	0
