"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26111	45298	"Capatana"	46.46611	23.13639	250	"AWI"	250	1452	2093	1731	66	0	19	5	0	0	0	8	0	0	0	2	3	3	8	0	0	0	139	0	0	0	0	0	0	0	0	1	0	27	151	7	4	0	0	0	6	1	0	0	0	2	0	0	2	4	1
26111	45298	"Capatana"	46.46611	23.13639	255	"AWI"	255	1482	2110	1755	70	3	23	3	0	0	0	9	0	0	0	2	3	7	7	1	0	0	153	0	0	0	0	0	0	0	0	0	0	28	182	10	4	0	0	0	7	6	0	1	0	4	0	0	2	6	0
26111	45298	"Capatana"	46.46611	23.13639	260	"AWI"	260	1510	2124	1780	94	0	27	1	0	0	0	7	0	0	0	3	3	5	3	2	0	1	81	0	0	0	0	1	0	0	0	0	0	33	171	8	3	0	0	0	12	7	0	1	0	2	0	1	1	5	0
26111	45298	"Capatana"	46.46611	23.13639	270	"AWI"	270	1546	2181	1828	66	2	27	2	0	0	0	11	0	0	0	1	4	2	6	2	0	3	128	0	0	0	0	0	0	0	0	1	0	43	123	7	3	0	0	0	19	6	0	0	0	4	0	0	2	5	1
26111	45298	"Capatana"	46.46611	23.13639	275	"AWI"	275	1560	2222	1851	70	4	13	1	0	0	0	12	0	0	0	1	2	1	9	0	0	0	93	0	0	0	0	0	0	0	0	0	0	34	168	10	5	0	0	0	12	3	0	0	0	2	0	1	1	6	3
26111	45298	"Capatana"	46.46611	23.13639	280	"AWI"	280	1574	2255	1874	50	3	22	2	0	0	0	28	0	0	0	1	1	2	17	1	0	0	119	0	0	0	0	0	0	0	0	0	0	52	108	8	3	0	0	0	8	6	0	1	1	5	0	3	1	5	0
26111	45298	"Capatana"	46.46611	23.13639	285	"AWI"	285	1587	2298	1898	38	2	17	2	0	0	0	17	0	0	0	3	2	3	8	0	0	0	124	0	0	0	0	1	0	0	0	0	0	47	148	21	3	0	0	0	9	6	0	0	0	3	0	4	2	2	0
26111	45298	"Capatana"	46.46611	23.13639	290	"AWI"	290	1619	2318	1921	70	1	21	2	0	0	0	12	0	4	0	0	2	3	5	1	0	0	127	0	0	0	0	0	1	0	1	0	0	45	157	9	1	0	0	0	21	4	0	0	0	2	0	2	1	6	0
26111	45298	"Capatana"	46.46611	23.13639	295	"AWI"	295	1651	2339	1943	75	3	14	0	0	0	0	9	0	0	0	0	2	0	17	0	0	0	116	0	0	0	0	0	0	0	2	2	0	27	173	7	5	0	0	0	7	5	0	0	0	2	0	2	1	4	0
26111	45298	"Capatana"	46.46611	23.13639	300	"AWI"	300	1673	2359	1966	47	0	17	0	0	0	0	7	0	0	0	0	1	1	12	1	0	0	123	0	0	0	0	0	0	2	0	1	0	64	162	7	3	0	0	0	9	3	0	0	0	2	0	0	0	4	0
26111	45298	"Capatana"	46.46611	23.13639	305	"AWI"	305	1696	2379	1989	42	1	16	0	0	0	0	25	0	0	0	0	4	5	18	0	0	0	148	0	0	0	0	0	0	2	2	0	0	84	142	10	5	0	0	0	19	7	0	0	0	3	0	0	2	9	2
26111	45298	"Capatana"	46.46611	23.13639	310	"AWI"	310	1713	2409	2011	50	2	15	2	0	0	0	6	0	0	0	2	0	3	20	2	0	0	100	0	0	0	0	0	2	0	0	0	0	43	197	2	3	0	0	0	17	8	0	3	0	5	0	0	1	2	0
26111	45298	"Capatana"	46.46611	23.13639	315	"AWI"	315	1731	2442	2034	55	3	15	0	0	0	0	10	0	0	0	0	0	2	14	0	0	0	108	0	0	0	0	0	0	1	0	0	0	54	190	4	2	0	0	0	8	1	0	0	0	3	0	0	2	3	0
26111	45298	"Capatana"	46.46611	23.13639	320	"AWI"	320	1745	2480	2057	110	2	12	3	0	0	0	11	0	0	0	0	0	3	10	0	0	0	59	0	0	0	0	0	0	0	0	0	0	39	210	1	3	0	0	0	6	1	0	0	0	1	0	0	1	8	0
26111	45298	"Capatana"	46.46611	23.13639	325	"AWI"	325	1773	2504	2077	74	1	13	1	0	0	0	10	0	0	0	1	3	3	18	0	0	0	106	0	0	0	0	0	0	2	0	0	0	36	142	7	2	0	0	0	14	7	0	0	1	3	0	0	1	6	1
26111	45298	"Capatana"	46.46611	23.13639	330	"AWI"	330	1802	2530	2096	87	0	19	2	0	0	0	12	0	0	0	2	0	0	10	0	0	0	79	0	0	0	0	0	0	0	2	0	0	33	79	5	5	0	0	0	9	5	0	0	2	2	0	0	0	8	0
26111	45298	"Capatana"	46.46611	23.13639	335	"AWI"	335	1825	2553	2114	142	0	8	0	0	0	0	9	0	0	0	2	0	1	18	2	0	0	65	0	0	0	0	2	0	0	1	1	0	50	134	9	6	0	0	1	12	0	0	0	0	1	0	1	0	5	0
26111	45298	"Capatana"	46.46611	23.13639	340	"AWI"	340	1844	2578	2133	186	0	17	2	0	0	0	10	0	0	0	3	2	1	7	0	0	0	36	0	0	0	0	0	0	1	0	0	0	32	198	4	2	0	0	0	8	5	0	0	2	2	0	0	0	3	0
26111	45298	"Capatana"	46.46611	23.13639	345	"AWI"	345	1858	2611	2151	136	3	6	3	0	1	0	6	0	0	0	0	0	2	12	0	0	2	62	0	0	0	0	0	2	0	0	0	0	31	121	2	9	0	0	1	7	6	0	0	3	1	0	2	0	6	0
26111	45298	"Capatana"	46.46611	23.13639	350	"AWI"	350	1870	2638	2170	88	2	12	2	0	0	0	5	2	3	0	2	3	2	19	0	0	2	80	0	0	0	0	0	0	0	0	2	0	38	186	7	4	22	0	0	7	4	0	0	0	3	0	2	1	6	0
26111	45298	"Capatana"	46.46611	23.13639	355	"AWI"	355	1887	2669	2191	113	0	21	3	0	0	0	8	3	0	0	2	2	1	10	0	0	0	87	0	0	0	0	0	0	0	1	0	0	36	193	1	2	0	3	0	4	4	0	0	0	3	0	0	1	6	2
26111	45298	"Capatana"	46.46611	23.13639	360	"AWI"	360	1920	2697	2212	57	1	18	5	0	0	0	11	0	0	0	2	0	4	14	1	2	2	150	0	0	0	0	0	0	3	0	0	0	66	127	3	0	0	0	0	15	6	0	3	2	3	0	0	2	7	0
26111	45298	"Capatana"	46.46611	23.13639	365	"AWI"	365	1959	2728	2234	102	0	10	3	0	0	0	8	0	0	0	3	0	2	13	4	3	3	84	0	0	0	0	0	0	0	0	0	0	40	111	6	0	0	0	0	8	4	0	0	3	4	0	4	1	7	0
26111	45298	"Capatana"	46.46611	23.13639	370	"AWI"	370	1987	2776	2255	98	1	17	3	0	0	0	13	0	0	0	3	2	1	10	9	0	2	63	0	0	0	0	0	0	2	0	0	2	83	153	2	5	0	0	2	10	7	0	0	3	3	0	4	0	5	0
26111	45298	"Capatana"	46.46611	23.13639	375	"AWI"	375	2009	2821	2276	109	3	9	2	0	0	0	5	1	0	0	2	0	0	7	0	0	0	61	0	0	0	0	0	0	0	0	0	0	40	178	3	2	0	0	0	5	5	0	0	0	2	0	1	3	6	1
26111	45298	"Capatana"	46.46611	23.13639	380	"AWI"	380	2031	2861	2302	141	0	23	0	0	0	0	10	3	0	0	2	3	2	10	2	0	0	65	0	0	0	0	0	0	2	3	0	0	68	141	1	2	0	0	0	14	6	0	4	5	2	0	5	2	5	0
26111	45298	"Capatana"	46.46611	23.13639	385	"AWI"	385	2047	2918	2331	95	2	27	4	0	0	0	12	0	2	0	1	3	8	4	8	0	2	92	0	0	0	0	0	0	2	2	0	0	97	114	7	2	0	0	0	14	6	0	0	2	3	0	3	4	9	0
26111	45298	"Capatana"	46.46611	23.13639	390	"AWI"	390	2059	2964	2361	101	0	18	0	0	0	0	4	0	2	0	2	1	6	9	6	0	0	64	0	0	0	0	0	0	0	8	2	0	39	185	6	1	0	0	0	11	5	0	2	2	3	0	0	2	8	2
26111	45298	"Capatana"	46.46611	23.13639	395	"AWI"	395	2134	3058	2451	50	1	26	4	0	0	0	15	0	0	0	2	4	10	7	21	0	3	95	0	3	0	0	0	0	3	5	0	1	100	164	5	2	16	0	0	14	7	0	2	3	3	0	4	4	12	0
26111	45298	"Capatana"	46.46611	23.13639	400	"AWI"	400	2219	3189	2599	36	1	30	0	0	0	0	16	2	0	0	0	0	7	9	7	0	2	119	0	2	0	0	0	0	2	2	0	0	139	154	10	1	0	0	0	9	2	0	0	0	4	0	4	3	5	0
26111	45298	"Capatana"	46.46611	23.13639	405	"AWI"	405	2282	3362	2747	45	0	33	5	0	0	0	14	2	0	0	0	2	10	7	2	0	0	115	0	0	0	0	0	0	2	3	0	2	152	177	9	0	0	0	0	22	5	0	2	0	4	0	4	4	12	3
26111	45298	"Capatana"	46.46611	23.13639	410	"AWI"	410	2330	3547	2879	31	1	33	4	0	0	0	10	0	0	0	2	0	6	5	3	0	4	89	0	0	0	0	0	0	3	1	0	1	117	155	10	4	0	0	0	13	5	0	0	3	3	0	4	4	8	0
26111	45298	"Capatana"	46.46611	23.13639	415	"AWI"	415	2368	3772	3002	35	2	20	4	0	0	0	10	0	0	0	5	2	1	8	0	0	3	91	0	3	0	0	0	0	0	4	0	0	131	190	5	0	0	0	0	11	4	0	0	0	3	0	2	3	7	0
26111	45298	"Capatana"	46.46611	23.13639	420	"AWI"	420	2395	4013	3122	70	0	19	1	0	0	0	9	0	0	0	1	3	5	11	4	0	0	71	0	0	0	0	0	0	3	0	0	0	69	187	11	3	0	0	3	12	6	0	2	0	2	0	3	4	5	0
26111	45298	"Capatana"	46.46611	23.13639	425	"AWI"	425	2419	4268	3244	70	0	14	0	0	0	0	12	0	0	0	4	0	5	6	2	0	2	61	0	2	0	0	0	0	0	1	0	0	63	248	10	0	0	0	0	5	4	0	0	0	2	0	1	2	4	0
26111	45298	"Capatana"	46.46611	23.13639	430	"AWI"	430	2548	4451	3369	54	1	19	5	0	0	0	13	0	0	0	0	2	5	7	2	0	0	69	0	0	0	0	0	0	2	0	0	0	75	252	5	3	0	0	3	19	5	0	0	2	1	0	0	4	6	2
26111	45298	"Capatana"	46.46611	23.13639	435	"AWI"	435	2779	4527	3514	33	1	18	4	7	2	0	11	3	0	0	3	0	6	9	0	0	1	48	0	0	0	0	0	0	4	0	2	0	100	241	11	7	0	0	0	14	9	0	4	0	3	0	0	2	12	3
26111	45298	"Capatana"	46.46611	23.13639	440	"AWI"	440	2951	4636	3666	18	1	23	2	0	0	0	12	0	4	0	2	0	7	13	1	0	0	19	0	0	0	0	0	0	2	0	0	0	77	293	6	4	0	0	0	8	5	0	0	0	2	0	2	3	10	0
26111	45298	"Capatana"	46.46611	23.13639	445	"AWI"	445	3099	4733	3815	4	0	16	3	5	0	0	4	0	0	0	1	1	7	6	18	0	0	24	0	1	0	0	0	0	0	4	0	0	101	269	7	5	0	0	0	10	4	0	0	1	2	0	2	2	6	0
26111	45298	"Capatana"	46.46611	23.13639	450	"AWI"	450	3203	4895	3975	17	0	10	1	0	0	0	8	2	2	0	1	0	1	9	0	0	0	12	0	1	0	0	0	0	0	0	0	0	84	255	8	5	0	0	0	8	4	0	0	2	2	0	0	0	7	0
26111	45298	"Capatana"	46.46611	23.13639	455	"AWI"	455	3306	5071	4130	5	1	12	1	0	0	0	7	0	0	0	2	0	6	5	0	0	2	11	0	0	0	0	0	0	0	0	4	0	105	306	7	3	0	0	0	10	3	0	0	0	3	0	2	2	8	1
26111	45298	"Capatana"	46.46611	23.13639	460	"AWI"	460	3391	5286	4277	4	0	29	1	0	0	0	11	0	0	0	0	0	7	9	1	0	0	17	0	0	0	1	0	0	0	0	4	2	159	219	7	4	0	0	1	13	10	0	2	3	1	0	2	4	14	0
26111	45298	"Capatana"	46.46611	23.13639	465	"AWI"	465	3528	5497	4438	6	0	15	5	0	0	0	10	0	0	0	0	0	12	8	0	0	1	8	0	2	0	0	0	2	2	2	2	0	152	197	6	4	0	0	0	11	5	0	0	2	2	0	1	0	9	0
26111	45298	"Capatana"	46.46611	23.13639	470	"AWI"	470	3874	5560	4658	5	0	10	4	0	0	0	3	0	0	0	0	1	4	2	9	0	0	6	0	0	0	0	0	0	0	1	1	0	88	303	8	3	0	0	2	7	2	0	0	0	1	0	0	2	4	2
26111	45298	"Capatana"	46.46611	23.13639	475	"AWI"	475	4215	5643	4879	3	0	30	3	0	0	0	25	0	0	0	0	1	43	3	5	0	0	14	0	0	0	0	0	0	2	1	1	0	162	250	10	2	0	0	0	20	7	0	2	4	1	0	0	6	15	2
26111	45298	"Capatana"	46.46611	23.13639	480	"AWI"	480	4536	5735	5098	0	0	24	2	0	0	0	8	0	0	0	0	0	42	4	9	0	2	2	0	1	0	0	0	0	0	0	2	0	180	294	5	3	0	0	0	11	5	0	0	3	2	0	2	3	15	2
26111	45298	"Capatana"	46.46611	23.13639	485	"AWI"	485	4839	5855	5319	0	0	21	2	0	0	0	12	0	2	0	2	0	24	3	9	0	0	3	0	2	0	0	0	0	2	0	0	0	128	268	2	0	0	0	3	13	5	0	0	2	1	0	0	6	13	0
26111	45298	"Capatana"	46.46611	23.13639	487	"AWI"	487	4953	5907	5409	0	0	30	3	0	0	0	11	0	0	0	2	0	39	3	19	0	1	1	0	2	0	0	0	0	2	0	0	0	148	351	6	0	0	0	2	16	5	0	0	3	0	0	0	3	19	0
26111	45298	"Capatana"	46.46611	23.13639	490	"AWI"	490	5105	5993	5545	0	0	20	2	0	0	0	7	0	3	0	0	0	42	4	5	0	2	1	0	0	0	0	0	0	2	0	0	0	109	321	3	1	0	0	4	6	6	0	0	3	1	0	0	2	16	3
26111	45298	"Capatana"	46.46611	23.13639	495	"AWI"	495	5334	6182	5768	0	0	15	4	6	0	0	8	0	0	0	0	0	35	3	3	0	0	1	0	0	0	0	1	2	0	0	0	0	54	271	6	3	0	0	2	12	5	0	0	3	2	0	2	7	14	0
26111	45298	"Capatana"	46.46611	23.13639	500	"AWI"	500	5527	6412	5982	0	0	29	1	0	0	0	15	2	0	0	1	0	92	6	5	0	0	0	0	0	0	0	0	0	4	0	1	0	63	258	6	6	0	0	2	13	5	0	3	3	0	0	0	8	27	2
26111	45298	"Capatana"	46.46611	23.13639	505	"AWI"	505	5794	6496	6152	0	0	25	3	0	0	0	8	0	0	0	0	1	66	5	4	0	0	1	0	0	0	0	0	0	1	0	0	0	27	275	4	6	0	0	0	12	6	0	0	3	3	0	1	8	19	2
26111	45298	"Capatana"	46.46611	23.13639	510	"AWI"	510	6004	6623	6322	0	0	6	0	0	0	0	3	0	0	0	0	0	18	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	6	121	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0
26111	45298	"Capatana"	46.46611	23.13639	515	"AWI"	515	6159	6803	6496	0	0	20	3	0	2	7	5	0	0	0	0	3	203	6	6	0	0	0	0	0	0	0	0	0	0	0	1	0	18	161	3	0	0	0	0	15	3	0	0	0	4	0	0	12	36	0
26111	45298	"Capatana"	46.46611	23.13639	520	"AWI"	520	6261	7045	6678	0	0	24	2	0	0	0	10	0	2	0	0	0	223	9	5	0	0	0	0	0	0	0	0	0	0	0	1	0	3	130	0	0	0	0	0	7	5	0	0	1	1	0	2	19	41	0
26111	45298	"Capatana"	46.46611	23.13639	525	"AWI"	525	6348	7315	6852	1	0	25	2	0	0	0	8	0	0	0	2	0	282	7	2	0	0	0	0	0	0	0	0	4	0	0	6	0	2	140	2	0	0	0	0	8	4	0	0	2	3	0	2	23	46	0
26111	45298	"Capatana"	46.46611	23.13639	530	"AWI"	530	6408	7608	7021	0	0	18	1	0	2	5	7	0	2	0	0	0	295	11	0	0	0	0	0	0	0	0	0	4	0	0	2	2	2	157	2	1	0	0	0	8	6	0	0	0	3	0	0	9	55	0
26111	45298	"Capatana"	46.46611	23.13639	535	"AWI"	535	6461	7912	7190	0	0	28	2	0	1	14	13	0	0	0	2	2	376	11	4	0	0	1	0	0	0	0	0	3	0	0	0	3	0	187	2	2	0	0	0	7	3	0	3	3	3	0	1	16	69	0
