"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Ailanthus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
23952	41631	"Lago del Greppo"	44.1199	10.67378	0	"AWI"	0	-82	-43	-59	17.4852652259332	0.196463654223969	0	0	0.196463654223969	0	0	0	0	0.392927308447937	0	0	0.785854616895874	0	0.392927308447937	0	0	0.982318271119843	0	0	1.37524557956778	0	0	0	0	0	1.76817288801572	9.43025540275049	0	0	0	0	0	32.4165029469548	2.16110019646365	0	0	0	0	0	0.392927308447937	0.785854616895874	0	0	0	0	2.35756385068762	0	0	10.0196463654224	0	6.8762278978389	0	0	0	0.196463654223969	0	0	0	0	0.196463654223969	3.33988212180747	0	0	0	0	0	0.392927308447937	0	1.17878192534381	3.1434184675835	0	1.37524557956778	0.589390962671906	0	0.196463654223969	0	1.17878192534381	0.196463654223969
23952	41631	"Lago del Greppo"	44.1199	10.67378	1	"AWI"	1	-65	-37	-51	17.0731707317073	0.40650406504065	0	0	0.40650406504065	0	0	0	0	0.609756097560976	0	0	0.203252032520325	0	0.40650406504065	0.203252032520325	0	0	0	0	3.2520325203252	0	0	0	0	2.64227642276423	2.4390243902439	6.50406504065041	0	0	1.21951219512195	0	0	38.8211382113821	0	0	0	0	0	0	0.40650406504065	0	0	0	0	0	2.4390243902439	0	0	8.33333333333333	0	7.11382113821138	0	0	0	0.203252032520325	0	0	0	0	0	4.0650406504065	0	0	0	0	0	0	0.813008130081301	2.4390243902439	0	0	0	0	0	0	0	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	2	"AWI"	2	-60	-19	-42	14.4814090019569	0.391389432485323	0	0	0	0	0	0	0	0.195694716242661	0	0	3.91389432485323	0	0.587084148727984	0	0	0	0	0	2.73972602739726	0	0	0	0	3.13111545988258	1.17416829745597	10.5675146771037	0	0	0	0	0	37.3776908023483	0	0	0	0	0	0	0	0	0	0	0	0	2.73972602739726	0	0	7.43639921722114	0	4.69667318982387	0	0	0	0.391389432485323	0	0	0	0	0	3.52250489236791	0	0	0	0	0	0.391389432485323	1.95694716242661	3.52250489236791	0	0	0	0.195694716242661	0.391389432485323	0	0.195694716242661	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	3	"AWI"	3	-56	5	-35	14.1129032258065	0.604838709677419	0	0	0.403225806451613	0	0	0	0.201612903225806	0.604838709677419	0	0	0.403225806451613	0	0.201612903225806	0	0	3.2258064516129	0	0	1.61290322580645	0	0	0	0	3.83064516129032	0.806451612903226	7.45967741935484	0	0	0	0	0	32.6612903225806	0	0	0	0	0	0	0.403225806451613	0.604838709677419	0	0	0	0	1.81451612903226	0.201612903225806	0	9.4758064516129	0	8.46774193548387	0	0	0	0.403225806451613	0	0	0	0	0	3.62903225806452	0	0	0	0	0	0.201612903225806	0	3.2258064516129	1.61290322580645	0	1.81451612903226	1.20967741935484	0	0.201612903225806	0	0.403225806451613	0.201612903225806
23952	41631	"Lago del Greppo"	44.1199	10.67378	4	"AWI"	4	-54	32	-28	11.5303983228512	0.209643605870021	0	0	1.0482180293501	0	0	0	0	0.419287211740042	0	0	1.88679245283019	0	1.25786163522013	0	0	0.419287211740042	0	0	1.67714884696017	0	0	0	0	6.07966457023061	2.72536687631027	7.33752620545073	0	0	0	0	0	33.3333333333333	0	0	0	0	0	0	0.419287211740042	0	0	0	0	0	4.61215932914046	0.209643605870021	0	6.70859538784067	0	4.40251572327044	0	0	0	0.209643605870021	0	5.87002096436059	0	0	0	3.77358490566038	0	0	0	0	0	0	0	4.40251572327044	0	0	0.838574423480084	0	0.419287211740042	0	0	0	0.209643605870021
23952	41631	"Lago del Greppo"	44.1199	10.67378	5	"AWI"	5	-53	58	-21	17.6587301587302	0.396825396825397	0	0	0	0	0	0	0	1.19047619047619	0	0	1.38888888888889	0	0.396825396825397	0	0	1.19047619047619	0	0	3.76984126984127	0	0	0	0	3.57142857142857	0.396825396825397	8.33333333333333	0	0	0	0	0	36.1111111111111	0	0	0	0	0	0	0.396825396825397	0	0	0	0	0	3.37301587301587	0.198412698412698	0	7.14285714285714	0	4.36507936507936	0	0	0	0.793650793650794	0	0	0	0	0.198412698412698	3.37301587301587	0	0	0	0	0	0.198412698412698	0	3.76984126984127	0	0	0.992063492063492	0.396825396825397	0	0	0.198412698412698	0	0.198412698412698
23952	41631	"Lago del Greppo"	44.1199	10.67378	6	"AWI"	6	-48	75	-12	11.9540229885057	0.459770114942529	0	0	0.459770114942529	0	0	0	0	1.14942528735632	0	0	1.37931034482759	0	1.37931034482759	0	0	0.919540229885057	0	0	5.28735632183908	0	0	0	0	6.4367816091954	2.52873563218391	5.74712643678161	0	0	0	0	0	39.3103448275862	0	0	0	0	0	0	0.689655172413793	0	0	0	0	0	3.90804597701149	0	0	0	0	3.2183908045977	0	0	0	0	0	0	0	0	0.229885057471264	6.20689655172414	0	0	0	0	0	0	0	7.1264367816092	0	0	1.14942528735632	0.229885057471264	0.229885057471264	0	0	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	7	"AWI"	7	-43	86	-2	16.597510373444	0.20746887966805	0.20746887966805	0	0	0.20746887966805	0	0	0	1.45228215767635	0	0	2.9045643153527	0	0.4149377593361	0	0	1.03734439834025	0	0	3.52697095435685	0	0	0	0	4.149377593361	1.2448132780083	6.22406639004149	0	0	0	0	0	33.6099585062241	0	0	0	0	0	0	0.622406639004149	0	0	0	0	0	4.5643153526971	0.20746887966805	0	9.12863070539419	0	3.7344398340249	0	0	0	0.4149377593361	0	0	0	0	0	3.52697095435685	0.20746887966805	0	0	0	0	0	0	3.7344398340249	0	0.20746887966805	1.03734439834025	0	0.20746887966805	0	0	0	0.622406639004149
23952	41631	"Lago del Greppo"	44.1199	10.67378	8	"AWI"	8	-39	98	8	8.57142857142857	0.380952380952381	0	0	0	0	0	0	0	2.0952380952381	0	0	1.9047619047619	0	1.14285714285714	0	0	0	0	0	4.57142857142857	0	0	0	0	5.71428571428571	1.9047619047619	7.04761904761905	0	0	0	0	0	36.952380952381	0	0	0	0	0	0	0	0	0	0	0	0	5.52380952380952	0.19047619047619	0	7.04761904761905	0	2.66666666666667	0	0	0	0	0	0	0	0	0	7.23809523809524	0	0	0	0	0	0	2.85714285714286	3.80952380952381	0	0	0	0	0.19047619047619	0	0	0	0.19047619047619
23952	41631	"Lago del Greppo"	44.1199	10.67378	9	"AWI"	9	-36	111	17	15.9259259259259	1.85185185185185	0	0	0.185185185185185	0	0	0	0	0.37037037037037	0	0	0.740740740740741	0	0.925925925925926	0	0	0.37037037037037	0	0	2.03703703703704	0	0	0	0	3.51851851851852	1.11111111111111	6.48148148148148	0	0	0	0	0	35.5555555555556	0	0	0	0	0	0	0.185185185185185	0.37037037037037	0	0	0	0	3.7037037037037	0.37037037037037	0	7.22222222222222	0	2.77777777777778	0	0	0	0.555555555555556	0	5.37037037037037	0	0	0	4.25925925925926	0.37037037037037	0	0	0	0	0	0	3.14814814814815	0	0	1.2962962962963	0.185185185185185	0.37037037037037	0	0.185185185185185	0	0.555555555555556
23952	41631	"Lago del Greppo"	44.1199	10.67378	10	"AWI"	10	-34	130	25	14.4814090019569	0	0	0	0.195694716242661	0	0	0	0	1.76125244618395	0	0	2.15264187866928	0	1.17416829745597	0	0	0.587084148727984	0	0	3.52250489236791	0	0	0	0	4.50097847358121	1.36986301369863	6.65362035225049	0	0	0	0	0	34.4422700587084	0	0	0	0	0	0	0.195694716242661	0	0.391389432485323	0	0	0	3.71819960861057	0.195694716242661	0	4.89236790606654	0	3.13111545988258	0	0	0	0.195694716242661	0	4.89236790606654	0	0	0.391389432485323	3.71819960861057	0	0	0	0	0	0	0	5.0880626223092	0	0	1.17416829745597	0.978473581213307	0	0	0	0	0.195694716242661
