"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16096	24852	"Marais de Méron"	47.38056	-1.12333	45	"AWI"	45	185	775	454	0	3.34928229665072	0.956937799043062	19.1387559808612	0.956937799043062	0.956937799043062	0	11.0047846889952	0.478468899521531	0	0	0	0	1.43540669856459	0	0.956937799043062	0	0	0	0	5.26315789473684	0	10.5263157894737	3.34928229665072	0	0	0	1.43540669856459	0.478468899521531	0	0	0	0	0	1.43540669856459	0	1.43540669856459	0	0	0	0.956937799043062	0	0	0	0.956937799043062	0.956937799043062	0	0	0	0	0	0.956937799043062	10.5263157894737	0	10.5263157894737	0.956937799043062	1.43540669856459	0	0	0.956937799043062	0	0	0	0.956937799043062	0	0.478468899521531	0	5.74162679425837	0	0.478468899521531	0	0.956937799043062
16096	24852	"Marais de Méron"	47.38056	-1.12333	50	"AWI"	50	216	850	512	0.584795321637427	7.01754385964912	1.16959064327485	20.4678362573099	0	0	0	0	1.75438596491228	0	3.50877192982456	0	0	3.50877192982456	0	0	0	0	0	0	8.7719298245614	0	18.1286549707602	2.33918128654971	0	0	0	0	0.584795321637427	0	0	0	0	0	1.16959064327485	0	5.26315789473684	0	0	0	0	0	0	0	0	1.16959064327485	0	0	0	0.584795321637427	0	0	12.280701754386	1.16959064327485	8.18713450292398	0	0	0	0	0.584795321637427	0	0	0	0	0	0	0	1.75438596491228	0	0	0	0
16096	24852	"Marais de Méron"	47.38056	-1.12333	55	"AWI"	55	279	894	569	0.552486187845304	5.52486187845304	1.10497237569061	14.3646408839779	0	0.552486187845304	0	0	2.76243093922652	0	2.20994475138122	0	0	0	0	1.10497237569061	0	0	0	0	6.62983425414365	0	20.9944751381215	2.76243093922652	0	0	0	1.10497237569061	1.65745856353591	0	0	0	0	0	0.552486187845304	0	0.552486187845304	0	0	0	0.552486187845304	0	0	0	1.10497237569061	0.552486187845304	0	0	0	0	0	0	19.8895027624309	0	11.0497237569061	0	0	0	0	0.552486187845304	0	0	0	0	0	0	0.552486187845304	3.31491712707182	0	0	0	0
16096	24852	"Marais de Méron"	47.38056	-1.12333	60	"AWI"	60	318	964	627	0	3.47826086956522	1.44927536231884	22.3188405797101	0	0.289855072463768	0	0	2.89855072463768	0	0	0	0	0.289855072463768	0	0.579710144927536	0.289855072463768	0	0	0	5.50724637681159	0	12.7536231884058	0	0	0	0	0.579710144927536	0	0	0	0	0	0	0.579710144927536	0	0	0	0	0	0	0	0.289855072463768	0	0.289855072463768	0.869565217391304	9.27536231884058	0	0	0	0	0	12.463768115942	0	17.3913043478261	0	2.60869565217391	1.44927536231884	0	0.869565217391304	0	0	0	2.31884057971015	0	0.289855072463768	0	0.869565217391304	0	0	0	0
16096	24852	"Marais de Méron"	47.38056	-1.12333	65	"AWI"	65	384	1004	689	0	8.10810810810811	1.35135135135135	12.6126126126126	0	0.900900900900901	0	5.40540540540541	3.15315315315315	0	0.900900900900901	0	0	1.8018018018018	0	0.900900900900901	0.45045045045045	0	0	0	5.40540540540541	0	12.6126126126126	2.25225225225225	0	0	0	1.35135135135135	0.900900900900901	0	0	0	0.45045045045045	0	1.35135135135135	0	3.15315315315315	0.900900900900901	0	0	0.45045045045045	0.45045045045045	0.45045045045045	0	0.900900900900901	0.900900900900901	0	0	0	0	0	0.900900900900901	13.5135135135135	0.45045045045045	4.95495495495495	0.900900900900901	1.8018018018018	0	2.25225225225225	0.45045045045045	0	0	0	0.900900900900901	0	0.900900900900901	0.900900900900901	3.6036036036036	0.45045045045045	0	0	0.900900900900901
16096	24852	"Marais de Méron"	47.38056	-1.12333	70	"AWI"	70	426	1078	750	0	3.2258064516129	1.0752688172043	16.1290322580645	0	0.537634408602151	0	0	4.3010752688172	0	1.0752688172043	0	0	2.68817204301075	0	0	0	0	0	0	5.91397849462366	0	19.8924731182796	0	0	0	0	0.537634408602151	0.537634408602151	0	0	0	0	0	1.61290322580645	0	0	1.0752688172043	1.0752688172043	0	0	0	0.537634408602151	0	1.0752688172043	3.76344086021505	0	0	0	0	0	0.537634408602151	16.6666666666667	0	4.3010752688172	0	0	0	6.98924731182796	3.2258064516129	0	0	0	0.537634408602151	0	0	1.0752688172043	1.61290322580645	0	0	0	0
16096	24852	"Marais de Méron"	47.38056	-1.12333	75	"AWI"	75	498	1116	810	0	3.06748466257669	3.68098159509202	44.7852760736196	0	0	0	0	0.613496932515337	0	1.22699386503067	0	0	0.613496932515337	0	0	0	0	0	0	6.74846625766871	0	6.13496932515337	3.06748466257669	0	0	0	2.45398773006135	0	0	0	0	0	0	0.613496932515337	0	1.84049079754601	0	0	0	0.613496932515337	0	0	0	0	0.613496932515337	0	0	0	0	0	0.613496932515337	7.97546012269939	0	0.613496932515337	0	0	0	3.68098159509202	4.29447852760736	0	0	0	1.22699386503067	0	0	0	4.9079754601227	0	0	0	0.613496932515337
16096	24852	"Marais de Méron"	47.38056	-1.12333	80	"AWI"	80	547	1175	871	0.318471337579618	1.59235668789809	0.318471337579618	25.1592356687898	0	0.318471337579618	0	0	1.91082802547771	0	1.27388535031847	0	0	0.318471337579618	0	0.318471337579618	0.318471337579618	0	0	0	1.91082802547771	0.318471337579618	26.4331210191083	0	0	0	0	0.318471337579618	0	0	0	0	0	0	0	0	0	0	0	0	0.318471337579618	0	0	0	0.318471337579618	0.636942675159236	4.77707006369427	0	0	0	0	0.636942675159236	14.0127388535032	0	0.955414012738854	0	0	0.318471337579618	0	13.3757961783439	0	0	0	0.636942675159236	0	0	0	2.86624203821656	0	0.318471337579618	0	0
16096	24852	"Marais de Méron"	47.38056	-1.12333	85	"AWI"	85	617	1218	929	0	6.07734806629834	1.65745856353591	23.2044198895028	0.552486187845304	1.10497237569061	0	0	3.31491712707182	0	1.10497237569061	0	0	0.552486187845304	0	0.552486187845304	0	0	0	0.552486187845304	12.1546961325967	0	7.73480662983425	1.65745856353591	0	0	0	2.20994475138122	1.65745856353591	0	0.552486187845304	0	0.552486187845304	0	0.552486187845304	0	1.65745856353591	0.552486187845304	0	0	1.10497237569061	0	1.10497237569061	0	1.10497237569061	1.10497237569061	0	0	0	0	0	1.65745856353591	11.0497237569061	0	1.65745856353591	0	0	0.552486187845304	0	5.52486187845304	0	0	0	0.552486187845304	0	0	1.10497237569061	3.31491712707182	0	1.10497237569061	0	1.10497237569061
16096	24852	"Marais de Méron"	47.38056	-1.12333	90	"AWI"	90	666	1283	988	1.01522842639594	3.04568527918782	1.01522842639594	25.8883248730964	0	1.01522842639594	0	0	2.03045685279188	0	0	0	0.50761421319797	0	0	0	0	0	0	0	5.58375634517767	0	12.6903553299492	1.52284263959391	0	0	0	1.52284263959391	2.03045685279188	0	0	0	0	0	0	0	1.52284263959391	1.01522842639594	0	0	1.01522842639594	0	0	0	1.01522842639594	1.01522842639594	0	0	0	0	0	0.50761421319797	7.10659898477157	1.01522842639594	2.53807106598985	1.01522842639594	2.03045685279188	0	4.06091370558376	8.12182741116751	0	0	0	1.01522842639594	0	1.01522842639594	0	5.58375634517767	0.50761421319797	1.01522842639594	0	1.01522842639594
16096	24852	"Marais de Méron"	47.38056	-1.12333	94	"AWI"	94	733	1313	1033	0.862068965517241	5.17241379310345	0.862068965517241	13.7931034482759	0.862068965517241	0.862068965517241	0	6.03448275862069	2.1551724137931	0	2.1551724137931	0	0	0.862068965517241	0	1.29310344827586	0	0	0	0	10.7758620689655	0	3.87931034482759	2.58620689655172	0	0	0	2.1551724137931	0.431034482758621	0	0.431034482758621	0	0.862068965517241	0	1.29310344827586	0	1.29310344827586	0.862068965517241	0	0	0.862068965517241	0	0.431034482758621	0	1.72413793103448	0.862068965517241	0	0	0	0	0	0.862068965517241	14.2241379310345	0.862068965517241	4.31034482758621	0.431034482758621	2.1551724137931	0.862068965517241	3.44827586206897	1.29310344827586	0	0	0	0.862068965517241	0	0.862068965517241	0.431034482758621	3.44827586206897	0.431034482758621	0.862068965517241	0.431034482758621	0.862068965517241
16096	24852	"Marais de Méron"	47.38056	-1.12333	98	"AWI"	98	783	1350	1080	1.05263157894737	3.15789473684211	3.15789473684211	5.26315789473684	0.526315789473684	2.10526315789474	0	0	1.05263157894737	0	2.10526315789474	0	0	0	0	1.05263157894737	0	0	0	0	6.8421052631579	0	28.4210526315789	1.57894736842105	0	0	0	1.57894736842105	1.05263157894737	0	0	0	0	0	0	0.526315789473684	4.73684210526316	1.57894736842105	0	0	1.57894736842105	0	1.05263157894737	0	1.05263157894737	1.05263157894737	0	0	0	0	0	1.05263157894737	9.47368421052632	0.526315789473684	6.8421052631579	0.526315789473684	0	0	5.78947368421053	1.05263157894737	0	0	0	0.526315789473684	0	0.526315789473684	0.526315789473684	1.05263157894737	1.05263157894737	0	0	0.526315789473684
16096	24852	"Marais de Méron"	47.38056	-1.12333	104	"AWI"	104	883	1398	1146	0	8.80503144654088	2.51572327044025	12.5786163522013	0	1.25786163522013	0	0	1.25786163522013	0	1.25786163522013	0	0	0.628930817610063	0	1.25786163522013	0	0	0	0	10.062893081761	0	8.17610062893082	3.77358490566038	0	0	0	3.14465408805031	0	0	0	0	0	0	0	0	10.062893081761	0.628930817610063	0	0	0.628930817610063	0	0.628930817610063	0	1.25786163522013	0.628930817610063	0	0	0	0	0	1.25786163522013	10.6918238993711	0	13.8364779874214	0.628930817610063	0	0.628930817610063	0	0	0	0	0	1.25786163522013	0	0	0.628930817610063	1.88679245283019	0	0	0	0.628930817610063
