"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Oleaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Tilia"	"Ulmus"
15890	24456	"Baïssescure"	43.55	2.8	0	"AWI"	0	-133	31	-51	0	0	6.47482014388489	2.87769784172662	1.43884892086331	2.87769784172662	0	6.47482014388489	3.59712230215827	0	0	0	3.59712230215827	0.719424460431655	0	10.7913669064748	0	0	6.47482014388489	0	0	1.43884892086331	0	0	0	0	10.7913669064748	14.3884892086331	0	1.43884892086331	21.5827338129496	0	0	3.59712230215827	0	0.719424460431655	0	0.719424460431655
15890	24456	"Baïssescure"	43.55	2.8	5	"AWI"	5	-49	656	150	0	0	6.15384615384615	2.30769230769231	2.30769230769231	2.30769230769231	0	3.84615384615385	0	0.769230769230769	0	0	15.3846153846154	3.07692307692308	1.53846153846154	12.3076923076923	0	0.769230769230769	6.15384615384615	0.769230769230769	2.30769230769231	0	0	1.53846153846154	0	0	1.53846153846154	12.3076923076923	0	0	23.0769230769231	0	0.769230769230769	0	0	0.769230769230769	0	0
15890	24456	"Baïssescure"	43.55	2.8	10	"AWI"	10	58	1026	392	0	0	0.909090909090909	1.36363636363636	0.454545454545455	0.454545454545455	0	3.18181818181818	0.454545454545455	0	0	0.909090909090909	2.27272727272727	0.909090909090909	0	4.09090909090909	55.4545454545455	0	4.09090909090909	0	0	0	0	0	0	0.454545454545455	3.63636363636364	3.18181818181818	0	0	13.6363636363636	0	0	4.54545454545455	0	0	0	0
15890	24456	"Baïssescure"	43.55	2.8	15	"AWI"	15	185	1338	626	0	0	2.17391304347826	1.08695652173913	0	5.43478260869565	0	6.52173913043478	1.08695652173913	2.17391304347826	0	2.17391304347826	6.52173913043478	2.17391304347826	0	8.69565217391304	0	0	13.0434782608696	0	0	0	0	0	0	1.08695652173913	8.69565217391304	8.69565217391304	0	0	23.9130434782609	0	0	6.52173913043478	0	0	0	0
15890	24456	"Baïssescure"	43.55	2.8	20	"AWI"	20	333	1628	857	0	0	10.3092783505155	0.515463917525773	0	2.57731958762887	0	6.18556701030928	0	1.03092783505155	0	0.515463917525773	1.03092783505155	7.7319587628866	0	4.63917525773196	0	0	27.319587628866	0	0	0	0	0	1.54639175257732	1.54639175257732	4.63917525773196	1.03092783505155	0	0	15.979381443299	0	1.03092783505155	11.8556701030928	0	0	0	0.515463917525773
15890	24456	"Baïssescure"	43.55	2.8	25	"AWI"	25	502	1924	1098	0	0	6.89655172413793	16.0919540229885	1.14942528735632	4.59770114942529	0	4.59770114942529	0	0	0	0	0	4.59770114942529	0	10.3448275862069	0	0	22.9885057471264	0	0	0	0	0	0	3.44827586206897	5.74712643678161	1.14942528735632	0	0	11.4942528735632	0	0	5.74712643678161	0	0	0	1.14942528735632
15890	24456	"Baïssescure"	43.55	2.8	30	"AWI"	30	671	2202	1335	0	0	3.73831775700935	2.80373831775701	1.86915887850467	1.86915887850467	0	3.73831775700935	1.86915887850467	0	0	0	0	2.80373831775701	0	15.8878504672897	0	0	5.60747663551402	0	0	0	0	0	1.86915887850467	0	2.80373831775701	9.34579439252336	0	0	28.0373831775701	0	0.934579439252336	15.8878504672897	0	0.934579439252336	0	0
15890	24456	"Baïssescure"	43.55	2.8	35	"AWI"	35	869	2438	1578	0	0	3.09278350515464	0	1.03092783505155	2.06185567010309	0	9.27835051546392	0	0	0	0	3.09278350515464	9.27835051546392	0	11.340206185567	0	0	18.5567010309278	0	0	2.06185567010309	0	0	0	1.03092783505155	2.06185567010309	5.15463917525773	0	0	22.680412371134	0	0	8.24742268041237	0	1.03092783505155	0	0
15890	24456	"Baïssescure"	43.55	2.8	40	"AWI"	40	1082	2679	1812	0.793650793650794	0	4.76190476190476	0	0	0.793650793650794	0	12.6984126984127	0	0.793650793650794	0	0	0.793650793650794	3.96825396825397	0	7.93650793650794	0	0	16.6666666666667	0	0	0	0	0	0	0.793650793650794	0	3.96825396825397	0	0	11.9047619047619	0	0	33.3333333333333	0	0.793650793650794	0	0
15890	24456	"Baïssescure"	43.55	2.8	45	"AWI"	45	1281	2922	2042	0	0	5.12820512820513	1.70940170940171	0.854700854700855	0.854700854700855	0	22.2222222222222	0	0	0	0	0	2.56410256410256	0	17.0940170940171	0	0	18.8034188034188	0	0	0	0	0	0	0.854700854700855	0.854700854700855	4.27350427350427	0	0	16.2393162393162	0	0.854700854700855	5.12820512820513	0	1.70940170940171	0	0.854700854700855
15890	24456	"Baïssescure"	43.55	2.8	50	"AWI"	50	1504	3161	2278	9.09090909090909	0	4.32900432900433	0.432900432900433	1.2987012987013	1.73160173160173	0	25.974025974026	0	0.432900432900433	0	0	0.432900432900433	3.46320346320346	0	18.6147186147186	0	0	13.4199134199134	0	0	0	0	0	0	0.432900432900433	5.19480519480519	1.73160173160173	0	0	9.95670995670996	0	0	1.73160173160173	0	0.865800865800866	0.432900432900433	0.432900432900433
15890	24456	"Baïssescure"	43.55	2.8	55	"AWI"	55	1729	3374	2517	7.14285714285714	0	2.1978021978022	0	2.1978021978022	1.0989010989011	0	25.2747252747253	0	0	0	0	1.64835164835165	7.69230769230769	0	0	0	0	28.5714285714286	0	0	0.549450549450549	0	0	0	1.64835164835165	2.1978021978022	1.64835164835165	0	0	9.89010989010989	0	0	3.84615384615385	0	4.3956043956044	0	0
15890	24456	"Baïssescure"	43.55	2.8	60	"AWI"	60	1952	3587	2753	4.86486486486486	0	4.32432432432432	0	0.540540540540541	1.08108108108108	0	23.2432432432432	0	0	0	0	1.08108108108108	5.40540540540541	0	15.6756756756757	0	0	17.2972972972973	0	0	0	0	0	0	1.08108108108108	2.7027027027027	1.62162162162162	0	0	12.4324324324324	0	0	4.32432432432432	0	4.32432432432432	0	0
