"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Lamiaceae"	"Lentibulariaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Verbenaceae"
3247	4215	"Locmariaquer"	47.55444	-2.93222	110	"AWI"	110	6904	7421	7125	0	2	13	2	2	1	0	0	3	0	0	0	0	0	2	8	62	0	0	0	0	0	0	1	0	0	8	0	0	0	0	3	0	3	38	0	0	176	0	0	0	1	0	7	3	0	0	0	3	2	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	113	"AWI"	113	6958	7470	7168	0	4	8	8	3	0	0	0	2	0	0	0	0	0	0	5	94	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	35	0	0	163	0	1	0	3	0	2	1	0	0	0	1	1	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	115	"AWI"	115	6999	7507	7198	0	2	9	2	3	2	0	0	2	1	2	0	0	0	0	5	113	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	0	0	0	0	156	0	1	0	2	0	0	0	1	0	0	5	4	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	117	"AWI"	117	7025	7544	7228	1	6	9	4	2	3	1	10	3	0	0	0	0	0	0	18	103	0	0	0	0	1	0	0	0	0	0	0	2	1	0	6	0	0	0	0	0	132	0	0	0	1	0	1	0	0	0	0	4	0	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	119	"AWI"	119	7049	7591	7260	0	8	6	1	7	0	0	0	2	0	0	0	0	0	0	24	40	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	2	0	0	0	198	0	1	0	1	0	0	0	0	0	0	4	2	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	122	"AWI"	122	7129	7704	7351	2	6	6	0	2	0	0	5	3	0	0	0	0	0	0	32	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	178	0	1	0	0	0	1	0	1	0	0	3	0	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	127	"AWI"	127	7278	8165	7648	0	7	5	1	4	3	0	0	1	0	0	0	0	0	0	30	35	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	201	0	3	0	0	0	1	0	0	0	0	2	1	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	131	"AWI"	131	7339	8672	7875	0	7	4	0	4	0	0	0	6	1	0	0	0	0	0	59	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	187	0	0	0	1	0	1	0	0	0	0	5	2	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	135	"AWI"	135	7601	8861	8134	1	14	5	1	2	0	0	11	11	3	0	0	0	0	0	59	24	2	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	128	0	2	0	1	0	1	1	1	0	0	4	3	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	140	"AWI"	140	7763	9333	8442	0	6	11	2	1	0	1	0	5	0	0	0	0	0	0	49	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	10	0	0	0	2	0	48	0	3	0	0	0	0	1	0	0	0	0	0	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	145	"AWI"	145	7957	9769	8727	0	10	1	1	0	0	0	0	17	0	0	0	0	0	0	134	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	149	0	0	60	0	8	0	2	0	0	0	0	0	0	0	1	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	150	"AWI"	150	8085	10419	8993	0	3	2	2	0	0	0	0	1	0	0	0	0	0	0	53	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	5	1	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	155	"AWI"	155	8293	10855	9284	0	3	9	2	2	1	0	0	6	0	0	0	0	0	0	47	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	3	0
3247	4215	"Locmariaquer"	47.55444	-2.93222	160	"AWI"	160	8450	11380	9567	0	10	4	2	3	2	0	0	6	1	0	0	0	0	0	63	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	187	0	8	0	0	0	0	0	0	0	0	5	2	0
