"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
3245	4213	"Lobsigensee"	47.03194	7.29917	183	"AWI"	183	1087	1608	1355	10	1	146	1	0	1	0	2	0	0	0	0	3	1	0	18	0	0	0	0	0	0	129	0	0	0	0	88	0	0	0	0	0	2	0	0	0	0	0	0	13	0	22	0	0	76	0	1	242	0	0	0	6	0	0	0	0	0	0	1	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	193	"AWI"	193	1179	1672	1434	14	2	91	3	0	4	0	5	0	0	0	0	1	0	0	0	0	0	5	0	0	112	84	0	0	0	0	61	0	2	0	0	16	2	0	0	0	0	0	0	8	0	20	11	0	130	0	0	162	0	0	0	10	8	0	0	0	0	0	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	203	"AWI"	203	1272	1740	1513	9	0	120	2	0	3	0	5	0	0	160	0	0	0	0	35	0	0	1	0	0	157	0	1	0	0	0	54	0	3	0	0	0	6	0	0	0	0	0	0	18	0	24	45	0	89	0	0	183	0	0	1	0	5	0	0	0	0	1	4	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	213	"AWI"	213	1383	1796	1590	7	0	118	2	0	7	0	6	0	0	135	0	0	0	0	107	0	0	2	0	0	121	101	0	0	0	0	57	0	0	0	0	0	1	1	0	0	0	0	0	6	0	9	16	0	118	0	0	181	0	0	0	0	13	0	0	0	1	0	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	218	"AWI"	218	1440	1826	1629	15	0	97	2	0	7	0	9	0	0	98	0	0	0	0	321	0	0	0	0	0	131	84	0	0	0	0	30	0	1	0	0	7	2	1	0	0	0	0	0	5	0	0	8	0	121	0	0	90	0	0	0	0	6	0	0	0	0	0	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	223	"AWI"	223	1502	1860	1674	14	0	48	2	0	3	0	7	0	0	38	0	0	0	0	613	0	0	0	0	0	76	64	0	0	0	0	25	0	0	0	0	13	2	0	0	0	0	0	0	4	0	0	4	0	0	0	0	47	0	0	0	6	0	0	0	0	0	1	1	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	243	"AWI"	243	1729	2042	1889	15	0	28	1	0	0	0	10	0	0	24	0	0	0	0	605	0	0	0	0	0	49	42	0	0	0	0	60	0	9	0	0	0	0	1	0	0	0	0	0	13	0	12	13	0	77	0	0	63	0	0	1	5	5	0	0	0	1	0	1	0	1
3245	4213	"Lobsigensee"	47.03194	7.29917	253	"AWI"	253	1806	2136	1976	26	0	234	3	0	3	0	7	0	0	43	0	0	0	0	179	0	0	0	0	0	116	46	0	0	0	0	132	0	6	0	0	6	0	0	0	0	0	0	0	0	0	26	11	0	0	0	0	88	0	0	0	4	2	0	0	0	1	0	9	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	263	"AWI"	263	1880	2222	2052	10	0	396	1	0	2	0	8	0	0	72	0	0	0	0	30	0	0	0	0	0	124	28	0	0	0	0	109	0	7	0	0	5	0	0	0	1	0	0	0	0	0	17	10	0	54	0	0	76	0	0	1	0	4	0	0	0	0	0	4	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	273	"AWI"	273	1960	2298	2124	6	1	498	2	0	0	0	3	0	0	155	0	0	0	0	11	0	0	0	0	0	118	15	0	0	0	0	119	0	0	0	0	2	1	1	0	0	0	0	0	0	0	12	4	0	51	0	0	36	0	0	0	9	7	0	0	0	0	0	6	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	283	"AWI"	283	2049	2371	2204	27	0	366	6	0	3	0	5	0	0	25	0	0	1	0	15	0	0	0	0	0	105	49	0	0	0	0	0	0	9	0	0	5	0	0	0	0	1	0	0	0	0	21	5	0	127	0	0	53	0	0	0	9	3	0	0	0	0	0	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	293	"AWI"	293	2144	2450	2300	20	2	393	1	0	0	1	0	0	0	44	0	1	0	0	0	0	0	0	0	0	90	13	0	0	0	0	378	0	32	0	0	2	0	0	0	0	0	0	0	22	0	10	0	0	0	0	0	85	0	0	1	0	0	0	0	1	0	0	16	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	303	"AWI"	303	2204	2547	2365	22	1	382	0	0	0	0	1	0	0	98	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	276	0	14	0	0	1	0	0	0	0	0	0	0	14	0	20	16	0	0	0	0	107	0	0	0	1	0	0	0	0	0	0	16	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	313	"AWI"	313	2258	2649	2440	10	1	411	0	0	0	0	2	0	0	240	0	1	0	0	2	0	0	0	0	0	161	19	0	0	0	0	132	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	11	0	34	0	0	107	0	0	0	0	5	0	0	1	0	0	0	0	1
3245	4213	"Lobsigensee"	47.03194	7.29917	323	"AWI"	323	2324	2743	2520	35	1	138	3	0	1	1	1	0	0	0	0	1	1	0	3	0	0	0	0	0	90	95	0	0	0	0	148	0	2	0	0	6	1	0	0	0	0	0	0	4	0	24	0	0	0	0	0	279	0	0	2	30	3	0	0	0	0	0	3	1	0
3245	4213	"Lobsigensee"	47.03194	7.29917	333	"AWI"	333	2400	2840	2595	19	2	107	0	0	2	1	4	0	0	54	0	0	0	0	1	0	0	0	1	0	82	80	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	30	13	0	169	0	0	290	0	0	1	42	1	0	0	0	0	0	0	0	1
3245	4213	"Lobsigensee"	47.03194	7.29917	343	"AWI"	343	2485	2917	2672	11	0	112	0	0	5	0	8	0	0	38	0	0	1	0	4	0	0	1	2	0	89	107	1	0	0	0	67	1	5	0	0	0	0	0	0	0	0	0	0	4	0	23	19	0	205	0	0	250	0	0	2	26	6	0	0	0	0	1	4	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	353	"AWI"	353	2572	2995	2747	24	0	128	4	0	3	0	5	0	0	61	0	0	0	0	0	0	0	0	0	0	104	67	1	0	0	0	137	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	15	0	95	0	0	328	0	0	0	16	3	0	0	0	0	0	2	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	363	"AWI"	363	2685	3084	2819	25	0	201	2	0	2	0	5	0	0	93	0	0	0	0	0	0	0	1	0	0	0	69	1	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	11	0	21	12	0	146	0	0	244	0	0	1	11	0	0	0	0	0	1	3	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	364	"AWI"	364	2701	3093	2826	16	0	99	7	0	4	0	7	0	0	90	0	0	0	0	2	0	0	0	0	0	63	124	0	0	0	0	51	0	2	0	0	0	0	0	0	0	0	0	0	1	0	18	10	0	0	0	0	0	0	0	3	14	9	0	0	0	1	0	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	366	"AWI"	366	2731	3110	2839	19	0	245	0	0	1	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	134	32	0	0	0	0	166	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	252	0	0	1	2	1	0	0	0	0	0	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	373	"AWI"	373	2800	3188	2936	25	0	259	0	0	4	0	4	0	0	180	0	0	0	0	0	0	0	0	0	0	155	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	21	10	0	85	0	0	0	0	0	0	4	3	0	0	0	1	0	8	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	383	"AWI"	383	2914	3366	3119	33	0	269	0	0	0	0	3	0	0	212	0	0	0	0	1	0	0	0	0	0	157	32	0	0	0	0	173	0	10	0	0	0	0	1	0	0	0	0	0	1	0	20	18	0	0	0	0	142	0	0	1	4	6	0	0	0	0	0	8	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	393	"AWI"	393	3094	3500	3302	30	0	336	0	0	2	0	1	0	0	193	0	0	0	0	0	0	0	0	0	0	186	13	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	5	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	403	"AWI"	403	3324	3655	3479	30	0	295	0	0	0	0	5	0	0	157	0	0	0	0	0	0	0	0	0	0	129	13	0	0	0	0	385	0	26	0	0	0	0	0	0	0	0	0	0	3	0	16	10	0	0	0	0	78	0	0	0	0	2	0	0	0	0	2	11	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	413	"AWI"	413	3448	4033	3677	14	0	436	0	0	1	0	5	0	0	263	0	0	0	0	0	0	0	0	0	0	273	13	0	0	0	0	267	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	112	0	0	0	1	0	0	0	0	0	0	4	0	1
3245	4213	"Lobsigensee"	47.03194	7.29917	423	"AWI"	423	3583	4283	3888	24	0	399	0	0	0	0	5	0	0	189	0	0	0	0	2	0	0	0	0	0	154	13	0	0	0	0	129	0	10	0	0	0	0	2	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	1
3245	4213	"Lobsigensee"	47.03194	7.29917	433	"AWI"	433	3749	4494	4106	25	0	510	1	0	0	0	5	0	0	128	0	1	0	0	0	0	0	0	1	0	181	14	0	0	0	0	0	0	26	0	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	114	0	0	0	1	0	0	0	0	0	0	7	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	443	"AWI"	443	3946	4646	4317	22	0	510	1	0	0	1	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	162	0	16	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	94	0	0	0	0	0	0	0	0	0	1	8	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	453	"AWI"	453	4223	4758	4517	47	3	547	0	0	0	0	1	0	0	233	0	0	1	0	0	0	0	0	0	0	267	34	0	0	0	0	459	0	73	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	158	0	0	0	0	0	0	0	0	0	2	16	0	1
3245	4213	"Lobsigensee"	47.03194	7.29917	463	"AWI"	463	4497	4898	4728	33	1	423	0	0	0	0	1	0	0	66	0	0	0	0	0	0	0	0	0	0	134	7	0	0	0	0	363	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	118	0	0	0	0	2	0	0	0	0	6	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	473	"AWI"	473	4671	5321	4964	31	4	397	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	175	6	0	0	0	0	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	10	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	483	"AWI"	483	4864	5586	5239	22	0	457	0	0	1	0	2	0	0	266	0	1	0	0	1	0	0	0	0	0	256	9	0	0	0	0	143	2	0	0	0	0	0	1	0	0	0	0	0	0	0	8	6	0	0	0	0	91	0	0	0	1	3	0	0	0	0	0	8	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	493	"AWI"	493	5160	5766	5494	16	2	381	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	188	2	0	0	0	0	220	0	62	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	93	0	0	0	0	4	0	0	0	0	5	2	0	1
3245	4213	"Lobsigensee"	47.03194	7.29917	503	"AWI"	503	5513	5903	5709	23	0	508	0	0	4	0	2	0	0	161	0	0	0	0	0	0	0	0	0	0	165	6	0	0	0	0	96	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	508	"AWI"	508	5582	6028	5809	30	3	489	0	1	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	223	6	0	0	0	0	130	0	30	0	0	0	1	0	0	0	1	0	0	1	0	2	3	0	0	0	0	106	0	0	0	0	2	0	0	0	1	7	0	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	513	"AWI"	513	5697	6126	5902	17	13	350	0	4	98	0	10	0	0	66	0	0	0	0	0	0	0	0	1	2	246	1	0	0	0	0	0	3	1	38	4	0	0	6	0	0	0	0	0	2	2	5	4	0	0	0	0	38	0	0	0	0	0	0	0	0	2	23	3	4	0
3245	4213	"Lobsigensee"	47.03194	7.29917	515	"AWI"	515	5740	6145	5941	0	8	308	0	5	31	0	3	0	0	140	0	5	0	3	0	0	0	0	0	0	271	12	0	0	0	0	115	0	5	22	1	0	0	3	0	0	1	0	0	0	0	4	3	0	0	0	0	59	0	0	0	0	17	0	1	0	0	6	5	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	517	"AWI"	517	5764	6172	5978	26	1	326	0	0	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	334	8	0	0	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	4	8	0	0	0	0	58	0	0	0	1	0	0	0	0	0	8	4	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	520	"AWI"	520	5799	6235	6033	57	2	678	0	1	7	0	5	0	0	122	0	1	0	0	0	0	0	0	1	0	427	7	0	0	0	0	175	1	15	0	0	0	0	2	0	0	0	0	0	0	0	2	16	0	0	0	0	88	0	0	0	0	0	0	0	0	1	12	14	0	1
3245	4213	"Lobsigensee"	47.03194	7.29917	523	"AWI"	523	5924	6261	6102	32	2	486	0	0	0	1	0	0	0	135	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	87	0	0	0	0	0	0	0	0	0	13	11	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	533	"AWI"	533	6091	6594	6318	11	2	414	0	0	0	0	6	0	0	137	0	1	0	0	0	0	0	0	0	0	317	4	0	0	0	0	63	1	29	0	0	0	0	1	0	0	0	0	0	0	0	4	12	0	0	0	0	72	0	0	0	0	1	0	0	0	0	0	34	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	536	"AWI"	536	6120	6691	6387	16	0	396	0	0	1	0	1	0	0	62	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	140	0	16	0	0	0	1	0	0	0	0	0	0	0	0	5	8	0	0	0	0	60	0	0	0	0	0	0	0	0	0	14	29	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	543	"AWI"	543	6235	6912	6541	17	3	404	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	301	6	0	0	0	0	95	0	17	0	0	0	0	1	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	9	28	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	553	"AWI"	553	6432	7106	6774	18	1	417	0	0	1	1	0	0	0	147	0	0	0	0	1	0	0	0	0	0	255	2	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	65	0	0	0	0	0	0	0	0	0	6	28	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	561	"AWI"	561	6602	7245	6960	8	1	394	0	0	3	2	1	0	0	34	0	0	0	0	0	0	0	0	0	0	261	4	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	71	0	0	0	0	3	0	0	0	0	6	54	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	573	"AWI"	573	6995	7427	7230	23	1	264	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	273	0	42	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	90	0	0	1	0	0	1	0	0	0	29	81	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	583	"AWI"	583	7127	7873	7429	13	3	392	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	193	7	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	2	29	141	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	593	"AWI"	593	7275	8241	7640	10	5	286	0	0	0	7	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	34	0	43	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	2	118	0	0	0	0	1	1	0	0	0	0	197	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	603	"AWI"	603	7420	8532	7867	23	5	240	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	17	0	46	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	151	0	0	0	0	1	0	0	0	0	54	167	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	613	"AWI"	613	7580	8783	8086	16	5	209	0	0	1	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	10	1	0	0	0	2	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	181	0	0	0	0	0	0	0	0	0	31	31	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	623	"AWI"	623	7744	9053	8308	17	4	151	0	0	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	355	11	0	0	0	0	3	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	142	0	0	1	2	0	0	0	0	0	55	206	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	629	"AWI"	629	7836	9212	8441	8	3	98	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	392	7	0	0	0	0	0	0	70	0	0	0	0	1	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	181	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	634	"AWI"	634	7937	9321	8553	4	4	83	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	505	4	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0	171	0	0	1	0	5	0	0	0	0	0	202	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	639	"AWI"	639	8008	9421	8675	6	3	95	0	0	0	0	3	0	0	32	0	0	0	0	0	0	0	0	0	0	346	22	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	158	0	0	0	0	3	1	0	0	0	0	215	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	643	"AWI"	643	8095	9485	8770	2	2	63	0	0	4	6	0	0	0	35	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	2	0	72	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	176	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	653	"AWI"	653	8313	9729	8992	5	2	59	0	0	3	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	229	22	0	0	0	0	0	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	178	0	0	0	0	2	0	0	0	0	78	252	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	663	"AWI"	663	8528	9951	9229	5	3	37	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	348	13	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	1	36	0	0	0	0	172	0	0	0	0	0	2	0	0	2	81	215	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	673	"AWI"	673	8747	10159	9460	0	3	16	0	0	0	7	1	0	0	35	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	55	0	0	0	0	127	0	0	0	0	3	0	0	0	0	39	201	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	683	"AWI"	683	8965	10344	9689	1	2	26	0	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	403	17	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	3	44	0	0	0	0	119	0	0	0	0	8	3	0	0	0	49	225	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	693	"AWI"	693	9213	10523	9918	0	2	18	0	1	1	8	2	0	0	74	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	101	0	0	0	2	1	0	0	0	0	60	149	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	703	"AWI"	703	9462	10696	10140	0	1	14	0	0	1	6	2	0	0	28	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	2	0	0	0	1	36	174	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	708	"AWI"	708	9579	10771	10253	0	0	11	0	0	0	8	1	0	0	57	0	0	0	0	0	0	0	0	0	0	642	17	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	89	0	0	0	0	1	0	0	0	0	24	145	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	713	"AWI"	713	9745	10853	10357	0	0	13	0	0	1	8	1	0	0	39	0	0	0	0	5	0	0	0	0	0	622	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	2	2	0	0	0	0	27	168	0	0
3245	4213	"Lobsigensee"	47.03194	7.29917	723	"AWI"	723	10115	10999	10573	0	2	18	0	0	0	12	2	0	0	53	0	0	0	0	3	0	0	0	0	0	634	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	88	0	0	0	0	0	1	0	0	0	25	146	0	0
