"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Juniperus"	"Lamiaceae"	"Olea"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus.evg.type"	"Rosaceae"	"Ulmus"
14466	22646	"Hoya del Castillo"	41.25	-0.5	152	"AWI"	152	5360	6029	5730	0	29.7619047619048	4.76190476190476	0	0	0	0	0	1.19047619047619	0	0	0	1.19047619047619	0	0	0	63.0952380952381	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	160	"AWI"	160	5533	6125	5858	0.469483568075117	17.3708920187793	2.8169014084507	0	0	0	0	0	0	0	0	0	1.40845070422535	0	0.938967136150235	0	76.5258215962441	0	0	0	0.469483568075117	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	168	"AWI"	168	5724	6213	5988	0	23.574144486692	3.04182509505703	0	0	0	0	0.760456273764259	1.14068441064639	0	1.52091254752852	0	0.380228136882129	0	0.760456273764259	0	68.8212927756654	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	176	"AWI"	176	5930	6304	6120	0	9.81308411214953	3.27102803738318	0	0	0.467289719626168	0	0	4.20560747663551	0	2.80373831775701	0	2.80373831775701	0	0.934579439252336	0	75.7009345794392	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	184	"AWI"	184	6031	6531	6265	0.512820512820513	0.512820512820513	2.05128205128205	0	0	0	0	0	1.02564102564103	0	0	0	4.61538461538462	0	0	0	91.2820512820513	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	192	"AWI"	192	6136	6738	6413	0	1.81818181818182	0	0	0	0	0	0	0	0	0	0	0.909090909090909	0	0	0	90.4545454545455	0	0	6.81818181818182	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	208	"AWI"	208	6392	7079	6721	0	9.83606557377049	3.27868852459016	0	0	0	0	0	1.63934426229508	0	0	0	0	0	0	0.819672131147541	84.4262295081967	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	216	"AWI"	216	6531	7234	6876	0	4.56852791878173	1.01522842639594	0	0	0	0	0	0	0	0	0	0	0	0	0	94.4162436548223	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	224	"AWI"	224	6672	7390	7028	0.469483568075117	1.87793427230047	0.469483568075117	0	0	0	0	0	0.469483568075117	0	0	0	0	0	0	0.469483568075117	96.2441314553991	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	232	"AWI"	232	6819	7529	7178	0	1.74672489082969	1.31004366812227	0	0	0	0	0	0.436681222707424	0	2.62008733624454	0	0.436681222707424	0	0	0.436681222707424	93.0131004366812	0	0	0	0	0
