"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Juniperus"	"Lamiaceae"	"Olea"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus.evg.type"	"Rosaceae"	"Ulmus"
14466	22646	"Hoya del Castillo"	41.25	-0.5	240	"AWI"	240	6980	7653	7331	0	0	3.125	0	0	0	0	0	1.33928571428571	0	0	0	0.892857142857143	0	0	1.33928571428571	93.3035714285714	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	248	"AWI"	248	7130	7793	7484	0	0.384615384615385	2.69230769230769	0	0.769230769230769	0	0	0	3.46153846153846	0	0	0	1.53846153846154	0	0	0.384615384615385	80.7692307692308	0	10	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	264	"AWI"	264	7494	8034	7795	0	2.5	0.833333333333333	0	0	0	0	0	0.833333333333333	0	2.5	0	7.08333333333333	0	0	0.833333333333333	74.1666666666667	0	0	11.25	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	272	"AWI"	272	7686	8157	7948	0	1.58730158730159	0.793650793650794	0	0	0	0	0	1.19047619047619	0.793650793650794	0	0	1.98412698412698	0	0.396825396825397	1.19047619047619	84.1269841269841	0	7.93650793650794	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	280	"AWI"	280	7895	8281	8081	0	8.13559322033898	2.3728813559322	0	0.338983050847458	0.338983050847458	0	0	2.3728813559322	1.69491525423729	1.01694915254237	0.338983050847458	4.74576271186441	0	0.338983050847458	1.35593220338983	46.7796610169492	0	8.47457627118644	21.6949152542373	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	288	"AWI"	288	8004	8432	8201	0	5.78231292517007	2.72108843537415	0	0.680272108843537	0.680272108843537	0.340136054421769	0	2.38095238095238	0.680272108843537	0	0	2.38095238095238	0	0	1.36054421768707	51.7006802721088	0	10.5442176870748	20.7482993197279	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	304	"AWI"	304	8194	8715	8431	0	14.018691588785	4.3613707165109	0	0	0.311526479750779	0	0	2.80373831775701	0	0	0	2.18068535825545	0.311526479750779	0.623052959501558	0.934579439252336	41.4330218068536	0	11.8380062305296	20.8722741433022	0	0.311526479750779
14466	22646	"Hoya del Castillo"	41.25	-0.5	312	"AWI"	312	8278	8855	8545	0	16.7741935483871	2.90322580645161	0	0	0	0	0	1.61290322580645	1.29032258064516	1.93548387096774	0	1.93548387096774	0	0	0	44.5161290322581	0	9.03225806451613	20	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	320	"AWI"	320	8382	8980	8664	0	11.2121212121212	3.63636363636364	0	0	0	0	0	2.12121212121212	0.909090909090909	1.21212121212121	0	3.33333333333333	0	0	0.606060606060606	43.030303030303	0	13.9393939393939	19.3939393939394	0.303030303030303	0.303030303030303
14466	22646	"Hoya del Castillo"	41.25	-0.5	328	"AWI"	328	8479	9108	8778	0	6.85358255451713	10.9034267912773	1.55763239875389	0	0	0	0	0.934579439252336	0.311526479750779	1.55763239875389	0	2.49221183800623	0	0.623052959501558	0.623052959501558	45.7943925233645	0	10.9034267912773	17.1339563862928	0	0.311526479750779
14466	22646	"Hoya del Castillo"	41.25	-0.5	336	"AWI"	336	8583	9234	8897	0	2.4390243902439	4.18118466898955	0	0	0	0	0	1.04529616724739	0	1.04529616724739	0	3.48432055749129	0	0.348432055749129	0	77.3519163763066	0	0	10.1045296167247	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	344	"AWI"	344	8694	9348	9014	0	8.06451612903226	5.16129032258065	0	0	0	0	0	4.19354838709677	0.32258064516129	3.87096774193548	0	2.90322580645161	0	0	0	64.5161290322581	0	0	10.9677419354839	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	352	"AWI"	352	8801	9469	9132	0	7.11462450592885	1.18577075098814	0	0	0	0	0	1.97628458498024	0	0	0	2.76679841897233	0.395256916996047	0.395256916996047	0	77.0750988142292	0	0	8.69565217391304	0	0.395256916996047
14466	22646	"Hoya del Castillo"	41.25	-0.5	360	"AWI"	360	8912	9585	9247	0	9.09090909090909	2.89256198347107	0	0	0	0	0	2.06611570247934	0	0	0	8.26446280991736	0	0	0	69.0082644628099	0	0	8.26446280991736	0	0.413223140495868
14466	22646	"Hoya del Castillo"	41.25	-0.5	368	"AWI"	368	9018	9691	9366	0	8.53658536585366	0	0	0	0	0	0.40650406504065	1.6260162601626	0.40650406504065	2.4390243902439	0	2.84552845528455	0	0	0	72.7642276422764	0	3.65853658536585	6.91056910569106	0	0.40650406504065
14466	22646	"Hoya del Castillo"	41.25	-0.5	376	"AWI"	376	9132	9800	9482	0	15.8088235294118	3.30882352941176	0	0	0	0	0	1.47058823529412	0.367647058823529	1.47058823529412	0	5.51470588235294	0	0.367647058823529	0	66.9117647058823	0	0	4.41176470588235	0	0.367647058823529
14466	22646	"Hoya del Castillo"	41.25	-0.5	384	"AWI"	384	9254	9904	9602	0	7.43801652892562	3.30578512396694	0	0	0	0	0	2.89256198347107	0	0	0	15.2892561983471	0.826446280991736	0.413223140495868	1.2396694214876	68.5950413223141	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	400	"AWI"	400	9508	10090	9838	0	16.4874551971326	5.73476702508961	0	0	0	0	0	0	0.3584229390681	0	0	19.3548387096774	0	0	0.716845878136201	47.3118279569892	0	0	10.0358422939068	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	408	"AWI"	408	9635	10180	9960	0	12.9032258064516	0	0	0	0	0	0	0	0.403225806451613	2.41935483870968	0	50	0	0	0	31.4516129032258	0	0	2.82258064516129	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	416	"AWI"	416	9748	10340	10086	0	23.3333333333333	17.5	0	0	0.555555555555556	0	0	0	0	1.11111111111111	0	37.2222222222222	0	0	0	18.8888888888889	0	0	1.38888888888889	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	424	"AWI"	424	9854	10538	10206	0.326797385620915	8.49673202614379	9.80392156862745	0	0	0	0	0	0	0	0.980392156862745	0	50.3267973856209	0	0	0	30.0653594771242	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	432	"AWI"	432	9956	10730	10330	0	19.1428571428571	9.42857142857143	0	0.285714285714286	0.571428571428571	0	0	0.285714285714286	0	0.571428571428571	0	48	0	0.285714285714286	0	21.4285714285714	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	440	"AWI"	440	10055	10891	10457	0	25.3768844221106	21.8592964824121	0	0.251256281407035	0	0	0.251256281407035	0	0	6.28140703517588	0	18.5929648241206	0	0.251256281407035	0.50251256281407	26.6331658291457	0	0	0	0	0
14466	22646	"Hoya del Castillo"	41.25	-0.5	448	"AWI"	448	10153	11065	10586	0	19.9421965317919	18.4971098265896	0	0.867052023121387	0.289017341040462	0	0.578034682080925	0	0	6.35838150289017	0	24.5664739884393	0	0.289017341040462	0.867052023121387	27.7456647398844	0	0	0	0	0
