"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Montiaceae"	"Myrica"	"Myrtus"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-36	"AWI"	-36	-152	2	-56	0	1	3	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	1	2	7	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	269	0	0	0	0	0	0	0	32	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-34	"AWI"	-34	-144	4	-52	0	3	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	47	3	0	0	0	0	0	2	0	0	1	0	0	5	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	291	0	0	0	0	0	0	0	29	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-32	"AWI"	-32	-137	8	-48	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	237	0	0	0	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-30	"AWI"	-30	-132	12	-45	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	129	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-28	"AWI"	-28	-128	16	-41	0	3	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	3	0	0	0	0	0	0	2	4	0	0	70	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	2	180	0	0	0	0	0	0	0	10	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-26	"AWI"	-26	-123	20	-38	0	4	2	0	0	0	0	2	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	117	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	65	0	0	0	0	2	0	251	0	0	0	0	0	0	0	33	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-24	"AWI"	-24	-117	25	-33	0	0	1	0	0	0	0	0	0	1	0	17	0	3	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	129	1	0	0	1	0	1	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	47	0	0	0	0	1	0	157	0	0	0	0	0	0	0	32	0	0	0	0	8	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-22	"AWI"	-22	-111	30	-30	0	3	1	0	0	0	0	0	0	0	0	30	0	5	0	0	0	0	1	0	0	1	0	0	0	3	6	0	0	198	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	131	0	0	1	0	0	0	0	26	0	0	0	0	10	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-20	"AWI"	-20	-108	36	-25	0	3	1	0	0	0	0	2	0	1	0	22	0	3	0	0	0	0	1	0	0	0	0	0	0	6	6	0	0	118	0	0	0	0	0	0	4	0	0	1	0	0	5	0	0	0	0	0	0	0	0	35	0	0	0	0	1	0	52	0	0	1	0	0	0	0	28	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-18	"AWI"	-18	-104	44	-21	0	3	1	0	0	0	0	0	0	0	0	11	0	8	0	0	0	0	2	0	0	0	0	0	0	5	5	0	0	141	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	108	1	0	0	0	0	0	0	31	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-16	"AWI"	-16	-101	51	-18	0	5	0	0	0	0	0	4	0	1	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	184	0	0	0	0	0	0	10	0	0	1	0	0	2	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	127	0	0	0	0	0	0	0	50	0	0	0	0	12	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-14	"AWI"	-14	-96	58	-14	0	4	1	0	0	0	0	5	0	1	0	32	0	0	0	0	0	0	1	0	0	0	0	0	1	5	35	0	0	214	0	0	0	0	0	0	6	0	0	1	0	0	4	0	0	0	0	0	0	0	0	31	0	0	0	0	2	0	39	0	0	0	0	0	0	0	39	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-12	"AWI"	-12	-88	62	-9	0	3	0	0	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	172	0	1	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	27	0	0	0	0	0	0	0	28	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-10	"AWI"	-10	-80	73	-3	0	3	0	0	0	0	1	2	0	2	0	20	0	0	0	0	0	0	6	0	0	0	0	0	0	2	14	0	0	236	0	0	0	0	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0	0	3	0	38	1	0	1	0	0	0	0	39	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-8	"AWI"	-8	-73	84	1	1	4	0	0	0	0	1	6	0	0	0	25	0	0	0	0	0	0	2	0	0	1	0	0	0	1	32	0	0	212	0	0	0	0	0	0	3	0	0	1	0	2	2	0	0	0	0	0	0	0	0	34	0	0	0	0	1	0	12	1	0	1	0	0	0	0	40	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
24111	41909	"Charco da Candieira"	40.34167	-7.57639	-6	"AWI"	-6	-67	108	6	0	6	0	0	0	0	0	2	0	0	0	24	0	1	0	0	0	0	2	0	0	0	0	0	0	1	42	0	0	291	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	23	0	0	0	0	2	0	29	0	0	2	0	0	0	0	43	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	1	"AWI"	1	-47	207	22	0	2	2	0	0	0	0	1	0	0	0	15	0	3	0	0	0	0	1	0	0	1	0	0	1	4	3	0	0	62	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	125	0	0	0	0	0	0	0	41	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24111	41909	"Charco da Candieira"	40.34167	-7.57639	2	"AWI"	2	-45	223	24	0	5	1	0	0	0	0	1	0	0	0	21	0	1	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	172	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	65	0	0	0	0	2	0	130	0	0	0	456	0	0	0	27	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24111	41909	"Charco da Candieira"	40.34167	-7.57639	3	"AWI"	3	-43	240	27	0	5	1	0	0	0	0	1	0	0	0	28	0	4	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	205	0	0	0	0	0	0	9	0	0	60	0	0	2	0	0	0	0	0	0	0	1	62	0	0	0	0	1	0	37	0	0	0	0	0	0	0	34	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	4	"AWI"	4	-40	256	29	0	2	1	0	0	0	0	2	0	0	0	11	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	148	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	0	1	0	0	1	0	94	0	0	2	0	0	0	0	26	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	5	"AWI"	5	-38	272	31	0	2	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	1	0	0	0	6	3	0	0	0	0	0	0	0	0	12	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	53	0	0	0	0	3	0	109	0	0	0	0	0	0	0	60	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	6	"AWI"	6	-37	288	34	0	4	3	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	166	0	0	0	0	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	33	0	0	0	0	0	0	0	25	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	7.5	"AWI"	7.5	-17.5	317	51	0	2	0	0	0	0	0	3	0	1	0	64	0	0	0	0	0	0	2	0	0	0	0	0	1	8	3	0	0	284	0	0	0	0	0	0	9	0	0	0	1	0	2	0	0	0	0	0	0	0	0	35	0	0	0	0	1	0	38	0	0	0	0	0	0	0	43	0	0	0	0	10	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	10	"AWI"	10	96	388	150	0	7	0	0	0	0	0	1	0	3	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	2	0	23	0	0	0	0	0	0	0	64	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
24111	41909	"Charco da Candieira"	40.34167	-7.57639	12.5	"AWI"	12.5	206.5	456.5	255	0	3	0	0	0	0	0	4	0	2	0	35	0	0	0	0	0	0	2	0	0	0	0	0	0	7	3	0	0	252	0	0	0	0	0	0	6	0	0	3	1	0	5	0	0	0	0	0	0	0	0	32	0	0	0	0	1	0	11	0	0	0	0	0	0	0	31	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	15	"AWI"	15	310	532	361	0	10	0	0	0	0	0	4	0	0	0	116	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	1	0	21	0	0	1	0	0	0	0	95	0	0	0	0	19	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
24111	41909	"Charco da Candieira"	40.34167	-7.57639	17.5	"AWI"	17.5	405	625.5	466.5	0	6	0	0	0	0	0	6	0	4	0	78	0	0	0	3	0	0	6	0	0	4	0	0	0	5	1	0	0	287	0	0	0	0	0	0	4	0	0	1	1	0	8	0	0	0	0	0	0	0	0	19	0	0	0	0	3	0	3	0	0	0	0	0	0	0	58	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
