"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"
3020	3934	"Björksjödamm"	57.707936	12.342754	770	"AWI"	770	9505	11567	10698	0	0.264200792602378	0	0.726552179656539	0.0660501981505945	60.5019815059445	0	0	0	0	0	0	0.264200792602378	6.0105680317041	0	0	0.660501981505945	0	0.132100396301189	0	6.34081902245707	0	0	0	0.0660501981505945	0	13.6063408190225	0	6.47291941875826	0	0.132100396301189	0	0	0	0.132100396301189	0	0	0.858652575957728	2.70805812417437	0	0	0	0.396301188903567	0.528401585204756	0.132100396301189
3020	3934	"Björksjödamm"	57.707936	12.342754	772	"AWI"	772	9675	11636	10799	0	0.209205020920502	0	0.627615062761506	0	61.2970711297071	0	0.0697350069735007	0	0	0	0	0.0697350069735007	7.32217573221757	0	0	1.04602510460251	0	0.139470013947001	0	6.90376569037657	0	0	0	0	0	10.5299860529986	0	7.32217573221757	0	0	0	0	0	0	0	0	0.836820083682008	2.85913528591353	0	0	0	0.139470013947001	0.627615062761506	0
3020	3934	"Björksjödamm"	57.707936	12.342754	774	"AWI"	774	9803	11713	10907	0	0.380228136882129	0	0.380228136882129	0	63.8149556400507	0	0	0	0	0	0	0.316856780735108	7.03422053231939	0	0	0.380228136882129	0	0	0	5.13307984790875	0	0	0	0	0	9.88593155893536	0	7.22433460076046	0	0	0	0	0.126742712294043	0	0	0	0.760456273764259	3.80228136882129	0	0	0.0633713561470215	0	0.443599493029151	0.253485424588086
3020	3934	"Björksjödamm"	57.707936	12.342754	776	"AWI"	776	9953	11790	11009	0	0.13080444735121	0	0	0	60.2354480052322	0	0	0	0	0	0	0.588620013080445	7.25964682799215	0.13080444735121	0	1.96206671026815	0.065402223675605	0	0	6.67102681491171	0	0	0	0	0	8.82930019620667	0	9.81033355134075	0	0	0	0	0	0	0	0	0.78482668410726	2.74689339437541	0	0	0	0.065402223675605	0.26160889470242	0.457815565729235
3020	3934	"Björksjödamm"	57.707936	12.342754	778	"AWI"	778	10109	11855	11118	0	0.575539568345324	0	0	0	51.7985611510791	0	0	0	0	0	0	0.143884892086331	8.63309352517986	0	0	0.79136690647482	0	0	0	7.33812949640288	0	0	0	0	0	15.9712230215827	0	9.13669064748201	0	0	0	0	0	0	0	0	0.215827338129496	4.96402877697842	0	0	0	0.0719424460431655	0	0.359712230215827
3020	3934	"Björksjödamm"	57.707936	12.342754	780	"AWI"	780	10224	11952	11228	0	0	0	0.389863547758285	0.129954515919428	25.6010396361274	0	0	0	0	0	0	0	8.7719298245614	0.519818063677713	0	5.13320337881741	0.0649772579597141	0.32488628979857	0	5.65302144249513	0.0649772579597141	0	0	0	0.0649772579597141	32.943469785575	0	14.8148148148148	0	0	0	0	0.194931773879142	0	0	0	1.29954515919428	3.11890838206628	0	0	0	0.194931773879142	0	0.714749837556855
3020	3934	"Björksjödamm"	57.707936	12.342754	782	"AWI"	782	10422	12015	11333	0	0.1230012300123	0	0.922509225092251	0	27.5522755227552	0	0	0	0	0	0	0	13.4686346863469	0	0	5.53505535055351	0	0	0	5.47355473554736	0	0.0615006150061501	0	0	0	28.0442804428044	0	15.3136531365314	0	0	0	0	0	0.1230012300123	0	0	1.5990159901599	1.29151291512915	0	0	0	0	0	0.4920049200492
3020	3934	"Björksjödamm"	57.707936	12.342754	784	"AWI"	784	10580	12089	11437	0	0	0	1.15958034235229	0	29.9834345665378	0	0	0	0	0	0	0	12.7553837658752	0	0	7.95140806184429	0	0	0	4.58310325786858	0.0552181115405853	0.0552181115405853	0	0	0	25.4003313086692	0	13.4180011043622	0	0.110436223081171	0	0	0	0	0	0	1.54610712313639	2.98177802319161	0	0	0	0	0	0
3020	3934	"Björksjödamm"	57.707936	12.342754	786	"AWI"	786	10731	12171	11540	0.160599571734475	0.0535331905781585	0	1.76659528907923	0	31.5310492505353	0	0.0535331905781585	0	0	0	0	0	18.4689507494647	0	0	3.4796573875803	0	0.267665952890792	0	4.06852248394004	0	0.0535331905781585	0	0	0.0535331905781585	19.9143468950749	0	15.2569593147752	0	0.0535331905781585	0	0	0	0	0	0.160599571734475	1.87366167023555	2.24839400428266	0	0	0	0.160599571734475	0.0535331905781585	0.321199143468951
3020	3934	"Björksjödamm"	57.707936	12.342754	788	"AWI"	788	10845	12232	11645	0	1.06609808102345	0.213219616204691	2.29211087420043	0	35.1279317697228	0	0	0	0	0.0533049040511727	0	0	16.5778251599147	0	0	2.39872068230277	0	0	0	6.55650319829424	0.0533049040511727	0	0	0	0.0533049040511727	9.59488272921109	0	18.7633262260128	0	0	0	0	0.106609808102345	0	0	0.319829424307036	2.07889125799574	4.47761194029851	0	0	0	0.213219616204691	0	0.0533049040511727
