"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3045	3972	"La Caudelais"	47.25444	-1.80028	80	"AWI"	80	1824	2577	2202	0	0	171	3	10	2	0	0	3	0	2	0	0	0	0	0	0	0	0	5	35	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	42	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	85	"AWI"	85	1941	2743	2343	0	0	163	2	10	2	0	0	2	0	2	0	0	0	0	0	0	0	0	2	64	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	29	0	0	0	0	1	0	2	0	2	1	0	0	0	1	0	0	2
3045	3972	"La Caudelais"	47.25444	-1.80028	90	"AWI"	90	2058	2908	2485	0	0	176	1	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	46	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	1	0	3	0	0	2	0	0	1	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	95	"AWI"	95	2176	3074	2627	0	0	195	2	3	3	1	0	3	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	100	"AWI"	100	2269	3166	2720	0	0	199	2	11	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	12	0	0	23	0	0	0	0	2	0	1	0	1	0	0	2	2	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	105	"AWI"	105	2338	3241	2790	0	0	184	1	3	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	46	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	110	"AWI"	110	2393	3318	2858	1	0	130	2	6	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	96	0	0	0	0	2	5	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	10	0	0	38	0	0	0	0	2	0	3	0	0	3	0	0	1	2	0	0	3
3045	3972	"La Caudelais"	47.25444	-1.80028	115	"AWI"	115	2437	3400	2929	1	0	165	2	6	0	0	0	2	0	1	0	0	0	0	0	0	0	0	5	38	0	0	0	0	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	7	0	0	65	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	2
3045	3972	"La Caudelais"	47.25444	-1.80028	120	"AWI"	120	2479	3491	3000	0	1	198	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	67	0	0	1	0	0	0	2	0	0	0	0	0	2	1	0	0	1
3045	3972	"La Caudelais"	47.25444	-1.80028	125	"AWI"	125	2513	3585	3070	0	0	200	1	3	2	1	0	3	0	0	0	0	0	0	0	0	0	0	2	28	0	0	0	0	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	38	0	0	0	0	0	0	5	0	0	1	1	0	1	2	0	0	6
3045	3972	"La Caudelais"	47.25444	-1.80028	130	"AWI"	130	2546	3684	3139	0	0	195	0	1	2	1	0	2	0	1	0	0	0	0	0	0	0	0	1	17	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	49	0	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	6
3045	3972	"La Caudelais"	47.25444	-1.80028	135	"AWI"	135	2577	3788	3209	0	0	162	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	4	25	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	47	0	0	1	0	0	0	5	0	0	0	2	0	1	1	0	0	4
3045	3972	"La Caudelais"	47.25444	-1.80028	140	"AWI"	140	2600	3892	3278	0	0	157	2	3	0	1	0	1	0	1	0	0	0	0	0	1	0	0	2	53	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	44	0	0	0	0	1	0	9	0	0	0	1	0	2	1	0	0	2
3045	3972	"La Caudelais"	47.25444	-1.80028	145	"AWI"	145	2627	4009	3345	2	0	139	5	1	1	2	0	3	0	1	1	0	0	0	0	0	0	0	9	25	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	77	0	0	0	0	2	0	7	0	0	0	1	0	4	1	0	0	2
3045	3972	"La Caudelais"	47.25444	-1.80028	147	"AWI"	147	2633	4059	3372	2	1	185	2	2	2	1	0	2	0	1	0	0	0	0	0	0	0	0	5	21	0	0	0	1	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	54	0	0	0	0	0	0	10	1	0	0	1	0	3	1	0	0	2
3045	3972	"La Caudelais"	47.25444	-1.80028	149	"AWI"	149	2642	4108	3399	1	0	191	6	2	1	1	0	2	0	0	1	0	0	0	2	0	0	0	6	26	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	57	0	0	0	0	0	0	15	0	0	0	2	0	4	2	0	0	2
3045	3972	"La Caudelais"	47.25444	-1.80028	150	"AWI"	150	2645	4134	3412	0	0	238	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	31	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	152	"AWI"	152	2654	4184	3439	0	0	221	0	2	0	1	0	2	0	2	0	0	0	0	0	0	0	0	2	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	37	0	1	0	0	1	2	0	0	0	2
3045	3972	"La Caudelais"	47.25444	-1.80028	155	"AWI"	155	2664	4252	3480	0	0	160	2	5	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	18	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	38	0	0	0	0	0	0	57	0	0	1	0	0	0	0	0	0	4
3045	3972	"La Caudelais"	47.25444	-1.80028	160	"AWI"	160	2682	4376	3549	0	0	148	2	3	0	0	0	43	0	2	0	0	0	0	1	0	0	0	2	42	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	1	1	1	0	1	1	0	0	2
3045	3972	"La Caudelais"	47.25444	-1.80028	165	"AWI"	165	2699	4502	3617	0	0	95	2	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	4	48	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0	0	0	1	0	50	0	0	0	1	0	2	0	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	170	"AWI"	170	2717	4630	3684	0	0	88	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	80	0	0	0	0	1	0	84	0	0	0	0	0	1	1	0	0	2
3045	3972	"La Caudelais"	47.25444	-1.80028	175	"AWI"	175	2732	4759	3752	0	0	106	0	11	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	53	0	0	0	0	2	0	20	0	0	0	0	0	2	2	0	0	1
3045	3972	"La Caudelais"	47.25444	-1.80028	180	"AWI"	180	2748	4886	3818	0	0	37	1	2	1	0	0	2	0	0	0	0	0	0	1	0	0	0	7	46	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	58	0	0	4	0	2	0	16	0	0	0	0	0	0	0	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	185	"AWI"	185	2768	5014	3890	0	1	110	2	1	1	2	0	3	0	0	0	0	0	0	0	0	0	0	3	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	64	0	0	4	0	2	0	36	0	0	0	0	0	1	2	0	0	3
3045	3972	"La Caudelais"	47.25444	-1.80028	190	"AWI"	190	2789	5143	3956	0	0	64	1	5	2	0	0	5	0	0	0	0	0	0	0	0	0	0	4	62	0	0	0	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	77	0	0	12	0	0	0	26	0	0	0	0	0	1	0	0	0	1
3045	3972	"La Caudelais"	47.25444	-1.80028	195	"AWI"	195	2853	5228	4024	0	0	44	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	129	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	46	0	0	2	0	1	0	11	0	0	1	0	0	2	2	0	1	0
3045	3972	"La Caudelais"	47.25444	-1.80028	200	"AWI"	200	2984	5239	4092	0	0	87	2	12	1	1	0	16	0	1	0	0	0	0	0	0	0	0	5	78	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	37	0	0	2	0	1	0	34	0	0	0	0	0	1	0	0	0	1
3045	3972	"La Caudelais"	47.25444	-1.80028	205	"AWI"	205	3113	5248	4161	0	1	94	2	4	1	1	0	18	0	0	0	0	0	0	0	0	0	0	1	62	0	2	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	45	0	0	1	0	1	0	65	0	0	0	0	0	1	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	210	"AWI"	210	3244	5261	4231	0	0	63	2	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	5	90	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	53	0	0	0	0	0	0	75	0	0	2	0	0	2	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	215	"AWI"	215	3374	5272	4301	0	0	40	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	4	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	57	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	220	"AWI"	220	3506	5284	4371	0	0	35	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	7	78	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	68	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	225	"AWI"	225	3634	5296	4443	0	0	19	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	6	90	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	49	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	230	"AWI"	230	3761	5310	4514	0	0	38	1	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	2	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	235	"AWI"	235	3889	5321	4583	0	0	47	1	0	1	0	0	133	0	0	1	0	0	0	0	0	0	0	6	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	46	0	0	3	0	1	0	4	0	0	0	0	0	2	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	240	"AWI"	240	4014	5334	4655	0	0	42	0	0	1	0	0	79	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	68	0	0	2	0	0	0	1	0	0	0	0	0	2	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	245	"AWI"	245	4143	5350	4727	0	0	42	2	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	9	26	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	65	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	250	"AWI"	250	4261	5363	4797	0	1	182	0	0	1	1	0	4	0	0	0	1	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	2	0	1	0	2	0	0	0	0	1	1	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	255	"AWI"	255	4375	5377	4868	0	0	124	1	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0	4	111	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	49	0	0	2	0	0	0	5	0	0	0	0	0	1	0	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	260	"AWI"	260	4486	5398	4942	0	0	138	2	2	0	1	0	10	0	1	0	0	0	0	0	0	0	0	2	50	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	1	0	14	0	0	4	0	0	2	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	265	"AWI"	265	4596	5418	5015	0	1	132	2	4	1	0	0	14	0	0	0	0	0	0	1	0	0	0	7	14	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	42	0	0	1	0	2	0	21	0	0	0	0	0	3	0	0	1	0
3045	3972	"La Caudelais"	47.25444	-1.80028	270	"AWI"	270	4695	5443	5090	0	0	71	2	0	2	1	0	51	0	0	0	0	0	0	1	0	1	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	49	0	0	0	0	1	0	16	0	0	0	0	0	2	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	275	"AWI"	275	4786	5468	5167	0	0	93	1	1	1	1	0	5	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	60	0	0	1	0	2	0	12	0	0	0	0	0	2	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	280	"AWI"	280	4868	5504	5243	0	0	16	3	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	135	0	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	285	"AWI"	285	4950	5539	5314	0	1	16	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	46	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	287	"AWI"	287	4978	5559	5344	0	0	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	290	"AWI"	290	5016	5596	5382	0	0	12	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	295	"AWI"	295	5076	5630	5426	0	0	39	2	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	36	0	0	10	0	0	0	0	0	0	0	0	0	1	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	300	"AWI"	300	5129	5667	5471	0	1	17	3	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	49	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	305	"AWI"	305	5181	5710	5515	0	0	19	1	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	17	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	45	0	0	49	0	0	0	0	0	17	0	0	0	39	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	315	"AWI"	315	5290	5805	5607	0	0	8	5	13	0	2	0	2	0	1	0	0	0	0	0	0	0	0	3	82	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	50	0	0	0	0	4	0	1	0	0	0	0	0	6	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	320	"AWI"	320	5336	5854	5652	0	0	31	5	7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	89	0	0	0	0	1	0	1	0	0	2	0	0	2	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	325	"AWI"	325	5388	5906	5697	0	0	39	4	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	67	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	34	0	0	1	0	3	0	2	0	0	0	0	0	2	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	330	"AWI"	330	5424	5960	5743	0	0	95	5	3	1	1	0	2	0	0	0	0	0	0	1	0	0	0	3	72	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	49	0	0	2	0	1	0	3	0	0	1	0	0	2	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	335	"AWI"	335	5462	6012	5788	0	0	79	1	6	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	151	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	40	0	0	6	0	1	0	2	0	0	0	0	0	2	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	340	"AWI"	340	5492	6066	5835	0	0	46	3	17	1	1	0	4	0	0	0	0	0	0	0	0	0	0	2	191	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	39	0	0	0	0	1	0	2	0	0	1	0	0	1	2	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	345	"AWI"	345	5528	6122	5884	0	0	137	2	6	1	0	0	5	0	2	0	0	0	0	0	0	0	0	4	118	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	16	0	0	0	0	2	0	6	0	0	2	0	0	2	3	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	350	"AWI"	350	5560	6178	5931	0	0	146	1	10	0	1	0	3	0	1	0	0	0	0	0	0	0	0	2	82	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	34	0	0	1	0	1	0	7	0	0	0	0	0	3	1	0	0	0
3045	3972	"La Caudelais"	47.25444	-1.80028	355	"AWI"	355	5585	6236	5978	0	0	194	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	30	0	0	0	0	0	0	10	0	0	0	0	0	2	1	0	0	0
