"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Ailanthus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
23952	41631	"Lago del Greppo"	44.1199	10.67378	10	"AWI"	10	-34	130	25	74	0	0	0	1	0	0	0	0	9	0	0	11	0	6	0	0	3	0	0	18	0	0	0	0	23	7	34	0	0	0	0	0	176	0	0	0	0	0	0	1	0	2	0	0	0	19	1	0	25	0	16	0	0	0	1	0	25	0	0	2	19	0	0	0	0	0	0	0	26	0	0	6	5	0	0	0	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	11	"AWI"	11	-32	149	33	98	2	1	11	1	0	0	0	1	6	0	0	10	0	6	0	0	7	0	0	20	0	0	0	0	15	8	51	0	0	0	0	0	155	12	0	0	0	0	0	3	0	0	0	0	0	29	1	0	40	0	14	0	0	0	0	0	39	0	0	0	17	0	0	0	0	0	1	0	14	2	0	6	3	0	0	2	0	2
23952	41631	"Lago del Greppo"	44.1199	10.67378	12	"AWI"	12	-25	154	44	74	4	1	0	3	0	0	0	0	8	0	0	11	0	4	0	0	4	0	0	12	0	0	0	0	17	17	47	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	20	0	0	0	2	0	0	0	0	0	20	0	0	0	0	0	0	10	16	0	0	0	2	2	0	0	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	13	"AWI"	13	-20	163	55	79	1	0	0	4	0	0	0	0	4	0	0	8	0	2	0	0	4	0	0	15	0	0	0	0	19	6	55	0	0	0	0	0	180	0	0	0	0	0	0	3	0	0	0	0	0	27	0	0	11	0	18	0	1	0	2	0	43	0	0	0	16	1	0	0	0	0	0	13	9	3	0	4	5	2	1	0	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	14	"AWI"	14	-15	171	65	33	3	0	0	2	0	0	0	0	9	0	0	2	0	10	1	0	8	0	0	21	0	0	0	0	20	0	56	0	0	0	0	0	211	0	0	0	0	0	0	2	0	0	0	0	2	36	1	0	19	0	1	0	0	0	0	0	38	0	0	0	25	1	0	0	0	0	1	0	14	0	0	3	4	1	0	1	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	15	"AWI"	15	-12	181	75	78	2	1	0	4	0	0	0	3	14	0	0	5	0	9	0	0	6	0	0	17	0	0	0	0	9	12	36	0	0	0	0	0	227	0	0	0	0	0	0	2	0	0	0	0	0	23	2	0	12	0	4	0	0	0	2	0	31	0	0	0	7	2	0	0	0	0	2	12	2	0	0	2	6	1	0	2	1	2
23952	41631	"Lago del Greppo"	44.1199	10.67378	16	"AWI"	16	-9	196	84	86	2	0	0	3	0	0	0	0	4	0	0	3	0	10	0	0	6	0	0	35	0	0	0	0	9	0	45	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	12	0	10	0	0	0	0	0	48	0	0	22	14	2	0	0	0	0	0	18	8	0	0	4	11	2	0	0	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	17	"AWI"	17	-3	209	94	79	4	0	0	2	0	0	0	0	8	0	0	7	0	10	0	0	8	0	0	28	0	0	0	0	10	2	56	0	0	25	0	0	219	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	12	0	0	0	0	0	29	0	0	0	10	3	0	0	0	0	3	18	11	0	0	4	5	2	1	0	3	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	18	"AWI"	18	2	217	106	82	2	0	0	2	0	0	0	0	5	0	0	1	0	1	0	0	4	0	0	24	0	0	0	0	14	2	25	0	0	0	0	0	208	0	0	0	0	0	0	4	0	0	0	0	0	26	1	0	10	0	6	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	8	0	0	3	5	1	0	0	0	2
23952	41631	"Lago del Greppo"	44.1199	10.67378	19	"AWI"	19	6	226	117	80	4	0	0	0	0	0	0	0	7	0	0	12	0	6	0	0	3	0	0	13	0	0	1	0	19	7	14	0	0	0	0	0	219	0	0	0	0	0	0	3	0	0	0	0	0	23	1	0	0	0	6	0	0	0	1	0	31	0	0	0	16	1	0	0	0	0	0	10	3	0	0	3	10	0	0	1	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	22	"AWI"	22	16	261	146	73	3	0	0	1	0	0	0	1	15	0	0	2	0	2	0	0	5	0	0	21	0	0	0	0	18	0	43	0	0	0	0	0	188	0	0	0	2	0	0	5	0	0	0	0	0	19	0	0	8	0	11	0	0	0	0	0	63	0	0	0	13	1	0	0	0	0	1	0	6	0	0	4	5	1	1	1	0	3
23952	41631	"Lago del Greppo"	44.1199	10.67378	24	"AWI"	24	34	280	165	85	5	0	0	1	0	0	0	0	12	0	0	6	0	4	0	0	8	0	0	9	0	0	0	0	13	7	55	0	0	30	0	0	188	9	0	0	0	0	0	0	0	0	0	0	0	20	1	0	7	0	20	0	0	0	4	0	49	0	0	0	26	3	0	0	0	0	1	19	2	0	0	3	6	2	2	0	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	26	"AWI"	26	50	304	182	62	7	0	0	1	0	0	0	0	16	0	0	0	0	3	0	0	4	0	0	11	0	0	0	0	17	1	26	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	3	0	8	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	3	0	0	2	6	2	1	0	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	28	"AWI"	28	63	336	197	57	4	0	0	2	0	0	1	0	10	0	0	6	0	7	0	0	5	0	0	13	0	0	0	0	6	7	14	0	0	0	0	0	305	0	0	0	0	0	0	3	0	0	0	0	0	25	1	0	0	0	8	0	0	0	2	0	23	0	0	0	14	2	0	0	0	0	3	18	2	0	0	0	4	1	1	0	7	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	30	"AWI"	30	82	374	212	52	7	0	0	3	0	0	0	0	6	0	0	4	0	4	0	0	9	0	0	16	0	0	0	0	15	2	6	0	0	0	0	0	263	0	0	0	0	0	0	2	0	0	0	0	0	13	2	0	0	0	8	0	0	0	0	0	45	0	0	0	20	0	0	0	0	0	1	0	1	0	0	6	3	1	3	0	1	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	32	"AWI"	32	94	426	227	77	7	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	2	0	0	6	0	0	0	0	10	1	6	0	0	0	0	0	327	0	0	0	0	0	0	2	0	0	0	0	0	22	2	0	0	0	5	0	0	0	0	0	32	0	0	1	8	0	0	0	0	0	3	15	1	0	0	2	1	2	1	1	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	34	"AWI"	34	109	465	244	88	3	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	10	0	3	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	6	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	8	0	0	0	1	0	1	1	1	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	36	"AWI"	36	124	509	260	65	7	0	0	0	0	0	0	0	11	0	0	2	0	3	0	0	0	0	0	5	0	0	0	0	12	2	5	0	0	0	0	0	364	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	4	13	0	0	0	0	0	0	0	1	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	38	"AWI"	38	136	564	278	80	15	0	0	3	0	0	0	0	8	0	0	2	0	3	0	0	2	0	0	6	0	0	0	0	10	0	5	0	0	0	0	0	332	0	0	0	0	0	0	1	0	0	0	0	0	22	0	0	4	0	4	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	40	"AWI"	40	156	607	293	66	7	0	0	2	0	0	0	0	3	0	0	3	0	0	0	0	6	0	0	8	0	0	0	0	13	2	9	0	0	0	0	0	368	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	3	9	0	0	0	0	0	2	0	1	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	42	"AWI"	42	178	653	308	92	9	0	0	0	0	0	0	0	5	0	0	2	0	4	0	0	5	0	0	10	0	0	0	0	12	0	9	0	0	0	0	0	301	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	7	0	8	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	2	0	1	0	0	1	1	1	0	0	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	44	"AWI"	44	195	707	325	78	10	0	0	0	0	0	0	0	7	0	0	1	0	1	0	0	2	0	0	5	0	0	0	0	14	0	6	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	3	0	10	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	4	0	2	0	0	1	0	1	0	1	0	2
23952	41631	"Lago del Greppo"	44.1199	10.67378	46	"AWI"	46	221	737	341	63	8	0	0	3	0	0	0	0	4	0	0	4	0	5	0	0	2	0	0	12	0	1	0	0	8	1	10	0	0	0	0	0	344	0	0	0	0	0	0	1	0	0	0	0	1	12	0	0	6	0	4	0	0	0	0	0	26	0	0	0	20	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	48	"AWI"	48	239	766	357	106	11	0	0	0	0	0	0	0	4	0	0	3	0	4	0	0	2	0	0	4	0	0	0	0	22	0	8	0	0	0	0	0	301	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	13	0	17	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	4	0	1	0	0	1	2	2	1	4	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	50	"AWI"	50	255	811	374	63	16	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	23	0	5	0	0	0	0	0	376	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	16	0	15	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0	2	0	0	0	2	2	0	6	0	2
23952	41631	"Lago del Greppo"	44.1199	10.67378	52	"AWI"	52	276	858	389	85	12	0	0	0	0	0	0	0	12	0	0	2	0	1	0	0	1	0	0	7	0	0	0	0	18	0	7	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	19	0	8	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	9	0	2	0	0	0	2	1	1	2	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	64	"AWI"	64	457	1253	649	105	5	0	0	1	0	0	0	0	11	0	0	13	0	5	0	0	0	0	0	4	0	0	0	0	20	0	7	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	20	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	74	"AWI"	74	733	1883	1285	143	16	0	0	0	0	0	0	0	9	0	0	39	0	2	0	0	0	0	0	0	0	0	0	0	43	3	14	0	0	0	0	0	239	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	49	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	3	0	0	1	1	3	3	4	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	84	"AWI"	84	1330	2540	1949	122	18	0	0	2	0	0	0	0	3	0	0	42	0	9	0	0	0	0	0	0	0	0	0	0	40	0	11	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	20	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	1	1	6	1	5	3	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	94	"AWI"	94	2404	2855	2690	160	28	0	0	1	0	0	0	0	5	0	0	29	0	6	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	42	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	1	2	5	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	100	"AWI"	100	2846	3566	3066	152	13	0	0	2	0	0	0	0	4	0	0	8	0	13	0	0	0	0	0	0	0	0	0	0	74	0	29	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	12	0	41	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	3	0	0	0	1	0	2	6	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	104	"AWI"	104	2988	3844	3379	149	5	0	0	0	0	0	0	0	2	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	53	0	5	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	56	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	2	0	0	0	0	1	0	8	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	108	"AWI"	108	3205	4078	3636	189	10	0	0	0	0	0	0	0	3	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	53	0	7	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	51	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	5	0	0	5	6	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	112	"AWI"	112	3422	4269	3856	128	12	0	0	0	0	0	0	0	7	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	47	0	15	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	46	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	2	0	0	0	1	10	0	1	6	8	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	116	"AWI"	116	3606	4407	4075	199	14	0	0	2	0	0	0	0	6	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	36	0	19	0	0	0	0	0	62	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	3	0	0	3	0	0	4	15	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	120	"AWI"	120	4060	4494	4284	223	13	0	0	1	0	0	2	0	2	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	28	0	16	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	60	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	1	4	8	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	124	"AWI"	124	4417	5106	4728	197	14	0	0	1	0	0	0	0	6	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	44	0	18	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	76	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	4	1	0	9	3	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	128	"AWI"	128	4597	6272	5355	227	18	0	0	2	0	0	0	0	6	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	36	0	7	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	2	0	3	0	0	3	0	1	14	11	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	131	"AWI"	131	4844	6746	5873	226	4	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	39	0	18	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	1	26	0	0	0	6	1	0	11	7	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	132	"AWI"	132	4908	6971	6008	240	11	0	0	3	0	0	1	0	12	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	51	0	22	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	4	0	0	2	0	1	10	4	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	133	"AWI"	133	4998	7183	6137	243	13	0	0	1	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	37	1	6	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	17	0	0	0	3	2	0	10	3	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	134	"AWI"	134	5199	7208	6244	258	8	0	0	0	0	0	1	0	7	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	40	2	9	0	0	12	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	58	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	17	1	0	0	14	3	0	25	1	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	135	"AWI"	135	5357	7248	6359	236	11	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	44	1	18	0	0	0	0	0	64	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	1	0	0	22	2	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	136	"AWI"	136	5527	7288	6490	218	14	0	0	0	0	0	1	0	1	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	32	0	18	0	0	0	0	0	85	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	85	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	1	0	0	0	2	0	19	6	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	137	"AWI"	137	5664	7331	6611	283	14	0	0	0	0	0	0	3	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	19	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	55	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	1	0	1	0	0	5	3	0	21	5	0	2
23952	41631	"Lago del Greppo"	44.1199	10.67378	138	"AWI"	138	5755	7385	6748	254	7	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	48	0	19	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	54	2	0	0	0	0	3	0	0	0	0	2	3	0	14	4	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	139	"AWI"	139	5967	7416	6866	304	17	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	47	0	16	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	44	1	0	0	0	0	0	0	0	0	0	1	4	0	43	3	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	140	"AWI"	140	6220	7428	6967	277	9	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	60	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	2	0	1	4	2	1	47	6	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	141	"AWI"	141	6452	7442	7073	429	4	0	0	0	0	0	0	2	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	37	0	13	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	12	0	0	0	0	0	0	0	0	0	32	1	0	0	0	0	0	0	1	0	0	1	1	0	33	4	0	1
23952	41631	"Lago del Greppo"	44.1199	10.67378	142	"AWI"	142	6661	7464	7181	432	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	19	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	14	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	1	0	2	0	0	0	1	1	25	9	0	0
23952	41631	"Lago del Greppo"	44.1199	10.67378	143	"AWI"	143	6793	7486	7295	413	5	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	31	0	60	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	1	0	0	0	0	0	0	0	37	3	0	0	0	0	0	0	0	0	0	0	3	0	37	11	0	0
