"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
14603	22892	"Kumata"	42.59028	23.25167	0	"AWI"	0	-142	13	-60	0.45662100456621	0	3.65296803652968	0.91324200913242	0.45662100456621	0	0.45662100456621	0	2.51141552511416	0	0.684931506849315	0	0	0	0	0	0	0	3.65296803652968	1.36986301369863	0	0.228310502283105	0	0	0	2.96803652968037	0	0	0	0.45662100456621	1.36986301369863	0	0	0	0	0	0	0	4.337899543379	23.0593607305936	48.8584474885845	0	0	0	0	3.42465753424658	0	0	0.228310502283105	0.45662100456621	0	0	0.228310502283105	0	0	0.228310502283105	0	0
14603	22892	"Kumata"	42.59028	23.25167	5	"AWI"	5	-101	104	-10	0	0	3.83275261324042	2.78745644599303	0.696864111498258	0	0.696864111498258	0	4.18118466898955	0	0.696864111498258	0	0.348432055749129	0	0	0	0	0	5.57491289198606	4.18118466898955	0	0	0	0	0	8.71080139372822	0	4.52961672473868	0.348432055749129	1.04529616724739	1.04529616724739	1.04529616724739	0	0	0	0	0	0	4.8780487804878	32.0557491289199	14.9825783972125	0	0	0	0	5.22648083623693	0	0	0	1.39372822299652	0.348432055749129	0	1.04529616724739	0	0	0.348432055749129	0	0
14603	22892	"Kumata"	42.59028	23.25167	10	"AWI"	10	-60	175	43	0.259067357512953	0	2.33160621761658	1.29533678756477	0.518134715025907	0.259067357512953	0.518134715025907	0	1.81347150259067	0.518134715025907	2.07253886010363	0.259067357512953	0	0	0.518134715025907	0	0.259067357512953	0.259067357512953	7.25388601036269	6.73575129533679	0.259067357512953	0	0	0	0	8.29015544041451	0	1.81347150259067	0.518134715025907	0.518134715025907	1.03626943005181	0.518134715025907	0.259067357512953	0	0	0	0	0	5.44041450777202	24.0932642487047	21.5025906735751	0	0	0	0	5.95854922279793	0	2.59067357512953	0	1.29533678756477	0	0	0.259067357512953	0.77720207253886	0	0	0	0
14603	22892	"Kumata"	42.59028	23.25167	20	"AWI"	20	27	293	153	0.808625336927224	0	1.61725067385445	0.269541778975741	0.269541778975741	0	0.808625336927224	0	1.34770889487871	0	0.269541778975741	0.269541778975741	0	0	0	0	0	0	1.61725067385445	3.77358490566038	0	0.539083557951483	0	0	0	3.77358490566038	0	0.269541778975741	0.808625336927224	0.808625336927224	0.539083557951483	0	0	0	0	0	0	0	0	33.4231805929919	42.3180592991914	0	0	0	0	3.23450134770889	0	0	0	2.42587601078167	0.269541778975741	0	0.269541778975741	0	0	0.269541778975741	0	0
14603	22892	"Kumata"	42.59028	23.25167	25	"AWI"	25	76	338	210	1.93704600484262	0	1.21065375302663	1.21065375302663	0.242130750605327	0	2.17917675544794	0	0.726392251815981	0.242130750605327	0.968523002421308	0.242130750605327	0	0	0	0	0	0	2.17917675544794	11.138014527845	0	0.242130750605327	0.242130750605327	0	0	14.7699757869249	0	4.60048426150121	0	0.242130750605327	0.484261501210654	0.726392251815981	0.242130750605327	0	0	0	0	0	4.35835351089588	11.864406779661	27.6029055690073	0	0	0	0	9.44309927360775	0	0	0	1.69491525423729	0	0	0.242130750605327	0	0.484261501210654	0.484261501210654	0	0
14603	22892	"Kumata"	42.59028	23.25167	30	"AWI"	30	130	383	267	2.88065843621399	0	1.23456790123457	2.05761316872428	1.64609053497942	0	2.46913580246914	0	1.64609053497942	0	1.64609053497942	6.17283950617284	0	0	0.823045267489712	0	0	0	2.05761316872428	7.81893004115226	0	0	0.411522633744856	0	0	11.1111111111111	0	0	0.411522633744856	1.23456790123457	0	0.823045267489712	0	0	0	0	0	0	1.23456790123457	17.6954732510288	25.1028806584362	0	0	0	0	7.40740740740741	0	0	0	2.05761316872428	0.411522633744856	0	0	0.411522633744856	0.411522633744856	0.411522633744856	0	0.411522633744856
14603	22892	"Kumata"	42.59028	23.25167	35	"AWI"	35	190	422	323	2.54237288135593	0	1.12994350282486	1.69491525423729	0.847457627118644	0	2.25988700564972	0	1.9774011299435	0.282485875706215	1.41242937853107	0.564971751412429	0	0	0	0	0	0	4.23728813559322	12.7118644067797	0	0.282485875706215	0	0	0	12.7118644067797	0	1.69491525423729	0	0.282485875706215	1.12994350282486	5.93220338983051	0	0	0.282485875706215	0	0	0	2.25988700564972	13.5593220338983	18.361581920904	0	0	0	0	9.88700564971751	0	0	0.282485875706215	2.25988700564972	0	0	0.282485875706215	0.282485875706215	0	0.847457627118644	0	0
14603	22892	"Kumata"	42.59028	23.25167	40	"AWI"	40	267	458	378	4.04761904761905	0	3.0952380952381	1.19047619047619	0	0	3.0952380952381	0	2.14285714285714	0	0.714285714285714	0.476190476190476	0	0.476190476190476	0	0	0.238095238095238	0	2.85714285714286	5.95238095238095	0	0	0.238095238095238	0	0	14.5238095238095	0	0.476190476190476	0	0.238095238095238	0	0.714285714285714	0	0	0	0	0	0	2.38095238095238	14.2857142857143	28.8095238095238	0	0	0.476190476190476	0	8.57142857142857	0	1.9047619047619	0.476190476190476	1.42857142857143	0	0.476190476190476	0.476190476190476	0	0	0	0	0.238095238095238
14603	22892	"Kumata"	42.59028	23.25167	45	"AWI"	45	327	528	439	2.25733634311512	0.225733634311512	2.48306997742664	0.451467268623025	0.451467268623025	0	3.16027088036117	0	1.8058690744921	0	0.677200902934537	0.225733634311512	0.451467268623025	0	0	0	0	0	2.93453724604966	3.6117381489842	0	0	0	0	0	8.12641083521445	0	0.677200902934537	0	0.451467268623025	0	0.451467268623025	0	0	0	0	0	0.225733634311512	3.16027088036117	33.6343115124154	23.9277652370203	0	0	0	0	8.80361173814898	0	0	0.225733634311512	0.677200902934537	0.225733634311512	0	0.451467268623025	0	0	0.225733634311512	0	0
14603	22892	"Kumata"	42.59028	23.25167	50	"AWI"	50	385	613	505	6.1576354679803	0	3.69458128078818	0	1.47783251231527	0	2.46305418719212	0	1.23152709359606	0	0.246305418719212	0.246305418719212	0	0	0	0	0.246305418719212	0	2.46305418719212	1.72413793103448	0	0.246305418719212	0	0	0	11.0837438423645	0	0.246305418719212	0	0.492610837438424	0	0	0	0	0	0	0	0	2.95566502463054	23.3990147783251	26.8472906403941	0	0	0	0	13.0541871921182	0	0	0	0.738916256157635	0	0	0.246305418719212	0.246305418719212	0	0.492610837438424	0	0
