"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15813	24327	"Lailias"	41.27384	23.58353	0	"AWI"	0	-131	25	-49	0	1.54185022026432	0.881057268722467	1.76211453744493	0	0	1.10132158590308	0	0.220264317180617	0	0.66079295154185	0.440528634361234	0	0.440528634361234	0	0	1.76211453744493	16.5198237885463	0.220264317180617	0.220264317180617	11.2334801762115	0.220264317180617	0.440528634361234	0	1.54185022026432	0	0.440528634361234	4.84581497797357	1.3215859030837	42.511013215859	1.10132158590308	0	0	0	6.82819383259912	1.76211453744493	0	0	0.66079295154185	0.881057268722467	0	0	0	0	0.220264317180617	0	0.220264317180617
15813	24327	"Lailias"	41.27384	23.58353	10	"AWI"	10	-89	137	11	0	0.315457413249211	0.157728706624606	0.473186119873817	0	0	0.473186119873817	0	0.157728706624606	0	0.315457413249211	0.788643533123028	0	0.630914826498423	0	0	1.41955835962145	20.1892744479495	0.157728706624606	1.41955835962145	11.98738170347	0.630914826498423	0.788643533123028	0.157728706624606	2.6813880126183	0	0.315457413249211	0	0.946372239747634	32.9652996845426	0.315457413249211	13.7223974763407	0	0	6.30914826498423	0.473186119873817	0	0	1.41955835962145	0.473186119873817	0	0	0	0	0.315457413249211	0	0
15813	24327	"Lailias"	41.27384	23.58353	20	"AWI"	20	-50	240	72	0	0	0.327332242225859	0.981996726677578	0.327332242225859	0	1.80032733224223	0	0	0	0.16366612111293	0	0	0.327332242225859	0.16366612111293	0	0.327332242225859	17.3486088379705	0	0.981996726677578	18.9852700490998	0.818330605564648	0.490998363338789	0	0.654664484451719	0	0	0	0	28.1505728314239	1.6366612111293	19.9672667757774	0.490998363338789	0	3.76432078559738	0.490998363338789	0	0	0.654664484451719	0.327332242225859	0.16366612111293	0	0.327332242225859	0	0.327332242225859	0	0
15813	24327	"Lailias"	41.27384	23.58353	30	"AWI"	30	-18	329	135	0	0.422535211267606	0.28169014084507	0.422535211267606	0.28169014084507	0	2.25352112676056	0	0.140845070422535	0	0	0	0	0.140845070422535	0	0	0.985915492957746	14.5070422535211	0.140845070422535	6.05633802816901	18.0281690140845	0	0.563380281690141	0	0.28169014084507	0	0	1.69014084507042	0	24.2253521126761	1.54929577464789	19.0140845070423	0	0	4.36619718309859	1.97183098591549	0	1.12676056338028	0.985915492957746	0.422535211267606	0	0	0	0	0	0.140845070422535	0
15813	24327	"Lailias"	41.27384	23.58353	40	"AWI"	40	42	372	207	0.158982511923688	0	0.317965023847377	1.74880763116057	0	0	2.06677265500795	0	0	0	0.317965023847377	0	0.158982511923688	0.794912559618442	0	0	0.317965023847377	15.4213036565978	0	1.74880763116057	16.852146263911	0	0.635930047694754	0.635930047694754	0.317965023847377	0	0	1.58982511923688	0	31.3195548489666	0.95389507154213	16.5341812400636	0.158982511923688	0	3.81558028616852	1.11287758346582	0	0	2.54372019077901	0.158982511923688	0.158982511923688	0	0	0	0.158982511923688	0	0
15813	24327	"Lailias"	41.27384	23.58353	50	"AWI"	50	97	434	275	0.149476831091181	0	0	0.149476831091181	0	0	2.98953662182362	0	0	0.298953662182362	0.298953662182362	0	0	0.448430493273543	0.747384155455904	0	0.597907324364723	11.8086696562033	0.149476831091181	2.24215246636771	21.6741405082212	0	0.448430493273543	0.448430493273543	0.298953662182362	0	0	0	0	20.3288490284006	1.04633781763827	21.9730941704036	0.298953662182362	0	3.8863976083707	7.47384155455904	0	0.149476831091181	1.79372197309417	0.298953662182362	0	0	0	0	0	0	0
15813	24327	"Lailias"	41.27384	23.58353	60	"AWI"	60	148	492	341	0.431034482758621	0.431034482758621	0.574712643678161	0.14367816091954	0	0	1.00574712643678	0	0	0	0	0	0	0.718390804597701	0	0	0	18.5344827586207	0.14367816091954	0.431034482758621	3.87931034482759	0.14367816091954	0.431034482758621	0.28735632183908	0.14367816091954	0	0.574712643678161	0	0.28735632183908	36.9252873563218	0.14367816091954	22.8448275862069	0.28735632183908	0	6.60919540229885	1.14942528735632	0	0.28735632183908	2.58620689655172	0.431034482758621	0	0	0.431034482758621	0	0.14367816091954	0	0
15813	24327	"Lailias"	41.27384	23.58353	70	"AWI"	70	205	598	420	0.573613766730402	0	1.1472275334608	0.191204588910134	0	0	1.33843212237094	0	0	0	0	0	0	1.1472275334608	0.382409177820268	0	0.382409177820268	20.0764818355641	0	1.52963671128107	4.20650095602294	0.382409177820268	0.764818355640535	0.191204588910134	0	0	0	2.10325047801147	0.191204588910134	52.1988527724665	0.573613766730402	0	0	0	6.69216061185468	0.764818355640535	0	0.764818355640535	2.86806883365201	0.191204588910134	0	0	0	0	0.382409177820268	0.956022944550669	0
15813	24327	"Lailias"	41.27384	23.58353	80	"AWI"	80	270	713	491	0.64	0	0.48	0.16	0	0	0	0	0	0	0.16	0.16	0	0.32	0	0	0.48	11.36	0	0.48	3.68	0.16	0.48	0.16	0	0	0	1.76	0.16	39.68	0.16	29.44	0	0	8.32	0.16	0	0.32	0.96	0	0.16	0	0	0.16	0	0	0
15813	24327	"Lailias"	41.27384	23.58353	90	"AWI"	90	326	818	563	0.369685767097967	0	0.739371534195933	0.184842883548983	0.184842883548983	0	2.40295748613678	0	0	0	0	0	0	0.369685767097967	0	0	0.184842883548983	6.83918669131238	0.55452865064695	0.924214417744917	6.09981515711645	0.184842883548983	0.369685767097967	0	0	0	0	3.69685767097967	0	41.4048059149723	0	17.9297597042514	0	0	12.9390018484288	1.66358595194085	0	0.739371534195933	1.47874306839187	0	0	0	0	0.184842883548983	0	0.184842883548983	0.369685767097967
