"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acacia"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Casuarina"	"Cedrus"	"Celtis"	"Ceratonia"	"Cistaceae"	"Combretaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Myrtaceae"	"Nitrariaceae"	"Olea"	"Oleaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prosopis"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Styrax"	"Tamarix"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Vitaceae"	"Zygophyllaceae"
26120	45316	"Dead Sea 7"	31.49111	35.42972	2.5	"AWI"	2.5	-142.5	39	-43	0	1	124	2	25	0	0	0	10	0	6	0	0	1	2	0	7	0	0	0	0	0	0	0	13	2	0	1	0	0	0	0	0	5	0	0	0	0	1	0	18	0	0	0	0	18	3	3	0	0	0	0	0	0	24	0	0	0	0	0	3	0	1	0	2	0	1	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	17.5	"AWI"	17.5	-75.5	235.5	52.5	0	0	110	3	35	0	0	0	6	0	19	0	0	0	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	10	0	0	0	1	9	2	8	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	33.5	"AWI"	33.5	2.5	392	162.5	0	0	126	0	18	1	0	0	0	0	18	0	0	0	8	0	2	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	40	0	0	0	0	0	0	13	0	0	0	0	13	0	7	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	40.5	"AWI"	40.5	31.5	459.5	211.5	0	0	97	0	50	0	0	0	0	0	26	0	0	1	2	0	2	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	30	0	0	0	0	19	6	7	0	0	2	0	0	4	10	0	0	0	5	0	0	0	1	0	2	1	2	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	41.7	"AWI"	41.7	38.5	467.9	219.9	0	1	70	0	31	0	0	0	1	0	13	0	0	0	5	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	1	6	9	0	0	0	0	10	4	13	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	43.7	"AWI"	43.7	49.9	481.6	234.6	0	0	101	3	39	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	3	3	15	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	45.7	"AWI"	45.7	60.1	499.3	248.9	0	0	64	1	59	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	1	0	0	2	4	0	2	0	0	0	0	0	13	0	0	0	0	0	0	19	0	0	0	0	9	7	24	0	0	0	0	0	2	7	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	51.1	"AWI"	51.1	85.7	548.5	286.7	0	0	72	2	41	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	10	0	0	0	0	11	11	20	0	0	0	0	0	2	30	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	54.5	"AWI"	54.5	108.5	569	310	0	0	140	8	66	0	0	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	10	0	0	0	0	19	4	6	0	0	2	0	0	3	30	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	71.5	"AWI"	71.5	202.5	712.5	427.5	0	0	81	1	57	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	26	0	0	0	0	15	5	9	0	0	0	0	0	1	31	0	0	0	0	0	0	0	1	0	4	1	1	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	87.5	"AWI"	87.5	293	833.5	543.5	0	0	107	1	51	0	0	0	0	0	11	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	8	4	13	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	102	"AWI"	102	385	943	646	0	0	119	5	54	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	20	0	0	0	0	14	2	11	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	115	"AWI"	115	460	1041	737	0	0	76	0	43	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	19	0	0	0	0	0	0	20	0	0	0	0	13	4	9	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	127.5	"AWI"	127.5	537.5	1131.5	826	0	0	98	5	37	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	10	0	0	0	0	5	4	10	0	0	0	0	1	7	34	0	1	0	0	0	9	1	0	0	0	0	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	137	"AWI"	137	603	1196	894	0	1	104	4	29	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	9	0	0	0	0	10	7	19	1	0	0	1	0	6	36	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	148	"AWI"	148	675	1275	974	0	0	81	0	39	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	12	1	0	3	0	0	0	5	0	0	1	0	29	10	25	0	0	2	0	0	26	31	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
26120	45316	"Dead Sea 7"	31.49111	35.42972	161.5	"AWI"	161.5	767	1370.5	1067	0	0	82	6	39	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	13	0	0	0	0	6	7	12	0	0	0	0	0	2	42	0	1	0	0	0	0	0	1	0	4	1	1	0	1	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	172	"AWI"	172	844	1443	1142	0	1	92	4	41	0	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	16	0	0	0	0	9	9	12	0	0	0	0	0	4	33	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	182.5	"AWI"	182.5	918.5	1510	1215	0	1	114	3	30	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	0	0	0	0	0	0	7	0	0	0	0	7	9	12	0	0	0	1	0	3	51	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	195	"AWI"	195	1005	1586	1304	0	0	59	1	59	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	31	0	0	0	0	32	10	13	0	0	0	0	0	6	22	0	0	0	12	0	3	0	0	0	0	0	1	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	202.5	"AWI"	202.5	1063	1633	1357	0	0	94	2	59	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	16	5	4	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	216.5	"AWI"	216.5	1170	1713.5	1455	0	0	97	2	43	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	52	4	17	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	222.8	"AWI"	222.8	1226.2	1751.8	1498.6	0	1	62	1	43	0	0	0	3	0	3	0	0	0	6	0	0	0	0	0	0	0	0	2	4	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	25	0	0	0	0	21	10	33	0	0	0	0	1	6	7	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	225.9	"AWI"	225.9	1250.3	1768.4	1520.3	0	0	58	0	67	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	1	0	1	0	0	1	32	0	0	1	0	18	7	14	0	0	0	0	0	1	11	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	228.7	"AWI"	228.7	1268.2	1785.6	1541.6	0	0	83	0	63	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	13	4	18	0	0	0	0	1	2	9	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	231.8	"AWI"	231.8	1299.6	1805	1562.8	0	0	77	0	71	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	64	5	0	0	0	5	3	9	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	235.5	"AWI"	235.5	1336.5	1824	1589.5	0	1	72	0	32	0	0	0	0	0	2	0	0	0	5	0	0	1	1	0	0	0	0	0	6	4	0	1	0	0	0	0	0	8	1	0	0	0	0	0	77	0	0	0	0	12	12	8	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26120	45316	"Dead Sea 7"	31.49111	35.42972	239.8	"AWI"	239.8	1364.4	1855.4	1619.6	0	0	88	2	45	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1	0	0	7	2	0	1	0	0	0	0	0	4	1	0	0	0	0	1	60	0	0	0	0	4	1	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
