"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
13385	20022	"Avrig"	45.71667	24.38333	5	"AWI"	5	-124	39	-47	4	1	0	2	5	0	2	4	26	0	0	1	3	0	1	0	0	0	20	0	3	0	0	0	0	0	75	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	52	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	2	0	0	0
13385	20022	"Avrig"	45.71667	24.38333	10	"AWI"	10	-62	376	107	7	0	0	1	1	0	6	3	26	0	0	0	5	0	0	0	0	0	28	0	7	0	0	0	0	0	83	0	0	0	0	1	0	0	0	0	0	1	0	0	0	51	0	3	0	0	0	32	0	0	0	37	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	3	1	0	0
13385	20022	"Avrig"	45.71667	24.38333	15	"AWI"	15	-38	767	252	5	1	0	3	3	0	7	0	24	0	0	0	7	0	0	0	0	0	20	0	3	0	0	0	0	0	110	0	0	0	0	0	0	0	0	1	0	0	0	0	0	62	0	5	0	0	0	36	0	0	0	23	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	3	5	0	0	0
13385	20022	"Avrig"	45.71667	24.38333	20	"AWI"	20	-20	1163	399	2	0	0	1	1	0	4	0	16	0	0	0	0	0	0	0	0	0	32	0	2	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	1	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	2	0	0
13385	20022	"Avrig"	45.71667	24.38333	25	"AWI"	25	-5	1550	550	1	1	0	1	1	0	4	0	56	0	0	0	1	0	0	0	0	0	24	0	3	0	0	0	0	0	68	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	4	0	0	0
13385	20022	"Avrig"	45.71667	24.38333	30	"AWI"	30	10	1944	694	4	1	0	0	1	0	6	0	24	0	0	1	2	0	0	0	0	0	58	0	3	0	0	0	0	0	72	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	85	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	5	0	1	0
13385	20022	"Avrig"	45.71667	24.38333	35	"AWI"	35	159	2145	844	11	0	0	3	1	0	4	3	34	0	0	0	2	0	2	0	0	0	16	0	4	0	0	0	0	0	77	0	0	0	1	1	0	1	0	0	0	0	0	0	0	16	0	11	0	0	0	34	0	0	0	46	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	2	1	0	0
13385	20022	"Avrig"	45.71667	24.38333	40	"AWI"	40	265	2233	1069	12	0	0	0	0	0	9	0	110	0	0	0	0	0	0	0	0	0	22	0	2	0	0	0	0	0	125	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	7	1	0	0
13385	20022	"Avrig"	45.71667	24.38333	45	"AWI"	45	360	2375	1304	3	1	0	0	0	0	6	3	50	0	0	0	2	0	0	0	0	0	20	0	2	0	0	0	0	0	79	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	19	0	0	0	29	0	0	0	24	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	1	3	2	0	0
13385	20022	"Avrig"	45.71667	24.38333	50	"AWI"	50	427	2567	1511	3	0	0	0	1	0	5	0	18	0	0	0	0	0	0	0	0	0	22	0	6	0	0	1	0	0	130	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
