"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
16349	25386	"Etang Bouquin"	47.27361	4.01861	4	"AWI"	4	-121	50	-24	0.195694716242661	0	0.195694716242661	2.15264187866928	0	0	0	0	0.195694716242661	0	27.2015655577299	0	0	0	0	0	0	0.587084148727984	9.00195694716243	0	0	0.978473581213307	0	0	4.30528375733855	0	0	0	0	0	0.195694716242661	0.195694716242661	0.587084148727984	0	0	0	0	2.15264187866928	0	0.391389432485323	7.24070450097847	0	24.6575342465753	0	0	0	0	11.545988258317	0	0	0.195694716242661	1.36986301369863	4.50097847358121	0	0	0	0.587084148727984	0	0.195694716242661	0	0	0.391389432485323	0.978473581213307	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	8	"AWI"	8	-108	97	-2	0.179856115107914	0	0	9.35251798561151	0.899280575539568	0	0	0	0	0	13.4892086330935	0.179856115107914	0.539568345323741	0.179856115107914	0	0	0	0.719424460431655	9.35251798561151	0	5.03597122302158	0.359712230215827	0.179856115107914	0	3.23741007194245	0.179856115107914	0.719424460431655	0	0	0	0.179856115107914	0	0.359712230215827	0	0	0	0	5.39568345323741	0	0.359712230215827	4.49640287769784	0	29.6762589928058	0	0	0	0	8.81294964028777	0	0	0	4.31654676258993	0.719424460431655	0	0	0	0.359712230215827	0	0	0	0	0.179856115107914	0.539568345323741	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	16	"AWI"	16	-68	160	46	0.125	0	0	24	0.25	0	0	0	0.25	0	5.75	0	0	0	2	0	0	0.125	4.875	0	17.75	0	0	0	7.75	0.125	0	0	0	0	0	0.375	1.375	0	0	0.125	0	0.625	0	0	0.75	0	17.125	0	0	0	0	11.125	0	0	0.5	3.375	0.875	0	0	0	0.25	0	0	0	0.125	0.375	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	24	"AWI"	24	-30	220	95	0	0	0	7.76942355889724	0.25062656641604	0	0	0	0	0	7.01754385964912	0	0.75187969924812	0	0	0	0	0.25062656641604	3.7593984962406	0	35.3383458646617	1.00250626566416	0.25062656641604	0	5.0125313283208	0	0.50125313283208	0	0	0	0	0.25062656641604	0	0	0	0	0	0.75187969924812	0	0	0.75187969924812	0	19.5488721804511	0	0	0	0	12.531328320802	0	0	0	3.25814536340852	0.50125313283208	0	0	0	0.25062656641604	0	0	0	0	0	0.25062656641604	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	32	"AWI"	32	-1	266	141	0.117647058823529	0	0	22.9411764705882	0	0	0	0	0	0	4.58823529411765	0	0.235294117647059	0	2	0	0	0.470588235294118	4.23529411764706	0	22.9411764705882	0.705882352941177	0.352941176470588	0	6.23529411764706	0	0	0	0	0	0.117647058823529	0	1.17647058823529	0	0	0	0	1.64705882352941	0	0	2	0	16.4705882352941	0	0	0	0.117647058823529	8.70588235294118	0	0	0.352941176470588	2.58823529411765	0.823529411764706	0	0.117647058823529	0	0	0.117647058823529	0	0	0.705882352941177	0.235294117647059	0	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	40	"AWI"	40	28	303	185	0	0	0	22.1324717285945	0.161550888529887	0.161550888529887	0.484652665589661	0	0.161550888529887	0	4.20032310177706	0	0.161550888529887	0	0	0	0	0.807754442649435	8.23909531502423	0	14.3780290791599	0.646203554119548	0.323101777059774	0	8.88529886914378	0	0	0	0	0	0	0.161550888529887	1.13085621970921	0	0	0	0	1.93861066235864	0	0	1.61550888529887	0	20.5169628432956	0	0	0	0	10.8239095315024	0	0	0.161550888529887	0.646203554119548	1.13085621970921	0	0	0	0	0.161550888529887	0	0	0.484652665589661	0.161550888529887	0.323101777059774	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	48	"AWI"	48	98	354	232	0	0	0	8.92531876138433	0	0	0	0	0	0	5.28233151183971	0	0	0	0	0	0	1.09289617486339	8.01457194899818	0	28.4153005464481	0	0	0	5.46448087431694	0	0	0	0	0	0	0.182149362477231	2.9143897996357	0	0	0.182149362477231	0	1.45719489981785	0	0	0.728597449908925	0	16.3934426229508	0	0	0	0	14.7540983606557	0	0	0.182149362477231	3.27868852459016	0.910746812386157	0	0	0	0.182149362477231	0	0	0.182149362477231	0.182149362477231	0	1.27504553734062	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	56	"AWI"	56	157	401	281	0	0	0	26.3229308005427	0.135685210312076	0	0	0	0.407055630936228	0	2.57801899592944	0	0.271370420624152	0	0	0	0	0.949796472184532	7.59837177747626	0.135685210312076	11.8046132971506	0	0	0	8.41248303934871	0	0	0.135685210312076	0	0	0	0.135685210312076	2.03527815468114	0	0	0.135685210312076	0	0.407055630936228	0	0	0.67842605156038	0	16.6892808683853	0	0	0	0	15.4681139755767	0	0	0.271370420624152	2.57801899592944	1.22116689280868	0	0	0.135685210312076	0.271370420624152	0.135685210312076	0	0.271370420624152	0.271370420624152	0.135685210312076	0.271370420624152	0.135685210312076
16349	25386	"Etang Bouquin"	47.27361	4.01861	64	"AWI"	64	205	445	328	0	0	0	13.347022587269	0	0	0	0	0	0	4.51745379876797	0	0.410677618069815	0	0	0	0	0	4.92813141683778	0	22.5872689938398	0	0	0	12.7310061601643	0	0	0	0.205338809034908	0	0	0.616016427104723	3.49075975359343	0	0	0	0	0.410677618069815	0	0	0.82135523613963	0	16.2217659137577	0	0	0	0	14.3737166324435	0	0	0.410677618069815	2.46406570841889	1.43737166324435	0	0	0	0	0	0	0.205338809034908	0.205338809034908	0	0.616016427104723	0
16349	25386	"Etang Bouquin"	47.27361	4.01861	68	"AWI"	68	225	468	352	0	0	0	27.2727272727273	0	0.185528756957328	0	0	0.371057513914657	0	3.52504638218924	0	0.185528756957328	0	0	0	0	0.371057513914657	6.30797773654917	0	16.8831168831169	0	0	0	12.430426716141	0	0	0	0	0.185528756957328	0	0.185528756957328	2.22634508348794	0	0	0	0	0.556586270871985	0	0	0.927643784786642	0	12.987012987013	0	0.371057513914657	0	0	10.0185528756957	0	0	0.185528756957328	2.41187384044527	0.371057513914657	0	0	0	0.185528756957328	0	0	0	1.2987012987013	0	0.556586270871985	0
