"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
20	20	"Akuvaara"	69.12326	27.67406	0	"AWI"	0	-106	63	-24	0.72289156626506	0.120481927710843	0	0	0	32.289156626506	0	0	2.40963855421687	2.16867469879518	1.20481927710843	59.6385542168675	0.602409638554217	0	0	0.602409638554217	0.120481927710843	0.120481927710843	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	5	"AWI"	5	44	780	307	1.00783874580067	0	0	0.335946248600224	0	30.0111982082867	0	0	2.23964165733483	2.01567749160134	1.3437849944009	62.7099664053751	0.111982082866741	0.111982082866741	0	0	0	0.111982082866741	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	10	"AWI"	10	267	1260	675	0.402144772117962	0	0	0	0.134048257372654	33.2439678284182	0	0	2.01072386058981	2.14477211796247	1.34048257372654	60.7238605898123	0	0	0	0	0	0	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	15	"AWI"	15	524	1668	1043	0.609013398294762	0	0	0.121802679658952	0	31.6686967113276	0	0.121802679658952	2.07064555420219	1.70523751522533	0.97442143727162	61.63215590743	0.243605359317905	0	0	0.365408038976857	0	0.365408038976857	0	0	0	0.121802679658952
20	20	"Akuvaara"	69.12326	27.67406	20	"AWI"	20	828	2027	1405	1.35685210312076	0	0	0	0	28.2225237449118	0	0	0.814111261872456	0.542740841248304	0.814111261872456	67.842605156038	0.271370420624152	0	0	0	0	0.135685210312076	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	25	"AWI"	25	1188	2367	1767	0.257731958762887	0	0	0	0	32.9896907216495	0	0	1.54639175257732	1.67525773195876	1.28865979381443	61.2113402061856	0.644329896907216	0	0	0.38659793814433	0	0	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	30	"AWI"	30	1563	2692	2138	0.441014332965821	0	0	0.220507166482911	0	28.4454244762955	0	0.110253583241455	5.07166482910695	0.992282249173098	0.551267916207277	63.5060639470783	0.441014332965821	0	0	0	0.110253583241455	0	0	0	0.110253583241455	0
20	20	"Akuvaara"	69.12326	27.67406	35	"AWI"	35	1992	2991	2496	0.797872340425532	0	0	0.132978723404255	0	30.5851063829787	0	0	1.1968085106383	1.46276595744681	0.664893617021277	62.7659574468085	1.59574468085106	0	0	0.531914893617021	0	0.265957446808511	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	40	"AWI"	40	2363	3352	2836	0.394736842105263	0	0	0	0	32.5	0	0.131578947368421	1.97368421052632	1.31578947368421	0.657894736842105	61.4473684210526	0.921052631578947	0	0	0.394736842105263	0	0.263157894736842	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	45	"AWI"	45	2653	3753	3178	1.42302716688228	0	0	0	0.129366106080207	31.3065976714101	0	0	1.55239327296248	1.9404915912031	0.646830530401035	62.3544631306598	0.388098318240621	0	0	0	0	0.258732212160414	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	50	"AWI"	50	2964	4112	3519	0.647668393782383	0	0	0	0	26.9430051813472	0	0.259067357512953	1.55440414507772	0.647668393782383	0.77720207253886	68.5233160621762	0.518134715025907	0	0.129533678756477	0	0	0	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	55	"AWI"	55	3288	4450	3867	1.00783874580067	0	0	0	0	32.474804031355	0	0	2.57558790593505	1.56774916013438	0.559910414333707	60.2463605823068	0.783874580067189	0	0.111982082866741	0	0	0.559910414333707	0	0	0	0.111982082866741
20	20	"Akuvaara"	69.12326	27.67406	60	"AWI"	60	3645	4781	4219	1.50753768844221	0.201005025125628	0	0.100502512562814	0	29.748743718593	0	0.301507537688442	1.70854271356784	1.00502512562814	0	64.7236180904523	0.301507537688442	0.201005025125628	0	0	0	0.201005025125628	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	65	"AWI"	65	4051	5096	4554	1.05263157894737	0	0	0.0956937799043062	0	37.1291866028708	0	0.287081339712919	1.81818181818182	0.861244019138756	0.0956937799043062	57.8947368421053	0.669856459330144	0.0956937799043062	0	0	0	0	0	0	0	0
