"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
20	20	"Akuvaara"	69.12326	27.67406	70	"AWI"	70	4415	5451	4904	2.05314009661836	0.120772946859903	0	0.36231884057971	0	25.8454106280193	0	0.120772946859903	0.845410628019324	0.36231884057971	0	69.5652173913043	0.36231884057971	0	0	0	0	0.36231884057971	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	75	"AWI"	75	4720	5862	5265	2.28571428571429	0.114285714285714	0	0.228571428571429	0	38.2857142857143	0	0	1.48571428571429	0.8	0	56.2285714285714	0.342857142857143	0	0	0	0	0.228571428571429	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	80	"AWI"	80	5033	6227	5626	2.67639902676399	0	0	0	0	32.1167883211679	0	0.364963503649635	1.45985401459854	0	0	62.5304136253041	0.24330900243309	0	0	0.48661800486618	0	0	0	0	0	0.121654501216545
20	20	"Akuvaara"	69.12326	27.67406	85	"AWI"	85	5382	6556	5992	3.13418217433888	0	0	0	0	35.3574926542605	0	0.0979431929480901	1.56709108716944	0.685602350636631	0	58.5700293829579	0	0.0979431929480901	0	0.19588638589618	0	0.0979431929480901	0	0	0	0.19588638589618
20	20	"Akuvaara"	69.12326	27.67406	90	"AWI"	90	5776	6856	6350	2.1978021978022	0	0	0	0	36.4835164835165	0.10989010989011	0.10989010989011	1.42857142857143	0.21978021978022	0	58.6813186813187	0.10989010989011	0	0	0	0	0.32967032967033	0	0	0.10989010989011	0.21978021978022
20	20	"Akuvaara"	69.12326	27.67406	95	"AWI"	95	6225	7126	6702	2.40700218818381	0	0	0.218818380743982	0	34.1356673960613	0	0.109409190371991	1.85995623632385	0.328227571115974	0	59.8468271334792	0.328227571115974	0	0	0.437636761487965	0	0.109409190371991	0	0	0	0.218818380743982
20	20	"Akuvaara"	69.12326	27.67406	100	"AWI"	100	6574	7456	7033	2.38663484486873	0.119331742243437	0	0	0	32.1002386634845	0	0	1.55131264916468	0.119331742243437	0	63.2458233890215	0.238663484486874	0	0	0	0	0.238663484486874	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	105	"AWI"	105	6846	7841	7342	2.46062992125984	0	0.0984251968503937	0	0	33.0708661417323	0	0.0984251968503937	1.77165354330709	0.295275590551181	0	61.7125984251969	0.393700787401575	0	0	0	0	0	0	0	0.0984251968503937	0
20	20	"Akuvaara"	69.12326	27.67406	110	"AWI"	110	7134	8177	7656	1.29482071713147	0	0.099601593625498	0.199203187250996	0.099601593625498	39.8406374501992	0	0.199203187250996	0.796812749003984	0.398406374501992	0	56.4741035856574	0.49800796812749	0	0	0	0.099601593625498	0	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	115	"AWI"	115	7440	8495	7969	0.735294117647059	0	0	0.147058823529412	0	39.4117647058824	0.147058823529412	0	1.02941176470588	0.441176470588235	0.294117647058824	56.6176470588235	0.882352941176471	0	0	0	0	0.147058823529412	0	0	0	0.147058823529412
20	20	"Akuvaara"	69.12326	27.67406	120	"AWI"	120	7761	8788	8277	1.15340253748558	0	0	0.115340253748558	0	45.6747404844291	0	0	1.3840830449827	0.461361014994233	0	49.7116493656286	1.15340253748558	0	0	0	0	0.115340253748558	0	0	0	0.230680507497116
20	20	"Akuvaara"	69.12326	27.67406	125	"AWI"	125	8136	9032	8575	1.26742712294043	0	0	0	0	62.7376425855513	0	0	1.01394169835234	0.253485424588086	0	33.2065906210393	0.760456273764259	0	0	0	0	0.506970849176172	0	0	0	0.253485424588086
20	20	"Akuvaara"	69.12326	27.67406	130	"AWI"	130	8413	9383	8881	0.773694390715667	0	0	0.193423597678917	0	84.5261121856867	0	0	2.12765957446809	0.386847195357834	0	9.18762088974855	2.41779497098646	0	0	0	0	0.386847195357834	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	135	"AWI"	135	8699	9692	9182	0.661157024793388	0	0	0	0	86.7768595041322	0	0	2.8099173553719	0.165289256198347	0	5.9504132231405	2.31404958677686	0	0	0	0	1.15702479338843	0	0	0	0.165289256198347
20	20	"Akuvaara"	69.12326	27.67406	140	"AWI"	140	9008	9971	9478	0.147710487444609	0	0	0.295420974889217	0	90.9896602658789	0	0	2.95420974889217	0.295420974889217	0	3.10192023633678	1.18168389955687	0	0	0	0	0.886262924667651	0	0.147710487444609	0	0
20	20	"Akuvaara"	69.12326	27.67406	145	"AWI"	145	9353	10263	9776	0	0	0	0	0	90.7258064516129	0	0	3.83064516129032	0.604838709677419	0	2.82258064516129	0.604838709677419	0	0.201612903225806	0	0.403225806451613	0.806451612903226	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	150	"AWI"	150	9644	10628	10082	0	0	0	0.472813238770686	0	89.5981087470449	0	0	5.20094562647754	0.236406619385343	0	0.945626477541371	2.36406619385343	0	0	0	0	1.18203309692671	0	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	152.5	"AWI"	152.5	9747.5	10868.5	10239	0.284900284900285	0	0	0.284900284900285	0	80.3418803418803	0	0	8.26210826210826	2.56410256410256	0	1.13960113960114	3.41880341880342	0	0	0	1.42450142450142	1.99430199430199	0	0.284900284900285	0	0
20	20	"Akuvaara"	69.12326	27.67406	155	"AWI"	155	9857	11114	10402	0	0	0	1.11731843575419	0.279329608938547	66.7597765363129	0	0.279329608938547	8.37988826815642	9.21787709497207	0	2.23463687150838	6.70391061452514	0	0	0	1.39664804469274	2.51396648044693	1.11731843575419	0	0	0
20	20	"Akuvaara"	69.12326	27.67406	160	"AWI"	160	10088	11579	10721	0	0	0	1.07142857142857	0	64.2857142857143	0	0	6.07142857142857	16.0714285714286	0	0.714285714285714	4.64285714285714	0	0	0	2.5	3.21428571428571	1.42857142857143	0	0	0
