"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3145	4092	"Hirvilampi"	60.62404	24.25122	0	"AWI"	0	-142	21	-64	0	0	59	1	0	1	0	400	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	2	83	468	0	0	1	0	8	0	0	0	1	2	0	4	0	0	1	3	0	0
3145	4092	"Hirvilampi"	60.62404	24.25122	5	"AWI"	5	-48	382	111	0	0	60	0	0	3	0	402	0	0	0	0	0	3	7	0	0	0	0	0	0	0	1	0	0	0	70	515	3	34	1	0	6	0	0	0	0	2	0	2	0	0	0	2	0	0
3145	4092	"Hirvilampi"	60.62404	24.25122	7.5	"AWI"	7.5	11.5	529	217.5	0	0	42	0	1	0	0	349	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	0	0	3	94	451	0	8	0	0	9	0	0	0	0	0	1	0	0	0	0	2	0	0
3145	4092	"Hirvilampi"	60.62404	24.25122	10	"AWI"	10	51	746	320	0	0	38	0	0	1	0	384	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	2	110	452	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0
3145	4092	"Hirvilampi"	60.62404	24.25122	12.5	"AWI"	12.5	111	931.5	424	0	0	48	0	2	1	0	305	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	1	194	440	0	0	1	0	10	0	0	0	0	0	0	3	0	0	0	2	0	0
3145	4092	"Hirvilampi"	60.62404	24.25122	15	"AWI"	15	171	1075	540	0	0	47	0	0	3	0	364	1	0	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	1	217	358	0	0	1	1	5	0	0	0	0	0	0	2	0	0	1	1	0	0
3145	4092	"Hirvilampi"	60.62404	24.25122	17.5	"AWI"	17.5	229	1252.5	646.5	1	1	23	0	1	0	0	186	0	0	0	0	1	2	1	0	0	0	0	2	0	0	1	0	0	1	307	472	0	0	1	0	2	0	1	0	0	1	1	0	0	0	0	2	0	0
3145	4092	"Hirvilampi"	60.62404	24.25122	20	"AWI"	20	313	1357	762	0	1	16	0	0	0	0	324	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	206	441	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0
3145	4092	"Hirvilampi"	60.62404	24.25122	22.5	"AWI"	22.5	377	1504	876	0	0	62	0	1	2	0	457	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	3	181	283	0	0	0	0	10	0	1	0	0	1	0	0	0	0	2	7	0	0
3145	4092	"Hirvilampi"	60.62404	24.25122	25	"AWI"	25	473	1600	994	0	1	64	0	0	4	0	476	0	0	0	0	0	4	1	0	0	0	0	0	4	0	0	0	0	2	167	276	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	2	0	0
