"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Violaceae"
3315	4306	"Niechorze"	54	15.05	320	"AWI"	320	2412	3087	2704	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	11	0	648	2	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	3	0	0	4	0	2	0	0	0	0	0	0	0	49	0	0	0	5	0	0	0	0	0	0	5	0	2	0	0
3315	4306	"Niechorze"	54	15.05	325	"AWI"	325	4265	4742	4506	2	0	13	0	0	0	21	0	0	0	0	8	0	0	0	0	0	0	0	35	0	39	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	42	0	0	0	1	0	0	0	0	0	1	11	0	4	0	0
3315	4306	"Niechorze"	54	15.05	330	"AWI"	330	5701	6774	6315	0	0	5	0	1	0	6	0	0	0	0	3	0	0	0	0	0	0	0	25	0	49	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	31	0	0	0	1	0	0	1	0	0	0	12	0	3	0	0
3315	4306	"Niechorze"	54	15.05	335	"AWI"	335	6653	7688	7110	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0
3315	4306	"Niechorze"	54	15.05	340	"AWI"	340	6843	9487	7862	0	0	0	0	0	0	14	0	0	183	0	1	0	0	0	0	0	0	0	4	0	72	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3315	4306	"Niechorze"	54	15.05	345	"AWI"	345	7318	9719	8522	0	0	9	0	0	0	36	0	0	294	0	1	0	0	0	0	0	0	0	1	0	83	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0
3315	4306	"Niechorze"	54	15.05	350	"AWI"	350	7570	10284	9163	0	0	2	0	0	0	46	0	0	298	0	1	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
3315	4306	"Niechorze"	54	15.05	355	"AWI"	355	8760	10406	9697	0	0	3	0	0	0	55	0	0	265	0	0	0	1	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0
3315	4306	"Niechorze"	54	15.05	360	"AWI"	360	9544	10769	10270	0	0	3	0	0	0	40	1	0	217	0	0	0	0	0	0	1	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0
3315	4306	"Niechorze"	54	15.05	365	"AWI"	365	9885	10997	10512	0	0	11	0	0	1	37	0	0	276	0	1	0	0	0	0	0	0	0	0	0	233	1	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	1	0	0	0
