"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tofieldiaceae"	"Urticaceae"
3353	4351	"Pickletillem"	56.41204	-2.90744	662	"AWI"	662	10662	11655	11115	0	0	0	0	0	63.9175257731959	0	0	0	0	0	4.94845360824742	0	3.91752577319588	0	0	0	0.412371134020619	1.44329896907216	0	0	0	2.47422680412371	0	0	11.340206185567	0	0	0	0	0	0	10.7216494845361	0	0.412371134020619	0	0.412371134020619
3353	4351	"Pickletillem"	56.41204	-2.90744	666	"AWI"	666	10706	11924	11265	0	0	0	0	0	63.5394456289979	0	0	0	0	0	2.13219616204691	0	2.3454157782516	0	1.49253731343284	0	0	2.13219616204691	0	0	0	3.19829424307036	0	0	18.9765458422175	0	0	0	0	0	0	5.97014925373134	0	0	0.213219616204691	0
3353	4351	"Pickletillem"	56.41204	-2.90744	670	"AWI"	670	10804	12081	11390	0.14903129657228	0	0	0	0	21.7585692995529	0.596125186289121	0	0	0	0	0.29806259314456	0.596125186289121	9.23994038748137	0	2.38450074515648	0	2.08643815201192	1.19225037257824	0.14903129657228	0	0	2.08643815201192	0.14903129657228	0.14903129657228	51.8628912071535	0	0	0	0	0.447093889716841	0	5.06706408345753	0	1.4903129657228	0	0.29806259314456
3353	4351	"Pickletillem"	56.41204	-2.90744	672	"AWI"	672	10856	12115	11452	0	0	0	0	0	5.94713656387665	0.66079295154185	0	0	0	0	0	0	6.38766519823788	0	0	0	0.220264317180617	0.220264317180617	0	0	0	1.10132158590308	0	0.220264317180617	78.6343612334802	0	0	0.66079295154185	0	1.10132158590308	0	3.74449339207048	0	1.10132158590308	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	678	"AWI"	678	10993	12265	11649	0.321543408360129	0	0	0	0	11.5755627009646	1.92926045016077	0	0	0	0	0	1.60771704180064	11.8971061093248	0	0	0	3.85852090032154	1.28617363344051	0	0	0	3.85852090032154	0	0.643086816720257	47.9099678456592	0	0	0	0	0	0	12.540192926045	0	2.2508038585209	0	0.321543408360129
3353	4351	"Pickletillem"	56.41204	-2.90744	682	"AWI"	682	11063	12409	11773	0	0.32051282051282	0	0	0	9.2948717948718	1.6025641025641	0	0	0	0	0	0	12.1794871794872	0	0	0	1.6025641025641	2.24358974358974	0.32051282051282	0	0	2.88461538461538	0	0.641025641025641	50.3205128205128	0	0.641025641025641	0.961538461538462	0	0.641025641025641	0	11.2179487179487	0	4.48717948717949	0	0.641025641025641
3353	4351	"Pickletillem"	56.41204	-2.90744	686	"AWI"	686	11121	12603	11887	0.294117647058824	0	0	0	0	6.47058823529412	1.17647058823529	0	0	0	0	0	0	8.23529411764706	0	0	0	1.76470588235294	2.35294117647059	0	0	0	2.94117647058824	0	0	66.7647058823529	0	0	1.47058823529412	0	0.294117647058824	0	7.35294117647059	0	0.294117647058824	0	0.588235294117647
3353	4351	"Pickletillem"	56.41204	-2.90744	690	"AWI"	690	11252	12664	11987	0	1.16731517509728	0	0	0	8.17120622568093	1.55642023346304	0	0	0	0	0	0	19.0661478599222	0.389105058365759	0	0	1.94552529182879	1.94552529182879	0	0	0	4.66926070038911	0	0	45.5252918287938	0	0	1.16731517509728	0	0.389105058365759	0	11.284046692607	0	2.72373540856031	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	694	"AWI"	694	11401	12723	12096	0	0.400801603206413	0	0	0	7.01402805611222	2.00400801603206	0	0	0	0.400801603206413	0	0	16.8336673346693	0	0	0	1.20240480961924	1.20240480961924	0	0	0.200400801603206	2.20440881763527	0	0	53.3066132264529	0	0	0	0.601202404809619	0.601202404809619	0	12.4248496993988	0	1.60320641282565	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	698	"AWI"	698	11482	12779	12204	0	0	0	0	0	7.60869565217391	1.35869565217391	0	0	0	0	0	0	14.945652173913	0	0	0	2.71739130434783	2.44565217391304	0	0	0	3.53260869565217	0	0.543478260869565	57.6086956521739	0	0	0	0	1.08695652173913	0	6.79347826086956	0	0.815217391304348	0	0.543478260869565
