"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14478	22669	"Altes Moor"	53.436742	8.867332	213	"AWI"	213	3019	3982	3568	0	1	267	2	1	0	1	0	109	0	0	0	0	0	0	0	0	0	103	0	46	0	99	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	7	0	0	0	0	1	0	162	0	0	0	0	1	8	2	0	0	0	0	0	0	3	2	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	215	"AWI"	215	3100	4014	3637	1	2	538	2	1	0	4	0	173	0	0	0	2	0	0	0	0	0	156	0	73	0	0	0	0	7	0	27	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	1	28	0	0	0	0	0	0	229	0	0	0	0	0	6	2	0	0	0	0	1	0	2	6	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	217	"AWI"	217	3173	4063	3711	1	1	338	2	1	0	3	0	76	0	1	0	1	0	0	0	0	0	149	0	171	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	17	0	0	0	0	0	0	136	0	0	0	0	0	7	4	0	0	0	0	0	0	1	5	5	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	219	"AWI"	219	3232	4130	3784	0	0	341	1	1	0	11	0	213	0	0	0	0	0	0	0	0	0	143	0	88	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	17	0	0	0	0	0	0	160	0	0	1	0	0	9	4	0	1	0	0	1	0	2	10	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	221	"AWI"	221	3380	4186	3855	1	1	262	1	0	0	5	0	150	0	0	0	0	0	0	0	0	0	119	0	57	0	0	0	0	4	1	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	12	0	0	0	0	0	2	99	0	0	0	0	0	13	3	0	0	0	0	1	1	1	3	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	223	"AWI"	223	3619	4226	3930	0	1	363	4	0	1	3	0	211	0	0	0	2	0	0	0	0	0	205	0	97	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	1	25	0	0	0	0	0	0	157	0	0	0	0	0	15	2	0	0	0	0	1	0	1	12	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	225	"AWI"	225	3803	4289	4013	1	0	246	1	0	0	2	0	139	0	1	0	1	0	0	0	0	0	89	0	58	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	1	18	0	0	0	0	0	0	105	0	0	1	0	0	5	4	0	0	0	1	0	0	1	2	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	227	"AWI"	227	3902	4402	4101	0	0	268	3	0	1	1	0	111	0	0	0	1	0	0	0	0	0	134	0	104	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	1	21	0	0	0	0	0	0	147	0	0	0	0	0	2	243	0	0	0	0	1	0	18	8	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	229	"AWI"	229	3943	4565	4187	0	0	177	2	0	0	0	0	165	0	1	0	0	0	0	0	0	0	88	0	22	0	0	0	0	0	1	9	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	25	0	0	0	0	0	0	105	0	0	0	0	0	0	454	1	0	0	0	0	0	18	9	2	1	0
14478	22669	"Altes Moor"	53.436742	8.867332	231	"AWI"	231	4048	4729	4313	0	1	222	2	0	1	1	0	146	0	0	0	0	0	0	0	0	0	93	0	16	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	113	0	0	0	0	0	0	16	0	2	0	0	3	0	20	7	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	233	"AWI"	233	4146	4880	4492	0	0	267	1	0	2	1	0	598	0	0	0	0	2	0	0	0	0	95	0	20	0	0	0	0	2	17	17	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	16	0	0	0	0	0	0	99	0	0	0	0	0	1	14	1	0	0	0	2	0	14	7	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	235	"AWI"	235	4208	5059	4672	0	0	166	1	0	0	0	0	336	0	0	0	0	0	0	0	0	0	94	0	5	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	95	0	0	0	0	0	0	18	1	0	0	0	0	0	27	18	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	237	"AWI"	237	4254	5283	4843	0	0	165	1	1	0	1	0	326	0	0	0	0	0	0	0	0	0	64	0	18	0	0	0	0	1	0	8	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	13	0	0	0	0	0	0	82	0	0	0	0	0	2	17	0	0	0	0	0	0	15	10	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	239	"AWI"	239	4298	5548	5014	0	0	251	0	0	2	2	0	236	0	1	0	0	0	0	0	0	0	159	0	22	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	95	0	0	0	0	0	0	16	0	0	0	0	1	1	26	15	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	241	"AWI"	241	4477	5705	5168	0	0	218	1	1	2	1	0	317	0	1	0	1	0	0	0	0	0	108	0	21	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	12	0	0	0	0	0	0	103	0	0	0	0	0	0	4	2	0	0	0	0	0	18	15	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	245	"AWI"	245	5116	5786	5456	0	0	148	1	2	1	0	0	343	0	0	0	1	0	0	0	0	0	52	0	46	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	84	0	0	0	0	0	0	3	0	0	0	0	0	0	13	10	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	249	"AWI"	249	5442	6008	5752	0	0	252	2	0	1	1	0	191	0	0	0	0	0	0	0	0	0	58	0	123	0	0	0	0	1	1	20	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	27	0	0	0	0	0	0	95	0	0	0	0	0	1	3	0	0	0	0	3	0	18	28	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	253	"AWI"	253	5612	6348	5983	0	1	69	2	0	1	1	0	445	0	0	0	0	0	0	0	0	0	27	0	15	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	8	0	0	0	0	0	0	60	0	0	0	0	0	1	3	2	2	0	1	0	0	7	5	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	257	"AWI"	257	5702	6825	6171	0	0	139	0	0	2	1	0	357	0	0	0	0	0	0	0	0	0	104	0	23	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	148	0	0	0	0	1	0	52	0	0	0	0	0	1	11	1	0	0	0	0	0	12	10	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	261	"AWI"	261	5809	7247	6358	0	0	126	1	0	1	0	0	403	0	0	0	1	0	0	0	0	0	38	0	11	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	70	0	0	0	0	0	3	4	2	0	0	0	0	0	8	11	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	265	"AWI"	265	5950	7351	6570	0	0	260	1	1	1	1	0	686	0	0	0	1	0	0	0	0	1	68	0	40	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	24	0	0	0	0	0	0	84	0	0	0	0	0	0	47	2	0	0	0	0	0	12	15	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	269	"AWI"	269	6036	7569	6777	0	0	186	2	0	2	0	0	288	0	0	0	0	0	0	0	0	0	47	0	4	0	0	0	0	0	3	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	76	0	0	0	0	0	1	5	1	0	0	0	0	0	11	9	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	273	"AWI"	273	6281	7712	6985	0	0	223	0	1	2	0	0	381	0	4	0	0	0	0	0	0	0	75	0	15	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	72	0	0	1	0	1	0	20	2	0	1	0	0	0	8	13	4	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	277	"AWI"	277	6440	7823	7206	0	0	161	0	0	1	0	0	330	0	0	0	0	0	0	0	0	0	53	0	13	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	15	0	0	0	0	0	0	48	0	0	0	0	0	1	8	0	0	0	0	0	0	13	6	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	281	"AWI"	281	6651	7992	7417	0	0	372	0	0	1	0	0	468	0	0	0	0	0	0	0	0	0	136	0	39	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	63	0	0	0	0	0	0	113	0	0	0	0	0	0	23	1	0	0	0	0	0	13	15	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	285	"AWI"	285	7044	8054	7616	0	0	95	1	0	0	0	0	289	0	3	0	1	0	0	0	0	0	69	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	89	0	0	0	0	0	0	36	0	0	0	0	0	0	25	2	0	0	0	0	0	4	9	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	289	"AWI"	289	7299	8171	7832	0	0	227	2	0	0	0	0	589	0	0	0	1	0	0	0	0	0	57	0	33	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	91	0	0	0	0	0	0	6	0	0	0	0	0	0	10	10	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	293	"AWI"	293	7633	8264	7986	0	0	84	0	1	0	0	0	449	0	0	0	0	0	0	0	0	0	107	0	17	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	164	0	0	0	0	0	0	46	0	0	0	0	1	1	109	0	0	0	1	1	0	8	15	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	297	"AWI"	297	7827	8387	8136	0	0	6	1	0	1	0	0	312	0	0	0	0	0	0	0	0	0	197	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	226	0	0	0	0	0	0	33	0	0	0	0	2	0	99	0	0	0	0	0	0	2	15	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	301	"AWI"	301	7930	8674	8272	0	0	4	0	0	0	3	0	284	0	2	0	0	0	0	0	0	0	83	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	289	0	0	0	0	0	0	7	0	0	0	0	1	0	34	0	0	0	0	0	0	0	3	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	305	"AWI"	305	8012	8883	8388	0	0	9	2	0	0	4	0	339	0	0	0	0	0	0	0	0	0	83	0	304	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	160	0	1	0	0	0	0	5	0	0	0	0	6	0	11	0	0	0	0	0	1	0	1	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	309	"AWI"	309	8065	9199	8493	0	0	0	0	0	0	8	0	346	0	0	0	0	0	0	0	0	0	15	0	331	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	121	0	0	0	0	0	0	1	0	0	0	0	5	0	42	0	0	0	0	0	2	0	0	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	313	"AWI"	313	8151	9388	8610	0	0	0	1	3	0	13	0	491	0	0	0	0	0	0	0	2	0	1	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	2	0	0	0	0	3	3	55	0	0	0	0	0	8	0	0	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	317	"AWI"	317	8219	9586	8722	0	0	0	1	0	0	8	0	180	0	0	0	0	0	0	2	1	0	0	0	156	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	4	0	80	0	0	0	0	0	11	0	0	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	321	"AWI"	321	8283	9817	8828	0	0	1	0	0	0	78	0	181	0	1	0	0	0	0	0	9	0	0	0	1089	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	32	0	0	0	0	0	0	0	0	0	0	0	7	24	19	0	0	0	0	0	15	0	1	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	325	"AWI"	325	8354	9957	8956	0	0	0	0	0	0	70	0	176	0	5	0	0	0	0	0	8	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	0	7	86	10	0	0	0	0	0	26	0	0	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	329	"AWI"	329	8408	10153	9075	1	0	0	0	0	0	43	0	194	0	0	0	0	0	0	0	4	0	2	1	512	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	6	9	39	0	0	0	0	0	7	0	0	1	0	0
