"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acanthaceae"	"Acer"	"Aizoaceae"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cotinus"	"Cyperaceae"	"Datiscaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Morus"	"Olea"	"Oleaceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Paliurus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
3139	4083	"Halos I"	39.160154	22.837282	45	"AWI"	45	126	1050	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3139	4083	"Halos I"	39.160154	22.837282	60	"AWI"	60	350	1188	798	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	2	0	24	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	5	1	0	0	7	0	0	0	0	0	0	0	0	35	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	80	"AWI"	80	710	1350	1074	3	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	2	0	0	0	0	1	0	55	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	1	0	0	0	0	0	41	1	0	0	0	0	0	0	0	53	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	100	"AWI"	100	1120	1560	1350	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
3139	4083	"Halos I"	39.160154	22.837282	120	"AWI"	120	1254	2236	1611	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	24	13	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	140	"AWI"	140	1464	2550	1966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	33	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	35	0	0	0	0	0	0	0	0	38	17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	160	"AWI"	160	1722	2810	2293	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	53	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	54	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3139	4083	"Halos I"	39.160154	22.837282	180	"AWI"	180	2120	3029	2610	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	45	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	41	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0
3139	4083	"Halos I"	39.160154	22.837282	200	"AWI"	200	2614	3223	2920	1	0	0	0	2	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	227	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	3	0	0	0	0	2	0	21	0	0	0	0	0	0	0	0	39	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	2
3139	4083	"Halos I"	39.160154	22.837282	210	"AWI"	210	2840	3356	3081	10	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	240	"AWI"	240	3096	4360	3581	5	0	0	0	4	21	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	3	0	66	0	0	5	0	0	9	0	0	0	0	0	0	0	3	0	1	0	0	0	0	5	0	0	0	0	0	3	0	23	0	0	1	0	0	0	0	0	110	30	0	0	0	0	0	3	6	1	0	0	0	0	0	3	0	0	3	0	0	0	1
3139	4083	"Halos I"	39.160154	22.837282	255	"AWI"	255	3297	4608	3874	3	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	5	0	41	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	2	0	6	0	0	9	0	0	1	9	0	1	0	21	1	0	0	0	0	0	0	0	83	20	0	0	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1
3139	4083	"Halos I"	39.160154	22.837282	280	"AWI"	280	3601	5077	4361	9	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	16	0	0	0	17	0	0	0	0	0	0	0	0	141	27	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	2	0	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	290	"AWI"	290	3736	5298	4538	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	3	0	46	0	0	2	0	0	3	0	0	0	0	2	1	0	0	0	1	0	0	0	0	12	0	0	0	0	1	2	1	20	0	0	1	0	0	0	0	0	140	39	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	1
