"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Betula"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
3189	4145	"Kepskoe"	65.08333	32.16667	5	"AWI"	5	-96	236	25	0	0	0	0	0.266666666666667	0	0	6.93333333333333	2.13333333333333	0	0	0	0	2.13333333333333	85.3333333333333	2.66666666666667	0	0	0.266666666666667	0	0	0	0.266666666666667	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	25	"AWI"	25	69	929	376	0	0	0	0	0	0	0	8.69565217391304	0	0	0	0	0	2.60869565217391	78.2608695652174	3.47826086956522	0	0	0	6.95652173913043	0	0	0	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	50	"AWI"	50	339	1578	837	0.606060606060606	0	0	0	0	0	0	15.1515151515152	0	0	0	0	0	7.27272727272727	75.7575757575758	0.606060606060606	0	0	0	0	0.606060606060606	0	0	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	75	"AWI"	75	688	2119	1305	0	0	0	0	0	0	0.267379679144385	8.55614973262032	0	0	0	0	0	12.2994652406417	78.0748663101604	0.53475935828877	0	0.267379679144385	0	0	0	0	0	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	100	"AWI"	100	1047	2639	1770	0.632911392405063	0	0	0	0.632911392405063	0	0.632911392405063	7.59493670886076	0	0	0	0	0	13.9240506329114	75.3164556962025	0.632911392405063	0	0	0	0	0	0	0	0	0	0.632911392405063
3189	4145	"Kepskoe"	65.08333	32.16667	125	"AWI"	125	1469	3144	2232	0.467289719626168	0	0	0	0.467289719626168	0	1.4018691588785	10.7476635514019	0	0	0	0	0.467289719626168	15.4205607476636	69.1588785046729	0	0	0.934579439252336	0	0	0	0	0	0	0	0.934579439252336
3189	4145	"Kepskoe"	65.08333	32.16667	150	"AWI"	150	1869	3621	2689	0	0	0	0	0	0	0	16.4383561643836	0	0	0.684931506849315	0	0	12.3287671232877	69.1780821917808	0.684931506849315	0	0.684931506849315	0	0	0	0	0	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	175	"AWI"	175	2285	4094	3163	0.970873786407767	0	0	0	0	0	0.970873786407767	12.621359223301	0	0	0	0	0	14.5631067961165	67.9611650485437	0	0	0	0	0	0	2.9126213592233	0	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	200	"AWI"	200	2723	4564	3632	0	0	0	0	0	0	0.884955752212389	22.1238938053097	0	0	0	0	0.884955752212389	15.929203539823	57.5221238938053	0	0	0.884955752212389	0	0	0	0.884955752212389	0.884955752212389	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	225	"AWI"	225	3196	4966	4097	0	0	0	0	0	0	1.15606936416185	33.5260115606936	0	0	0	0	0	14.4508670520231	49.7109826589595	0	0	0	0	0	0	0	1.15606936416185	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	250	"AWI"	250	3662	5397	4570	0.628930817610063	0	0	0	0	0	0	10.6918238993711	0	0	0	0	0	14.4654088050314	73.5849056603774	0.628930817610063	0	0	0	0	0	0	0	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	275	"AWI"	275	4155	5823	5024	0	0	0	0	0.460829493087558	0	1.38248847926267	9.21658986175115	0	0	0.460829493087558	0	0	14.2857142857143	73.2718894009217	0.921658986175115	0	0	0	0	0	0	0	0	0	0
3189	4145	"Kepskoe"	65.08333	32.16667	300	"AWI"	300	4645	6222	5481	0.696864111498258	7.31707317073171	0	0	1.74216027874564	0	0.348432055749129	13.9372822299652	0	0	0	0	0	8.71080139372822	65.8536585365854	0.696864111498258	0	0	0.348432055749129	0	0	0	0	0	0.348432055749129	0
3189	4145	"Kepskoe"	65.08333	32.16667	325	"AWI"	325	5177	6585	5945	0	0	0	0.209643605870021	0.419287211740042	46.1215932914046	0.209643605870021	3.35429769392034	0	0	0	0	0	6.28930817610063	41.9287211740042	0	0	0.209643605870021	0.209643605870021	0	0	0	0	0	0	1.0482180293501
3189	4145	"Kepskoe"	65.08333	32.16667	350	"AWI"	350	5722	6945	6399	0	0	0	0	0.347222222222222	0	1.73611111111111	3.125	0	0	0	0	0	2.08333333333333	88.5416666666667	2.08333333333333	0.347222222222222	0.347222222222222	0	0	0	0	0.347222222222222	0	0.347222222222222	0.694444444444444
3189	4145	"Kepskoe"	65.08333	32.16667	375	"AWI"	375	6369	7255	6846	0	0	0	0	0.512820512820513	0	2.05128205128205	7.17948717948718	0	0	0	0	0	0	84.6153846153846	1.53846153846154	0.512820512820513	0.512820512820513	0	0	0	0.512820512820513	0.512820512820513	0.512820512820513	0	1.53846153846154
3189	4145	"Kepskoe"	65.08333	32.16667	400	"AWI"	400	6982	8076	7415	0	0	0	0	0.920245398773006	0	2.14723926380368	4.9079754601227	0	0.306748466257669	0	0	0	1.84049079754601	87.4233128834356	1.22699386503067	0.306748466257669	0	0	0	0	0	0	0	0.306748466257669	0.613496932515337
3189	4145	"Kepskoe"	65.08333	32.16667	425	"AWI"	425	7577	9025	8248	0	0	0	0	0.294117647058824	0	1.17647058823529	6.76470588235294	0	0.294117647058824	0	0	0	1.17647058823529	87.3529411764706	0.882352941176471	0	0.294117647058824	0.294117647058824	0	0	0	0.294117647058824	0	0	1.17647058823529
3189	4145	"Kepskoe"	65.08333	32.16667	450	"AWI"	450	8285	9816	9092	0	0	0	0	0.649350649350649	0	1.94805194805195	5.51948051948052	0	0	0	0	0	1.2987012987013	86.3636363636364	1.62337662337662	0.324675324675325	0.324675324675325	0	0	0	0	0.324675324675325	0	0.324675324675325	1.2987012987013
