"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26217	45719	"Grostjørna"	58.537336	7.73367	1021	"AWI"	1021	-134	31	-46	0	8.26210826210826	0	0	0	0	0.427350427350427	0	0	28.0626780626781	0	0	0	0	0	1.13960113960114	1.56695156695157	0	0	0	0	0.142450142450142	0	0	0.997150997150997	0	2.70655270655271	0	0.997150997150997	0	0.427350427350427	0	0.56980056980057	51.2820512820513	0	0	0	0	0	0	2.42165242165242	0	0	0	0	0	0	0	0.284900284900285	0	0	0	0.284900284900285	0.427350427350427	0
26217	45719	"Grostjørna"	58.537336	7.73367	1024	"AWI"	1024	-87	149	17	0	8.53462157809984	0.161030595813205	0	0	0	0	0	0	27.6972624798712	0	0	0	0	0	1.61030595813204	3.05958132045089	0	0	0	0	0	0	0	0.644122383252818	0	2.25442834138486	0	0.805152979066022	0	0.161030595813205	0.161030595813205	0.322061191626409	51.0466988727858	0	0	0	0	0	0	1.28824476650564	0	0	0	0	0	0	0	0.322061191626409	0	0	0.483091787439614	0.161030595813205	1.28824476650564	0
26217	45719	"Grostjørna"	58.537336	7.73367	1028	"AWI"	1028	-61	375	96	0	11.3543091655267	0.136798905608755	0	0	0	0.136798905608755	0	0	32.5581395348837	0	0	0	0	0	1.64158686730506	2.05198358413133	0	0	0.27359781121751	0	0	0	0	1.36798905608755	0.136798905608755	11.2175102599179	0	2.87277701778386	0.136798905608755	0	0	0.410396716826265	32.421340629275	0	0	0	0	0	0	1.09439124487004	0	0	0	1.09439124487004	0	0	0	0.27359781121751	0	0	0.136798905608755	0.136798905608755	0.547195622435021	0
26217	45719	"Grostjørna"	58.537336	7.73367	1032	"AWI"	1032	-46	607	177	0	12.1008403361345	0	0	0	0	0	0	0	38.3193277310924	0	0	0	0	0	1.34453781512605	2.6890756302521	0	0	0	0.168067226890756	0.168067226890756	0	0.168067226890756	0.672268907563025	0	6.38655462184874	0	0.672268907563025	0	0.168067226890756	0	0.168067226890756	33.9495798319328	0	0	0	0	0	0	1.84873949579832	0	0	0	0	0	0	0	0.336134453781513	0	0	0.168067226890756	0	0.672268907563025	0
26217	45719	"Grostjørna"	58.537336	7.73367	1036	"AWI"	1036	25	701	283	0	21.5083798882682	0	0	0	0	0.279329608938547	0	0	53.6312849162011	0	0	0	0	0	2.51396648044693	3.63128491620112	0	0	0	0.279329608938547	0.279329608938547	0	0	1.39664804469274	0	7.26256983240224	0	2.23463687150838	0	1.11731843575419	0	0	0	0	0	0	0.279329608938547	0	0.279329608938547	3.91061452513966	0	0	0	0	0	0	0	0.558659217877095	0	0	0.558659217877095	0	0.279329608938547	0
26217	45719	"Grostjørna"	58.537336	7.73367	1040	"AWI"	1040	72	789	402	0	7.59013282732448	0.189753320683112	0	0	0	0	0	0	32.6375711574953	0	0	0	0	0	1.70777988614801	1.70777988614801	0	0	0	0	0	0	0	0.94876660341556	0	2.08728652751423	0	1.70777988614801	0	0	0	0.189753320683112	44.7817836812144	0	0	0	1.32827324478178	0	0	1.89753320683112	0	0	0	1.70777988614801	0	0	0	0	0	0	0.189753320683112	0	1.32827324478178	0
26217	45719	"Grostjørna"	58.537336	7.73367	1044	"AWI"	1044	104	943	505	0	8.75232774674116	0	0	0	0	0.186219739292365	0	0	37.8026070763501	0	0	0	0	0	2.42085661080074	1.86219739292365	0	0	0	0	0	0	0	0.186219739292365	0	4.65549348230912	0	1.11731843575419	0	0	0	0.186219739292365	37.9888268156425	0	0	0	0.186219739292365	0	0.186219739292365	2.23463687150838	0	0	0	1.48975791433892	0	0	0	0	0	0	0	0	0.74487895716946	0
26217	45719	"Grostjørna"	58.537336	7.73367	1048	"AWI"	1048	249	991	612	0	15.3100775193798	0	0	0	0	0	0	0	30.6201550387597	0	0	0	0	0	2.13178294573643	0	0	0	0	0	0.193798449612403	0	0	1.55038759689922	0	6.0077519379845	0	0.775193798449612	0	0	0	0	39.1472868217054	0	0	0	0.581395348837209	0	0.193798449612403	1.93798449612403	0	0	0.193798449612403	0	0	0	0	0.387596899224806	0	0	0.581395348837209	0.193798449612403	0.193798449612403	0
26217	45719	"Grostjørna"	58.537336	7.73367	1052	"AWI"	1052	348	1042	731	0	10.4615384615385	0	0	0	0	0	0	0	42	0	0	0	0	0	0.769230769230769	0	0	0	0	0.307692307692308	0.307692307692308	0	0	0.769230769230769	0	1.07692307692308	0	2	0	0.769230769230769	0	0	36.1538461538462	0	0	0	0.307692307692308	0	0	3.38461538461538	0	0	0	0.461538461538462	0	0	0	0.461538461538462	0	0	0	0	0.615384615384615	0.153846153846154
26217	45719	"Grostjørna"	58.537336	7.73367	1056	"AWI"	1056	408	1143	846	0	7.63239875389408	0	0	0	0	0	0	0	34.5794392523364	0	0	0	0	0	2.02492211838006	0	0	0	0	0.311526479750779	0	0	0	0.778816199376947	0	0.623052959501558	0	1.86915887850467	0	0.311526479750779	0	0.311526479750779	48.7538940809969	0	0	0	0	0	0	1.4018691588785	0	0	0	0.934579439252336	0	0	0	0.311526479750779	0	0	0	0	0.155763239875389	0
26217	45719	"Grostjørna"	58.537336	7.73367	1060	"AWI"	1060	610	1167	928	0	8.54545454545454	0.181818181818182	0	0	0	0.181818181818182	0	0	39.0909090909091	0	0	0	0	0	2	2.18181818181818	0	0	0	0	0	0	0	0.181818181818182	0	3.63636363636364	0	1.45454545454545	0	0.363636363636364	0	0	37.8181818181818	0	0	0	0	0	0	3.81818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0.545454545454546	0
26217	45719	"Grostjørna"	58.537336	7.73367	1064	"AWI"	1064	797	1194	1012	0	9.47368421052632	0.175438596491228	0	0	0	0.701754385964912	0	0	44.5614035087719	0	0	0	0	0	3.33333333333333	1.92982456140351	0	0	0	0.526315789473684	0.175438596491228	0.175438596491228	0	0.526315789473684	0	1.40350877192982	0	0.175438596491228	0	0.175438596491228	0	0.175438596491228	31.9298245614035	0	0	0	0	0.175438596491228	0	3.33333333333333	0	0	0	0	0	0	0	0.175438596491228	0	0	0	0.350877192982456	0.350877192982456	0.175438596491228
26217	45719	"Grostjørna"	58.537336	7.73367	1068	"AWI"	1068	906	1256	1102	0	9.9403578528827	0	0	0	0	0.198807157057654	0	0	45.1292246520875	0	0	0	0.198807157057654	0	2.78330019880716	1.39165009940358	0	0	0	0.596421471172962	0	0.397614314115308	0	1.19284294234592	0.198807157057654	1.59045725646123	0	0	0	0.198807157057654	0	0	28.8270377733598	0	0	0	0.795228628230616	0	0	4.57256461232604	0	0	0	0	0	0	0	0.795228628230616	0	0	0.795228628230616	0	0.397614314115308	0
26217	45719	"Grostjørna"	58.537336	7.73367	1072	"AWI"	1072	1009	1317	1179	0	13.0914826498423	0	0	0	0	0	0	0	39.2744479495268	0	0	0	0	0	2.05047318611987	1.41955835962145	0	0	0	0.473186119873817	0.157728706624606	0.315457413249211	0	0.946372239747634	0	1.73501577287066	0	0	0	0.788643533123028	0	0	33.596214511041	0	0	0	1.10410094637224	0	0	2.99684542586751	0	0	0	0.630914826498423	0	0	0	0.157728706624606	0	0	0.157728706624606	0	1.10410094637224	0
