"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Myrica"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	21	"AWI"	21	347	1301	840	0	41	0	0	3	0	0	1	1	1	2	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	2	0	0	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	23	"AWI"	23	498	1332	917	0	55	0	1	0	0	0	0	0	0	6	36	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	10	0	0	0	0	2	0	2	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	25	"AWI"	25	618	1372	1000	0	38	0	0	1	0	0	1	1	0	5	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	8	0	0	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	27	"AWI"	27	704	1426	1082	0	52	1	0	3	0	0	0	0	0	9	22	0	0	0	1	0	1	0	0	0	0	0	2	2	0	2	0	5	0	0	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	29	"AWI"	29	761	1495	1169	1	45	1	1	2	1	0	2	1	0	5	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	30	"AWI"	30	793	1545	1209	0	31	0	1	2	0	0	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	14	0	0	0	0	3	0	0	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	31	"AWI"	31	817	1565	1231	0	128	0	1	0	1	0	6	0	0	25	169	0	0	0	0	0	0	0	0	0	0	0	2	0	0	44	0	8	0	0	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	33	"AWI"	33	868	1615	1279	0	129	0	2	0	0	0	6	0	0	25	129	0	0	0	0	0	0	0	0	0	0	0	1	0	0	31	0	7	0	1	0	0	4	0	0	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	35	"AWI"	35	909	1673	1327	0	142	2	2	0	1	0	9	0	0	32	137	0	0	0	0	0	0	0	0	0	1	0	2	0	0	28	0	11	0	0	0	0	1	2	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	37	"AWI"	37	945	1752	1370	0	90	2	0	0	0	0	1	1	0	12	112	0	1	0	0	0	0	0	0	1	0	0	2	1	0	32	0	10	0	1	1	0	0	2	1	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	40	"AWI"	40	993	1885	1432	0	147	2	3	0	0	0	5	1	0	40	132	0	1	0	0	0	0	0	0	0	0	0	2	2	0	22	0	21	0	3	0	0	2	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	42	"AWI"	42	1040	1923	1480	0	265	0	4	0	0	0	2	3	0	30	103	0	1	0	0	1	0	0	0	0	0	0	2	2	0	35	0	13	0	0	0	0	3	2	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	45	"AWI"	45	1105	1980	1548	0	172	0	1	0	0	0	2	1	1	22	76	0	0	0	0	0	0	0	1	0	0	0	0	2	0	24	0	27	0	0	0	0	1	2	1	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	46	"AWI"	46	1126	2005	1573	0	218	1	5	0	2	0	6	0	0	20	138	0	1	0	0	0	0	0	0	0	0	0	1	4	0	29	0	21	0	0	0	0	1	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	48	"AWI"	48	1155	2065	1617	0	217	3	8	1	1	0	6	0	0	20	108	2	1	0	0	0	0	0	0	0	0	0	3	0	0	27	0	18	0	0	0	0	4	1	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	50	"AWI"	50	1182	2142	1661	0	257	1	3	0	0	0	1	1	0	11	63	0	2	0	0	0	0	0	0	0	0	0	1	3	0	43	0	12	0	0	0	0	3	0	1	2
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	51	"AWI"	51	1211	2155	1683	0	108	0	5	0	0	0	2	2	0	16	57	0	0	0	0	0	0	0	0	0	0	0	1	6	0	32	0	16	0	3	0	0	9	0	1	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	53	"AWI"	53	1269	2186	1732	0	76	1	2	0	3	0	4	3	0	14	61	0	0	0	0	0	0	0	0	0	0	0	0	10	0	50	0	24	0	1	0	0	5	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	55	"AWI"	55	1306	2218	1781	0	105	0	2	1	3	0	3	6	0	15	93	0	0	0	0	0	0	0	0	0	0	0	1	3	0	16	0	19	0	4	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	57	"AWI"	57	1342	2268	1830	0	118	0	7	0	0	0	3	4	0	14	120	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	31	0	0	0	0	0	1	1	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	60	"AWI"	60	1390	2351	1898	0	134	0	2	1	0	0	3	4	0	16	98	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	17	0	0	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	62	"AWI"	62	1459	2375	1944	0	176	0	3	0	0	0	10	0	0	21	198	0	1	0	0	0	0	0	0	1	1	0	0	0	0	7	0	34	2	0	0	0	1	0	1	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	65	"AWI"	65	1536	2416	2013	0	365	0	1	1	0	0	3	0	0	25	195	1	1	0	0	0	0	0	0	0	0	0	1	0	0	16	0	34	0	2	1	0	3	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	66	"AWI"	66	1555	2434	2039	0	259	0	1	0	1	0	4	0	0	25	84	0	1	0	0	0	0	0	0	0	0	0	2	1	0	15	0	42	0	2	1	0	3	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	68	"AWI"	68	1592	2475	2087	0	388	1	1	6	0	0	4	1	0	26	90	0	1	0	0	0	0	0	0	0	0	0	1	0	0	12	0	30	0	1	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	70	"AWI"	70	1626	2533	2134	0	310	1	2	2	0	0	3	0	0	13	76	0	1	0	1	0	0	0	0	0	0	0	6	0	0	17	0	31	0	1	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	73	"AWI"	73	1755	2565	2197	1	289	1	3	2	1	0	3	0	0	19	99	1	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	29	0	0	0	0	0	0	2	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	76	"AWI"	76	1840	2599	2265	0	309	1	2	2	0	0	6	0	0	21	91	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	25	0	2	0	0	0	0	0	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	79	"AWI"	79	1909	2652	2334	0	239	1	1	1	1	0	6	0	0	24	91	0	0	0	0	0	0	0	0	1	0	0	0	3	0	22	0	36	0	0	0	0	0	0	2	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	81	"AWI"	81	1976	2682	2377	0	268	0	1	2	1	0	4	3	0	24	31	0	0	0	0	0	0	0	0	1	0	0	2	3	0	37	0	28	0	0	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	84	"AWI"	84	2081	2713	2442	0	258	2	2	2	0	0	5	1	0	45	90	0	0	1	1	0	0	0	0	1	0	0	0	0	0	35	0	44	0	2	0	0	0	0	0	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	87	"AWI"	87	2155	2770	2512	0	485	2	0	3	0	0	12	3	0	37	75	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	34	0	6	0	0	0	0	0	3
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	90	"AWI"	90	2202	2889	2577	0	241	1	3	3	0	0	14	6	0	39	51	0	0	2	0	0	0	0	0	0	0	0	3	0	0	34	0	47	0	3	0	0	0	0	1	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	92	"AWI"	92	2238	2939	2624	0	392	0	0	5	0	0	1	0	0	38	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	47	0	0	0	0	0	0	2	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	95	"AWI"	95	2277	3065	2684	0	226	1	1	3	0	0	4	1	0	11	31	0	2	1	1	1	0	0	0	0	0	0	0	0	0	14	0	40	0	0	0	0	0	0	0	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	98	"AWI"	98	2311	3213	2739	0	215	2	5	2	0	0	3	0	0	22	47	0	0	4	1	0	0	0	0	0	0	0	1	0	0	22	0	26	1	2	1	0	0	0	1	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	100	"AWI"	100	2336	3318	2775	0	365	1	5	0	0	0	7	0	0	26	61	0	0	3	0	0	0	0	0	0	0	0	3	0	0	24	0	72	1	3	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	102	"AWI"	102	2372	3363	2817	0	258	1	2	3	1	0	3	0	0	23	24	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	5	0	0	3	0	3	2
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	106	"AWI"	106	2427	3487	2898	0	294	2	5	1	0	0	5	0	0	34	9	1	2	0	0	0	0	0	0	0	0	0	0	1	1	21	0	37	0	4	0	0	6	0	1	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	111	"AWI"	111	2492	3684	2997	0	275	0	2	0	0	0	2	0	0	21	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	0	2	0	1	0	0	1	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	116	"AWI"	116	2567	3814	3101	0	395	1	8	3	2	0	2	0	0	69	20	0	0	0	0	0	0	0	0	0	0	0	2	2	0	35	0	80	0	4	0	0	0	0	9	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	121	"AWI"	121	2633	3988	3198	0	220	2	2	2	0	0	3	0	0	27	18	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	58	0	0	1	0	1	0	10	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	126	"AWI"	126	2708	4123	3304	0	181	1	0	2	0	0	2	0	0	43	22	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	68	0	0	0	0	2	0	6	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	131	"AWI"	131	2777	4289	3402	0	277	4	1	2	0	0	2	1	0	59	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	91	0	1	1	0	0	0	10	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	132	"AWI"	132	2795	4312	3421	0	287	1	0	1	2	0	0	0	0	61	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	90	0	3	0	0	1	0	5	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	134	"AWI"	134	2824	4360	3461	0	258	1	0	2	0	0	5	1	0	51	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	87	0	2	0	0	0	0	19	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	136	"AWI"	136	2854	4417	3507	0	148	0	1	1	0	0	0	1	0	41	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	2	0	0	0	0	10	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	138	"AWI"	138	2879	4489	3550	0	191	1	2	0	1	0	1	0	0	36	19	0	1	0	0	0	0	0	0	0	0	0	3	0	0	14	0	75	0	3	0	0	1	0	14	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	140	"AWI"	140	2902	4558	3593	0	83	0	1	0	0	0	0	0	0	18	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	1	0	0	0	0	12	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	142	"AWI"	142	2943	4607	3637	0	84	0	1	0	0	0	0	0	0	28	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	8	1
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	145	"AWI"	145	2994	4683	3698	0	151	0	1	1	0	0	4	1	0	35	14	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	59	0	2	0	0	0	0	8	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	148	"AWI"	148	3033	4769	3758	0	136	1	0	0	0	0	3	0	0	21	24	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	26	0	0	0	0	0	0	3	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	150	"AWI"	150	3057	4838	3798	0	71	0	0	0	0	0	1	1	0	16	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	3	0	0	0	0	8	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	153	"AWI"	153	3112	4911	3857	0	72	0	0	0	0	0	2	0	0	20	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	2	0	0	0	0	3	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	158	"AWI"	158	3191	5050	3963	0	220	0	3	0	0	0	2	2	0	37	22	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	35	0	0	0	0	0	0	5	1
