"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Geraniaceae"	"Ilex"	"Juglans"	"Liliaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
15880	24441	"Les Laubies"	44.46667	3.65	0	"AWI"	0	-109	54	-25	3.41296928327645	0	2.04778156996587	0	0	1.02389078498294	0	8.19112627986348	0	0	0	0	0	0.341296928327645	0.68259385665529	0	5.46075085324232	0	2.04778156996587	0	0	6.8259385665529	0	0	0.341296928327645	0	1.02389078498294	0	0.341296928327645	1.02389078498294	0	21.160409556314	0	1.70648464163823	31.3993174061433	0	6.8259385665529	0.341296928327645	0.341296928327645	4.09556313993174	0	0	0.341296928327645	0.68259385665529	0.341296928327645	0
15880	24441	"Les Laubies"	44.46667	3.65	5	"AWI"	5	46	511	229	0.246305418719212	0	1.72413793103448	0.246305418719212	0.738916256157635	0.246305418719212	0	3.20197044334975	0	0	0.246305418719212	0	0	0	2.21674876847291	0	0.985221674876847	0.246305418719212	2.46305418719212	6.65024630541872	0	0.738916256157635	0	0	0	0.246305418719212	0	0	0	0	0	19.7044334975369	0	2.95566502463054	52.2167487684729	0	1.47783251231527	0.738916256157635	0	0	0	1.97044334975369	0	0.738916256157635	0	0
15880	24441	"Les Laubies"	44.46667	3.65	10	"AWI"	10	231	819	497	0.4149377593361	0	1.2448132780083	0.20746887966805	1.2448132780083	0.829875518672199	0	10.3734439834025	0.20746887966805	0.4149377593361	0.20746887966805	0	0	0.829875518672199	1.86721991701245	0	0.829875518672199	0	9.33609958506224	0	0	2.0746887966805	0	0	0	0.4149377593361	0	1.6597510373444	0	0	0	8.09128630705394	0.20746887966805	2.69709543568465	47.5103734439834	0	5.18672199170125	0.4149377593361	0	0	0	3.52697095435685	0.20746887966805	0	0	0
15880	24441	"Les Laubies"	44.46667	3.65	15	"AWI"	15	483	1062	766	0	0	2.04545454545455	0	0.227272727272727	0.454545454545455	5.68181818181818	5	0	0.227272727272727	0	0	0	0	0.454545454545455	0.227272727272727	2.5	0	4.54545454545455	18.6363636363636	0	10	0.454545454545455	0	0	0	0.454545454545455	0	0	0	0	9.09090909090909	0	1.13636363636364	25.4545454545455	0	5.68181818181818	4.77272727272727	0	0	0	1.59090909090909	0.909090909090909	0	0.227272727272727	0.227272727272727
15880	24441	"Les Laubies"	44.46667	3.65	20	"AWI"	20	788	1283	1036	0	0	3.45572354211663	0	1.29589632829374	0.647948164146868	1.9438444924406	10.7991360691145	0.215982721382289	0	0	0	0	0	0.647948164146868	0	1.07991360691145	0	2.15982721382289	6.47948164146868	0.215982721382289	12.0950323974082	0	0	0	0	0.215982721382289	0	0	1.29589632829374	0.215982721382289	1.9438444924406	0	0.863930885529158	39.7408207343413	0.215982721382289	4.53563714902808	0.863930885529158	0	3.23974082073434	0.647948164146868	1.72786177105832	2.80777537796976	0	0.215982721382289	0.431965442764579
15880	24441	"Les Laubies"	44.46667	3.65	25	"AWI"	25	1009	1787	1343	4.22885572139304	0	5.4726368159204	0	0.248756218905473	1.24378109452736	0	6.21890547263682	0	0.248756218905473	0	0	0	0	0	0	1.49253731343284	0	4.47761194029851	0	0	24.8756218905473	0	0	0	0	0.497512437810945	0	0	0	0.746268656716418	9.95024875621891	0	0.746268656716418	26.3681592039801	0	8.2089552238806	4.22885572139304	0	0	0.248756218905473	0.248756218905473	0	0	0.248756218905473	0
15880	24441	"Les Laubies"	44.46667	3.65	30	"AWI"	30	1250	2175	1662	4.77611940298508	0	1.7910447761194	0	0	0.597014925373134	0	5.97014925373134	0	0.298507462686567	0	0	0	0.298507462686567	0	0	3.28358208955224	0	7.76119402985075	0	0	37.910447761194	0	0	0	0	0	0	0	0	0.597014925373134	5.37313432835821	0	1.49253731343284	11.9402985074627	0	14.6268656716418	1.7910447761194	0	0	0	0.298507462686567	0.597014925373134	0	0.597014925373134	0
15880	24441	"Les Laubies"	44.46667	3.65	35	"AWI"	35	1507	2550	1975	6.86015831134565	0.263852242744063	4.48548812664908	0.527704485488127	0	0.527704485488127	0	14.5118733509235	0	0	0	0	0	0	0	0.263852242744063	5.80474934036939	0	6.06860158311346	0	0	31.3984168865435	0	0	0	0	0.263852242744063	0.263852242744063	0	1.05540897097625	0.263852242744063	5.27704485488127	0	0.79155672823219	0	1.31926121372032	14.7757255936675	1.58311345646438	0	2.63852242744063	0	0	1.05540897097625	0	0	0
15880	24441	"Les Laubies"	44.46667	3.65	40	"AWI"	40	1777	2894	2294	3.76884422110553	0	2.26130653266332	0	1.00502512562814	0.251256281407035	0	12.0603015075377	0	0.50251256281407	0.251256281407035	0	0	0	0	0	2.01005025125628	0	8.5427135678392	0	0	37.6884422110553	1.00502512562814	0	0	0	0	0	0	1.50753768844221	0	6.03015075376884	0	1.25628140703518	0	0.251256281407035	17.5879396984925	3.01507537688442	0	0	0	0.50251256281407	0.50251256281407	0	0	0
15880	24441	"Les Laubies"	44.46667	3.65	45	"AWI"	45	2052	3219	2611	5.41082164328657	0	2.80561122244489	0	0.400801603206413	0.200400801603206	0	38.0761523046092	0	0	0	0	0	0	0	0	3.60721442885772	0	1.00200400801603	0	0	22.6452905811623	0.400801603206413	0.200400801603206	0	0	8.61723446893788	0.200400801603206	0	1.20240480961924	0	5.01002004008016	0	0	0	0	6.61322645290581	1.80360721442886	0	0.801603206412826	0	0	0.801603206412826	0	0.200400801603206	0
