"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
26039	45137	"Iaz"	47.10833	22.66111	0	"AWI"	0	-135	26	-52	1	0	120	0	1	1	1	0	65	2	0	0	2	0	0	0	0	17	0	0	0	0	59	0	0	0	1	0	0	0	0	17	5	15	0	88	0	3	26	2	0	0	0	0	0	12	4	0	0	2	0	1
26039	45137	"Iaz"	47.10833	22.66111	5	"AWI"	5	-105	58	-6	1	0	178	11	6	0	5	0	67	2	0	0	1	0	0	2	0	26	1	0	0	0	84	0	0	0	3	2	0	0	0	19	4	17	0	72	0	3	34	3	0	0	1	10	0	13	3	0	1	1	3	1
26039	45137	"Iaz"	47.10833	22.66111	10	"AWI"	10	-88	106	41	1	0	114	6	6	0	5	0	41	0	0	0	0	0	1	0	0	29	4	0	0	0	79	0	0	0	0	2	1	0	0	10	3	7	0	58	0	2	34	4	0	0	0	4	0	7	0	0	1	0	17	0
26039	45137	"Iaz"	47.10833	22.66111	15	"AWI"	15	-78	173	84	0	1	97	6	1	1	4	0	14	0	0	0	0	0	0	0	0	10	2	0	0	0	35	2	0	0	1	2	0	0	0	17	1	3	0	21	0	0	19	0	0	0	1	0	0	6	0	1	1	4	2	0
26039	45137	"Iaz"	47.10833	22.66111	20	"AWI"	20	-48	244	125	1	0	106	8	2	0	1	0	70	0	0	0	0	0	1	0	0	27	8	1	0	0	115	0	0	0	2	0	0	0	0	24	3	5	0	74	0	1	61	5	0	0	1	1	0	8	0	0	1	1	9	2
26039	45137	"Iaz"	47.10833	22.66111	25	"AWI"	25	-22	349	161	1	0	94	6	1	0	1	0	40	1	0	0	8	0	0	1	0	20	4	0	0	0	98	6	0	0	1	3	0	0	0	17	3	4	0	48	3	1	35	2	0	0	1	0	0	0	0	0	3	0	4	1
26039	45137	"Iaz"	47.10833	22.66111	30	"AWI"	30	0	426	195	1	1	70	12	0	1	4	0	49	0	0	0	0	0	2	0	0	43	14	1	0	0	131	0	0	0	1	3	0	0	0	8	1	4	0	73	0	1	62	4	0	2	1	4	0	11	0	0	0	1	5	0
26039	45137	"Iaz"	47.10833	22.66111	35	"AWI"	35	18	523	229	1	1	53	2	3	0	4	0	36	1	0	0	4	0	0	0	0	48	15	1	0	0	150	0	0	0	1	0	0	0	0	13	3	11	0	76	0	0	34	3	0	1	0	2	0	0	0	0	0	3	0	1
26039	45137	"Iaz"	47.10833	22.66111	40	"AWI"	40	58	559	273	1	1	49	6	4	0	3	0	32	0	0	0	0	0	0	0	0	34	4	0	0	0	157	2	0	0	0	0	0	0	0	13	2	5	0	150	0	0	50	4	0	1	0	0	0	4	2	0	1	3	8	0
26039	45137	"Iaz"	47.10833	22.66111	45	"AWI"	45	85	603	317	1	0	28	2	0	0	6	0	14	0	0	0	1	0	0	0	0	33	0	0	0	0	187	0	0	0	0	0	0	0	0	23	3	3	0	0	0	0	43	1	0	0	0	0	0	2	0	0	0	2	0	0
26039	45137	"Iaz"	47.10833	22.66111	50	"AWI"	50	108	659	358	1	1	48	1	1	0	9	0	18	0	0	0	0	0	0	0	0	26	2	0	0	0	166	4	0	0	1	1	0	0	0	23	1	2	0	0	0	0	60	5	0	1	0	0	0	3	1	1	1	2	7	1
26039	45137	"Iaz"	47.10833	22.66111	55	"AWI"	55	144	701	399	0	0	47	3	1	0	6	0	26	1	0	0	0	0	0	0	0	31	3	0	0	0	166	0	0	0	0	0	0	0	0	10	1	2	0	37	0	0	61	4	0	0	0	0	0	0	0	0	0	1	0	0
26039	45137	"Iaz"	47.10833	22.66111	60	"AWI"	60	176	734	445	1	0	75	3	3	0	5	0	38	0	2	0	2	0	1	1	0	29	9	0	0	0	139	0	0	0	0	2	0	0	0	18	3	10	0	79	0	0	60	6	0	3	0	0	0	16	0	0	1	5	10	0
26039	45137	"Iaz"	47.10833	22.66111	65	"AWI"	65	200	780	488	1	0	41	1	1	0	5	0	23	1	0	0	2	0	0	0	0	35	1	0	0	0	165	0	0	0	0	0	0	0	0	18	1	3	0	41	0	1	60	1	0	0	0	2	0	4	0	0	0	0	2	0
26039	45137	"Iaz"	47.10833	22.66111	70	"AWI"	70	227	838	530	1	0	65	1	1	0	16	0	19	0	1	0	2	0	0	0	0	58	4	0	0	0	157	0	2	0	0	1	1	0	2	19	4	2	0	64	0	0	42	5	0	0	1	0	0	9	1	0	1	2	10	0
26039	45137	"Iaz"	47.10833	22.66111	75	"AWI"	75	290	859	578	1	2	9	1	0	0	7	0	2	0	0	0	1	0	0	0	1	20	1	0	0	0	202	4	0	0	1	2	0	0	0	3	1	4	0	81	0	0	43	2	0	0	0	1	0	5	0	0	1	1	0	1
26039	45137	"Iaz"	47.10833	22.66111	80	"AWI"	80	335	880	628	2	0	11	1	1	0	8	0	12	0	0	0	1	0	0	1	1	20	1	0	0	0	238	0	0	0	0	0	0	0	0	4	1	2	0	15	0	1	34	3	0	0	0	0	0	0	0	0	2	2	3	0
26039	45137	"Iaz"	47.10833	22.66111	85	"AWI"	85	365	920	675	1	0	58	1	1	0	8	0	4	0	0	0	0	0	1	0	0	21	1	0	0	0	163	0	0	0	1	3	0	0	0	7	1	1	0	46	0	2	31	4	0	0	0	1	0	7	2	0	4	4	1	0
26039	45137	"Iaz"	47.10833	22.66111	90	"AWI"	90	415	951	715	1	0	91	0	0	0	1	0	12	0	0	0	0	0	1	0	0	12	2	0	0	0	194	0	0	0	1	2	0	0	0	43	2	3	0	31	0	0	20	5	0	0	0	0	0	0	2	1	6	10	1	1
26039	45137	"Iaz"	47.10833	22.66111	95	"AWI"	95	463	972	755	2	0	45	1	1	0	7	0	2	0	0	0	1	0	0	0	0	11	0	0	0	0	183	2	1	0	0	0	0	0	0	54	1	3	0	0	0	2	25	2	0	0	0	0	0	6	0	1	2	9	2	0
26039	45137	"Iaz"	47.10833	22.66111	100	"AWI"	100	499	1004	794	2	0	24	3	0	0	1	0	4	0	0	1	0	0	0	0	1	7	0	0	0	0	191	0	0	0	0	0	1	0	0	59	1	2	0	7	0	0	28	1	0	0	0	0	0	0	0	0	0	10	2	0
26039	45137	"Iaz"	47.10833	22.66111	105	"AWI"	105	543	1041	835	0	0	190	3	0	0	11	0	1	0	0	0	2	0	0	0	0	10	1	0	0	0	160	0	0	0	0	0	0	0	0	80	1	0	0	0	0	1	33	2	0	2	0	2	0	7	0	0	1	10	0	0
