"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
14638	22960	"Sägistalsee"	46.6798	7.97638	5.5	"AWI"	5.5	-92.5	98.5	-7	2	2	0	18	1	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	11	0	22	0	0	0	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	74	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	6	"AWI"	6	-91	105	-4	5	0	0	24	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	15	0	0	0	0	0	0	5	0	0	0	1	0	0	3	5	0	0	0	0	0	0	1	0	0	99	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	8	1	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	6.5	"AWI"	6.5	-89.5	112	-1.5	3	0	1	20	2	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	5	0	31	0	0	0	0	0	0	6	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	7	"AWI"	7	-88	119	1	2	1	0	16	2	0	0	0	2	0	0	1	0	1	0	0	0	0	4	0	1	8	0	16	0	0	0	0	0	0	7	1	0	0	1	0	0	1	7	0	0	0	0	0	0	0	0	1	94	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	7.5	"AWI"	7.5	-86.5	127.5	4	1	0	1	14	4	0	0	0	1	0	0	2	0	0	0	0	0	0	4	0	0	9	0	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	80	40	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	8	"AWI"	8	-85	136	7	1	1	0	25	0	0	0	0	4	0	0	4	0	0	0	0	0	0	2	0	0	9	0	15	0	0	0	0	0	0	4	1	0	0	1	0	0	2	2	0	0	0	0	0	2	0	0	0	86	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	10	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	8.5	"AWI"	8.5	-84	144	10	5	0	0	33	1	0	0	0	0	0	0	5	0	3	0	0	0	0	5	0	1	10	1	14	0	0	0	0	0	0	7	0	0	0	0	0	0	2	4	0	0	0	0	0	2	0	0	0	136	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	9	"AWI"	9	-83	152	13	7	0	0	23	2	0	0	0	1	0	0	2	0	1	0	0	0	0	3	0	3	5	0	21	0	0	0	0	0	0	5	1	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	113	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	9.5	"AWI"	9.5	-81.5	160	15.5	2	1	0	16	1	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	1	8	0	21	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	64	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	10	"AWI"	10	-80	168	18	6	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	5	2	19	0	0	0	0	0	0	8	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	3	6	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	10.5	"AWI"	10.5	-79	177	21	4	0	0	29	3	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	6	0	14	0	0	0	0	0	0	6	0	0	0	1	0	0	5	3	0	0	0	0	0	1	0	0	0	54	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	2	5	0	0	1
14638	22960	"Sägistalsee"	46.6798	7.97638	11	"AWI"	11	-78	186	24	6	0	0	33	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	1	11	0	14	0	0	0	0	0	0	7	0	0	0	0	0	0	1	4	0	0	0	0	0	6	0	0	0	72	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	11.5	"AWI"	11.5	-77	194.5	26.5	1	0	0	23	0	0	0	0	1	0	0	1	0	1	0	0	0	0	5	0	0	11	0	18	0	0	0	0	0	0	4	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	12	"AWI"	12	-76	203	29	2	0	0	13	0	0	0	0	1	0	0	2	0	0	0	0	0	0	4	0	0	6	0	16	0	0	0	0	0	0	4	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	3	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	12.5	"AWI"	12.5	-75	211	31.5	3	0	0	20	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	1	3	0	13	0	0	0	0	0	0	8	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	13	"AWI"	13	-74	219	34	4	0	0	32	2	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	15	0	13	0	0	0	0	0	0	3	1	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
14638	22960	"Sägistalsee"	46.6798	7.97638	13.5	"AWI"	13.5	-73	229	37	4	0	0	32	2	0	0	0	2	0	0	4	0	1	0	0	0	0	3	0	0	14	0	19	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	61	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	14	"AWI"	14	-72	239	40	3	0	0	32	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	8	0	13	0	0	0	0	0	0	6	1	0	0	0	0	0	3	5	0	0	0	0	0	3	0	0	1	42	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	14.5	"AWI"	14.5	-71	247.5	42.5	2	0	0	25	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	9	0	24	0	0	0	0	0	0	4	0	0	0	1	0	0	0	7	0	0	0	0	0	2	0	0	0	36	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	0	1
14638	22960	"Sägistalsee"	46.6798	7.97638	15	"AWI"	15	-70	256	45	5	1	0	11	1	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	5	0	12	0	0	0	0	0	0	4	0	0	0	0	0	0	7	3	0	0	0	0	0	1	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	15.5	"AWI"	15.5	-69	265	47.5	1	1	0	19	0	0	0	0	0	0	0	1	0	1	0	0	0	0	7	0	0	10	0	11	0	0	0	0	0	0	1	0	0	0	3	0	0	4	4	0	1	0	0	0	1	0	0	0	40	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	16	"AWI"	16	-68	274	50	5	2	0	20	0	0	0	0	0	0	0	12	0	0	0	0	0	0	4	0	0	8	0	11	0	0	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	34	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	17	"AWI"	17	-65	290	56	3	0	0	14	0	0	0	0	0	0	0	2	0	1	0	2	0	0	2	0	1	3	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	18	"AWI"	18	-63	308	61	4	3	0	16	0	0	0	0	1	0	0	3	0	1	0	4	0	0	2	0	0	5	0	18	0	0	0	0	0	0	7	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	3	0	0	0	3	0	3	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	19	"AWI"	19	-62	327	66	1	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	8	0	0	0	0	0	0	7	2	0	0	2	0	0	0	5	0	0	0	0	0	4	0	0	0	34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	2	5	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	20	"AWI"	20	-60	346	72	3	0	0	17	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	6	0	6	0	0	0	0	0	0	6	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	21	"AWI"	21	-59	365	77	1	0	0	22	0	0	0	0	0	0	0	1	0	2	0	0	0	0	8	0	1	4	0	16	0	0	0	0	0	0	3	1	0	0	1	0	0	2	3	0	1	0	0	0	2	0	0	1	38	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	22	"AWI"	22	-57	384	82	5	1	0	22	4	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	1	6	0	15	0	0	0	0	0	0	10	0	0	0	1	0	0	5	7	0	1	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	1
14638	22960	"Sägistalsee"	46.6798	7.97638	23	"AWI"	23	-53	395	89	3	1	0	24	0	0	0	0	1	0	0	3	0	2	0	0	0	0	6	0	0	8	0	13	0	0	0	0	2	0	10	0	0	0	1	0	0	5	6	0	0	0	0	0	1	0	0	1	69	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	24	"AWI"	24	-47	401	95	4	0	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	2	0	15	0	0	0	0	0	0	3	0	0	0	1	0	0	1	3	0	0	0	0	0	1	0	0	0	37	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	25	"AWI"	25	-42	408	103	3	0	0	19	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1	1	0	14	0	0	0	0	0	0	4	0	0	0	1	0	0	1	6	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	6	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	26	"AWI"	26	-37	415	110	3	0	0	36	3	0	0	0	1	0	0	3	0	1	0	0	0	0	2	0	1	7	0	9	0	0	0	0	0	0	8	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	7	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	27	"AWI"	27	-33	423	116	3	0	0	16	1	0	0	0	1	0	0	4	0	1	0	0	0	0	4	0	0	4	0	14	0	0	0	0	0	0	6	0	0	0	1	0	0	1	4	0	0	0	1	0	2	0	0	0	44	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	28	"AWI"	28	-28	430	123	4	0	0	19	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	5	0	15	0	0	0	0	0	0	6	0	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	29	"AWI"	29	-25	436	131	5	0	0	20	1	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	6	0	12	0	0	0	0	0	0	4	0	0	0	2	0	0	3	6	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	2	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	30	"AWI"	30	-22	444	137	4	0	0	20	2	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	8	0	11	0	0	0	0	0	0	4	1	0	0	1	0	1	3	2	0	0	0	0	0	1	0	0	1	38	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1
14638	22960	"Sägistalsee"	46.6798	7.97638	31	"AWI"	31	-19	449	144	5	0	0	9	0	0	0	0	1	0	0	2	0	0	0	0	0	0	9	0	0	7	0	9	0	0	0	0	0	0	7	0	0	0	1	0	0	6	3	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	32	"AWI"	32	-16	456	150	6	0	0	14	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	4	0	12	0	0	0	0	0	0	5	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
14638	22960	"Sägistalsee"	46.6798	7.97638	33	"AWI"	33	-13	465	157	3	0	0	19	0	0	0	0	1	0	0	4	0	0	0	0	0	0	5	0	0	5	0	12	0	0	0	0	0	0	10	2	0	0	1	0	0	3	6	0	0	0	1	0	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	34	"AWI"	34	-11	475	164	4	0	0	23	2	0	0	0	2	0	0	2	0	0	0	27	0	0	2	0	0	5	0	15	0	0	0	0	0	0	9	0	0	0	1	0	0	6	6	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	3	0	0	0	0	0	0	0	1	1	0	1	5	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	35	"AWI"	35	-9	490	170	3	1	0	16	0	0	0	0	1	0	0	4	0	0	0	16	0	0	2	0	0	3	0	9	0	0	0	0	0	0	2	0	0	0	1	0	0	4	5	0	0	0	0	0	2	0	0	0	30	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	5	1	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	36	"AWI"	36	-6	499	177	4	0	0	23	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	1	1	7	0	8	0	0	0	0	0	0	5	0	0	0	1	0	0	2	12	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	37	"AWI"	37	-3	510	183	3	0	0	23	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	8	0	8	0	0	0	0	0	0	11	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	38	"AWI"	38	-1	521	190	4	1	0	28	2	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	1	21	0	11	0	0	0	0	0	0	17	1	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	39	"AWI"	39	1	533	197	5	0	0	22	3	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	0	15	0	10	0	0	0	0	0	0	11	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	40	"AWI"	40	4	546	203	4	0	0	17	2	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	14	0	14	0	0	0	0	0	0	10	0	0	0	1	0	0	5	4	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	41	"AWI"	41	5	559	209	5	0	0	11	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	1	0	16	0	0	0	0	0	0	3	1	0	0	0	0	1	2	5	0	0	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	42	"AWI"	42	7	569	214	7	0	0	14	3	0	0	0	3	0	0	2	0	0	0	0	0	0	7	0	0	6	0	12	0	0	0	0	0	0	6	1	0	0	0	0	0	2	7	0	0	0	0	0	2	0	0	0	32	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0
14638	22960	"Sägistalsee"	46.6798	7.97638	43	"AWI"	43	8	583	220	3	0	0	24	0	0	0	0	2	0	0	3	0	1	0	0	0	0	3	0	0	8	0	13	0	0	0	0	0	0	1	2	0	0	1	0	0	4	5	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0
