"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Ficus"	"Frangula"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrtus"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	10.5	"AWI"	10.5	-37.5	267	84.5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	22	0	0	0	0	1	0	3	0	0	4	0	11	0	0	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	26.5	"AWI"	26.5	126.5	512.5	307.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	12	0	0	0	0	0	2	0	0	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	42.5	"AWI"	42.5	322.5	706	526.5	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	2	0	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	58.5	"AWI"	58.5	588.5	873	746	0	0	9	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	3	0	0	0	4	0	0	54	0	0	1	0	2	2	0	0	0	30	0	0	8	0	0	0	0	0	0	10	0	5	1	0	6	1	0	0	0	181	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	88	"AWI"	88	971	1401	1157	0	0	15	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	1	0	3	0	0	0	0	0	0	4	1	9	1	0	1	1	0	47	0	232	48	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	103	"AWI"	103	1143	1656	1370	0	0	11	0	0	0	4	3	0	0	0	0	0	1	0	0	0	0	1	2	0	0	6	0	0	0	0	0	6	0	0	2	0	0	0	30	0	0	4	0	0	0	0	0	1	5	3	10	1	0	3	5	0	99	0	144	26	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	119	"AWI"	119	1334	1884	1598	1	0	22	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1	2	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	1	20	1	0	5	1	0	0	0	228	36	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	135	"AWI"	135	1542	2113	1830	0	0	13	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	52	0	0	10	0	0	7	0	0	0	6	2	0	1	0	0	0	0	0	1	1	0	25	2	0	4	2	0	0	0	230	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	151	"AWI"	151	1769	2322	2054	2	1	7	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	7	0	0	48	0	0	5	0	0	0	0	0	0	5	1	0	5	0	0	0	0	0	0	2	0	25	2	0	2	4	0	0	0	209	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	167	"AWI"	167	2012	2506	2288	1	0	4	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	217	80	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	3	0	0	1
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	183	"AWI"	183	2311	2656	2521	1	0	6	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	30	0	0	23	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	1	0	33	4	0	1	1	0	0	0	178	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	199	"AWI"	199	2603	3027	2800	2	0	5	0	0	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	7	0	0	38	0	0	17	0	0	11	0	0	0	23	1	0	5	0	0	0	0	0	0	2	0	0	1	0	2	4	0	0	0	123	129	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	215	"AWI"	215	2895	3466	3187	0	1	11	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	15	0	0	15	0	0	0	22	0	0	4	0	0	0	0	1	0	3	2	40	2	0	1	0	0	28	0	137	78	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	5	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	231	"AWI"	231	3335	3741	3570	2	0	16	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	15	0	0	0	0	0	0	17	0	0	2	0	0	0	0	0	0	1	0	37	2	0	6	5	0	0	0	158	84	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	2
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	246	"AWI"	246	3629	3953	3802	1	1	8	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	6	0	0	4	0	0	0	13	0	2	1	0	0	0	0	0	0	0	0	24	3	0	7	2	0	0	0	138	127	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	262	"AWI"	262	3809	4148	3964	9	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	21	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	39	0	0	7	4	0	0	0	121	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	278	"AWI"	278	3997	4351	4152	4	0	8	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	12	0	0	10	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	63	10	0	6	1	0	0	0	85	187	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	294	"AWI"	294	4172	4615	4387	10	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	26	9	0	5	1	0	0	0	104	224	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	5	0	0	1
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	310	"AWI"	310	4386	4825	4630	2	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	14	0	0	0	14	0	0	1	0	0	0	0	0	0	1	0	21	2	1	6	0	0	0	0	106	188	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	4	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	327.5	"AWI"	327.5	4654.5	5031.5	4878	3	0	7	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	18	0	0	7	0	0	10	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	20	7	0	7	1	0	0	0	142	174	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	4	0	0	1
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	343.5	"AWI"	343.5	4840	5201	5036.5	4	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	7	0	10	1	0	0	19	0	0	1	0	0	0	0	0	0	0	0	12	1	0	16	0	0	0	0	179	122	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	351.5	"AWI"	351.5	4919	5280.5	5107	2	0	14	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	11	0	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	7	2	0	11	1	0	0	0	161	142	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	4	0	0	1
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	367.5	"AWI"	367.5	5063	5430	5250	3	0	19	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	6	0	0	34	0	0	6	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	13	2	0	5	3	0	0	0	184	115	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	383.5	"AWI"	383.5	5207	5578	5391	2	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	9	0	0	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	21	2	0	3	2	0	0	0	143	148	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
23939	41604	"Lago dell'Accesa"	42.98787	10.89516	399.5	"AWI"	399.5	5364	5732	5552	1	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	9	1	0	9	2	0	0	0	115	200	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	1
