"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3389	4393	"Ryönänsuo"	60.438218	24.176566	65	"AWI"	65	808	1776	1296	0	0	55	0	0	3	0	292	0	0	0	0	0	0	2	4	1	0	0	0	0	0	1	0	0	0	4	250	387	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	2	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	70	"AWI"	70	927	1838	1409	0	0	93	0	0	0	0	364	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	11	167	341	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	4	1
3389	4393	"Ryönänsuo"	60.438218	24.176566	75	"AWI"	75	993	1940	1522	0	0	74	0	0	0	0	359	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	7	240	312	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	80	"AWI"	80	1125	2019	1622	0	0	83	0	0	1	0	222	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	378	302	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	85	"AWI"	85	1242	2079	1722	0	0	53	0	0	1	0	101	0	0	0	0	0	0	1	9	0	0	0	0	1	0	0	0	0	0	1	363	464	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	90	"AWI"	90	1332	2176	1823	0	0	45	0	0	0	0	109	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	466	373	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	95	"AWI"	95	1556	2216	1915	0	0	57	0	0	1	0	284	0	0	0	0	0	0	1	6	0	0	0	0	0	0	3	0	0	0	1	298	377	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	100	"AWI"	100	1705	2264	2012	0	0	64	0	1	3	0	381	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	2	91	451	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	105	"AWI"	105	1789	2338	2092	0	0	60	0	1	0	0	485	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	69	376	0	0	0	0	5	0	0	0	1	0	1	0	0	0	1	0	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	110	"AWI"	110	1846	2413	2150	0	0	63	0	0	2	0	323	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	64	172	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	2	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	115	"AWI"	115	1882	2523	2202	0	0	80	0	0	2	0	302	0	0	0	0	1	0	1	5	2	0	0	0	0	3	0	0	0	0	0	102	496	0	0	0	0	7	0	0	0	1	0	1	0	1	0	1	4	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	125	"AWI"	125	1998	2645	2323	0	0	79	0	1	3	0	250	0	0	0	0	0	0	0	11	5	0	0	0	1	2	3	0	0	0	2	256	389	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	9	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	130	"AWI"	130	2049	2717	2380	0	0	147	0	0	2	0	349	0	0	0	0	0	0	0	15	0	0	0	0	0	4	1	0	0	0	2	220	248	0	0	0	0	7	0	0	0	0	0	1	0	0	0	3	5	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	135	"AWI"	135	2107	2766	2441	0	0	92	0	0	4	0	336	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	324	224	0	0	1	0	4	0	0	0	0	1	1	0	0	0	5	5	1
3389	4393	"Ryönänsuo"	60.438218	24.176566	140	"AWI"	140	2160	2840	2501	0	0	63	0	0	2	0	252	0	1	0	0	0	0	1	13	0	0	0	0	0	0	1	0	0	0	0	385	272	0	0	1	0	7	0	0	0	1	0	0	0	0	0	4	3	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	145	"AWI"	145	2225	2891	2560	0	0	68	0	0	1	0	253	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	315	347	0	0	0	0	3	0	0	0	0	0	1	0	0	0	4	5	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	150	"AWI"	150	2284	2946	2623	0	0	60	0	0	1	0	211	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	2	341	366	0	0	0	0	3	0	0	0	0	0	1	0	0	0	5	3	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	155	"AWI"	155	2337	3009	2683	0	0	77	0	0	1	0	227	1	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	296	382	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	1	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	160	"AWI"	160	2395	3048	2737	0	0	69	0	0	0	0	292	0	0	0	0	0	0	0	11	4	0	0	0	0	1	1	0	0	0	1	165	451	0	0	0	0	5	0	0	0	0	0	2	0	0	0	3	3	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	165	"AWI"	165	2445	3111	2793	0	0	85	0	0	3	0	226	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	1	132	525	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	2	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	170	"AWI"	170	2498	3178	2850	0	0	95	0	0	2	0	367	0	1	0	1	0	0	3	13	0	0	0	0	0	1	0	0	0	1	3	76	432	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	4	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	175	"AWI"	175	2549	3255	2902	0	0	60	0	0	0	0	302	0	1	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	3	145	463	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	180	"AWI"	180	2582	3364	2951	0	0	91	0	0	4	0	249	0	0	0	0	0	0	6	18	1	0	0	0	0	0	0	0	0	0	1	192	338	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	12	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	185	"AWI"	185	2639	3425	3011	0	0	26	0	0	0	0	58	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	248	232	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	190	"AWI"	190	2681	3513	3069	0	0	59	0	0	0	0	172	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	291	232	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	6	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	195	"AWI"	195	2729	3598	3124	0	0	39	1	0	1	0	137	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	426	287	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	200	"AWI"	200	2781	3662	3182	0	0	76	0	0	0	0	329	0	0	0	0	0	0	4	14	2	0	0	0	0	1	1	0	0	0	0	294	268	0	0	0	0	6	0	0	0	0	0	4	0	0	0	7	5	1
3389	4393	"Ryönänsuo"	60.438218	24.176566	205	"AWI"	205	2816	3745	3232	0	0	84	0	0	1	0	238	0	1	0	0	0	0	2	9	0	0	0	0	0	1	1	0	0	0	0	279	475	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	3	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	210	"AWI"	210	2877	3812	3293	0	0	65	1	0	1	0	222	0	1	0	0	0	0	1	9	2	0	0	0	0	0	0	0	0	0	0	342	344	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	8	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	220	"AWI"	220	2970	3962	3401	0	1	127	1	0	1	0	340	0	0	0	0	0	0	3	25	1	0	0	0	0	1	1	0	0	0	2	200	283	0	0	1	0	4	0	0	0	0	0	0	0	0	0	6	12	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	225	"AWI"	225	3033	4025	3458	0	0	122	1	0	3	0	296	0	1	0	0	0	0	0	35	1	0	0	0	0	1	0	0	0	0	2	278	272	0	0	1	0	4	0	0	0	0	0	2	0	0	0	6	11	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	230	"AWI"	230	3073	4095	3515	0	0	104	0	0	2	0	303	0	1	0	0	0	0	3	12	1	0	0	0	0	1	0	0	0	0	1	422	147	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	6	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	235	"AWI"	235	3136	4146	3568	0	0	84	0	0	0	0	271	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	0	1	319	304	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	6	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	240	"AWI"	240	3188	4206	3625	0	0	65	0	0	0	0	335	0	2	0	0	0	0	0	8	2	0	0	0	0	1	1	0	0	0	0	438	141	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	3	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	245	"AWI"	245	3242	4283	3677	0	0	40	0	0	0	0	138	0	1	0	0	0	0	2	9	3	0	0	0	1	0	0	0	0	0	0	653	146	0	0	0	0	3	0	0	0	0	0	2	0	0	0	6	4	1
3389	4393	"Ryönänsuo"	60.438218	24.176566	250	"AWI"	250	3307	4331	3730	0	0	68	0	0	1	0	274	0	0	0	0	0	0	7	13	1	0	0	0	1	0	0	0	0	0	2	414	199	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	16	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	255	"AWI"	255	3351	4400	3783	0	0	40	0	0	0	0	142	0	0	0	0	0	0	1	14	214	0	0	0	0	0	0	0	0	0	1	223	77	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	2	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	260	"AWI"	260	3455	4466	3852	0	0	93	0	0	3	0	410	1	0	0	0	0	0	0	28	316	0	0	0	0	1	2	0	0	0	0	309	126	0	0	0	0	15	0	0	0	0	0	0	0	0	0	7	11	1
3389	4393	"Ryönänsuo"	60.438218	24.176566	265	"AWI"	265	3529	4546	3932	0	0	122	0	1	2	0	549	0	0	0	0	0	0	0	29	0	0	0	0	0	0	2	0	0	1	1	99	179	0	0	0	0	3	0	0	0	0	0	1	0	0	0	12	6	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	270	"AWI"	270	3628	4658	4031	0	0	170	0	1	1	0	674	0	0	0	0	0	0	2	46	2	0	0	0	0	2	1	0	0	0	0	58	133	0	0	0	0	7	0	0	0	1	0	3	0	0	0	7	21	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	275	"AWI"	275	3948	4809	4315	0	0	90	0	1	2	0	684	0	0	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	2	24	152	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	11	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	280	"AWI"	280	4111	5176	4587	0	0	81	0	1	0	0	470	0	0	0	0	0	0	1	32	391	0	0	0	0	3	0	0	0	0	2	38	342	0	0	0	0	6	0	0	0	0	0	6	0	0	0	10	18	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	285	"AWI"	285	4414	5761	5039	0	0	178	0	0	1	0	658	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	15	112	0	0	0	2	6	0	0	0	5	0	14	0	0	0	7	8	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	290	"AWI"	290	4600	6726	5636	0	0	63	0	0	0	0	757	0	0	0	0	0	0	2	9	0	0	0	0	0	1	0	0	0	0	0	6	136	0	0	0	0	3	0	0	0	0	0	1	0	0	0	15	10	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	295	"AWI"	295	4738	7909	6219	0	0	108	0	0	2	0	772	0	0	0	0	0	0	2	16	0	0	0	0	0	1	0	0	0	0	0	0	122	0	0	0	0	4	0	0	0	0	0	3	0	0	0	9	14	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	300	"AWI"	300	5670	8131	6811	0	0	97	0	0	0	0	579	0	0	0	0	0	0	3	11	4	0	0	0	0	0	0	0	0	0	0	7	285	0	0	0	0	1	0	0	0	0	0	1	0	0	0	10	15	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	305	"AWI"	305	6192	8379	7502	0	0	120	0	2	1	0	606	0	0	0	0	0	0	0	17	240	0	0	0	0	2	1	0	0	0	0	5	221	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16	13	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	310	"AWI"	310	6859	8750	8059	0	0	104	0	0	1	0	721	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	1	0	1	0	0	0	8	7	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	315	"AWI"	315	7920	8878	8438	0	0	110	0	0	0	0	375	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	87	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	6	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	320	"AWI"	320	8508	9301	8870	0	0	242	1	1	0	0	520	0	0	0	0	0	0	1	16	0	0	0	1	0	0	1	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	325	"AWI"	325	8723	9513	9089	0	0	132	0	2	2	0	580	1	0	0	0	0	0	0	22	1	0	0	0	0	0	1	0	0	0	0	5	254	0	0	0	0	0	0	0	0	2	0	26	0	0	0	1	6	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	330	"AWI"	330	8858	9658	9284	0	0	45	0	0	0	0	685	0	0	0	1	0	0	21	23	2	0	0	0	0	0	0	0	0	0	0	2	250	0	0	0	0	1	0	0	0	1	1	13	0	0	0	0	6	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	335	"AWI"	335	8980	9855	9454	0	0	8	0	2	0	0	452	2	0	0	0	0	0	3	39	10	0	0	0	0	3	2	0	0	0	0	1	480	0	0	0	0	2	0	0	0	2	0	28	0	1	4	0	15	1
3389	4393	"Ryönänsuo"	60.438218	24.176566	340	"AWI"	340	9117	9956	9581	0	0	3	0	0	0	0	195	0	0	0	0	0	0	29	8	6	0	0	0	0	1	2	0	0	0	0	0	291	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	2	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	345	"AWI"	345	9199	10145	9700	0	0	1	0	0	0	0	66	0	0	0	0	0	0	63	8	4	0	0	0	0	0	0	0	0	0	0	0	218	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	350	"AWI"	350	9332	10273	9814	0	0	7	0	0	0	0	98	0	0	0	0	0	0	300	10	8	0	0	0	0	0	1	0	0	0	0	11	172	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	355	"AWI"	355	9436	10367	9928	0	0	0	0	0	0	0	35	0	0	0	0	0	0	188	2	5	0	0	0	0	0	0	0	0	0	0	1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	360	"AWI"	360	9538	10515	10040	0	1	0	0	2	0	0	48	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	365	"AWI"	365	9715	10602	10147	0	0	0	0	2	1	0	50	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	3	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	370	"AWI"	370	9820	10754	10258	0	0	1	0	0	0	0	75	0	1	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
3389	4393	"Ryönänsuo"	60.438218	24.176566	375	"AWI"	375	9944	10905	10381	0	0	0	0	0	0	0	111	0	0	0	0	0	1	0	4	3	1	0	0	0	0	2	0	0	0	0	1	231	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
3389	4393	"Ryönänsuo"	60.438218	24.176566	380	"AWI"	380	10040	11111	10511	0	0	2	0	0	0	0	225	0	0	0	0	0	0	3	6	8	3	0	0	0	0	2	0	0	0	0	0	262	0	0	2	0	0	0	0	0	2	0	3	0	0	1	0	3	3
3389	4393	"Ryönänsuo"	60.438218	24.176566	385	"AWI"	385	10109	11428	10625	0	0	2	3	0	10	0	139	0	0	0	1	0	2	3	8	3	1	0	0	0	0	2	0	0	0	0	0	343	0	0	1	0	2	0	2	0	0	1	7	0	0	1	1	5	0
