"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	45	"AWI"	45	1528	2685	2175	12	1	202	0	0	0	12	0	0	75	0	7	0	2	0	3	1	0	10	356	0	0	0	0	52	6	0	0	5	8	0	12	0	0	0	173	268	0	157	0	0	0	45	0	1	0	0	0	0	1	0	0	0	1	6	0	1	9	1	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	50	"AWI"	50	1823	2870	2434	24	0	65	1	1	0	11	0	0	74	0	2	0	1	0	5	0	0	3	217	0	0	0	0	41	0	0	0	3	2	0	5	0	0	0	218	377	0	0	0	0	0	62	0	1	0	1	0	0	1	0	0	1	0	1	0	3	1	0	2
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	55	"AWI"	55	2148	3042	2673	20	0	88	0	0	0	6	0	0	49	0	1	0	1	0	0	0	0	4	87	0	0	2	0	23	0	0	0	0	8	0	1	0	0	0	172	393	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1	0	1	2	2	4	0	1
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	60	"AWI"	60	2529	3209	2880	17	0	241	0	1	0	14	0	0	45	0	2	0	3	0	2	0	0	6	380	0	0	5	0	42	0	1	0	0	12	0	5	0	0	0	208	351	0	0	0	1	0	39	0	0	0	3	0	0	2	0	1	1	0	1	0	1	4	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	65	"AWI"	65	2715	3627	3102	39	0	122	0	2	0	16	0	0	29	0	0	0	2	0	0	0	0	7	157	0	0	0	0	47	0	1	0	0	7	0	5	0	0	2	246	298	0	0	0	0	0	24	0	2	0	1	0	2	2	0	0	0	0	0	1	5	5	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	70	"AWI"	70	2906	4007	3372	37	2	107	0	0	0	9	0	0	30	0	0	0	0	0	1	0	0	5	458	0	0	0	0	60	0	0	0	0	3	0	4	0	0	0	179	235	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	1
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	75	"AWI"	75	3071	4304	3623	26	0	292	0	3	0	21	0	0	68	0	0	0	3	0	2	0	0	26	280	0	0	0	0	66	0	1	1	0	13	0	2	0	0	0	155	241	0	0	0	0	1	68	0	0	0	1	0	0	2	0	0	1	0	2	0	3	6	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	80	"AWI"	80	3271	4572	3885	28	1	190	0	2	0	22	0	0	39	0	3	0	1	0	4	0	0	12	185	0	0	0	0	42	0	0	0	0	10	0	3	0	0	2	142	173	0	0	0	0	0	43	0	0	0	0	0	0	1	0	0	0	0	0	0	7	3	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	85	"AWI"	85	3488	4814	4144	40	0	323	0	2	0	29	0	0	84	0	1	0	0	0	1	0	0	17	317	0	0	0	0	74	0	0	0	0	3	0	8	0	0	4	201	324	0	0	0	0	0	101	0	1	0	2	0	3	1	0	0	8	0	1	5	3	2	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	90	"AWI"	90	3713	5052	4395	44	1	175	0	3	0	16	0	0	56	0	2	0	1	0	4	0	0	5	307	0	0	0	0	73	7	0	0	0	3	0	3	0	0	3	235	239	0	0	0	0	0	53	6	0	0	0	0	3	1	0	1	5	0	0	3	6	3	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	95	"AWI"	95	3959	5270	4655	33	1	179	0	1	0	7	0	0	61	0	1	0	0	0	4	0	0	10	249	0	0	0	0	58	5	0	0	0	3	0	9	0	0	6	267	303	0	0	0	0	0	77	0	2	0	0	0	0	0	0	0	0	0	1	3	9	1	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	100	"AWI"	100	4249	5470	4921	42	1	223	0	5	0	25	0	0	87	0	1	0	0	0	1	0	1	23	319	0	0	0	0	76	0	0	0	0	0	0	4	0	0	10	223	291	0	0	0	0	0	74	0	1	0	1	0	2	0	0	0	4	0	0	4	7	4	0	1
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	105	"AWI"	105	4537	5638	5185	42	3	224	0	4	0	26	0	0	72	0	0	0	3	0	0	0	2	24	253	0	0	0	0	42	0	1	1	0	0	1	10	0	0	0	335	335	0	0	0	0	0	60	0	1	0	0	0	1	0	0	0	9	0	3	7	0	6	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	110	"AWI"	110	4877	5785	5436	27	1	117	0	1	0	5	0	0	35	0	1	0	2	0	2	0	1	11	106	0	0	0	0	21	0	0	0	0	3	0	2	0	0	0	279	240	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	1	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	115	"AWI"	115	5347	5931	5666	36	4	239	0	6	0	7	0	0	62	0	1	0	0	0	1	0	1	29	291	0	0	0	0	52	0	0	0	0	3	0	8	0	0	0	336	327	0	0	0	0	0	60	0	2	0	2	0	0	0	0	0	2	0	0	9	12	3	0	3
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	120	"AWI"	120	5658	6238	5908	23	0	102	0	1	0	6	0	0	32	0	1	0	1	0	2	0	0	10	210	0	0	0	0	22	0	0	0	0	0	0	2	0	0	0	459	382	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	2	0	0	4	5	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	125	"AWI"	125	5788	6606	6131	32	0	104	0	1	0	5	0	0	26	0	0	0	0	0	0	0	2	6	172	0	0	0	0	16	0	0	0	0	0	0	5	3	0	0	509	475	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	3	1	0	4	11	1	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	130	"AWI"	130	5955	6879	6370	24	0	44	0	2	0	6	0	0	26	0	0	0	0	0	2	0	0	10	186	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	451	445	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	5	10	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	135	"AWI"	135	6127	7114	6609	14	0	68	0	1	0	10	0	0	21	0	0	0	3	0	0	0	0	7	125	0	0	0	0	12	0	0	0	0	1	0	3	0	0	0	504	303	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	4	11	2	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	140	"AWI"	140	6344	7314	6850	8	0	42	0	0	0	2	0	0	12	0	0	0	0	0	2	0	1	2	125	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	429	188	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	145	"AWI"	145	6579	7492	7087	16	0	54	0	1	1	0	0	0	19	0	0	0	1	0	0	0	0	5	206	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	491	189	0	0	0	0	0	10	0	1	0	0	0	0	1	0	0	0	0	1	2	23	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	150	"AWI"	150	6874	7642	7323	14	1	101	0	4	0	3	0	0	42	0	0	0	0	0	0	0	0	6	324	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	793	361	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	1	2	2	11	24	3	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	155	"AWI"	155	7259	7780	7543	9	0	50	0	3	0	2	0	0	31	0	0	0	0	0	0	0	0	6	250	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	325	184	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	1	7	2	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	160	"AWI"	160	7491	8006	7734	2	0	85	0	3	0	1	0	0	22	0	0	0	0	0	0	0	0	13	293	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	454	317	0	0	0	0	0	19	0	0	0	2	0	1	0	0	0	2	0	1	3	10	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	165	"AWI"	165	7602	8280	7895	3	0	94	0	3	0	5	0	0	33	0	0	0	0	0	1	0	0	16	298	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	444	362	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	1	0	3	5	14	1	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	170	"AWI"	170	7719	8473	8058	1	0	55	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	16	366	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	407	271	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	2	11	12	2	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	175	"AWI"	175	7847	8671	8230	3	2	88	2	1	0	6	0	0	56	0	1	0	0	0	0	0	0	10	824	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	427	503	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	2	8	14	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	180	"AWI"	180	7975	8834	8401	0	0	70	0	3	0	2	0	0	29	0	0	0	0	0	0	0	0	9	542	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	456	396	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	1	12	12	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	185	"AWI"	185	8126	8990	8572	1	1	43	0	3	0	12	0	0	32	0	0	0	0	0	0	0	0	13	379	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	388	333	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	1	0	1	10	15	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	190	"AWI"	190	8303	9130	8751	0	1	37	0	2	0	2	0	0	42	0	1	0	0	0	0	0	0	20	676	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	414	369	0	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	195	"AWI"	195	8475	9267	8925	1	0	45	0	1	0	4	0	0	34	0	1	0	0	0	0	0	0	20	1185	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	457	314	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	9	8	0	0	1
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	200	"AWI"	200	8684	9375	9089	1	2	49	0	3	0	4	0	0	42	0	0	0	0	0	0	0	0	22	830	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	414	383	0	0	0	0	1	14	0	0	0	0	0	1	0	0	0	0	0	0	7	5	0	0	1
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	205	"AWI"	205	8904	9470	9262	0	0	21	0	5	0	4	0	0	41	0	0	0	0	0	1	0	0	21	46	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	289	221	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	210	"AWI"	210	9184	9577	9435	1	0	16	0	2	0	5	0	0	13	0	0	0	0	0	0	0	0	14	159	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	590	516	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	215	"AWI"	215	9354	10179	9650	0	0	22	0	6	0	5	0	0	41	0	0	0	0	0	0	0	0	13	275	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	268	541	0	0	0	0	0	6	0	1	0	2	0	0	0	0	0	1	0	3	10	7	2	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	220	"AWI"	220	9506	10545	9923	0	0	21	0	5	0	2	0	0	35	0	0	0	0	0	0	0	0	8	245	0	0	0	0	1	0	0	0	0	1	0	10	0	0	0	32	555	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	13	5	3	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	225	"AWI"	225	9674	10850	10201	0	0	40	0	22	0	4	0	0	51	0	0	0	0	0	0	0	0	8	119	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	7	963	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	6	17	6	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	230	"AWI"	230	9871	11128	10460	0	0	21	0	18	0	4	0	0	38	0	0	0	0	0	1	0	0	3	249	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	4	907	0	0	0	0	1	4	0	0	0	3	0	0	0	0	0	0	0	2	3	9	4	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	235	"AWI"	235	10108	11369	10735	0	0	6	0	11	0	3	0	0	15	0	0	0	0	0	2	0	0	1	216	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	805	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	6	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	237.5	"AWI"	237.5	10252	11467.5	10862	0	0	5	0	2	0	0	0	0	14	0	0	0	0	0	3	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	788	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1	2	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	240	"AWI"	240	10360	11603	10989	0	0	8	0	9	0	7	0	0	19	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	2	713	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	1	0	1	5	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	242.5	"AWI"	242.5	10536.5	11697.5	11118	0	0	4	0	3	0	8	0	0	28	0	0	0	0	0	1	0	0	0	368	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	777	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	1	1	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	245	"AWI"	245	10652	11826	11249	0	0	2	0	12	0	6	0	0	24	0	0	0	0	0	0	0	1	0	458	0	0	0	0	0	0	0	0	0	11	0	5	0	0	0	1	797	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	4	1	1	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	247.5	"AWI"	247.5	10790.5	11940	11374.5	0	0	2	1	6	0	11	0	0	15	0	0	0	0	0	1	0	0	0	1142	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	560	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0
15693	24061	"Malschötscher Hotter"	46.66611	11.45833	250	"AWI"	250	10886	12096	11490	0	0	1	16	11	0	110	0	0	12	0	0	0	0	0	12	0	4	0	662	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	525	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	5	0	0	0	0	0
