"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
3392	4396	"Plesheevo Lake"	56.76882	38.77603	80	"AWI"	80	1844	4966	3243	0	0	0	5.40540540540541	13.5135135135135	6.75675675675676	0	51.3513513513513	0	0	0	1.35135135135135	2.7027027027027	0	0.675675675675676	0	8.10810810810811	0	0.675675675675676	0	0	0	0	0	0	0	7.43243243243243	0	0	0	1.35135135135135	0	0.675675675675676	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	95	"AWI"	95	2400	5619	3921	0	0	0	10	7	4	0	31	0	0	0	4	3	1	0	0	11	0	0	0	0	0	6	0	0	0	20	0	0	1	0	0	1	0	0	1
3392	4396	"Plesheevo Lake"	56.76882	38.77603	100	"AWI"	100	2548	5867	4139	0	0	0	9.09090909090909	11.3636363636364	4.54545454545455	0	21.5909090909091	0	0	0	3.40909090909091	3.40909090909091	3.40909090909091	0	0	7.95454545454545	0	0	0	0	0	20.4545454545455	0	0	0	14.7727272727273	0	0	0	0	0	0	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	115	"AWI"	115	3203	6409	4785	0	0	0	10.15625	9.375	1.5625	0	24.21875	0	0	0	2.34375	7.03125	14.84375	0	0	2.34375	1.5625	0	0	0	0	17.96875	0	0	0	7.03125	0	0	0	0	0	0.78125	0	0	0.78125
3392	4396	"Plesheevo Lake"	56.76882	38.77603	125	"AWI"	125	3602	6857	5219	0	0	0	3.6231884057971	1.44927536231884	3.6231884057971	0	5.07246376811594	1.44927536231884	0	0	0.72463768115942	0	13.0434782608696	0	0	1.44927536231884	0	0	0	0	0	6.52173913043478	0	0	0	55.0724637681159	0	0	0.72463768115942	0.72463768115942	0	6.52173913043478	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	140	"AWI"	140	4177	7503	5869	0	0	0	13.3333333333333	6.66666666666667	12.2222222222222	0	7.77777777777778	0	0	0	2.22222222222222	3.33333333333333	13.3333333333333	0	0	4.44444444444444	0	0	0	0	0	17.7777777777778	0	0	0	15.5555555555556	0	0	2.22222222222222	0	0	1.11111111111111	0	0	0
3392	4396	"Plesheevo Lake"	56.76882	38.77603	145	"AWI"	145	4417	7653	6078	0	0	0	15.929203539823	7.07964601769912	6.19469026548673	0	4.42477876106195	0	0	0	8.84955752212389	2.65486725663717	8.84955752212389	0	0	1.76991150442478	0	0	0	0	0	5.30973451327434	0	0	0	37.1681415929204	0	0	0	0	0	0.884955752212389	0	0	0.884955752212389
3392	4396	"Plesheevo Lake"	56.76882	38.77603	160	"AWI"	160	5085	8221	6718	0	0	0	6.55021834061135	6.98689956331878	4.80349344978166	0	6.55021834061135	0	0	0	3.05676855895197	15.7205240174673	10.0436681222707	0.436681222707424	0	1.74672489082969	0.436681222707424	0	0	0	0.436681222707424	15.2838427947598	0	0	0	10.9170305676856	0	6.11353711790393	3.49344978165939	0.436681222707424	0	2.62008733624454	0	0	4.36681222707424
3392	4396	"Plesheevo Lake"	56.76882	38.77603	170	"AWI"	170	5491	8573	7142	0	0	0	4.6242774566474	0.578034682080925	2.3121387283237	0	5.20231213872832	0.578034682080925	0	0	2.3121387283237	4.6242774566474	12.7167630057803	0	0	1.15606936416185	0	0	0	0	0	53.1791907514451	0	0	0	6.35838150289017	0	0	5.20231213872832	0	0	0.578034682080925	0	0	0.578034682080925
3392	4396	"Plesheevo Lake"	56.76882	38.77603	180	"AWI"	180	5942	8925	7580	0	0	0	8.62068965517241	0.574712643678161	4.02298850574713	0	10.9195402298851	0	0.574712643678161	0	0.574712643678161	11.4942528735632	14.9425287356322	0	0	2.29885057471264	0	0	0	0	0	33.9080459770115	0	0	0	5.17241379310345	0.574712643678161	0	2.29885057471264	0	0	1.14942528735632	0	0	2.8735632183908
