"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	57	"AWI"	57	3368	4061	3705	0	0	55	1	0	0	0	0	101	0	0	0	0	0	0	0	0	49	0	52	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	69	0	0	0	0	1	0	0	0	0	0	2	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	62	"AWI"	62	3393	4219	3765	1	0	125	0	0	1	1	0	217	0	0	0	0	0	0	0	0	55	0	140	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	10	0	0	0	172	0	3	0	0	0	0	0	1	0	0	5	2	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	65	"AWI"	65	3450	4265	3805	0	0	101	0	1	2	0	0	103	0	0	0	0	0	0	0	0	59	0	91	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	36	0	0	0	124	0	3	0	0	0	1	0	0	0	0	4	2	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	70	"AWI"	70	3543	4307	3886	0	0	79	0	0	0	1	0	82	0	0	0	0	0	0	0	0	72	0	138	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	5	0	2	0	0	0	18	0	0	0	98	0	4	0	0	0	0	0	0	0	0	3	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	72	"AWI"	72	3570	4329	3923	0	0	66	0	0	0	1	0	73	0	0	0	0	0	0	0	0	49	0	136	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	10	0	0	0	86	0	0	0	0	0	0	0	0	0	0	3	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	75	"AWI"	75	3601	4371	3972	0	0	119	0	0	0	0	0	154	0	0	1	0	0	0	0	0	33	0	94	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	111	0	3	0	0	0	0	0	1	1	0	1	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	80	"AWI"	80	3641	4454	4055	0	1	74	1	0	0	0	0	134	0	0	0	0	0	0	0	0	39	0	95	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	2	109	0	7	0	0	0	0	0	0	1	0	2	1	1	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	82	"AWI"	82	3656	4496	4084	1	1	108	0	0	0	0	0	167	0	0	0	0	0	0	0	0	36	0	144	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	2	133	0	3	0	0	0	1	0	0	0	0	1	2	0	1
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	85	"AWI"	85	3699	4553	4127	0	0	44	0	0	1	0	0	78	1	0	0	0	0	0	0	0	14	0	94	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	4	0	0	0	53	0	2	0	0	0	1	0	0	3	0	2	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	90	"AWI"	90	3838	4587	4194	0	0	158	1	0	0	1	0	42	0	0	0	0	0	0	0	0	63	0	252	0	0	0	0	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	169	0	0	0	0	0	1	0	0	0	0	5	2	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	95	"AWI"	95	3945	4628	4266	0	0	191	0	0	0	0	0	40	0	0	0	0	0	0	0	0	25	0	207	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	57	1	0	0	0	0	0	0	0	1	0	0	2	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	102	"AWI"	102	4054	4703	4370	1	0	492	1	1	0	0	0	70	0	0	0	0	0	0	0	0	33	0	147	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	1	0	114	1	1	0	0	0	0	0	0	0	0	4	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	103	"AWI"	103	4066	4718	4385	0	0	389	0	0	0	0	0	23	0	0	0	0	0	0	0	0	23	0	40	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	7	0	1	0	81	0	6	0	0	0	1	0	0	1	0	4	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	107	"AWI"	107	4296	4814	4516	0	0	300	0	0	0	0	0	24	0	0	0	0	0	0	0	0	10	0	75	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	60	0	1	0	0	0	0	0	0	0	0	2	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	110	"AWI"	110	4403	5204	4713	0	1	382	0	0	1	1	0	309	0	0	0	0	0	0	0	0	52	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	26	0	17	0	179	0	0	0	0	0	1	1	0	0	0	2	2	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	113	"AWI"	113	4468	5704	4875	0	0	96	0	1	3	0	0	36	0	0	0	0	0	0	0	0	25	0	36	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	141	0	0	2	159	0	0	0	2	0	2	0	0	0	0	8	5	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	114	"AWI"	114	4483	5871	4925	0	0	22	0	1	0	1	0	5	0	0	0	0	0	0	0	0	13	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	63	0	0	2	52	0	0	0	0	1	2	0	0	0	0	4	3	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	115	"AWI"	115	4496	6044	4977	0	0	60	0	1	0	1	0	8	0	0	0	0	0	0	0	0	14	0	38	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	6	0	0	0	108	0	1	1	90	0	1	0	3	0	0	0	0	0	0	2	6	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	117	"AWI"	117	4517	6409	5083	0	0	5	0	0	0	0	0	8	1	0	0	0	0	0	0	0	50	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	170	0	0	1	86	0	0	0	2	0	0	0	0	0	0	4	16	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	120	"AWI"	120	4551	6968	5242	0	1	5	0	3	1	1	0	9	0	3	0	1	0	0	0	0	60	0	22	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	30	0	0	0	350	0	0	1	156	0	0	0	6	0	3	0	0	0	0	5	29	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	122	"AWI"	122	4570	7344	5345	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	87	0	0	0	43	1	0	0	2	0	1	0	0	0	0	1	6	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	125	"AWI"	125	4590	7910	5497	0	0	0	0	2	0	1	0	23	0	0	0	0	0	0	0	0	48	0	35	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	170	0	0	0	101	1	0	0	3	4	1	0	0	0	0	0	14	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	127	"AWI"	127	4729	8171	5671	0	0	0	0	1	1	0	0	27	0	0	0	1	0	0	0	0	43	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	135	0	0	0	82	0	0	0	2	0	3	0	0	0	0	0	8	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	130	"AWI"	130	5005	8348	6034	0	0	0	0	2	0	2	0	38	0	0	0	0	0	1	0	0	120	0	37	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	19	0	0	0	231	0	0	0	106	0	0	0	6	1	7	0	0	0	0	1	10	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	132	"AWI"	132	5129	8492	6295	0	0	0	0	3	1	4	0	29	0	0	0	0	0	0	0	0	112	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	21	0	0	0	406	0	0	0	88	0	0	0	1	0	1	0	0	0	0	1	9	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	135	"AWI"	135	5284	8723	6675	0	0	0	0	2	1	1	0	5	0	0	0	1	0	0	0	0	69	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	116	0	0	0	87	0	0	0	1	2	2	0	1	0	0	0	7	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	140	"AWI"	140	5517	9267	7262	0	0	0	1	5	0	4	0	154	0	1	0	0	0	1	0	0	122	0	48	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	25	0	0	1	55	0	1	0	64	0	0	0	1	1	43	0	1	0	0	0	2	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	145	"AWI"	145	5695	10039	7788	0	0	0	0	1	0	40	0	64	0	1	0	0	0	5	0	0	16	0	231	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	178	0	0	0	46	0	0	0	7	0	0	0	0	5	6	0	0	0	1	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	152	"AWI"	152	6999	10520	8689	0	0	0	8	20	0	299	0	102	0	2	0	1	0	8	0	6	13	0	186	0	1	0	0	0	2	0	0	0	0	22	1	0	0	0	0	0	0	394	0	0	1	229	0	0	0	10	0	0	0	7	19	15	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	155	"AWI"	155	7738	10585	9106	0	0	0	0	0	0	45	0	11	0	1	0	0	0	1	0	0	0	1	82	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	107	0	0	0	84	0	0	0	0	0	0	0	2	5	1	1	0	0	3	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	158	"AWI"	158	8463	10668	9524	0	0	0	3	5	0	51	0	20	0	2	0	0	0	5	0	1	0	0	75	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	106	0	0	0	82	0	0	0	0	0	0	0	3	4	4	0	0	0	1	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	160	"AWI"	160	8951	10743	9805	0	0	0	1	3	0	56	0	16	0	1	0	0	0	4	0	1	0	0	74	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	47	0	0	0	112	0	0	0	4	0	0	0	6	5	6	0	0	0	3	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	165	"AWI"	165	10029	11029	10465	0	0	1	1	5	0	42	0	20	0	0	0	0	0	1	0	2	0	0	84	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	126	0	0	0	85	0	0	0	2	3	0	0	4	6	8	0	0	0	1	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	170	"AWI"	170	10606	11594	11049	0	0	0	0	5	0	30	0	19	0	4	0	0	0	2	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	132	0	0	0	66	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	175	"AWI"	175	11055	11941	11521	0	0	0	1	2	0	30	0	23	0	2	0	0	0	3	0	1	0	0	32	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	201	0	0	0	87	0	0	0	3	0	0	0	1	3	1	0	0	0	1	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	180	"AWI"	180	11414	12306	12017	0	0	0	1	3	0	53	0	31	0	2	0	0	0	2	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	164	0	0	0	86	0	0	0	3	1	0	0	3	4	7	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	185	"AWI"	185	11719	12702	12527	0	0	0	0	0	0	2	0	42	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	204	0	0	0	38	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	190	"AWI"	190	11974	13102	12915	0	0	0	0	0	0	6	0	26	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	195	"AWI"	195	12175	13121	12941	0	0	0	0	1	0	4	0	5	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	106	0	0	0	34	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	200	"AWI"	200	12329	13144	12967	0	0	0	1	1	0	9	0	36	0	0	0	0	0	0	0	0	1	0	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	84	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	205	"AWI"	205	12493	13181	12989	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	9	0	0	0	115	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	210	"AWI"	210	12618	13217	13024	0	0	0	0	2	0	37	0	5	0	4	0	0	0	1	0	0	2	0	44	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	9	0	0	0	65	0	0	0	2	1	0	0	8	1	6	0	0	0	2	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	212	"AWI"	212	12651	13230	13036	0	0	0	0	2	0	27	0	8	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	12	0	0	0	24	0	0	0	4	0	0	0	1	0	2	1	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	215	"AWI"	215	12690	13250	13051	0	0	0	0	1	0	5	0	9	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	105	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	220	"AWI"	220	12741	13285	13073	0	0	0	0	1	0	19	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	225	"AWI"	225	12777	13333	13096	0	0	2	0	0	0	21	0	12	0	0	0	0	0	0	0	0	2	1	123	1	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	2	0	0	0	825	0	0	0	1	0	0	0	4	0	9	1	0	0	3	0	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	230	"AWI"	230	12797	13394	13117	0	0	0	0	21	0	24	0	116	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	231	"AWI"	231	12803	13411	13121	0	0	0	0	32	0	59	0	250	0	0	0	0	0	4	0	0	0	0	211	1	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	2385	0	1	0	0	0	0	0	2	4	63	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	235	"AWI"	235	12825	13437	13138	0	0	0	0	1	0	7	0	8	0	0	0	0	0	0	0	0	0	1	13	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	186	0	0	1	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	240	"AWI"	240	12850	13481	13156	0	0	0	0	9	0	62	0	169	0	0	0	0	0	0	0	2	0	0	22	2	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	308	0	0	0	0	0	0	0	0	14	17	0	0	0	0	0	0	2	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	241	"AWI"	241	12855	13488	13160	0	0	0	0	4	0	134	0	231	0	0	0	0	0	2	0	2	0	0	54	3	0	0	0	0	0	0	0	0	0	69	2	0	0	0	0	0	0	1	0	0	0	492	0	0	0	0	0	0	0	3	20	40	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	245	"AWI"	245	12870	13528	13175	0	0	0	0	2	0	37	0	69	1	0	0	0	0	1	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	2	0	0	0	96	0	0	0	0	0	0	0	3	5	11	0	1	0	4	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	250	"AWI"	250	12889	13585	13194	0	0	0	1	3	0	31	0	102	0	0	0	0	0	1	0	8	0	0	18	4	0	0	0	0	0	0	0	0	0	33	2	1	0	0	0	0	0	1	0	0	0	89	0	0	0	0	0	0	0	3	6	34	0	0	0	6	0	0	1	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	251	"AWI"	251	12894	13598	13198	0	0	0	0	11	0	69	0	173	0	0	0	1	0	4	0	11	1	2	73	3	0	0	0	0	0	0	0	0	0	115	2	2	0	0	0	0	0	1	0	0	0	176	0	0	0	0	0	0	0	12	15	70	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	255	"AWI"	255	12918	13628	13214	0	0	0	0	0	0	22	0	53	0	4	0	0	0	1	0	5	0	0	35	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	2	0	0	0	79	0	0	0	0	3	0	0	3	2	11	0	0	0	6	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	257	"AWI"	257	12927	13645	13221	0	0	0	0	2	0	11	0	29	0	1	0	0	0	1	0	8	0	2	40	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	71	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	260	"AWI"	260	12949	13672	13231	0	0	1	5	1	0	119	0	30	0	5	0	0	0	9	0	51	0	1	30	1	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	16	0	0	0	135	0	0	0	1	2	0	0	1	15	3	0	0	0	3	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	261	"AWI"	261	12953	13680	13235	0	0	2	5	2	0	159	0	39	0	6	0	0	0	9	0	80	1	1	37	1	1	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	37	0	0	0	190	0	0	0	2	0	0	0	3	20	5	0	0	0	1	0	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	270	"AWI"	270	12996	13790	13269	0	0	0	5	0	0	79	0	48	0	3	0	0	0	4	0	39	0	0	22	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	17	0	0	0	120	0	0	0	0	0	0	0	3	3	7	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	272	"AWI"	272	13004	13819	13277	0	0	0	13	1	0	209	0	139	0	4	0	1	0	13	1	104	0	0	60	2	1	0	0	0	0	0	0	0	0	16	1	1	0	0	0	0	0	60	0	0	0	219	0	0	0	2	0	0	0	4	18	17	0	0	0	0	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	275	"AWI"	275	13029	13857	13292	0	0	0	0	0	0	72	0	64	1	2	0	0	0	6	0	37	0	0	38	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9	0	11	1	104	0	0	0	0	0	0	0	2	7	11	0	0	0	3	0	0	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	280	"AWI"	280	13078	13903	13321	0	0	0	0	1	0	84	0	47	0	0	0	0	0	3	0	65	0	0	56	0	2	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	12	0	0	1	79	0	0	0	0	0	0	0	1	3	7	1	1	0	4	0	1	0	0
16173	25003	"Tourbière de Mur de Sologne"	47.41167	1.60889	282	"AWI"	282	13093	13917	13335	0	0	0	2	3	0	125	0	90	0	6	0	0	0	9	0	90	0	0	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	1	83	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0
