"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3381	4383	"Rotsee"	47.07556	8.32556	200	"AWI"	200	2366	4264	2899	76	1	273	0	1	0	3	0	73	1	0	1	3	0	0	0	0	134	11	0	0	1	0	187	1	28	0	0	0	0	0	0	0	0	0	2	29	11	0	51	0	2	76	5	0	0	1	4	10	0	0	0	0	2	3	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	210	"AWI"	210	2405	4772	3073	191	1	354	0	1	0	0	0	41	0	0	0	1	0	0	0	0	95	3	0	0	0	0	310	0	39	0	0	0	0	1	0	0	0	0	0	32	18	0	0	0	0	79	1	0	0	2	2	0	0	0	0	1	4	3	2	1	0
3381	4383	"Rotsee"	47.07556	8.32556	220	"AWI"	220	3065	4860	3635	177	1	233	0	1	0	1	0	34	0	0	0	1	0	0	0	0	98	6	0	0	1	0	255	1	18	0	0	0	0	1	0	0	0	0	3	56	13	0	45	0	0	60	0	0	0	1	3	3	0	1	0	0	5	7	0	1	0
3381	4383	"Rotsee"	47.07556	8.32556	230	"AWI"	230	3683	4940	4228	151	0	302	0	0	0	4	0	34	1	0	0	1	0	0	0	0	87	9	0	0	0	0	236	2	24	0	0	0	0	2	0	0	0	0	1	32	25	0	0	0	0	43	2	0	0	1	1	5	0	0	0	0	11	7	1	1	0
3381	4383	"Rotsee"	47.07556	8.32556	240	"AWI"	240	4208	5180	4784	244	3	238	0	0	4	2	0	38	0	1	1	0	0	0	0	0	83	11	0	0	0	0	183	1	27	0	0	1	0	16	0	0	0	0	2	44	51	0	0	0	1	52	0	0	0	1	2	1	0	0	0	0	14	8	0	1	0
3381	4383	"Rotsee"	47.07556	8.32556	250	"AWI"	250	4672	5681	5268	164	1	260	0	4	4	2	0	44	1	2	0	0	0	0	0	0	84	13	0	0	0	0	158	4	28	0	0	0	0	9	0	0	0	0	1	15	37	0	0	0	4	35	2	0	0	2	1	5	0	0	0	0	16	13	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	260	"AWI"	260	4948	5852	5424	227	1	193	0	2	1	1	0	30	0	0	0	0	0	0	0	0	56	22	0	0	0	0	125	2	11	0	0	0	0	12	0	0	0	0	0	34	53	0	0	0	0	56	0	0	0	0	2	0	0	0	0	0	24	8	0	1	0
3381	4383	"Rotsee"	47.07556	8.32556	270	"AWI"	270	5170	5881	5481	204	1	146	0	0	1	2	0	21	0	0	0	0	0	0	0	0	64	6	0	0	0	0	152	2	20	0	0	0	0	4	0	0	0	0	0	33	30	0	0	0	0	35	0	0	0	1	0	2	0	2	0	0	17	5	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	280	"AWI"	280	5333	5942	5546	253	3	241	0	1	4	4	0	53	1	0	0	0	0	0	0	0	84	22	0	0	0	0	181	5	35	0	0	1	0	10	0	0	0	0	0	47	65	0	0	0	4	68	0	0	0	0	0	2	0	0	0	0	27	9	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	290	"AWI"	290	5405	6023	5624	181	3	163	0	0	0	3	0	54	1	0	0	0	0	0	0	0	73	13	0	0	0	0	101	1	27	0	0	0	0	10	0	0	0	0	0	20	43	0	0	0	2	32	2	0	0	0	0	4	2	0	0	0	29	5	1	1	0
3381	4383	"Rotsee"	47.07556	8.32556	300	"AWI"	300	5602	6169	5798	30	0	135	1	3	0	0	0	20	0	0	0	0	0	0	0	0	33	7	0	0	0	0	43	1	3	0	1	0	0	0	0	0	0	0	1	3	8	0	0	0	1	14	0	0	0	0	1	0	0	0	0	0	11	4	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	310	"AWI"	310	5880	6325	6047	253	2	227	0	1	1	2	0	33	2	0	0	0	0	0	0	0	73	9	0	0	0	0	90	3	17	0	0	0	0	6	0	0	0	0	0	27	59	0	0	0	3	29	1	0	0	0	1	5	2	0	0	0	26	12	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	320	"AWI"	320	6120	6506	6296	379	2	244	0	1	2	0	0	33	0	0	0	0	0	0	0	0	65	15	0	0	0	0	122	4	20	0	0	0	0	7	0	0	0	0	0	19	43	0	0	0	1	34	0	0	0	0	1	2	0	0	0	0	27	11	0	1	0
3381	4383	"Rotsee"	47.07556	8.32556	330	"AWI"	330	6325	6738	6539	358	3	224	0	0	0	2	0	44	0	0	0	0	0	0	0	0	59	16	0	0	0	0	87	2	22	0	0	0	0	4	0	0	0	0	0	20	49	0	0	0	2	45	3	0	0	0	0	3	0	0	0	0	34	11	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	340	"AWI"	340	6525	6957	6758	297	3	238	0	2	1	0	0	13	1	0	0	0	0	0	0	0	85	6	0	0	0	0	63	4	19	0	0	0	0	2	0	0	0	0	1	21	24	0	0	0	3	53	0	0	0	0	0	1	1	0	0	0	38	23	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	350	"AWI"	350	6666	7197	6940	245	3	267	0	4	1	1	0	17	1	0	0	0	0	0	0	0	69	4	0	0	0	0	68	2	22	0	0	0	0	2	0	0	0	0	0	13	14	0	0	0	0	35	1	0	0	0	0	6	0	0	0	0	34	19	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	360	"AWI"	360	6725	7530	7114	293	0	139	0	0	0	3	0	8	0	0	0	0	0	0	0	0	43	3	0	0	0	0	64	1	16	0	0	0	0	2	0	0	0	0	0	7	29	0	0	0	0	31	0	0	0	0	0	1	0	0	0	0	63	20	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	370	"AWI"	370	6759	7882	7288	318	1	146	0	0	0	3	0	6	2	0	1	0	0	0	0	0	48	10	0	0	0	0	75	1	23	0	0	0	0	3	0	0	0	0	0	12	33	0	0	0	1	27	0	0	0	2	0	1	0	0	0	0	48	22	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	380	"AWI"	380	6851	8205	7475	384	1	144	0	1	0	0	0	17	0	0	0	0	0	0	0	0	62	8	0	0	0	0	48	2	21	0	0	0	0	2	0	0	1	0	0	17	36	0	0	0	0	32	1	1	0	1	0	0	0	0	0	0	45	22	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	390	"AWI"	390	7310	8273	7741	264	2	121	0	1	5	1	0	10	1	0	0	0	0	0	0	0	67	15	0	0	0	0	39	1	28	0	0	0	0	1	0	0	0	0	0	3	40	0	0	0	1	35	0	0	0	0	0	1	0	0	0	0	69	21	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	400	"AWI"	400	7712	8377	8006	266	3	75	0	1	1	2	0	16	0	0	0	0	0	0	0	0	49	12	0	0	0	0	35	0	32	0	0	0	0	2	0	0	0	0	0	1	43	0	0	0	1	33	2	0	0	0	0	0	0	0	0	0	60	25	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	410	"AWI"	410	8019	8587	8281	247	1	21	0	1	3	3	0	12	1	0	0	0	0	0	0	0	53	13	0	0	0	0	12	2	20	0	0	0	0	2	0	0	0	0	0	2	60	0	0	0	0	36	1	0	0	0	0	2	0	0	0	0	51	28	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	420	"AWI"	420	8157	8981	8540	32	3	31	0	0	5	3	0	11	1	0	0	0	0	0	0	0	75	7	0	0	0	0	1	2	47	0	0	0	0	1	0	0	0	0	0	0	102	0	0	0	0	96	0	0	0	0	0	1	0	0	0	1	124	55	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	430	"AWI"	430	8565	9194	8859	18	6	42	0	2	0	1	0	12	1	0	0	0	0	0	0	0	67	13	0	0	1	0	0	0	33	0	0	0	0	3	0	0	0	0	0	2	93	0	0	0	0	54	0	0	0	0	0	5	0	1	0	1	131	6	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	440	"AWI"	440	8977	9410	9180	14	3	34	0	0	4	1	0	11	0	0	0	0	0	0	0	0	110	11	0	0	0	0	0	4	19	0	0	0	0	1	0	0	0	0	0	0	187	0	0	0	0	51	0	0	0	1	1	1	0	2	0	0	168	53	2	0	0
3381	4383	"Rotsee"	47.07556	8.32556	450	"AWI"	450	9369	9697	9493	11	3	39	0	0	1	2	0	21	0	0	0	0	0	0	0	0	117	12	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	79	1	0	0	1	1	3	0	3	0	1	118	48	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	455	"AWI"	455	9549	9880	9649	3	3	33	0	0	2	4	0	18	0	0	0	0	0	0	0	0	114	5	0	0	0	0	0	0	31	0	0	1	0	5	0	0	0	0	0	0	58	0	0	0	1	88	4	0	0	0	0	1	0	0	0	0	115	62	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	460	"AWI"	460	9652	10073	9811	2	4	29	0	2	7	1	0	22	0	0	1	0	0	0	0	0	400	11	0	0	0	0	0	0	48	0	0	0	0	2	0	0	0	0	0	0	58	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	49	74	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	470	"AWI"	470	9730	10215	9933	2	2	26	0	2	3	2	0	32	1	0	0	0	0	0	0	0	190	9	0	0	0	0	0	1	34	0	0	0	0	1	0	0	0	0	0	0	52	0	0	0	2	71	2	0	0	0	1	1	0	1	0	0	91	44	2	0	0
3381	4383	"Rotsee"	47.07556	8.32556	480	"AWI"	480	9758	10267	9982	0	3	50	1	0	8	1	0	29	0	0	0	0	0	0	0	0	186	10	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	52	0	0	0	1	70	2	0	0	0	1	4	0	3	0	1	84	73	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	490	"AWI"	490	9774	10344	10027	1	4	37	0	0	4	4	0	32	0	0	0	0	0	0	0	0	199	13	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	75	1	0	0	2	1	4	0	0	0	0	114	56	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	500	"AWI"	500	9789	10447	10068	0	3	25	0	0	2	2	0	25	0	1	0	0	0	0	0	0	234	7	0	0	0	0	0	1	19	0	0	0	0	4	0	0	0	0	0	0	37	0	0	0	0	76	2	0	0	1	1	0	0	0	0	0	78	69	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	510	"AWI"	510	9826	10518	10112	0	2	35	0	1	7	2	0	18	0	0	0	0	0	0	0	0	183	4	1	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	49	0	0	0	2	71	0	0	0	0	1	4	0	5	0	0	79	50	2	1	0
3381	4383	"Rotsee"	47.07556	8.32556	520	"AWI"	520	9861	10562	10159	0	4	32	0	1	6	0	0	35	0	0	0	0	0	0	0	0	266	10	0	0	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	49	0	0	0	2	59	2	0	0	0	2	1	0	1	0	0	79	60	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	530	"AWI"	530	9889	10618	10206	0	3	28	0	2	17	3	0	33	3	0	0	0	0	0	0	0	329	10	0	0	0	0	0	0	23	0	0	0	0	3	0	0	0	0	0	0	66	0	0	0	1	70	0	0	0	0	0	3	0	2	0	1	81	69	0	1	0
3381	4383	"Rotsee"	47.07556	8.32556	540	"AWI"	540	9907	10689	10248	0	3	20	0	4	5	2	0	40	0	0	0	0	0	0	0	1	277	20	0	0	0	0	0	1	10	0	0	0	0	3	0	0	0	0	0	0	50	0	0	0	2	86	0	0	0	1	1	2	1	2	0	0	75	68	2	2	0
3381	4383	"Rotsee"	47.07556	8.32556	550	"AWI"	550	9938	10764	10292	0	1	14	0	3	13	3	0	47	1	0	0	0	0	0	0	0	290	5	0	0	0	0	0	3	7	0	0	0	0	3	0	0	0	0	0	0	58	0	0	0	0	81	1	0	0	0	0	2	0	2	0	0	34	40	2	0	0
3381	4383	"Rotsee"	47.07556	8.32556	560	"AWI"	560	9977	10796	10338	0	5	25	0	6	10	0	0	29	0	0	1	0	0	0	0	0	366	8	0	0	0	0	0	1	9	0	0	0	0	2	0	0	0	0	0	0	62	0	0	0	0	86	1	0	0	1	1	1	0	2	0	0	38	62	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	570	"AWI"	570	10012	10839	10385	0	2	33	0	1	3	3	0	31	2	0	1	0	0	0	0	0	324	6	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	71	0	0	0	1	70	0	0	0	0	0	0	0	0	0	0	43	46	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	580	"AWI"	580	10040	10904	10431	0	0	30	0	0	3	5	0	52	0	0	0	0	0	0	0	0	291	4	0	0	0	0	0	2	1	0	0	0	0	5	0	0	0	0	0	0	84	0	0	0	1	57	1	0	0	0	0	1	0	3	1	0	44	40	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	590	"AWI"	590	10067	10984	10473	0	2	18	0	1	5	1	0	41	2	0	0	0	0	0	0	0	313	14	0	0	0	0	0	2	3	0	0	0	0	6	0	0	0	0	0	0	80	0	0	0	1	78	1	0	0	1	1	2	0	1	0	0	29	16	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	600	"AWI"	600	10115	11019	10521	0	1	37	0	2	2	3	0	51	0	0	0	0	0	0	0	0	320	8	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	92	0	0	0	0	118	2	0	0	1	0	1	0	0	0	0	16	32	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	610	"AWI"	610	10158	11056	10568	0	6	26	0	5	4	0	0	33	1	0	0	0	0	0	0	0	339	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	60	0	0	0	0	106	0	0	0	0	0	2	0	0	0	1	14	29	0	3	0
3381	4383	"Rotsee"	47.07556	8.32556	620	"AWI"	620	10190	11103	10614	0	6	43	0	0	6	3	0	50	0	1	0	0	0	0	0	0	297	6	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	92	0	0	0	0	148	0	0	0	0	4	2	0	1	0	0	11	57	0	2	0
3381	4383	"Rotsee"	47.07556	8.32556	630	"AWI"	630	10217	11171	10660	0	2	32	0	0	1	3	0	57	2	0	0	0	0	0	0	0	318	9	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	88	0	0	0	1	94	1	0	0	0	2	1	0	1	0	0	9	25	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	640	"AWI"	640	10278	11204	10702	0	1	53	0	0	2	5	0	46	2	0	0	0	0	0	0	0	289	12	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	98	0	0	0	0	80	0	0	0	0	2	1	0	0	0	1	12	48	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	650	"AWI"	650	10333	11231	10742	1	0	50	0	1	2	4	0	64	0	0	0	0	0	0	0	0	302	12	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	161	0	0	0	0	62	1	0	0	0	1	3	0	0	0	0	9	42	0	1	0
3381	4383	"Rotsee"	47.07556	8.32556	660	"AWI"	660	10365	11272	10788	0	0	66	0	2	1	2	0	55	1	0	0	0	0	0	0	0	241	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	51	1	0	0	0	0	4	0	1	0	0	16	43	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	670	"AWI"	670	10404	11323	10833	0	2	32	0	2	0	1	0	48	0	0	0	0	0	0	0	0	285	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	157	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	13	38	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	680	"AWI"	680	10462	11363	10876	0	0	27	0	1	0	3	0	42	1	0	0	0	0	0	0	0	269	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	167	0	0	0	0	41	1	0	0	0	0	1	0	3	0	0	18	29	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	690	"AWI"	690	10539	11405	10927	0	2	40	1	1	0	5	0	33	1	0	0	0	0	0	0	0	270	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	1	39	1	0	0	0	1	2	0	0	0	0	21	56	0	1	0
3381	4383	"Rotsee"	47.07556	8.32556	700	"AWI"	700	10595	11452	10975	0	3	29	0	1	0	3	0	66	0	0	0	0	0	0	0	0	171	15	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	25	1	0	0	1	3	3	0	0	0	1	9	55	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	705	"AWI"	705	10619	11485	11000	0	2	4	0	4	0	4	0	68	2	0	0	0	0	0	0	0	26	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	6	0	0	0	0	5	6	0	0	0	0	14	21	0	1	0
3381	4383	"Rotsee"	47.07556	8.32556	710	"AWI"	710	10643	11519	11024	0	4	8	0	4	0	2	0	100	1	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	11	2	0	0	1	1	7	0	0	0	0	30	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	715	"AWI"	715	10665	11556	11047	0	1	3	0	3	0	4	0	116	2	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	19	4	0	4	0
3381	4383	"Rotsee"	47.07556	8.32556	720	"AWI"	720	10677	11576	11066	0	0	0	0	4	0	8	0	416	2	0	0	0	0	0	0	0	3	6	2	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	656	0	0	0	0	2	0	1	0	0	3	17	2	0	0	0	4	1	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	722.5	"AWI"	722.5	10683	11588.5	11077	0	0	0	1	2	0	4	0	231	0	0	0	0	0	0	0	0	2	12	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	402	0	0	0	1	1	0	0	0	0	2	8	0	0	0	1	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	725	"AWI"	725	10692	11599	11085	0	0	2	1	2	0	11	0	311	0	0	0	0	0	0	0	1	0	6	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	4	5	13	0	0	0	4	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	727.5	"AWI"	727.5	10701.5	11614	11094.5	0	0	0	0	2	0	13	0	137	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	283	0	0	0	0	1	1	0	0	3	5	2	0	0	0	2	0	0	0	0	0
