"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Urticaceae"
13446	20165	"Bosscherheide"	51.57861	6.09472	10.5	"AWI"	10.5	12777.5	13067.5	12882	0	0	0.826446280991736	0	0	1.65289256198347	0	0	0	0	0	0	33.8842975206612	0	0	0	0	0	0	0	54.5454545454545	0	8.26446280991736	0	0	0	0	0.826446280991736	0	0	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	11.5	"AWI"	11.5	12806	13079	12905	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	53.3333333333333	0	0	0	0	0	0	0	38.6666666666667	0	6.66666666666667	0	0	0	0	0	0	0	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	12.5	"AWI"	12.5	12831.5	13092	12929	0	0	0	0	0	3.66666666666667	0	0	0	0	0	0	48.3333333333333	0	0	0	0	0	0	0	33	0	15	0	0	0	0	0	0	0	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	13.5	"AWI"	13.5	12854.5	13108.5	12953.5	0	0	0	0.333333333333333	0	2.33333333333333	0	0	0	0	0	0.333333333333333	48.6666666666667	0	0	0	0	0	0	0	40.3333333333333	0	7.33333333333333	0	0.333333333333333	0	0	0	0	0.333333333333333	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	14.5	"AWI"	14.5	12877.5	13129	12978.5	0	0.333333333333333	0	0	0	3.33333333333333	0	0	0	0	0	0	49	0	0	0	0	0	0.333333333333333	0	37.6666666666667	0	9	0	0	0	0	0	0	0.333333333333333	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	15.5	"AWI"	15.5	12898	13153	13002.5	0.3690036900369	0.3690036900369	0	0.3690036900369	0	1.8450184501845	0	0	0	0	0	0	57.5645756457565	0	0	0	0	0	0.3690036900369	0	34.6863468634686	0	2.9520295202952	0	0.738007380073801	0	0	0	0	0.738007380073801	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	16.5	"AWI"	16.5	12916	13184	13026	0	0	0	3.92156862745098	0	4.90196078431373	0	0	0	0	0	0	35.2941176470588	0	0	0	0	0	0.980392156862745	0	43.1372549019608	0	10.7843137254902	0	0	0	0	0	0	0.980392156862745	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	17.5	"AWI"	17.5	12934	13221.5	13049.5	0	0	0	0.418410041841004	0	3.34728033472803	0	0	0	0	0	0	38.4937238493724	0	0	0	0.418410041841004	0	0	0	48.1171548117155	0	6.69456066945607	0	0	0	0	0.836820083682008	0	1.67364016736402	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	18.5	"AWI"	18.5	12950.5	13258	13072.5	0	0	0	0	0	11.5511551155116	0	0	0	0.33003300330033	0	0	50.4950495049505	0	0	0	0	0	0	0	28.0528052805281	0	8.58085808580858	0	0	0	0	0	0	0.33003300330033	0	0.66006600660066	0
13446	20165	"Bosscherheide"	51.57861	6.09472	19.5	"AWI"	19.5	12965	13294	13094.5	0	0.332225913621262	0	0	0	8.63787375415282	0	0	0	0	0	0	57.1428571428571	0	0	0	0	0	0	0	20.5980066445183	0	12.2923588039867	0	0	0	0	0.332225913621262	0	0.664451827242525	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	20.5	"AWI"	20.5	13018.5	13340	13144	0	0	0.328947368421053	0.328947368421053	0	43.421052631579	0.328947368421053	0	0	0	0	0	38.4868421052632	0	0	0	0	0	0	0	9.86842105263158	0	6.57894736842105	0	0	0	0	0.657894736842105	0	0	0	0	0
13446	20165	"Bosscherheide"	51.57861	6.09472	21.5	"AWI"	21.5	13109.5	13396	13221.5	0	0	1.30718954248366	0.980392156862745	0	14.7058823529412	0	0	0	0	0	0	53.921568627451	0	0	0	0	0	0	0	11.1111111111111	0	16.6666666666667	0	0	0	0	0	0	0.65359477124183	0	0.65359477124183	0
13446	20165	"Bosscherheide"	51.57861	6.09472	22.5	"AWI"	22.5	13195.5	13453.5	13298.5	0	0	0.33003300330033	0.66006600660066	0	33.993399339934	0	0	0	0	0	0	41.5841584158416	0	0	0	0	0	0	0	8.91089108910891	0	13.2013201320132	0	0	0	0	0	0	0.66006600660066	0	0.66006600660066	0
13446	20165	"Bosscherheide"	51.57861	6.09472	23.5	"AWI"	23.5	13275.5	13513	13375.5	0	0	0.65359477124183	2.61437908496732	0	24.1830065359477	0	0	0	0	0	0	42.483660130719	0	0	0	0	0	0	0	3.26797385620915	0	23.8562091503268	0	0	0	0	0.65359477124183	0	1.63398692810458	0	0.65359477124183	0
13446	20165	"Bosscherheide"	51.57861	6.09472	24.5	"AWI"	24.5	13351	13580	13453	0	0	0.327868852459016	1.31147540983607	0	20	0	0	0	0	0	0	37.3770491803279	0	0	0	0	0	0	0	2.62295081967213	0	34.4262295081967	0	0	0	0	0.327868852459016	0	2.62295081967213	0	0.983606557377049	0
13446	20165	"Bosscherheide"	51.57861	6.09472	25.5	"AWI"	25.5	13421.5	13655.5	13530.5	0	0	0.318471337579618	2.22929936305732	0	25.1592356687898	0	0	0	0	0	0	27.0700636942675	0	0	0	0	0	0	0	2.22929936305732	0	35.3503184713376	0	0	0.636942675159236	0	2.22929936305732	0	3.5031847133758	0	1.27388535031847	0
13446	20165	"Bosscherheide"	51.57861	6.09472	26.5	"AWI"	26.5	13487	13736	13606	0.325732899022801	0.325732899022801	0.325732899022801	1.62866449511401	0.651465798045603	21.4983713355049	0	0	0	0	0	0	20.8469055374593	0	0	0	0	0	0	0	1.95439739413681	0	41.3680781758958	0	0	0	0	0.977198697068404	0	9.77198697068404	0	0.325732899022801	0
13446	20165	"Bosscherheide"	51.57861	6.09472	27.5	"AWI"	27.5	13549.5	13820.5	13681.5	0	0	1.74927113702624	2.33236151603499	0	16.6180758017493	0	0.291545189504373	0	0	0.87463556851312	0.583090379008746	27.4052478134111	0	0	0	1.74927113702624	0	0	0	7.5801749271137	0	31.1953352769679	0	0	0.291545189504373	0	1.45772594752187	0.583090379008746	6.41399416909621	0	0.87463556851312	0
13446	20165	"Bosscherheide"	51.57861	6.09472	28.5	"AWI"	28.5	13608	13910.5	13758	0	0	0.954198473282443	1.90839694656489	0	19.0839694656489	0.381679389312977	0	0	0	0	0	19.0839694656489	0	0	0	1.7175572519084	0	0	0	4.19847328244275	0	38.1679389312977	1.52671755725191	0	1.14503816793893	0	1.14503816793893	0.381679389312977	9.9236641221374	0	0.381679389312977	0
13446	20165	"Bosscherheide"	51.57861	6.09472	29.5	"AWI"	29.5	13664	14004.5	13834.5	0	0	0.303030303030303	0.606060606060606	0	56.3636363636364	0	0	0	0	0.303030303030303	2.42424242424242	7.87878787878788	0	0	0	4.24242424242424	0	0	0	3.93939393939394	0	18.1818181818182	0.303030303030303	0	0	0	0.303030303030303	0.606060606060606	3.93939393939394	0	0.606060606060606	0
13446	20165	"Bosscherheide"	51.57861	6.09472	30.5	"AWI"	30.5	13721	14066.5	13891.5	0	0	0.303951367781155	1.51975683890578	0	45.2887537993921	0	0	0	0	0.303951367781155	0	3.64741641337386	0	0	0	6.68693009118541	0	0	0	1.21580547112462	0	38.6018237082067	0	0	0.303951367781155	0	0.303951367781155	0	1.21580547112462	0	0.60790273556231	0
13446	20165	"Bosscherheide"	51.57861	6.09472	31.5	"AWI"	31.5	13774.5	14101.5	13929	0	0	0.290697674418605	1.45348837209302	0.581395348837209	50.5813953488372	0	0	0	0	0.290697674418605	1.16279069767442	3.48837209302326	0	0	0	9.30232558139535	0.290697674418605	0	0	0.872093023255814	0	27.0348837209302	0	0	0	0	0.290697674418605	0.290697674418605	3.19767441860465	0.290697674418605	0.581395348837209	0
13446	20165	"Bosscherheide"	51.57861	6.09472	32.5	"AWI"	32.5	13812.5	14147.5	13968.5	0	0.258397932816538	0.258397932816538	2.0671834625323	0.775193798449612	41.0852713178295	0	0	0	0	0.516795865633075	0	5.16795865633075	0.258397932816538	0	0	5.42635658914729	0	0	0	0.516795865633075	0	37.7260981912145	0	0	0.258397932816538	0	0.258397932816538	0	4.39276485788114	0	1.03359173126615	0
13446	20165	"Bosscherheide"	51.57861	6.09472	33.5	"AWI"	33.5	13836	14207	14007.5	0	0	0.746268656716418	0.995024875621891	0	40.7960199004975	0	0	0	0	0	0	4.72636815920398	0	0	0	4.47761194029851	0	0	0	1.24378109452736	0	39.8009950248756	0	0	0.248756218905473	0	0.497512437810945	0	5.97014925373134	0	0.497512437810945	0
13446	20165	"Bosscherheide"	51.57861	6.09472	34.5	"AWI"	34.5	13855	14280.5	14042	0	0	2.19435736677116	1.88087774294671	0	26.3322884012539	0	0.156739811912226	0	0	0.156739811912226	0	7.05329153605016	0	0	0	13.6363636363636	0	0	0	1.09717868338558	0.313479623824451	38.2445141065831	0	0	0.626959247648903	0	0.626959247648903	0.626959247648903	6.42633228840125	0	0.313479623824451	0.313479623824451
13446	20165	"Bosscherheide"	51.57861	6.09472	35.5	"AWI"	35.5	13869.5	14361.5	14073	0.13986013986014	0	0.839160839160839	3.91608391608392	0.699300699300699	17.6223776223776	0	0	0	0.27972027972028	0.41958041958042	0	3.77622377622378	0	0	0	25.7342657342657	0	0	0	0.13986013986014	0.27972027972028	29.7902097902098	0	0	0.699300699300699	0	0.559440559440559	0.27972027972028	13.986013986014	0	0.839160839160839	0
13446	20165	"Bosscherheide"	51.57861	6.09472	36.5	"AWI"	36.5	13879.5	14447	14102	0.17921146953405	0	1.0752688172043	6.98924731182796	0	28.1362007168459	0.17921146953405	0	0	0	0.537634408602151	0	5.01792114695341	0	0	0	11.6487455197133	0	0	0	0.17921146953405	0.716845878136201	31.7204301075269	0.896057347670251	0.17921146953405	1.4336917562724	0	0.537634408602151	0.3584229390681	5.37634408602151	0	4.83870967741935	0
13446	20165	"Bosscherheide"	51.57861	6.09472	37.5	"AWI"	37.5	13888.5	14535	14130	0	0.0880281690140845	0.96830985915493	11.443661971831	0.352112676056338	11.1795774647887	0	0.352112676056338	0	0	0.352112676056338	0	11.9718309859155	0.264084507042254	0	0.0880281690140845	14.5246478873239	0.0880281690140845	0	0	0.352112676056338	0.616197183098592	40.1408450704225	0.176056338028169	0	0.792253521126761	0.96830985915493	0.704225352112676	0.352112676056338	3.16901408450704	0	1.05633802816901	0
