"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acacia"	"Acer"	"Alnus"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Calceolariaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Portulacaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
11581	17342	"Cuckoo"	52.0025	-9.5425	546	"AWI"	546	9523	10193	9857	0	0	0	4	0	0	0	0	0	1	26	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	38	0	0	0	3	0	0	0	0	10	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	552	"AWI"	552	9703	10514	10116	0	0	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	37	0	0	0	2	0	0	0	0	6	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	556	"AWI"	556	9809	10736	10286	0	0	0	3	0	0	0	0	0	0	54	0	0	0	0	0	0	72	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	28	1	0	0	1	0	0	0	0	2	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	560	"AWI"	560	9904	10976	10452	0	0	0	4	0	0	0	0	0	0	59	0	0	0	0	1	0	56	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	26	0	0	0	3	0	0	0	0	6	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	564	"AWI"	564	9999	11211	10626	0	0	0	5	0	0	0	0	0	0	41	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	2	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	568	"AWI"	568	10180	11394	10809	0	0	0	3	0	0	0	0	0	0	53	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	572	"AWI"	572	10480	11511	11001	0	0	0	2	0	0	0	0	0	0	68	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	1	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	576	"AWI"	576	10766	11653	11192	0	0	0	5	0	0	0	0	0	0	97	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	19	0	0	0	2	0	0	1	0	0	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	580	"AWI"	580	11009	11793	11400	0	0	0	6	0	0	0	0	0	0	97	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	18	0	0	0	5	0	0	0	0	0	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	584	"AWI"	584	11230	12000	11605	0	0	0	2	0	0	0	0	0	0	104	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	6	0	0	1	0	0	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	588	"AWI"	588	11422	12249	11808	0	0	0	10	0	0	0	0	0	0	129	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	2	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	592	"AWI"	592	11551	12520	12001	0	0	0	5	0	0	0	0	0	0	108	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	0	0	7	0	0	0	0	1	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	596	"AWI"	596	11676	12807	12196	0	0	0	4	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	11	0	0	0	0	1	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	600	"AWI"	600	11784	13125	12393	0	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	13	0	0	0	0	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	604	"AWI"	604	11873	13459	12588	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	0	0	10	0	0	0	0	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	612	"AWI"	612	12825	14146	13432	0	0	0	8	0	0	0	0	0	0	99	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	616	"AWI"	616	13406	14533	13913	0	0	0	4	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	9	0	0	0	2	0	0	0	0	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	620	"AWI"	620	13978	14904	14397	0	0	0	5	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	2	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	624	"AWI"	624	14525	15284	14881	0	0	0	3	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	18	0	0	0	2	0	0	0	1	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	628	"AWI"	628	15075	15682	15364	0	0	0	4	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	0	0	0	3	0	0	0	0	1	0	0
